postal_cd,consultant_names,consultant_num,num_districts_served,num_clean_districts_served,num_dirty_districts_served,num_fiber_target_districts_served,num_potential_fiber_target_districts_served,num_not_fiber_target_districts_served,num_no_data_fiber_districts_served,num_bw_target_districts_served,num_potential_bw_target_districts_served,num_not_bw_target_districts_served,num_no_data_bw_districts_served,num_meeting_affordability_districts_served,num_not_meeting_affordability_districts_served,num_unknown_affordability_districts_served,num_fiber_or_bw_target_districts_served,num_fiber_or_bw_potential_target_districts_served,num_applications
PA,"FABReporting Solutions, LLC",17000530,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
PA,Funds for Learning,16024808,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
PA,Intermediate Unit One,16062583,12,9,3,2,3,7,0,0,2,9,1,7,2,3,2,3,12
PA,Lincoln Intermediate Unit 12 - Erate Consulting Services,16062405,2,2,0,1,0,1,0,0,0,2,0,2,0,0,1,0,3
PA,Midwestern Intermediate Unit IV,16063093,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
PA,Montgomery County Intermediate Unit,16065638,7,1,6,0,6,1,0,0,1,6,0,1,0,6,0,6,9
PA,The KSL Group,16043680,7,7,0,2,0,5,0,2,0,5,0,3,4,0,4,0,7
PA,Tritt Schell Consulting Services,16043685,15,13,2,0,4,11,0,2,1,12,0,10,3,2,2,4,18
PA,Tuscarora Intermediate Unit 11,16065090,2,0,2,1,1,0,0,0,2,0,0,0,0,2,1,2,2
PA,"Van Strien Consulting, LLC",16062586,10,10,0,1,1,8,0,1,0,9,0,9,1,0,2,1,11
RI,Anthony Terceira,16062354,10,10,0,0,0,10,0,1,0,9,0,1,9,0,1,0,13
RI,Educational Consortium for Telecom Savings,16024807,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
RI,E-Rate Central,16060891,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
RI,E-RATE ONLINE LLC,16048791,6,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,8
RI,TECedge LLC,16052088,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
SC,Epic Communications,16048924,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
SC,Funds for Learning,16024808,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
SC,Service Associates Inc,16043663,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
SD,BIA Erate Team,17001438,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,2
SD,Dakota Academic Consulting,16062227,9,6,3,1,3,5,0,0,2,7,0,4,2,3,1,5,10
SD,"E-RATE AND EDUCATIONAL SERVICES, LLC.",16062408,2,2,0,2,0,0,0,0,0,2,0,1,1,0,2,0,2
SD,E-Rate Complete,16043592,14,2,12,5,6,3,0,0,8,6,0,3,0,11,5,11,15
SD,Tech Funds Inc,16043671,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2
TN,Allen & Allen Consulting LLC,16060634,15,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,19
TN,CSM Consulting Inc.,16043564,8,8,0,0,2,6,0,1,0,7,0,0,8,0,1,2,13
TN,Educational Consortium for Telecom Savings,16024807,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
TN,Epic Communications,16048924,3,3,0,0,1,2,0,0,0,3,0,0,3,0,0,1,3
TN,K12 Consultants,16043612,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TN,"Kellogg & Sovereign Consulting, LLC",16024809,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TN,Swope Educational Consulting,16062272,13,13,0,0,1,12,0,0,0,13,0,0,13,0,0,1,15
TX,"ADS Advanced Data Services, Inc.",16049151,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
TX,Alvin Myers,17006481,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
TX,Avant Services,16063639,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,2,4
TX,Cathy Morton,16062211,65,62,3,14,4,47,0,8,1,56,0,4,58,3,20,4,77
TX,COLLECT-ED LLC,16062522,23,23,0,1,1,21,0,2,0,21,0,5,14,4,3,1,24
TX,CRW Consulting,16024800,40,38,2,2,4,34,0,5,2,33,0,8,30,2,7,5,41
TX,CSM Consulting Inc.,16043564,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
TX,Debbie Dempsay,16073887,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
TX,"e2e Exchange, LLC",16043595,4,3,1,1,2,1,0,1,1,2,0,0,3,1,2,2,4
TX,Eastern Oklahoma E-Rate Service,16043579,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TX,Educational Consortium for Telecom Savings,16024807,11,11,0,2,1,8,0,2,0,9,0,3,8,0,3,1,11
TX,"Educational Planners, Inc.",16081740,7,5,2,4,0,3,0,1,1,5,0,0,5,2,4,1,9
TX,"Education Partners Solution, Inc.",16043584,6,5,1,0,1,5,0,1,1,4,0,1,4,1,1,1,11
TX,"Education Service Center, Region 2",16067381,24,24,0,2,4,18,0,3,0,21,0,11,13,0,5,4,25
TX,ELLEN YATES,16062577,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TX,Epic Communications,16048924,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TX,"E-Rate 360 Solutions, LLC",16048893,6,5,1,2,1,3,0,2,0,4,0,1,4,1,3,1,6
TX,E-Rate Central,16060891,8,8,0,0,3,5,0,0,0,8,0,2,6,0,0,3,9
TX,E-Rate Consulting Specialists Inc,16049024,30,30,0,7,1,22,0,6,0,24,0,6,24,0,11,1,33
TX,"E-Rate Elite Services, Inc.",16024803,5,5,0,1,0,4,0,2,0,3,0,2,3,0,3,0,5
TX,Erate Management Group,16054660,18,15,3,3,3,12,0,3,1,14,0,5,10,3,6,3,27
TX,E-RATE ONLINE LLC,16048791,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
TX,"ERateProgram, LLC",16048902,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
TX,"eRate Solutions, L.L.C.",16024804,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
TX,ESC Region 12 E-Rate Consulting,16062048,150,141,9,15,27,108,0,21,4,125,0,33,108,9,31,29,158
TX,ESC Region 14,16075308,13,10,3,8,0,5,0,2,0,11,0,3,7,3,10,0,19
TX,Federal Funds Assistant,16062923,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
TX,Funds for Learning,16024808,6,6,0,0,0,6,0,0,0,6,0,1,5,0,0,0,8
TX,Janie Livas,16062984,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
TX,John Allen McDaniel,16062722,4,3,1,0,1,3,0,0,1,3,0,2,1,1,0,1,6
TX,"Kellogg & Sovereign Consulting, LLC",16024809,16,10,6,0,4,12,0,1,3,12,0,3,7,6,1,5,20
TX,Lanier Consulting and Technology  Services,16062343,4,4,0,0,0,4,0,0,0,4,0,1,3,0,0,0,4
TX,Mecheal Dickerson,16082378,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
TX,"My E-Rate Guy, LLC",16043637,2,2,0,0,1,1,0,1,0,1,0,0,2,0,1,1,2
TX,New Hope Technology Foundation,16054699,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
TX,"Pathway Solutions, LLC",16063584,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
TX,PEGGY YORK,16062394,12,12,0,4,0,8,0,2,0,10,0,1,11,0,6,0,12
TX,REGION III EDUCATION SERVICE CENTER- BUSINESS ADMINISTRATION,16062696,23,19,4,10,1,12,0,6,2,15,0,3,16,4,12,3,23
TX,Ricardo Gonzalez,17000635,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
TX,ROSEMARY WHITTEN,16062823,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
TX,Technology Prescriptive Inc,16062356,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
TX,TEXAS EDUCATIONAL CONSULTATIVE SERVICES TECS,16061983,10,7,3,3,3,3,1,4,1,5,0,1,6,3,5,3,10
TX,Texserve,17000295,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
TX,True North Consulting Group,16079632,3,2,1,0,1,2,0,0,0,3,0,2,0,1,0,1,4
TX,VST Services LLC,16043688,89,76,13,13,16,60,0,13,6,70,0,26,50,13,25,19,98
VA,AdTec-Administrative & Technical Consulting,16024741,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,3
VA,"DEBRA M. KRIETE, ESQ.",16043864,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
VA,"e2e Exchange, LLC",16043595,2,2,0,1,0,1,0,1,0,1,0,0,2,0,1,0,3
VA,Educational Consortium for Telecom Savings,16024807,15,15,0,1,1,13,0,4,0,11,0,4,11,0,5,1,16
VA,Educational Funding Group,16043587,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
VA,Educational Technology & Networking Consultant,16063494,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
VA,"E-Rate 360 Solutions, LLC",16048893,4,4,0,0,0,4,0,0,0,4,0,1,3,0,0,0,4
VA,E-Rate Central,16060891,37,35,2,3,2,32,0,10,0,27,0,6,29,2,12,2,38
VA,E-Rate Professional$.com,16062265,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
VA,E-Rate Services LLC,16060902,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
VA,Funds for Learning,16024808,2,2,0,0,0,2,0,1,0,1,0,0,2,0,1,0,3
VA,New Hope Technology Foundation,16054699,3,3,0,1,1,1,0,1,0,2,0,0,3,0,1,1,3
VA,Sestito Technology Consultants LLC,17000523,4,4,0,0,0,4,0,1,0,3,0,0,4,0,1,0,11
VT,Allen J. Curtis,16061787,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
VT,Comtrek Inc,16080395,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
VT,"e2e Exchange, LLC",16043595,2,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,2
VT,Educational Consortium for Telecom Savings,16024807,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
VT,E-Rate Central,16060891,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
VT,"E-Rate Elite Services, Inc.",16024803,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
VT,E-RATE ONLINE LLC,16048791,2,2,0,2,0,0,0,0,0,2,0,0,2,0,2,0,3
VT,"INTECH, LLC",16071169,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
VT,"Kenseth Communications Consulting, Ltd",16043627,12,10,2,0,6,6,0,0,1,10,1,9,1,2,0,6,12
VT,NEW ENGLAND SYSTEMS & SOFTWARE INC,16061990,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
VT,ONeal Consulting,16024811,3,2,1,1,1,1,0,0,1,2,0,1,1,1,1,1,3
WA,American e-Rate Solutions,16071258,16,14,2,0,4,12,0,3,1,12,0,13,1,2,3,4,20
WA,BIA Erate Team,17001438,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,4
WA,BTU Consultants,16049611,4,4,0,1,0,3,0,2,0,2,0,4,0,0,2,0,4
WA,eDimension LLC,16043582,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3
WA,EdTech Logistics LLC,16079875,14,14,0,4,5,5,0,0,0,14,0,13,1,0,4,5,18
WA,Educational Consortium for Telecom Savings,16024807,3,2,1,0,1,2,0,1,0,2,0,1,1,1,1,1,3
WA,Educational Service District No. 123,16062344,7,6,1,0,1,6,0,2,1,4,0,3,3,1,2,1,7
WA,"E-Rate 360 Solutions, LLC",16048893,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
WA,"E-RATE AND EDUCATIONAL SERVICES, LLC.",16062408,13,10,3,1,6,6,0,0,2,11,0,8,2,3,1,6,14
WA,E-Rate Central,16060891,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
WA,E-Rate Complete,16043592,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
WA,Funds for Learning,16024808,8,7,1,0,3,5,0,0,1,7,0,5,2,1,0,3,9
WA,John G. Mitchell Consulting,16063049,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,5
WA,Kraig-X-Skape Educational Consulting,16062270,6,6,0,0,1,5,0,0,0,6,0,5,1,0,0,1,8
WA,Morrow & Morrow Inc,16062111,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
WA,New Hope Technology Foundation,16054699,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
WA,Northwest Council for Computer Education (NCCE),17000414,10,9,1,3,1,6,0,1,1,8,0,8,1,1,4,1,11
WA,Olympic Peninsula Consultants,16043645,22,21,1,5,3,14,0,3,1,18,0,18,3,1,7,4,23
WA,Schooley Mitchell,16062646,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
WI,"ARROWHEAD REGIONAL COMPUTING CONSORTIUM, RMIC REGION II",16062657,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
WI,BTU Consultants,16049611,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
WI,CESA #11,17000269,27,22,5,2,9,16,0,1,4,22,0,12,9,6,3,10,31
WI,CESA 9,16062593,18,14,4,1,3,12,2,1,1,16,0,3,11,4,2,3,21
WI,Cooperative Educational Service Agency 12,16062644,11,10,1,0,2,9,0,0,0,11,0,2,8,1,0,2,15
WI,"e2e Exchange, LLC",16043595,24,15,9,0,11,13,0,1,4,19,0,9,6,9,1,11,26
WI,"EDTECH STRATEGIES, LLC",16062713,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2
WI,Educational Consortium for Telecom Savings,16024807,23,21,2,0,6,17,0,2,0,20,1,8,13,2,2,6,24
WI,Epic Communications,16048924,2,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,2
WI,"E-Rate 360 Solutions, LLC",16048893,8,6,2,0,5,3,0,0,2,6,0,5,1,2,0,5,9
WI,E-Rate Complete,16043592,3,3,0,0,0,3,0,1,0,2,0,2,1,0,1,0,4
WI,"E-Rate Funding Services, LLC",16082747,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
WI,E-RATE ONLINE LLC,16048791,2,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,2
WI,"ERateProgram, LLC",16048902,4,4,0,0,0,4,0,0,0,4,0,2,2,0,0,0,4
WI,Fazil Bhimani,16062645,4,3,1,0,2,2,0,0,1,3,0,2,1,1,0,2,4
WI,Federal Funds Assistant,16062923,6,5,1,0,1,5,0,1,1,4,0,2,3,1,1,1,6
WI,Jamie Price,17007356,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
WI,Livermore Technologies LLC,17004158,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2
WI,New Hope Technology Foundation,16054699,3,3,0,0,0,3,0,0,0,3,0,1,2,0,0,0,3
WI,QuinteSystems_Inc.,16062882,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
WI,Telesolutions Consultants LLC,16043677,6,5,1,0,3,2,1,0,1,5,0,0,5,1,0,4,6
WV,"e2e Exchange, LLC",16043595,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
WV,Educational Funding Group,16043587,29,29,0,0,0,29,0,0,0,29,0,11,18,0,0,0,29
WV,Epic Communications,16048924,5,3,2,0,2,3,0,0,2,3,0,1,2,2,0,2,5
WV,E-Rate Central,16060891,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
WV,Jennifer Miller,16075124,4,4,0,0,1,3,0,0,0,4,0,1,3,0,0,1,4
WY,BTU Consultants,16049611,5,5,0,4,0,1,0,0,0,5,0,0,5,0,4,0,5
WY,"e2e Exchange, LLC",16043595,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
WY,Educational Consortium for Telecom Savings,16024807,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,2
WY,E-Rate Complete,16043592,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
WY,"E-Rate Program Management, LLC",17000083,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
WY,Funds for Learning,16024808,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
WY,John Hubley,16062228,3,3,0,1,0,2,0,0,0,3,0,2,1,0,1,0,3
WY,Nicole Radoumis,16072253,3,3,0,1,1,1,0,0,0,3,0,0,3,0,1,1,3
