id,false,plf
81525.0,0.742365645582,0.257634354418
81529.0,0.169641405347,0.830358594653
81546.0,0.955539191956,0.0444608080436
81551.0,0.160883375472,0.839116624528
81554.0,0.158940326719,0.841059673281
81557.0,0.21122795979,0.78877204021
81562.0,0.514067434009,0.485932565991
81563.0,0.193084127087,0.806915872913
81569.0,0.190492755144,0.809507244856
81570.0,0.190492755144,0.809507244856
81576.0,0.155155915021,0.844844084979
81592.0,0.158143945216,0.841856054784
81593.0,0.154575239253,0.845424760747
81599.0,0.820364325849,0.179635674151
81600.0,0.964299360129,0.0357006398715
81603.0,0.169600478227,0.830399521773
81607.0,0.972135065924,0.0278649340765
81608.0,0.206661775657,0.793338224343
81611.0,0.156144842221,0.843855157779
81656.0,0.987954485273,0.0120455147265
81657.0,0.161928356913,0.838071643087
81660.0,0.161928356913,0.838071643087
81666.0,0.155155915021,0.844844084979
81667.0,0.154575239253,0.845424760747
81674.0,0.91907105486,0.0809289451398
81676.0,0.161928356913,0.838071643087
81677.0,0.18113061728,0.81886938272
81688.0,0.155155915021,0.844844084979
81689.0,0.396607005355,0.603392994645
81695.0,0.157813426655,0.842186573345
81714.0,0.174075856393,0.825924143607
81716.0,0.176954599402,0.823045400598
81717.0,0.163132813617,0.836867186383
81723.0,0.987996688279,0.0120033117208
81751.0,0.155155915021,0.844844084979
81753.0,0.165949034875,0.834050965125
81756.0,0.155457309845,0.844542690155
81761.0,0.97163673496,0.0283632650402
81763.0,0.166405641044,0.833594358956
81765.0,0.156446237045,0.843553762955
81771.0,0.358365786301,0.641634213699
81775.0,0.974325167623,0.0256748323774
59369.0,0.150660236522,0.849339763478
81778.0,0.154876634077,0.845123365923
81780.0,0.946085047854,0.0539149521462
81797.0,0.155155915021,0.844844084979
81799.0,0.154575239253,0.845424760747
81801.0,0.154575239253,0.845424760747
81802.0,0.155457309845,0.844542690155
81818.0,0.168039452511,0.831960547489
81820.0,0.168039452511,0.831960547489
81828.0,0.909396256413,0.0906037435874
81829.0,0.807076248232,0.192923751768
81835.0,0.197529622239,0.802470377761
81838.0,0.154876634077,0.845123365923
81863.0,0.362582615174,0.637417384826
81866.0,0.988191777499,0.0118082225015
81868.0,0.987996688279,0.0120033117208
81875.0,0.544879855304,0.455120144696
81876.0,0.926830036465,0.0731699635354
81881.0,0.988191777499,0.0118082225015
81882.0,0.988191777499,0.0118082225015
81883.0,0.988191777499,0.0118082225015
81884.0,0.988191777499,0.0118082225015
81885.0,0.988191777499,0.0118082225015
81886.0,0.942633257874,0.0573667421258
81911.0,0.868564860701,0.131435139299
81913.0,0.158528015651,0.841471984349
81914.0,0.155457309845,0.844542690155
81920.0,0.154575239253,0.845424760747
81921.0,0.157738822932,0.842261177068
81925.0,0.960124637161,0.0398753628394
81930.0,0.186294858343,0.813705141657
81950.0,0.154876634077,0.845123365923
81953.0,0.923750924461,0.0762490755386
81957.0,0.969724432544,0.0302755674564
81958.0,0.969724432544,0.0302755674564
81959.0,0.969724432544,0.0302755674564
81966.0,0.978868835454,0.0211311645463
81968.0,0.155155915021,0.844844084979
81970.0,0.978061228893,0.0219387711068
81972.0,0.969724432544,0.0302755674564
81973.0,0.988322328007,0.0116776719928
81976.0,0.960560982413,0.0394390175869
81977.0,0.944028241283,0.0559717587171
81987.0,0.922804903147,0.0771950968527
82000.0,0.988191777499,0.0118082225015
82003.0,0.963548004552,0.0364519954483
82008.0,0.156446237045,0.843553762955
82025.0,0.208837867313,0.791162132687
82032.0,0.155155915021,0.844844084979
82045.0,0.155155915021,0.844844084979
82070.0,0.988176920446,0.0118230795536
82073.0,0.155457309845,0.844542690155
82082.0,0.155457309845,0.844542690155
82084.0,0.154876634077,0.845123365923
82101.0,0.983702541592,0.016297458408
82102.0,0.155457309845,0.844542690155
82103.0,0.193739806612,0.806260193388
82104.0,0.198595780673,0.801404219327
82108.0,0.651782493213,0.348217506787
82109.0,0.15427969635,0.84572030365
82118.0,0.155155915021,0.844844084979
82119.0,0.204645057596,0.795354942404
82120.0,0.204645057596,0.795354942404
82122.0,0.155155915021,0.844844084979
82123.0,0.1576311778,0.8423688222
82130.0,0.987996688279,0.0120033117208
82131.0,0.988191777499,0.0118082225015
82143.0,0.159241721542,0.840758278458
82144.0,0.167142397011,0.832857602989
82146.0,0.155457309845,0.844542690155
82190.0,0.184610873703,0.815389126297
82202.0,0.155457309845,0.844542690155
82205.0,0.171780022293,0.828219977707
82206.0,0.171780022293,0.828219977707
82207.0,0.171780022293,0.828219977707
82215.0,0.969087126052,0.0309128739483
82256.0,0.155155915021,0.844844084979
82258.0,0.980358385838,0.0196416141619
82263.0,0.155434309374,0.844565690626
82273.0,0.988191777499,0.0118082225015
82284.0,0.165134463337,0.834865536663
82285.0,0.235689155376,0.764310844624
82286.0,0.199024209163,0.800975790837
82287.0,0.988046369938,0.0119536300623
82309.0,0.170638047288,0.829361952712
82310.0,0.170630046492,0.829369953508
255741.0,0.155457309845,0.844542690155
255742.0,0.962762211865,0.0372377881346
82329.0,0.208942592364,0.791057407636
82331.0,0.985875469465,0.0141245305349
82336.0,0.155155915021,0.844844084979
82338.0,0.987996688279,0.0120033117208
82384.0,0.973340158865,0.0266598411346
82385.0,0.975738122334,0.024261877666
82386.0,0.975738122334,0.024261877666
82387.0,0.973340158865,0.0266598411346
82388.0,0.966288974769,0.033711025231
82396.0,0.216113099385,0.783886900615
82402.0,0.155457309845,0.844542690155
82404.0,0.987996688279,0.0120033117208
82436.0,0.155457309845,0.844542690155
82438.0,0.245689527898,0.754310472102
82446.0,0.189258175952,0.810741824048
82450.0,0.167040750847,0.832959249153
82462.0,0.155457309845,0.844542690155
82469.0,0.155457309845,0.844542690155
82474.0,0.155155915021,0.844844084979
82488.0,0.166745268051,0.833254731949
82491.0,0.17556229065,0.82443770935
82492.0,0.167219596814,0.832780403186
82497.0,0.170337022267,0.829662977733
82500.0,0.155155915021,0.844844084979
82504.0,0.166127866358,0.833872133642
82530.0,0.879883566233,0.120116433767
82531.0,0.155155915021,0.844844084979
82532.0,0.164137183109,0.835862816891
82542.0,0.451342215238,0.548657784762
82545.0,0.155457309845,0.844542690155
82561.0,0.155457309845,0.844542690155
82569.0,0.172637362685,0.827362637315
82603.0,0.155457309845,0.844542690155
82615.0,0.154876634077,0.845123365923
82619.0,0.744509398304,0.255490601696
82624.0,0.987996688279,0.0120033117208
82626.0,0.988149574493,0.0118504255072
82669.0,0.173325484631,0.826674515369
82673.0,0.213059091376,0.786940908624
82677.0,0.154581091174,0.845418908826
82709.0,0.295065898645,0.704934101355
82712.0,0.184959805376,0.815040194624
82713.0,0.986070558684,0.0139294413155
82714.0,0.986070558684,0.0139294413155
82722.0,0.987996688279,0.0120033117208
82725.0,0.165639148371,0.834360851629
82730.0,0.986070558684,0.0139294413155
82732.0,0.986070558684,0.0139294413155
82734.0,0.986070558684,0.0139294413155
82753.0,0.155457309845,0.844542690155
82755.0,0.155719057944,0.844280942056
82756.0,0.155719057944,0.844280942056
82768.0,0.284719636049,0.715280363951
82773.0,0.168692337089,0.831307662911
82776.0,0.978054170426,0.0219458295738
82777.0,0.987954485273,0.0120455147265
82780.0,0.986070558684,0.0139294413155
82785.0,0.155434309374,0.844565690626
82826.0,0.986070558684,0.0139294413155
82828.0,0.154876634077,0.845123365923
82829.0,0.155457309845,0.844542690155
82839.0,0.155457309845,0.844542690155
82840.0,0.986070558684,0.0139294413155
82860.0,0.98513648436,0.0148635156398
82864.0,0.155155915021,0.844844084979
82869.0,0.196923458808,0.803076541192
82899.0,0.988191777499,0.0118082225015
82900.0,0.154581091174,0.845418908826
82907.0,0.155457309845,0.844542690155
82910.0,0.946694880793,0.0533051192073
82911.0,0.155457309845,0.844542690155
82920.0,0.98513648436,0.0148635156398
82934.0,0.986070558684,0.0139294413155
82941.0,0.986070558684,0.0139294413155
82942.0,0.986070558684,0.0139294413155
82947.0,0.985792698546,0.0142073014538
82952.0,0.154575239253,0.845424760747
82957.0,0.408171820616,0.591828179384
82958.0,0.155155915021,0.844844084979
82959.0,0.155155915021,0.844844084979
255647.0,0.962530816386,0.0374691836141
82963.0,0.154876634077,0.845123365923
82964.0,0.155457309845,0.844542690155
82965.0,0.48806640487,0.51193359513
82974.0,0.155457309845,0.844542690155
82976.0,0.155457309845,0.844542690155
82978.0,0.154581091174,0.845418908826
82980.0,0.155457309845,0.844542690155
82981.0,0.948172377531,0.0518276224693
82987.0,0.988149574493,0.0118504255072
