"nces_cd","name","locale","district_size","num_schools","num_students","frl_percent","address","city","zip","county","postal_cd","latitude","longitude","exclude_from_analysis","ia_bandwidth_per_student","meeting_2014_goal_no_oversub","meeting_2018_goal_oversub","monthly_ia_cost_per_mbps","total_ia_bw_mbps","total_ia_monthly_cost","gt_1g_wan_lines","lt_1g_fiber_wan_lines","lt_1g_nonfiber_wan_lines","meeting_2014_goal_no_oversub_fcc_25","meeting_2018_goal_oversub_fcc_25","meeting_goals_district","exclude","not_all_scalable","new_connect_type_goals","c1_discount_rate","zero_build_cost_to_district","n_schools_wan_needs","n_schools_in_wan_needs_calculation","schools_on_fiber","schools_may_need_upgrades","schools_need_upgrades"
4704530,"WILLIAMSON COUNTY","Suburban","Large",41,32715,0.116220937,"1320 WEST MAIN","FRANKLIN",37064,"WILLIAMSON COUNTY","TN",35.91576,-86.884181,FALSE,76.42,"Not Meeting Goal","Not Meeting 2018 Goals",7.055833333,2500.0803,17640.14992,41,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,40,40,41,0,0
4704550,"WILSON COUNTY","Suburban","Large",21,16011,0.294832454,"351 STUMPY LA","LEBANON",37090,"WILSON COUNTY","TN",36.16814,-86.306511,FALSE,162.39,"Meeting Goal","Not Meeting 2018 Goals",7.81,2600.02629,20306.20532,27,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,18,19,21,0,0
4800001,"CROSBYTON CISD","Rural","Small",5,363,0.772020725,"204 SOUTH HARRISON ST","CROSBYTON",79322,"CROSBY COUNTY","TX",33.658782,-101.246702,FALSE,82.64,"Not Meeting Goal","Not Meeting 2018 Goals",159.0091667,29.99832,4770.007865,0,0,0,FALSE,FALSE,0,"Clean",0,"Fixed Wireless",90,1,2,4,5,0,0
4800002,"SPUR ISD","Rural","Tiny",1,267,0.542087542,"800 NORTH WILLIAMS","SPUR",79370,"DICKENS COUNTY","TX",33.48351,-100.860307,FALSE,74.91,"Not Meeting Goal","Not Meeting 2018 Goals",41.48,20.00097,829.6402356,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,0,0,1,0,0
4800003,"ROCKSPRINGS ISD","Rural","Small",2,258,0.714285714,"201 NORTH HWY 377","ROCKSPRINGS",78880,"EDWARDS COUNTY","TX",30.016649,-100.20553,FALSE,155.04,"Meeting Goal","Not Meeting 2018 Goals",105.3366667,40.00032,4213.500374,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",90,1,0,0,2,0,0
4800005,"BLACKWELL CISD","Rural","Small",2,138,0.418918919,"610 NORTH ALAMO","BLACKWELL",79506,"NOLAN COUNTY","TX",32.090717,-100.322564,FALSE,1086.96,"Meeting Goal","Meeting 2018 Goals",58.35916667,150.00048,8753.903012,1,0,0,TRUE,TRUE,1,"Clean",0,"Fixed Wireless",80,1,0,0,2,0,0
4800006,"ASPERMONT ISD","Rural","Small",2,232,0.505928854,"528 EAST SEVENTH ST","ASPERMONT",79502,"STONEWALL COUNTY","TX",33.137987,-100.222793,FALSE,646.55,"Meeting Goal","Not Meeting 2018 Goals",58.5525,149.9996,8782.851579,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,0,0,2,0,0
4800007,"PANTHER CREEK CISD","Rural","Tiny",1,152,0.683229814,"129 PR 3421","VALERA",76884,"COLEMAN COUNTY","TX",31.637916,-99.551094,FALSE,98.68,"Not Meeting Goal","Not Meeting 2018 Goals",106.4516667,14.99936,1596.706871,0,0,0,FALSE,FALSE,0,"Clean",0,"Fixed Wireless",50,0,0,0,1,0,0
4800008,"DRIPPING SPRINGS ISD","Rural","Small",5,4652,0.141124817,"510 WEST MERCER ST","DRIPPING SPRINGS",78620,"HAYS COUNTY","TX",30.19409,-98.094361,FALSE,214.96,"Meeting Goal","Not Meeting 2018 Goals",4.531666667,999.99392,4531.639114,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,5,5,5,0,0
4800009,"WIMBERLEY ISD","Rural","Small",4,2015,0.316739873,"14401 RANCH RD 12","WIMBERLEY",78676,"HAYS COUNTY","TX",30.001347,-98.101757,FALSE,570.72,"Meeting Goal","Not Meeting 2018 Goals",5.791666667,1150.0008,6660.4213,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",60,0,4,4,4,0,0
4800010,"HAYS CISD","Suburban","Large",24,15925,0.459741671,"21003 INTERSTATE 35","KYLE",78640,"HAYS COUNTY","TX",30.00651,-97.861911,FALSE,12.56,"Not Meeting Goal","Not Meeting 2018 Goals",8,200.018,1600.144,25,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,20,22,24,0,0
4800011,"ALVARADO ISD","Rural","Medium",9,3351,0.603358425,"102 SOUTH BILL JACKSON DR","ALVARADO",76009,"JOHNSON COUNTY","TX",32.406984,-97.220652,FALSE,298.42,"Meeting Goal","Not Meeting 2018 Goals",1.820833333,1000.00542,1820.843202,6,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,6,8,7.875,1.125,0
4800012,"CHISUM ISD","Rural","Small",3,815,0.454002389,"3250 SOUTH CHURCH ST","PARIS",75462,"LAMAR COUNTY","TX",33.624073,-95.563612,FALSE,490.8,"Meeting Goal","Not Meeting 2018 Goals",7.7525,400.002,3101.015505,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,3,3,3,0,0
4807350,"COLLEGE STATION ISD","Urban","Large",16,10737,0.364319585,"1812 WELSH AVE","COLLEGE STATION",77840,"BRAZOS COUNTY","TX",30.59275,-96.321631,FALSE,55.88,"Not Meeting Goal","Not Meeting 2018 Goals",27.14833333,599.98356,16288.55368,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",50,0,14,16,16,0,0
4807380,"ABBOTT ISD","Rural","Small",2,271,0.278985507,"219 SOUTH FIRST ST","ABBOTT",76621,"HILL COUNTY","TX",31.884314,-97.076166,FALSE,110.7,"Meeting Goal","Not Meeting 2018 Goals",39.93333333,29.9997,1197.98802,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",60,0,0,0,1,1,0
4807410,"ABERNATHY ISD","Small Town","Small",4,730,0.573490814,"505 7TH ST","ABERNATHY",79311,"HALE COUNTY","TX",33.830246,-101.844393,FALSE,109.59,"Meeting Goal","Not Meeting 2018 Goals",103.1575,80.0007,8252.67221,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,3,4,4,0,0
4807440,"ABILENE ISD","Urban","Large",35,16095,0.655932797,"241 PINE","ABILENE",79601,"TAYLOR COUNTY","TX",32.4509,-99.732221,TRUE,93.2,"Not Meeting Goal","Not Meeting 2018 Goals",12.51083333,1500.054,18766.92559,29,0,0,FALSE,FALSE,0,"Dirty",0,"Fiber",80,1,25,35,35,0,0
4807470,"ACADEMY ISD","Rural","Small",5,1130,0.340986395,"704 EAST MAIN ST","LITTLE RIVER",76554,"BELL COUNTY","TX",30.981444,-97.344217,FALSE,309.73,"Meeting Goal","Not Meeting 2018 Goals",10.06666667,349.9949,3523.281993,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,3,3,1.66666666666667,3.33333333333333,0
4807500,"ADRIAN ISD","Rural","Tiny",1,129,0.582089552,"301 MATADOR DR","ADRIAN",79001,"OLDHAM COUNTY","TX",35.275137,-102.665742,FALSE,155.04,"Meeting Goal","Not Meeting 2018 Goals",194.735,20.00016,3894.731158,0,0,0,FALSE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,1,0,0
4807530,"AGUA DULCE ISD","Rural","Small",2,360,0.589673913,"1 LONGHORN DR","AGUA DULCE",78330,"NUECES COUNTY","TX",27.784884,-97.912488,FALSE,138.89,"Meeting Goal","Not Meeting 2018 Goals",18.36,50.0004,918.007344,1,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
4807590,"ALAMO HEIGHTS ISD","Urban","Medium",6,4711,0.220927814,"7101 BROADWAY ST","SAN ANTONIO",78209,"BEXAR COUNTY","TX",29.49245,-98.466851,FALSE,63.68,"Not Meeting Goal","Not Meeting 2018 Goals",8.333333333,299.99648,2499.970667,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",50,0,5,6,6,0,0
4807650,"ALBA-GOLDEN ISD","Rural","Small",3,795,0.549228944,"HWY 69 NORTH","ALBA",75410,"WOOD COUNTY","TX",32.73026,-95.547375,FALSE,125.79,"Meeting Goal","Not Meeting 2018 Goals",33,100.00305,3300.10065,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,2,3,1,2,0
4807680,"ALBANY ISD","Rural","Small",2,468,0.387673956,"501 EAST SOUTH FIRST ST","ALBANY",76430,"SHACKELFORD COUNTY","TX",32.724666,-99.293984,FALSE,320.51,"Meeting Goal","Not Meeting 2018 Goals",59.0375,149.99868,8855.547071,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,0,0,2,0,0
4807710,"ALDINE ISD","Suburban","Mega",75,60698,0.84668788,"14910 ALDINE WESTFIELD RD","HOUSTON",77032,"HARRIS COUNTY","TX",29.93406,-95.353671,FALSE,164.75,"Meeting Goal","Not Meeting 2018 Goals",1.815833333,9999.9955,18158.32516,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,74,76,75,0,0
4807780,"ALEDO ISD","Rural","Medium",8,4672,0.122755124,"1008 BAILEY RANCH RD","ALEDO",76008,"PARKER COUNTY","TX",32.711111,-97.615993,FALSE,214.04,"Meeting Goal","Not Meeting 2018 Goals",1.0125,999.99488,1012.494816,4,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",50,0,8,8,6.66666666666667,1.33333333333333,0
4807800,"ALICE ISD","Small Town","Medium",10,5171,0.771491148,"2 COYOTE TRL","ALICE",78332,"JIM WELLS COUNTY","TX",27.756769,-98.051586,FALSE,58.02,"Not Meeting Goal","Not Meeting 2018 Goals",7.8525,300.02142,2355.918201,10,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",90,1,10,10,10,0,0
4807830,"ALIEF ISD","Urban","Large",46,43168,0.816744206,"4250 COOK RD","HOUSTON",77072,"HARRIS COUNTY","TX",29.712258,-95.596391,FALSE,92.66,"Not Meeting Goal","Not Meeting 2018 Goals",1.98,3999.94688,7919.894822,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",90,1,42,46,46,0,0
4807890,"ALLEN ISD","Suburban","Large",24,19587,0.166834221,"612 EAST BETHANY RD","ALLEN",75002,"COLLIN COUNTY","TX",33.08511,-96.664151,FALSE,76.58,"Not Meeting Goal","Not Meeting 2018 Goals",6.550833333,1499.97246,9826.06959,20,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,21,22,24,0,0
4807950,"ALPINE ISD","Small Town","Small",3,1043,0.526075023,"704 WEST SUL ROSS AVE","ALPINE",79830,"BREWSTER COUNTY","TX",30.35749,-103.668096,FALSE,191.75,"Meeting Goal","Not Meeting 2018 Goals",37.8,199.99525,7559.82045,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,3,3,3,0,0
4807980,"ALTO ISD","Rural","Small",3,627,0.727952167,"244 COUNTY RD 2429","ALTO",75925,"CHEROKEE COUNTY","TX",31.661717,-95.074027,FALSE,159.49,"Meeting Goal","Not Meeting 2018 Goals",38.8825,100.00023,3888.258943,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,3,3,3,0,0
4808090,"ALVIN ISD","Suburban","Large",24,18014,0.51583351,"301 EAST HOUSE ST","ALVIN",77511,"BRAZORIA COUNTY","TX",29.41914,-95.241381,FALSE,172.09,"Meeting Goal","Not Meeting 2018 Goals",4.903333333,3100.02926,15200.4768,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",60,0,22,23,24,0,0
4808100,"ALVORD ISD","Rural","Small",3,690,0.335227273,"100 MOSLEY LN","ALVORD",76225,"WISE COUNTY","TX",33.360659,-97.700808,TRUE,289.86,"Meeting Goal","Not Meeting 2018 Goals",11.485,200.0034,2297.039049,0,0,0,TRUE,FALSE,1,"Dirty",1,"Fiber",60,0,3,3,2,1,0
4808130,"AMARILLO ISD","Urban","Mega",54,31093,0.669237927,"7200 I 40 WEST","AMARILLO",79106,"POTTER COUNTY","TX",35.18773,-101.917321,FALSE,64.32,"Not Meeting Goal","Not Meeting 2018 Goals",8.35,1999.90176,16699.1797,58,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",90,1,52,53,54,0,0
4808160,"AMHERST ISD","Rural","Small",2,153,0.801242236,"100 NORTH MAIN","AMHERST",79312,"LAMB COUNTY","TX",34.016711,-102.409924,FALSE,6640.52,"Meeting Goal","Meeting 2018 Goals",10.73583333,1015.99956,10907.60194,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",90,1,0,0,2,0,0
4808190,"ANAHUAC ISD","Rural","Small",5,1164,0.551122195,"804 MIKHAEL RICKS DR","ANAHUAC",77514,"CHAMBERS COUNTY","TX",29.771106,-94.678603,TRUE,128.87,"Meeting Goal","Not Meeting 2018 Goals",30.66666667,150.00468,4600.14352,0,0,0,TRUE,FALSE,1,"Dirty",1,"Fiber",80,1,3,5,1.25,2.5,1.25
4808230,"ANDERSON-SHIRO CISD","Rural","Small",2,710,0.459533608,"458 FM 149 WEST","ANDERSON",77830,"GRIMES COUNTY","TX",30.48792,-95.995621,FALSE,70.42,"Not Meeting Goal","Not Meeting 2018 Goals",51.25083333,49.9982,2562.449415,0,0,0,FALSE,FALSE,0,"Clean",0,"Fixed Wireless",70,0,0,0,2,0,0
4808280,"ANDREWS ISD","Small Town","Medium",6,3496,0.411439624,"405 NW 3RD ST","ANDREWS",79714,"ANDREWS COUNTY","TX",32.32137,-102.551591,FALSE,143.02,"Meeting Goal","Not Meeting 2018 Goals",21.21,499.99792,10604.95588,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,5,6,6,0,0
4808310,"ANGLETON ISD","Suburban","Medium",12,6234,0.584013553,"1900 NORTH DOWNING RD","ANGLETON",77515,"BRAZORIA COUNTY","TX",29.176959,-95.418045,FALSE,160.65,"Meeting Goal","Not Meeting 2018 Goals",6.855,1001.4921,6865.228346,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,8,12,12,0,0
4808340,"ANNA ISD","Small Town","Medium",7,2433,0.409180847,"501 SOUTH SHERLEY AVE","ANNA",75409,"COLLIN COUNTY","TX",33.34485,-96.548201,FALSE,41.1,"Not Meeting Goal","Not Meeting 2018 Goals",8.5,99.9963,849.96855,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",70,0,4,5,7,0,0
4808400,"ANSON ISD","Rural","Small",3,655,0.626609442,"1431 COMMERCIAL AVE","ANSON",79501,"JONES COUNTY","TX",32.753807,-99.896795,FALSE,534.35,"Meeting Goal","Not Meeting 2018 Goals",27.32333333,349.99925,9563.146174,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,3,3,3,0,0
4808430,"ANTHONY ISD","Suburban","Small",5,781,0.989485981,"840 SIXTH ST","ANTHONY",79821,"EL PASO COUNTY","TX",31.99451,-106.600774,FALSE,64.02,"Not Meeting Goal","Not Meeting 2018 Goals",49,49.99962,2449.98138,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",90,1,3,3,1.66666666666667,3.33333333333333,0
4808460,"ANTON ISD","Rural","Small",4,228,0.804780876,"100 ELLWOOD BLVD","ANTON",79313,"HOCKLEY COUNTY","TX",33.814379,-102.16323,FALSE,87.72,"Not Meeting Goal","Not Meeting 2018 Goals",197.4191667,20.00016,3948.41492,0,0,0,FALSE,FALSE,0,"Clean",0,"Fixed Wireless",90,1,1,1,4,0,0
4808490,"APPLE SPRINGS ISD","Rural","Small",2,195,0.61722488,"9120 FM 2501","APPLE SPRINGS",75926,"TRINITY COUNTY","TX",31.224561,-94.971212,FALSE,153.85,"Meeting Goal","Not Meeting 2018 Goals",76.66166667,30.00075,2299.907496,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
4808520,"AQUILLA ISD","Rural","Small",2,269,0.529616725,"404 NORTH RICHARDS","AQUILLA",76622,"HILL COUNTY","TX",31.854469,-97.219297,FALSE,92.94,"Not Meeting Goal","Not Meeting 2018 Goals",98,25.00086,2450.08428,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",80,1,0,0,1,1,0
4808550,"ARANSAS COUNTY ISD","Small Town","Small",5,3083,0.577567141,"1700 OMOHUNDRO","ROCKPORT",78382,"ARANSAS COUNTY","TX",28.040667,-97.044914,FALSE,324.36,"Meeting Goal","Not Meeting 2018 Goals",3.690833333,1000.00188,3690.840272,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,5,5,5,0,0
4808580,"ARANSAS PASS ISD","Small Town","Medium",6,1748,0.675176534,"2300 MCMULLEN LN","ARANSAS PASS",78336,"SAN PATRICIO COUNTY","TX",27.912239,-97.170268,FALSE,85.81,"Not Meeting Goal","Not Meeting 2018 Goals",19.92666667,149.99588,2988.917902,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,5,5,6,0,0
4808610,"ARCHER CITY ISD","Rural","Small",2,470,0.356557377,"600 SOUTH ASH","ARCHER CITY",76351,"ARCHER COUNTY","TX",33.589336,-98.629982,FALSE,31.91,"Not Meeting Goal","Not Meeting 2018 Goals",141.0941667,14.9977,2116.087983,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,0,0,2,0,0
4808670,"ARGYLE ISD","Rural","Small",5,1865,0.127425275,"800 EAGLE DR","ARGYLE",76226,"DENTON COUNTY","TX",33.12477,-97.186851,FALSE,428.95,"Meeting Goal","Not Meeting 2018 Goals",5,799.99175,3999.95875,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,4,4,5,0,0
4808700,"ARLINGTON ISD","Urban","Mega",76,60619,0.682867165,"1203 WEST PIONEER PARKWAY","ARLINGTON",76013,"TARRANT COUNTY","TX",32.70981,-97.124461,FALSE,98.98,"Not Meeting Goal","Not Meeting 2018 Goals",3.386666667,6000.06862,20320.23239,22,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",80,1,72,76,28.7567567567568,47.2432432432432,0
4808730,"ARP ISD","Rural","Small",4,832,0.552036199,"101 TONEY DR","ARP",75750,"SMITH COUNTY","TX",32.258797,-95.076099,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",80,1,3,3,0,4,0
4808870,"ATHENS ISD","Small Town","Medium",6,3172,0.707885305,"104 HAWN ST","ATHENS",75751,"HENDERSON COUNTY","TX",32.2042,-95.858851,FALSE,315.26,"Meeting Goal","Not Meeting 2018 Goals",5.9,1000.00472,5900.027848,0,8,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,5,6,6,0,0
4808880,"ATLANTA ISD","Small Town","Small",5,1702,0.647739802,"106 WEST MAIN ST","ATLANTA",75551,"CASS COUNTY","TX",33.114316,-94.166032,FALSE,354.29,"Meeting Goal","Not Meeting 2018 Goals",16.725,603.00158,10085.20143,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,4,4,5,0,0
4808910,"AUBREY ISD","Rural","Small",5,1914,0.299601196,"415 TISDELL LN","AUBREY",76227,"DENTON COUNTY","TX",33.30598,-96.981151,FALSE,522.47,"Meeting Goal","Not Meeting 2018 Goals",1.67,1000.00758,1670.012659,2,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",60,0,4,4,5,0,0
4808940,"AUSTIN ISD","Urban","Mega",125,80170,0.628730329,"1111 WEST 6TH ST","AUSTIN",78703,"TRAVIS COUNTY","TX",30.27207,-97.756051,FALSE,49.89,"Not Meeting Goal","Not Meeting 2018 Goals",4.5475,3999.6813,18188.55071,119,0,1,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,117,125,125,0,0
4809000,"AUSTWELL-TIVOLI ISD","Rural","Small",2,150,0.526666667,"207 REDFISH ST","TIVOLI",77990,"REFUGIO COUNTY","TX",28.45684,-96.890911,FALSE,133.33,"Meeting Goal","Not Meeting 2018 Goals",152.7841667,19.9995,3055.606941,0,0,0,FALSE,FALSE,1,"Clean",0,"Fixed Wireless",70,0,0,0,2,0,0
4809030,"AVALON ISD","Rural","Tiny",1,286,0.657320872,"104 F M 55","AVALON",76623,"ELLIS COUNTY","TX",32.205435,-96.792308,FALSE,419.58,"Meeting Goal","Not Meeting 2018 Goals",10.415,119.99988,1249.79875,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",80,1,0,0,0,1,0
4809060,"AVERY ISD","Rural","Small",3,370,0.5,"150 SAN ANTONIO ST","AVERY",75554,"RED RIVER COUNTY","TX",33.55387,-94.785454,FALSE,540.54,"Meeting Goal","Not Meeting 2018 Goals",21.1525,199.9998,4230.49577,0,0,5,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,3,3,3,0,0
4809090,"AVINGER ISD","Rural","Tiny",1,118,0.838983051,"245 CONNOR ST","AVINGER",75630,"CASS COUNTY","TX",32.901985,-94.561061,FALSE,1694.92,"Meeting Goal","Meeting 2018 Goals",6.896666667,200.00056,1379.337195,0,0,0,TRUE,TRUE,1,"Clean",0,"Fixed Wireless",90,1,0,0,1,0,0
4809150,"AXTELL ISD","Rural","Medium",6,741,0.576530612,"308 OTTAWA","AXTELL",76624,"MCLENNAN COUNTY","TX",31.65895,-96.974091,FALSE,296.9,"Meeting Goal","Not Meeting 2018 Goals",10.68166667,220.0029,2349.997644,0,0,0,TRUE,FALSE,1,"Clean",0,"Fixed Wireless",80,1,3,5,6,0,0
4809200,"AZLE ISD","Suburban","Medium",12,5791,0.473693086,"300 ROE ST","AZLE",76020,"TARRANT COUNTY","TX",32.896559,-97.544656,FALSE,172.68,"Meeting Goal","Not Meeting 2018 Goals",4.85,999.98988,4849.950918,9,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",60,0,10,11,12,0,0
4809280,"BAIRD ISD","Rural","Small",3,275,0.697594502,"600 WEST 7TH ST","BAIRD",79504,"CALLAHAN COUNTY","TX",32.39805,-99.40014,FALSE,1090.91,"Meeting Goal","Meeting 2018 Goals",29.32083333,300.00025,8796.25733,0,0,0,TRUE,TRUE,1,"Clean",0,"Fixed Wireless",80,1,1,3,3,0,0
4809300,"BALLINGER ISD","Rural","Small",5,897,0.601479915,"802 CONDA AVE","BALLINGER",76821,"RUNNELS COUNTY","TX",31.752208,-99.971417,FALSE,334.45,"Meeting Goal","Not Meeting 2018 Goals",14.33333333,300.00165,4300.02365,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,3,4,5,0,0
4809330,"BALMORHEA ISD","Rural","Tiny",1,159,0.884848485,"608 WEST FIRST ST","BALMORHEA",79718,"REEVES COUNTY","TX",30.982771,-103.747989,FALSE,628.93,"Meeting Goal","Not Meeting 2018 Goals",50.04166667,99.99987,5004.160161,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,1,0,0
4809360,"BANDERA ISD","Rural","Small",4,2309,0.498978341,"815 PECAN ST","BANDERA",78003,"BANDERA COUNTY","TX",29.723767,-99.076781,TRUE,129.93,"Meeting Goal","Not Meeting 2018 Goals",21.61166667,300.00837,6483.68089,0,3,0,TRUE,FALSE,1,"Dirty",0,"Fiber",80,1,4,4,4,0,0
4809390,"BANGS ISD","Rural","Small",4,967,0.523092369,"200 EAST HALL","BANGS",76823,"BROWN COUNTY","TX",31.71711,-99.131311,FALSE,31.02,"Not Meeting Goal","Not Meeting 2018 Goals",110.8433333,29.99634,3324.894313,0,0,0,FALSE,FALSE,0,"Clean",0,"Fixed Wireless",70,0,3,4,4,0,0
4809410,"BANQUETE ISD","Rural","Small",4,822,0.693925234,"4339 FOURTH ST","BANQUETE",78339,"NUECES COUNTY","TX",27.8056,-97.796741,FALSE,121.65,"Meeting Goal","Not Meeting 2018 Goals",35.0775,99.9963,3507.620213,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,3,3,4,0,0
4809450,"BARBERS HILL ISD","Rural","Medium",9,4443,0.228074041,"9600 EAGLE DR","BAYTOWN",77523,"CHAMBERS COUNTY","TX",29.837803,-94.851168,FALSE,45.01,"Not Meeting Goal","Not Meeting 2018 Goals",16,199.97943,3199.67088,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",50,0,6,8,9,0,0
4809540,"BARTLETT ISD","Small Town","Small",3,383,0.764845606,"404 NORTH ROBINSON","BARTLETT",76511,"BELL COUNTY","TX",30.797272,-97.422386,FALSE,261.1,"Meeting Goal","Not Meeting 2018 Goals",52.0875,100.0013,5208.817714,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,1,1,3,0,0
4809570,"BASTROP ISD","Rural","Medium",15,8960,0.67856375,"906 FARM ST","BASTROP",78602,"BASTROP COUNTY","TX",30.11304,-97.315591,TRUE,39.06,"Not Meeting Goal","Not Meeting 2018 Goals",15.16,349.9776,5305.660416,0,13,0,FALSE,FALSE,0,"Dirty",0,"Other / Uncategorized",80,1,12,14,15,0,0
4809630,"BAY CITY ISD","Small Town","Medium",6,3487,0.718459858,"520 7TH ST","BAY CITY",77414,"MATAGORDA COUNTY","TX",28.982476,-95.983691,FALSE,57.36,"Not Meeting Goal","Not Meeting 2018 Goals",21.48416667,200.01432,4297.140987,8,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,5,5,6,0,0
4809670,"BEAUMONT ISD","Urban","Large",28,18279,0.741612091,"3395 HARRISON AVE","BEAUMONT",77706,"JEFFERSON COUNTY","TX",30.089399,-94.136984,FALSE,164.12,"Meeting Goal","Not Meeting 2018 Goals",3.965833333,2999.94948,11897.29965,27,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,27,29,28,0,0
4809690,"BECKVILLE ISD","Rural","Small",2,637,0.337278107,"4398 SH 149","BECKVILLE",75631,"PANOLA COUNTY","TX",32.23786,-94.45412,FALSE,156.99,"Meeting Goal","Not Meeting 2018 Goals",22.70166667,100.00263,2270.226372,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,0,0,1,1,0
4809720,"BEEVILLE ISD","Small Town","Medium",6,3352,0.730295214,"201 NORTH SAINT MARYS ST","BEEVILLE",78102,"BEE COUNTY","TX",28.40295,-97.748676,FALSE,119.33,"Meeting Goal","Not Meeting 2018 Goals",6.388333333,399.99416,2555.296025,5,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,6,6,6,0,0
4809750,"BELLEVUE ISD","Rural","Tiny",1,159,0.452830189,"500 SEVENTH ST","BELLEVUE",76228,"CLAY COUNTY","TX",33.630975,-98.015477,FALSE,188.68,"Meeting Goal","Not Meeting 2018 Goals",33.8,30.00012,1014.004056,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,1,0,0
4809780,"BELLS ISD","Rural","Small",3,744,0.385696041,"1550 OLE AMBROSE RD","BELLS",75414,"GRAYSON COUNTY","TX",33.633644,-96.406195,FALSE,376.34,"Meeting Goal","Not Meeting 2018 Goals",14.9925,279.99696,4197.854423,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",60,0,3,3,0,3,0
4809810,"BELLVILLE ISD","Small Town","Medium",6,2037,0.465740297,"518 SOUTH MATHEWS","BELLVILLE",77418,"AUSTIN COUNTY","TX",29.945693,-96.256163,TRUE,14.73,"Not Meeting Goal","Not Meeting 2018 Goals",94.26666667,30.00501,2828.472276,0,0,0,FALSE,FALSE,0,"Dirty",0,"Fiber",70,0,5,5,6,0,0
