frn_complete,false,plf
1699113730.0020001,0.9771668,0.0228332
1699110291.0010002,0.0890738,0.9109262
1699110292.0010002,0.9991425,0.0008575
1699116734.0010002,0.0742026,0.9257974
1699059163.0010002,0.4204820,0.5795180
1699059164.0010002,0.9564728,0.0435272
1699060264.0010002,0.9986402,0.0013598
1699060278.0010002,0.9730164,0.0269836
1699060264.0020001,0.9369183,0.0630817
1699059388.0010002,0.9992447,0.0007553
1699075457.0010002,0.9535398,0.0464602
1699077705.0010002,0.0212123,0.9787877
1699077705.0039999,0.0236499,0.9763501
1699062057.0010002,0.9969420,0.0030580
1699120192.0010002,0.9175853,0.0824147
1699067459.0010002,0.4391629,0.5608371
1699071008.0010002,0.0348878,0.9651122
1699071065.0010002,0.0445345,0.9554655
1699072642.0010002,0.0218100,0.9781900
1699078491.0010002,0.9623911,0.0376089
1699078492.0010002,0.9793153,0.0206847
1699078492.0020001,0.9783712,0.0216288
1699078494.0010002,0.9875741,0.0124259
1699078494.0020001,0.0260377,0.9739623
1699076449.0010002,0.8831355,0.1168645
1699076147.0010002,0.9992668,0.0007332
1699076161.0010002,0.9992225,0.0007775
1699076831.0010002,0.0332161,0.9667839
1699076970.0010002,0.9414754,0.0585246
1699076992.0010002,0.9988312,0.0011688
1699078440.0010002,0.0212123,0.9787877
1699089661.0010002,0.9910758,0.0089242
1699078886.0010002,0.0222977,0.9777023
1699079471.0010002,0.9103476,0.0896524
1699079715.0010002,0.0249621,0.9750379
1699079796.0010002,0.0336224,0.9663776
1699081408.0010002,0.0667706,0.9332294
1699081102.0010002,0.9966050,0.0033950
1699081109.0010002,0.0737151,0.9262849
1699083224.0010002,0.0390724,0.9609276
1699083859.0010002,0.0688902,0.9311098
1699093875.0010002,0.0237316,0.9762684
1699117863.0010002,0.0344095,0.9655905
1699084857.0010002,0.0255634,0.9744366
1699085778.0010002,0.0222700,0.9777300
1699085796.0010002,0.0345142,0.9654858
1699085496.0010002,0.9990052,0.0009948
1699085496.0020001,0.9978685,0.0021315
1699086263.0010002,0.0339604,0.9660396
1699086277.0010002,0.0272881,0.9727119
1699107041.0010002,0.0237449,0.9762551
1699086437.0010002,0.0237449,0.9762551
1699086484.0010002,0.2322768,0.7677232
1699086484.0020001,0.3035147,0.6964853
1699086016.0010002,0.8867896,0.1132104
1699086452.0010002,0.9353905,0.0646095
1699088547.0010002,0.0344095,0.9655905
1699088898.0010002,0.9547571,0.0452429
1699088902.0010002,0.0249621,0.9750379
1699088914.0010002,0.0218100,0.9781900
1699089407.0010002,0.0348878,0.9651122
1699089651.0010002,0.0344095,0.9655905
1699089837.0010002,0.9992332,0.0007668
1699090552.0010002,0.0238413,0.9761587
1699088876.0010002,0.9867479,0.0132521
1699118694.0010002,0.0493928,0.9506072
1699092411.0010002,0.0333700,0.9666300
1699092413.0010002,0.0333700,0.9666300
1699092606.0010002,0.0212123,0.9787877
1699092606.0020001,0.0212123,0.9787877
1699092721.0010002,0.0252280,0.9747720
1699118554.0010002,0.0340571,0.9659429
1699116524.0010002,0.9985379,0.0014621
1699093088.0010002,0.0350815,0.9649185
1699093091.0050001,0.0212123,0.9787877
1699093483.0010002,0.9992447,0.0007553
1699094078.0010002,0.0672707,0.9327293
1699094078.0020001,0.0360125,0.9639875
1699094078.0029998,0.9726401,0.0273599
1699094078.0039999,0.0548331,0.9451669
1699101541.0010002,0.9696309,0.0303691
1699093889.0010002,0.0231129,0.9768871
1699117137.0010002,0.0222977,0.9777023
1699117891.0010002,0.0225531,0.9774469
1699116823.0010002,0.0299376,0.9700624
1699116603.0010002,0.0225531,0.9774469
1699096163.0010002,0.4610851,0.5389149
1699097742.0010002,0.0225244,0.9774756
1699097758.0010002,0.9129800,0.0870200
1699102804.0010002,0.0272881,0.9727119
1699097926.0010002,0.9992273,0.0007727
1699099799.0010002,0.0212123,0.9787877
1699099799.0020001,0.0214214,0.9785786
1699100089.0010002,0.0341325,0.9658675
1699104147.0010002,0.0278228,0.9721772
1699104470.0010002,0.0272897,0.9727103
1699109615.0010002,0.0339604,0.9660396
1699109626.0010002,0.0212123,0.9787877
1699109626.0020001,0.0212123,0.9787877
1699109639.0010002,0.0710364,0.9289636
1699104786.0010002,0.0220432,0.9779568
1699104798.0010002,0.0225244,0.9774756
1699104819.0010002,0.0249750,0.9750250
1699104962.0010002,0.0225244,0.9774756
1699098781.0010002,0.0343870,0.9656130
1699098781.0020001,0.0423433,0.9576567
1699100453.0010002,0.2937141,0.7062859
1699098860.0010002,0.0341696,0.9658304
1699098860.0020001,0.0341696,0.9658304
1699099399.0010002,0.0383965,0.9616035
1699099632.0010002,0.1394089,0.8605911
1699099931.0010002,0.9992377,0.0007623
1699100227.0010002,0.0809992,0.9190008
1699102894.0010002,0.9288640,0.0711360
1699101345.0010002,0.0343870,0.9656130
1699101469.0010002,0.9991576,0.0008424
1699101509.0010002,0.0938283,0.9061717
1699102192.0010002,0.0358621,0.9641379
1699111361.0010002,0.9992631,0.0007369
1699104539.0020001,0.9990312,0.0009688
1699104645.0010002,0.0212123,0.9787877
1699104802.0010002,0.0225244,0.9774756
1699104811.0010002,0.0505718,0.9494282
1699104815.0010002,0.0339604,0.9660396
1699104818.0010002,0.0358621,0.9641379
1699105120.0010002,0.0337272,0.9662728
1699114990.0010002,0.0745018,0.9254982
1699118219.0010002,0.9992715,0.0007285
1699111934.0010002,0.0262898,0.9737102
1699111934.0029998,0.0273155,0.9726845
1699111934.0039999,0.0262898,0.9737102
1699107349.0010002,0.0225244,0.9774756
1699107458.0010002,0.0260772,0.9739228
1699107621.0010002,0.0227336,0.9772664
1699107806.0010002,0.0339604,0.9660396
1699108036.0010002,0.9985143,0.0014857
1699108638.0010002,0.0212123,0.9787877
1699108638.0020001,0.0212123,0.9787877
1699108621.0010002,0.8747757,0.1252243
1699112719.0039999,0.0212123,0.9787877
1699108574.0010002,0.0212123,0.9787877
1699108574.0020001,0.9803327,0.0196673
1699108574.0029998,0.0212123,0.9787877
1699108551.0010002,0.9885876,0.0114124
1699118342.0010002,0.0484561,0.9515439
1699111568.0020001,0.9970113,0.0029887
1699109747.0010002,0.8862288,0.1137712
1699109675.0010002,0.0293936,0.9706064
1699109684.0010002,0.0260772,0.9739228
1699110138.0010002,0.9991425,0.0008575
1699110149.0010002,0.0212123,0.9787877
1699110184.0029998,0.0212123,0.9787877
1699110184.0039999,0.0212123,0.9787877
1699110253.0010002,0.0355928,0.9644072
1699124810.0010002,0.0333700,0.9666300
1699110502.0010002,0.1027493,0.8972507
1699110894.0010002,0.0255484,0.9744516
1699110972.0010002,0.9992417,0.0007583
1699111513.0010002,0.0238190,0.9761810
1699111404.0029998,0.0234743,0.9765257
1699111411.0010002,0.9842076,0.0157924
1699111545.0010002,0.9933597,0.0066403
1699111578.0010002,0.0344095,0.9655905
1699112046.0010002,0.0282438,0.9717562
1699115006.0010002,0.0218100,0.9781900
1699115006.0020001,0.0218100,0.9781900
1699113021.0010002,0.0235394,0.9764606
1699113424.0010002,0.0212123,0.9787877
1699113422.0010002,0.0220432,0.9779568
1699113422.0020001,0.0220432,0.9779568
1699113915.0010002,0.0339604,0.9660396
1699117959.0010002,0.0343870,0.9656130
1699113982.0010002,0.8893368,0.1106632
1699114080.0010002,0.0337040,0.9662960
1699114080.0020001,0.0218100,0.9781900
1699114342.0010002,0.0581610,0.9418390
1699114342.0020001,0.0358020,0.9641980
1699114342.0029998,0.0273108,0.9726892
1699113959.0010002,0.0225244,0.9774756
1699113996.0010002,0.0235394,0.9764606
1699114001.0010002,0.0343870,0.9656130
1699114029.0010002,0.0212123,0.9787877
1699114029.0020001,0.0212123,0.9787877
1699114073.0010002,0.9643007,0.0356993
1699114103.0010002,0.0247076,0.9752924
1699114238.0010002,0.0917617,0.9082383
1699119425.0010002,0.0337272,0.9662728
1699124600.0010002,0.9992715,0.0007285
1699114834.0010002,0.0225244,0.9774756
1699115904.0010002,0.0350949,0.9649051
1699116163.0010002,0.9907239,0.0092761
1699116366.0010002,0.0341571,0.9658429
1699116695.0010002,0.0668326,0.9331674
1699116878.0010002,0.0347378,0.9652622
1699116917.0010002,0.0220432,0.9779568
1699118048.0010002,0.0212123,0.9787877
1699116994.0020001,0.0247076,0.9752924
1699117916.0010002,0.9533207,0.0466793
1699118008.0010002,0.9518390,0.0481610
1699118345.0010002,0.8985570,0.1014430
1699118035.0010002,0.8861840,0.1138160
1699118283.0010002,0.0212123,0.9787877
1699118283.0020001,0.0212123,0.9787877
1699118384.0010002,0.0273877,0.9726123
1699118257.0010002,0.9950741,0.0049259
1699118857.0010002,0.9992640,0.0007360
1699118525.0020001,0.0212123,0.9787877
1699118683.0010002,0.0235394,0.9764606
1699118683.0020001,0.0237485,0.9762515
1699118714.0010002,0.0271153,0.9728847
1699118714.0020001,0.0239540,0.9760460
1699118875.0010002,0.0272881,0.9727119
1699118861.0010002,0.0338316,0.9661684
1699118861.0020001,0.0381104,0.9618896
1699118978.0010002,0.0350949,0.9649051
1699119011.0010002,0.0282438,0.9717562
1699121326.0010002,0.0344164,0.9655836
1699120218.0010002,0.0272881,0.9727119
1699119261.0010002,0.0212123,0.9787877
1699119384.0010002,0.3108766,0.6891234
1699119093.0010002,0.9687829,0.0312171
1699119478.0010002,0.0413380,0.9586620
1699119797.0010002,0.0292771,0.9707229
1699119978.0010002,0.9883036,0.0116964
1699120992.0010002,0.9992372,0.0007628
1699122649.0010002,0.9846313,0.0153687
1699121810.0010002,0.0340571,0.9659429
1699121983.0010002,0.9976918,0.0023082
1699122048.0010002,0.0771768,0.9228232
1699123400.0010002,0.0353170,0.9646830
1699122137.0010002,0.0344095,0.9655905
1699122432.0010002,0.9982810,0.0017190
1699122477.0010002,0.0608335,0.9391665
1699122308.0010002,0.0225244,0.9774756
1699123784.0010002,0.0225244,0.9774756
1699122640.0010002,0.0255484,0.9744516
1699122987.0010002,0.0286723,0.9713277
1699122948.0010002,0.9906146,0.0093854
1699123030.0010002,0.0355928,0.9644072
1699123456.0010002,0.0212123,0.9787877
1699123334.0010002,0.0333119,0.9666881
1699123693.0010002,0.0378552,0.9621448
1699123890.0010002,0.0387929,0.9612071
1699124135.0010002,0.0398549,0.9601451
1699124350.0010002,0.0335319,0.9664681
1699124424.0010002,0.9992493,0.0007507
1699124371.0010002,0.0212123,0.9787877
1699124371.0029998,0.0212123,0.9787877
1699124371.0039999,0.8986442,0.1013558
1699124582.0010002,0.0343870,0.9656130
1699124615.0010002,0.0355928,0.9644072
1699124694.0010002,0.0345142,0.9654858
1699125098.0010002,0.0339604,0.9660396
1699125218.0010002,0.9924266,0.0075734
1699124972.0010002,0.0337272,0.9662728
1699046097.0010002,0.9923887,0.0076113
1699046097.0020001,0.9984431,0.0015569
1699038444.0010002,0.9990758,0.0009242
1699068710.0010002,0.0282043,0.9717957
1699080374.0010002,0.9990933,0.0009067
1699118808.0010002,0.9179974,0.0820026
1699107472.0020001,0.0341325,0.9658675
1699107472.0029998,0.0341325,0.9658675
1699107472.0039999,0.0341325,0.9658675
1699082794.0010002,0.9990643,0.0009357
1699087590.0010002,0.0339604,0.9660396
1699120989.0010002,0.0341325,0.9658675
1699091886.0010002,0.0336446,0.9663554
1699091935.0010002,0.0236499,0.9763501
1699097098.0010002,0.0265477,0.9734523
1699098143.0010002,0.0345142,0.9654858
1699098151.0010002,0.0344095,0.9655905
1699092228.0010002,0.9628150,0.0371850
1699102324.0010002,0.9950968,0.0049032
1699102437.0010002,0.0393625,0.9606375
1699118611.0010002,0.0277440,0.9722560
1699113662.0010002,0.0710898,0.9289102
1699116619.0010002,0.0224528,0.9775472
1699117225.0010002,0.0339604,0.9660396
1699117324.0010002,0.9990575,0.0009425
1699118517.0010002,0.0344095,0.9655905
1699118242.0010002,0.0376179,0.9623821
1699119764.0010002,0.0337272,0.9662728
1699119770.0010002,0.0623861,0.9376139
1699123113.0010002,0.0666468,0.9333532
1699123290.0010002,0.9989078,0.0010922
1699121183.0010002,0.0339604,0.9660396
1699121444.0010002,0.0212123,0.9787877
1699121421.0010002,0.0386656,0.9613344
1699121763.0010002,0.9990079,0.0009921
1699121783.0010002,0.9990537,0.0009463
1699122359.0010002,0.0884788,0.9115212
1699123831.0010002,0.9983402,0.0016598
1699123685.0010002,0.3943448,0.6056552
1699124060.0010002,0.2949484,0.7050516
1699122909.0010002,0.0392484,0.9607516
1699090585.0010002,0.9977747,0.0022253
1699124682.0010002,0.0339604,0.9660396
1699095549.0020001,0.9981362,0.0018638
1699096102.0010002,0.9977895,0.0022105
1699096744.0010002,0.9978930,0.0021070
1699096768.0010002,0.0214677,0.9785323
1699096857.0010002,0.9501706,0.0498294
1699114873.0010002,0.0316093,0.9683907
1699115005.0010002,0.0316093,0.9683907
1699115377.0010002,0.0316093,0.9683907
1699123047.0010002,0.9885415,0.0114585
1699123575.0010002,0.8609438,0.1390562
1699124354.0010002,0.0366446,0.9633554
1699123699.0010002,0.3979058,0.6020942
1699116630.0010002,0.0336224,0.9663776
1699077341.0010002,0.9992457,0.0007543
1699077341.0020001,0.9991912,0.0008088
1699077341.0029998,0.9992457,0.0007543
1699106539.0010002,0.9984587,0.0015413
1699082693.0010002,0.9992410,0.0007590
1699082693.0029998,0.9991865,0.0008135
1699082693.0039999,0.9991865,0.0008135
1699111495.0010002,0.0347206,0.9652794
1699107048.0010002,0.0336224,0.9663776
1699112231.0010002,0.9992494,0.0007506
1699115760.0020001,0.0416995,0.9583005
1699116772.0010002,0.9992410,0.0007590
1699116986.0010002,0.0347206,0.9652794
1699117659.0010002,0.0344095,0.9655905
1699123126.0010002,0.9992457,0.0007543
1699069901.0010002,0.0213674,0.9786326
1699069901.0029998,0.0213674,0.9786326
1699104223.0010002,0.0350566,0.9649434
1699069901.0020001,0.0787405,0.9212595
1699045119.0010002,0.9338080,0.0661920
1699041755.0020001,0.0353383,0.9646617
1699041755.0029998,0.0353383,0.9646617
1699065953.0010002,0.0384493,0.9615507
1699054805.0010002,0.0413517,0.9586483
1699116028.0010002,0.9988518,0.0011482
1699068720.0010002,0.9992457,0.0007543
1699075143.0010002,0.9991445,0.0008555
1699083167.0010002,0.0351444,0.9648556
1699083331.0010002,0.9992322,0.0007678
1699085769.0029998,0.0212123,0.9787877
1699085769.0039999,0.0212123,0.9787877
1699085769.0050001,0.0212123,0.9787877
1699085769.0070002,0.0212123,0.9787877
1699085769.0079999,0.0212123,0.9787877
1699088593.0010002,0.0380975,0.9619025
1699088388.0010002,0.9992457,0.0007543
1699114804.0010002,0.0333700,0.9666300
1699112450.0010002,0.0249621,0.9750379
1699119985.0010002,0.0337272,0.9662728
1699114833.0010002,0.0347378,0.9652622
1699089944.0010002,0.9992320,0.0007680
1699118058.0010002,0.9992457,0.0007543
1699118093.0010002,0.0344095,0.9655905
1699123942.0010002,0.0344095,0.9655905
1699090017.0010002,0.9992457,0.0007543
1699117766.0010002,0.0333700,0.9666300
1699116817.0010002,0.0336224,0.9663776
1699091019.0010002,0.9992494,0.0007506
1699114271.0010002,0.0337272,0.9662728
1699091359.0010002,0.9992457,0.0007543
1699124106.0010002,0.0344095,0.9655905
1699105739.0010002,0.7292065,0.2707935
1699103874.0010002,0.9632839,0.0367161
1699105837.0010002,0.9992410,0.0007590
1699108739.0010002,0.9992273,0.0007727
1699109140.0010002,0.9989051,0.0010949
1699115317.0010002,0.0663644,0.9336356
1699120060.0010002,0.9992457,0.0007543
1699120068.0010002,0.0337272,0.9662728
1699116669.0010002,0.9992457,0.0007543
1699116694.0010002,0.0347206,0.9652794
1699125266.0010002,0.9992457,0.0007543
1699125067.0010002,0.0337272,0.9662728
1699125131.0010002,0.9992457,0.0007543
1699116336.0010002,0.0263526,0.9736474
1699116336.0020001,0.0265715,0.9734285
1699116336.0029998,0.0265715,0.9734285
1699116715.0010002,0.0360500,0.9639500
1699116964.0020001,0.0334485,0.9665515
1699117973.0010002,0.0339604,0.9660396
1699119659.0010002,0.9977768,0.0022232
1699119947.0010002,0.0332720,0.9667280
1699120335.0010002,0.9992388,0.0007612
1699120739.0020001,0.0360500,0.9639500
1699121949.0010002,0.0450579,0.9549421
1699122000.0010002,0.9992320,0.0007680
1699122802.0010002,0.9966164,0.0033836
1699123843.0010002,0.9992273,0.0007727
1699124229.0010002,0.9988592,0.0011408
1699124264.0010002,0.1022860,0.8977140
1699046886.0010002,0.0360889,0.9639111
1699046888.0010002,0.9989855,0.0010145
1699046888.0020001,0.9992405,0.0007595
1699046890.0010002,0.9982668,0.0017332
1699046893.0010002,0.9898794,0.0101206
1699046896.0010002,0.0346016,0.9653984
1699046899.0010002,0.1051288,0.8948712
1699046903.0010002,0.9988661,0.0011339
1699046904.0010002,0.9930984,0.0069016
1699046908.0010002,0.0673522,0.9326478
1699046910.0020001,0.0353715,0.9646285
1699046913.0010002,0.9988661,0.0011339
1699046914.0010002,0.9919537,0.0080463
1699046916.0010002,0.9992447,0.0007553
1699046917.0010002,0.0386715,0.9613285
1699046919.0010002,0.9966242,0.0033758
1699046921.0010002,0.9988830,0.0011170
1699046925.0020001,0.9992668,0.0007332
1699077196.0010002,0.0358621,0.9641379
1699077383.0010002,0.9960651,0.0039349
1699077455.0010002,0.9830048,0.0169952
1699077610.0010002,0.0344164,0.9655836
1699077663.0010002,0.0473400,0.9526600
1699078054.0050001,0.0382968,0.9617032
1699086158.0010002,0.0344164,0.9655836
1699087201.0010002,0.9992309,0.0007691
1699098111.0010002,0.9988614,0.0011386
1699049179.0010002,0.0332720,0.9667280
1699049194.0010002,0.0379309,0.9620691
1699049206.0010002,0.0379309,0.9620691
1699069950.0020001,0.0212123,0.9787877
1699069950.0029998,0.0236499,0.9763501
1699099083.0010002,0.0350815,0.9649185
1699113063.0010002,0.0262898,0.9737102
1699113063.0020001,0.0262898,0.9737102
1699113082.0010002,0.0353383,0.9646617
1699077274.0010002,0.0277785,0.9722215
1699100154.0020001,0.0341696,0.9658304
1699118179.0010002,0.0339604,0.9660396
1699114313.0010002,0.0387545,0.9612455
1699095158.0010002,0.0339604,0.9660396
1699099267.0020001,0.0340857,0.9659143
1699117319.0010002,0.0395280,0.9604720
1699106667.0010002,0.0345142,0.9654858
1699117414.0010002,0.0212123,0.9787877
1699123029.0010002,0.0345142,0.9654858
1699123069.0010002,0.0272881,0.9727119
1699111283.0010002,0.0229922,0.9770078
1699111290.0010002,0.0336446,0.9663554
1699111293.0029998,0.0212123,0.9787877
1699111293.0039999,0.0212123,0.9787877
1699113977.0020001,0.0219651,0.9780349
1699114845.0010002,0.0333700,0.9666300
1699115388.0010002,0.0336224,0.9663776
1699115568.0010002,0.0351444,0.9648556
1699115585.0010002,0.0347206,0.9652794
1699115892.0020001,0.0224580,0.9775420
1699115934.0010002,0.0225546,0.9774454
1699117066.0010002,0.0212123,0.9787877
1699117066.0020001,0.0212123,0.9787877
1699118446.0010002,0.0343870,0.9656130
1699117585.0010002,0.0213674,0.9786326
1699118442.0010002,0.0233741,0.9766259
1699119786.0010002,0.0337272,0.9662728
1699119992.0010002,0.0233741,0.9766259
1699120875.0010002,0.0339604,0.9660396
1699121932.0010002,0.0212123,0.9787877
1699121932.0020001,0.0212123,0.9787877
1699121932.0029998,0.0212123,0.9787877
1699121932.0039999,0.0212123,0.9787877
1699121945.0010002,0.0341325,0.9658675
1699122945.0010002,0.0213674,0.9786326
1699124164.0010002,0.0336951,0.9663049
1699125640.0010002,0.0213674,0.9786326
1699125662.0010002,0.0341325,0.9658675
1699125870.0010002,0.0219651,0.9780349
1699125870.0020001,0.0219651,0.9780349
1699104830.0010002,0.9991454,0.0008546
1699104830.0020001,0.9992242,0.0007758
1699104830.0029998,0.9992069,0.0007931
1699124702.0010002,0.0629576,0.9370424
1699017007.0010002,0.0935813,0.9064187
1699017558.0010002,0.4236675,0.5763325
1699112986.0010002,0.9440855,0.0559145
1699033131.0010002,0.9438158,0.0561842
1699040538.0010002,0.0767065,0.9232935
1699040555.0010002,0.0767065,0.9232935
1699063018.0010002,0.0523284,0.9476716
1699096788.0010002,0.0935952,0.9064048
1699096796.0010002,0.9991627,0.0008373
1699058872.0010002,0.0464590,0.9535410
1699095218.0010002,0.9991627,0.0008373
1699080414.0010002,0.1505301,0.8494699
1699115038.0010002,0.9428393,0.0571607
1699115824.0010002,0.9992447,0.0007553
1699115905.0010002,0.9347993,0.0652007
1699118277.0010002,0.8838293,0.1161707
1699118485.0010002,0.9992150,0.0007850
1699095735.0010002,0.9332977,0.0667023
1699097854.0010002,0.1145989,0.8854011
1699118597.0010002,0.1948327,0.8051673
1699113555.0010002,0.9256516,0.0743484
1699106828.0010002,0.0737946,0.9262054
1699115187.0010002,0.9335454,0.0664546
1699113370.0010002,0.9162105,0.0837895
1699115240.0010002,0.7535582,0.2464418
1699114975.0010002,0.1019351,0.8980649
1699116237.0010002,0.0758611,0.9241389
1699115734.0010002,0.1305968,0.8694032
1699115572.0010002,0.9992410,0.0007590
1699116167.0010002,0.8761782,0.1238218
1699117216.0010002,0.1043359,0.8956641
1699116189.0010002,0.1007850,0.8992150
1699116432.0010002,0.9440855,0.0559145
1699116349.0010002,0.8817535,0.1182465
1699117104.0010002,0.9110986,0.0889014
1699117572.0010002,0.1369463,0.8630537
1699118475.0010002,0.9310681,0.0689319
1699117840.0010002,0.6992593,0.3007407
1699121271.0010002,0.9992372,0.0007628
1699121455.0010002,0.9185231,0.0814769
1699122222.0010002,0.9231438,0.0768562
1699122734.0010002,0.1038676,0.8961324
1699124290.0010002,0.8759065,0.1240935
1699123469.0010002,0.6738897,0.3261103
1699123551.0010002,0.7660375,0.2339625
1699124335.0010002,0.8220391,0.1779609
1699113414.0010002,0.0244808,0.9755192
1699118403.0010002,0.8735481,0.1264519
1699059063.0010002,0.9895787,0.0104213
1699117012.0010002,0.9525957,0.0474043
1699117012.0020001,0.9758707,0.0241293
1699058064.0010002,0.9519635,0.0480365
1699116487.0010002,0.0582410,0.9417590
1699091216.0010002,0.0740308,0.9259692
1699108197.0010002,0.0367034,0.9632966
1699108345.0010002,0.0219651,0.9780349
1699108345.0020001,0.0341325,0.9658675
1699111781.0010002,0.0364647,0.9635353
1699113049.0010002,0.0376179,0.9623821
1699113844.0010002,0.0665780,0.9334220
1699118892.0010002,0.0967231,0.9032769
1699116085.0010002,0.0349902,0.9650098
1699114657.0020001,0.9768849,0.0231151
1699114657.0039999,0.9768849,0.0231151
1699117727.0010002,0.0345142,0.9654858
1699119522.0010002,0.9915526,0.0084474
1699120274.0010002,0.0387873,0.9612127
1699120279.0010002,0.9914985,0.0085015
1699120306.0010002,0.0592242,0.9407758
1699120310.0010002,0.0392364,0.9607636
1699120314.0010002,0.0381071,0.9618929
1699122414.0010002,0.0345142,0.9654858
1699122143.0010002,0.0359315,0.9640685
1699122532.0010002,0.9992419,0.0007581
1699122599.0010002,0.9992419,0.0007581
1699121985.0010002,0.1564534,0.8435466
1699122870.0010002,0.9758681,0.0241319
1699123313.0010002,0.9915526,0.0084474
1699122950.0010002,0.3247494,0.6752506
1699124470.0010002,0.0336224,0.9663776
1699124176.0010002,0.9937529,0.0062471
1699124580.0010002,0.9937066,0.0062934
1699124648.0010002,0.0620980,0.9379020
1699125392.0010002,0.9866902,0.0133098
1699125888.0010002,0.9807186,0.0192814
1699000826.0010002,0.8736918,0.1263082
1699000832.0010002,0.8693807,0.1306193
1699054441.0010002,0.0626599,0.9373401
1699054497.0010002,0.9992351,0.0007649
1699107341.0010002,0.9992310,0.0007690
1699008762.0010002,0.0345142,0.9654858
1699008851.0010002,0.9971248,0.0028752
1699117580.0010002,0.9530446,0.0469554
1699015572.0010002,0.9830936,0.0169064
1699019135.0010002,0.0347206,0.9652794
1699093398.0039999,0.0384813,0.9615187
1699093398.0050001,0.0336446,0.9663554
1699093398.0110002,0.0336446,0.9663554
1699093398.0139999,0.0336446,0.9663554
1699093398.0179999,0.0336446,0.9663554
1699093398.0190001,0.0336446,0.9663554
1699110132.0010002,0.9373463,0.0626537
1699110242.0010002,0.0252527,0.9747473
1699110256.0010002,0.0220653,0.9779347
1699110264.0010002,0.0252527,0.9747473
1699030909.0010002,0.0344095,0.9655905
1699030909.0020001,0.0415463,0.9584537
1699040028.0010002,0.9953010,0.0046990
1699115573.0010002,0.9992210,0.0007790
1699058730.0010002,0.9551040,0.0448960
1699058754.0010002,0.0446885,0.9553115
1699099998.0010002,0.9988404,0.0011596
1699100122.0010002,0.9756389,0.0243611
1699060953.0010002,0.9692321,0.0307679
1699123409.0010002,0.0345142,0.9654858
1699123409.0020001,0.0237485,0.9762515
1699055323.0010002,0.0212123,0.9787877
1699055323.0020001,0.0212123,0.9787877
1699055430.0020001,0.0336446,0.9663554
1699055561.0010002,0.0343870,0.9656130
1699104287.0020001,0.0348485,0.9651515
1699056608.0010002,0.0554833,0.9445167
1699056762.0010002,0.9716706,0.0283294
1699123771.0010002,0.0279559,0.9720441
1699068988.0010002,0.9973896,0.0026104
1699074040.0010002,0.0395576,0.9604424
1699079108.0010002,0.0235394,0.9764606
1699080299.0010002,0.9898813,0.0101187
1699080342.0010002,0.0747094,0.9252906
1699080360.0010002,0.9721718,0.0278282
1699080438.0010002,0.0341325,0.9658675
1699080438.0020001,0.0221983,0.9778017
1699108906.0010002,0.0269053,0.9730947
1699100300.0010002,0.0365806,0.9634194
1699115464.0010002,0.0360253,0.9639747
1699118859.0010002,0.0593070,0.9406930
1699088635.0020001,0.0447850,0.9552150
1699088733.0010002,0.0213674,0.9786326
1699088816.0010002,0.0246199,0.9753801
1699088848.0010002,0.9569883,0.0430117
1699122036.0010002,0.0343870,0.9656130
1699118031.0010002,0.0339585,0.9660415
1699124574.0010002,0.0227336,0.9772664
1699124574.0020001,0.0229366,0.9770634
1699124574.0029998,0.0225244,0.9774756
1699092726.0010002,0.9992205,0.0007795
1699092735.0010002,0.9992274,0.0007726
1699092744.0010002,0.9992205,0.0007795
1699118013.0010002,0.0375981,0.9624019
1699118129.0010002,0.0375981,0.9624019
1699118229.0010002,0.0599260,0.9400740
1699111227.0010002,0.9785428,0.0214572
1699096454.0010002,0.0343870,0.9656130
1699099204.0010002,0.5570759,0.4429241
1699100499.0010002,0.4425085,0.5574915
1699113300.0010002,0.9991137,0.0008863
1699117338.0010002,0.9991137,0.0008863
1699117348.0010002,0.9991137,0.0008863
1699100316.0010002,0.0255156,0.9744844
1699115876.0010002,0.9987086,0.0012914
1699101661.0010002,0.9727084,0.0272916
1699101662.0020001,0.0303493,0.9696507
1699106264.0010002,0.0351396,0.9648604
1699124822.0010002,0.0377280,0.9622720
1699104772.0020001,0.0227336,0.9772664
1699105006.0010002,0.9655990,0.0344010
1699105252.0010002,0.0414272,0.9585728
1699105252.0020001,0.9576672,0.0423328
1699122089.0010002,0.0339585,0.9660415
1699122114.0010002,0.0265469,0.9734531
1699107023.0010002,0.9992273,0.0007727
1699106761.0010002,0.0212123,0.9787877
1699112573.0010002,0.0340571,0.9659429
1699112599.0010002,0.0340571,0.9659429
1699112668.0010002,0.0255156,0.9744844
1699114432.0010002,0.0212123,0.9787877
1699120130.0010002,0.0339585,0.9660415
1699120195.0010002,0.0335319,0.9664681
1699107807.0010002,0.0494826,0.9505174
1699107807.0020001,0.0494826,0.9505174
1699108746.0010002,0.0225244,0.9774756
1699109314.0010002,0.0347159,0.9652841
1699109321.0010002,0.9708646,0.0291354
1699109399.0010002,0.0336446,0.9663554
1699109399.0020001,0.0336446,0.9663554
1699109404.0010002,0.2935895,0.7064105
1699117445.0010002,0.0345142,0.9654858
1699120718.0010002,0.0340857,0.9659143
1699112777.0010002,0.0455222,0.9544778
1699115194.0010002,0.0282871,0.9717129
1699115140.0010002,0.8449927,0.1550073
1699115194.0020001,0.0269237,0.9730763
1699118742.0010002,0.9992505,0.0007495
1699116324.0010002,0.9991113,0.0008887
