line_item_id,applicant_id,applicant_type,applicant_ben,applicant_name,applicant_postal_cd,application_number,frn,frn_line_item_no,purpose,wan,bandwidth_in_mbps,connect_type,connect_category,num_lines,one_time_eligible_cost,rec_elig_cost,total_cost,service_provider_name,exclude,contacted,internet_conditions_met,isp_conditions_met,upstream_conditions_met,wan_conditions_met,contract_end_date
873444,968969,District,141559,AGUA DULCE INDEP SCHOOL DIST,TX,1038005,2831654,1,Transport and Internet,Y,50,Switched Multimegabit Data Service,Other / Uncategorized,1,0,918,11016,"Windstream Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2018 0:00
874055,969884,District,141730,PRAIRIE LEA INDEP SCH DISTRICT,TX,1038447,2850509,1,Transport and Internet,N,40,Ethernet,Other / Uncategorized,1,0,2250,27000,"Education Service Center, Region XIII",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
874126,969536,District,141713,JOHNSON CITY SCHOOL DISTRICT,TX,1038648,2832179,1,Transport and Internet,N,100,Ethernet,Other / Uncategorized,1,0,3600,43200,"Education Service Center, Region XIII",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
874925,969242,District,141236,CYPRESS-FAIRBANKS ISD,TX,1039036,2860216,3,Transport,N,30,Ethernet,Other / Uncategorized,1,600,1393.37,17320.44,AT&T Corp.,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2017 0:00
875549,970010,District,141965,SHALLOWATER INDEP SCHOOL DIST,TX,1040487,2854182,1,Internet,Y,70,"E.g., Microwave Service",Fixed Wireless,1,0,5390,64680,Education Service Center Region 17,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
876986,1055036,Consortium,150217,Northeast Texas Regional Education Telecommunications Network (NTxRETN),TX,1043188,2864200,1,Transport and Internet,Y,200,Lit Fiber Service,Fiber,125,0,52770.07,633240.84,"Affiniti, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
881138,969748,District,141951,MORTON INDEP SCHOOL DISTRICT,TX,1049718,2869369,1,Internet,Y,50,Data Plan/Air Card Service,Other / Uncategorized,65,0,5325,63900,Education Service Center Region 17,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
882365,1055594,Consortium,150246,UTAH EDUCATION NETWORK,UT,1003635,2729742,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,,No data,,"Beehive Telephone Co., Inc. - UT",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
882430,972094,District,142791,ALPINE SCHOOL DISTRICT,UT,1006590,2743246,1,Internet,Y,1000,Ethernet,Fiber,12,0,9724,116688,"CentraComm Communications, Ltd.",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
882431,972094,District,142791,ALPINE SCHOOL DISTRICT,UT,1006590,2743270,1,Internet,Y,100,Ethernet,Other / Uncategorized,7,0,5215,62580,Direct Communications Cedar Valley,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
882432,972094,District,142791,ALPINE SCHOOL DISTRICT,UT,1006590,2743327,1,Internet,N,100,Ethernet,Other / Uncategorized,17,0,5015,60180,Utah Telecommunication Open Infrastructure Agency,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
882494,1055594,Consortium,150246,UTAH EDUCATION NETWORK,UT,1008100,2736851,1,Transport,N,1000,Ethernet,Fiber,1,,No data,,Comcast Business Communications,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
883515,975650,District,126524,SUFFOLK CITY SCHOOL DISTRICT,VA,996586,2722354,1,Transport and Internet,N,1000,Standalone Internet Access,Fiber,1,0,4300,51600,Charter Communications,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2019 0:00
883536,975582,District,126623,LEXINGTON CITY SCHOOL DISTRICT,VA,998340,2720654,1,Internet,N,100,Standalone Internet Access,Other / Uncategorized,,0,1305,15660,"Virginia Global Communications Systems, Inc.",TRUE,n/a,FALSE,TRUE,FALSE,FALSE,6/30/2016 0:00
883538,975662,District,126506,WEST POINT PUBLIC SCHOOLS,VA,998639,2720978,2,Transport and Internet,Y,20,Lit Fiber Service,Fiber,1,0,1950,23400,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
883545,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,1,Transport and Internet,Y,155,Ethernet,Fiber,2,0,9920,119040,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2017 0:00
883546,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,2,Transport and Internet,N,10,Ethernet,Other / Uncategorized,1,0,874,10488,"Cox Virginia Telcom, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
883547,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,3,Transport and Internet,N,30,Ethernet,Other / Uncategorized,24,0,23138,277656,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
883548,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,6,Transport and Internet,N,40,Ethernet,Other / Uncategorized,9,0,10422,125064,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
883549,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,7,Transport and Internet,N,50,Ethernet,Other / Uncategorized,7,0,8533,102396,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
883551,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,10,Transport and Internet,N,300,Ethernet,Fiber,1,0,1905,22860,"Cox Virginia Telcom, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
883552,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,11,Transport and Internet,N,50,Ethernet,Other / Uncategorized,2,0,2400,28800,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2017 0:00
883553,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,12,Transport and Internet,N,200,Ethernet,Fiber,1,0,1670,20040,"Cox Virginia Telcom, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
883554,975517,District,126519,CHESAPEAKE PUBLIC SCHOOL DIST,VA,999091,2759497,14,Transport and Internet,N,150,Ethernet,Fiber,3,0,1545,18540,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
883668,975489,District,126633,APPOMATTOX COUNTY SCHOOL DIST,VA,1002052,2736220,1,Transport and Internet,N,50,Lit Fiber Service,Fiber,1,0,1900,22800,"Shentel Communications, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
883714,975538,District,126350,FAUQUIER COUNTY SCHOOL DIST,VA,1002487,2758765,1,Transport,Y,200,Ethernet,Fiber,2,0,5000,60000,Comcast Business Communications,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2019 0:00
883715,975538,District,126350,FAUQUIER COUNTY SCHOOL DIST,VA,1002487,2758765,2,Transport and Internet,Y,100,Ethernet,Fiber,4,0,6000,72000,Comcast Business Communications,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2019 0:00
883716,975538,District,126350,FAUQUIER COUNTY SCHOOL DIST,VA,1002487,2758765,3,Transport and Internet,Y,20,Ethernet,Other / Uncategorized,7,0,5600,67200,Comcast Business Communications,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2019 0:00
883717,975538,District,126350,FAUQUIER COUNTY SCHOOL DIST,VA,1002487,2758765,4,Internet,N,2000,Ethernet,Fiber,1,0,7000,84000,Comcast Business Communications,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2019 0:00
883725,975485,District,126436,ALEXANDRIA CITY PUB SCH DIST,VA,1002489,2749626,1,Internet,N,1000,Ethernet,Fiber,1,0,6363.5,76362,"Allied Telecom Group, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
883747,975572,District,126445,KING GEORGE COUNTY SCHOOL DIST,VA,1002495,2771877,1,Internet,N,250,Ethernet,Fiber,1,0,4800,57600,"Gans Communications, LP",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
883748,975572,District,126445,KING GEORGE COUNTY SCHOOL DIST,VA,1002495,2771923,1,Transport and Internet,Y,1000,Ethernet,Fiber,2,0,2800,33600,"Gans Communications, LP",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
883983,975619,District,126532,POQUOSON CITY SCHOOLS,VA,1002512,2871807,1,Transport and Internet,N,75,Cable Modem,Cable / DSL,2,0,350,4200,Verizon Virginia LLC,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
884016,975623,District,126561,PRINCE EDWARD CO PUB SCH DIST,VA,1002519,2758922,1,Transport and Internet,N,200,Ethernet,Fiber,1,0,4500,54000,"Kinex Telecom, Inc",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
884054,975639,District,126590,SALEM CITY SCHOOL DISTRICT,VA,1002527,2774317,1,Transport and Internet,N,200,Ethernet,Fiber,1,0,200,2400,Comcast Business Communications,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
884057,975639,District,126590,SALEM CITY SCHOOL DISTRICT,VA,1002527,2774338,1,Transport and Internet,N,200,Ethernet,Fiber,8,0,3600,43200,LUMOS Networks Inc,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
884129,975501,District,126634,BEDFORD COUNTY SCHOOL DISTRICT,VA,1002533,2806600,4,Internet,Y,300,Ethernet,Fiber,1,0,7730,77300,"Conterra Ultra Broadband, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,4/30/2016 0:00
884133,975501,District,126634,BEDFORD COUNTY SCHOOL DISTRICT,VA,1002533,2806689,1,Internet,Y,1000,Ethernet,Fiber,1,0,5900,17700,"Shentel Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2020 0:00
884180,975655,District,126648,TAZEWELL COUNTY SCHOOL DIST,VA,1002535,2763370,1,Transport and Internet,Y,10,Ethernet,Other / Uncategorized,4,0,5200,62400,Verizon Virginia LLC,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/13/2016 0:00
884440,975627,District,228641,RADFORD CITY SCHOOLS,VA,1002543,2758861,1,Transport and Internet,N,150,Ethernet,Other / Uncategorized,3,0,2135,25620,LUMOS Networks Inc,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,11/4/2018 0:00
884472,975533,District,126451,ESSEX COUNTY SCHOOL DISTRICT,VA,1003181,2726419,1,Transport and Internet,N,200,Lit Fiber Service,Fiber,1,0,3275,39300,Verizon Business Global LLC,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2018 0:00
884478,975621,District,126503,POWHATAN COUNTY SCHOOL DIST,VA,1003343,2726775,1,Transport and Internet,N,100,Lit Fiber Service,Fiber,1,0,4300,51600,"Conterra Ultra Broadband, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,1/31/2024 0:00
884482,975620,District,126540,PORTSMOUTH PUBLIC SCHOOLS,VA,1003858,2856757,1,Internet,N,2000,Ethernet,Fiber,1,0,13500,162000,"Cox Virginia Telcom, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2023 0:00
884483,975620,District,126540,PORTSMOUTH PUBLIC SCHOOLS,VA,1003858,2857289,1,Transport,N,200,Ethernet,Fiber,20,0,32300,387600,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884484,975620,District,126540,PORTSMOUTH PUBLIC SCHOOLS,VA,1003858,2857289,2,Transport,N,500,Ethernet,Fiber,3,0,6690,80280,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884485,975620,District,126540,PORTSMOUTH PUBLIC SCHOOLS,VA,1003858,2857289,3,Transport,Y,2000,Ethernet,Fiber,1,0,3375,40500,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884486,975620,District,126540,PORTSMOUTH PUBLIC SCHOOLS,VA,1003858,2857289,4,Transport,N,50,Ethernet,Other / Uncategorized,3,0,3330,39960,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884493,975443,District,126516,ACCOMACK COUNTY SCHOOL DIST,VA,1003999,2728311,1,Transport and Internet,Y,100,Broadband Over Power Lines,Other / Uncategorized,12,0,21688,260256,Eastern Shore of Virginia Broadband Authority,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/27/2016 0:00
884497,975660,District,126595,WASHINGTON COUNTY VIRGINIA SCHOOL DISTRICT,VA,1004089,2728464,1,Transport,Y,1000,Ethernet,Fiber,14,0,16632,199584,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2020 0:00
884502,975660,District,126595,WASHINGTON COUNTY VIRGINIA SCHOOL DISTRICT,VA,1004089,2737597,1,Transport,Y,100,Ethernet,Fiber,8,0,6400,76800,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
884503,975660,District,126595,WASHINGTON COUNTY VIRGINIA SCHOOL DISTRICT,VA,1004089,2737604,1,Transport,N,500,Ethernet,Fiber,1,0,2095,25140,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
884800,975613,District,126473,PAGE COUNTY SCHOOL DISTRICT,VA,1005247,2757079,1,Internet,N,400,Ethernet,Fiber,1,0,4160,49920,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
884801,975613,District,126473,PAGE COUNTY SCHOOL DISTRICT,VA,1005247,2757087,1,Transport,N,100,Ethernet,Fiber,9,0,3600,43200,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2018 0:00
884829,975510,District,126642,CAMPBELL COUNTY SCHOOL DIST,VA,1005819,2736664,1,Transport and Internet,N,0,Broadband Over Power Lines,Other / Uncategorized,1,0,9900,118800,"Shentel Communications, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
884855,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786200,1,Transport,Y,1000,Ethernet,Fiber,2,0,1900,22800,Harrisonburg Electric Commission,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2020 0:00
884856,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786208,1,Internet,N,1000,Ethernet,Fiber,1,0,9900,118800,"Shentel Communications, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2023 0:00
884857,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786219,1,Transport,Y,250,Ethernet,Fiber,5,0,4450,53400,"Shentel Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884858,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786219,2,Transport,Y,500,Ethernet,Fiber,11,0,10890,130680,"Shentel Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884859,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786219,3,Transport,Y,750,Ethernet,Fiber,3,0,6750,81000,"Shentel Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
884860,975638,District,126472,ROCKINGHAM COUNTY PUBLIC SCHOOLS,VA,1005996,2786219,4,Transport,Y,1000,Ethernet,Fiber,4,0,10000,120000,"Shentel Communications, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2023 0:00
885061,975663,District,126448,WESTMORELAND CO SCHOOL DIST,VA,1009272,2739708,1,Transport and Internet,N,1,Digital Subscriber Line (DSL),Cable / DSL,1,0,45,540,"Verizon Online, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885068,975604,District,197129,NORFOLK PUBLIC SCHOOL DISTRICT,VA,1009305,2749666,2,Transport,N,10,Ethernet,Other / Uncategorized,2,0,1680,20160,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
885070,975604,District,197129,NORFOLK PUBLIC SCHOOL DISTRICT,VA,1009305,2749666,4,Transport,N,100,Ethernet,Fiber,41,0,69905,838860,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885071,975604,District,197129,NORFOLK PUBLIC SCHOOL DISTRICT,VA,1009305,2749666,5,Transport,N,200,Ethernet,Fiber,5,0,9940,119280,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885072,975604,District,197129,NORFOLK PUBLIC SCHOOL DISTRICT,VA,1009305,2749666,6,Transport,N,1000,Ethernet,Fiber,2,0,6898,82776,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2016 0:00
885076,975544,District,126483,FLUVANNA COUNTY SCHOOL DIST,VA,1009424,2740016,1,Transport,N,200,Ethernet,Fiber,1,0,943,11316,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2018 0:00
885077,975544,District,126483,FLUVANNA COUNTY SCHOOL DIST,VA,1009424,2740057,1,Transport,N,500,Ethernet,Fiber,1,0,2604,31248,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2018 0:00
885078,975544,District,126483,FLUVANNA COUNTY SCHOOL DIST,VA,1009424,2740057,2,Internet,N,200,Ethernet,Fiber,1,0,1191,14292,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2018 0:00
885085,975588,District,126345,MANASSAS CITY SCHOOL DISTRICT,VA,1009534,2741067,1,Transport and Internet,N,300,Lit Fiber Service,Fiber,1,0,9995,119940,Verizon Business Global LLC,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885087,988155,School,126481,ORANGE COUNTY SCHOOLS,VA,1009782,2751955,1,Internet,N,250,Standalone Internet Access,Other / Uncategorized,1,0,164,1968,"Comcast Cable Communications, LLC",TRUE,n/a,FALSE,TRUE,FALSE,FALSE,6/30/2016 0:00
885089,988155,School,126481,ORANGE COUNTY SCHOOLS,VA,1009782,2751985,1,Internet,N,300,Standalone Internet Access,Other / Uncategorized,1,0,20711.15,248533.8,"Comcast Cable Communications, LLC",TRUE,n/a,FALSE,TRUE,FALSE,FALSE,6/30/2016 0:00
885100,975552,District,126584,GILES COUNTY SCHOOL DISTRICT,VA,1010132,2749899,1,Transport,Y,10,Ethernet,Other / Uncategorized,4,0,6090.75,73089,Verizon Virginia LLC,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2018 0:00
885101,975552,District,126584,GILES COUNTY SCHOOL DISTRICT,VA,1010132,2749971,1,Internet,N,50,Ethernet,Other / Uncategorized,1,0,2969.66,35635.92,Verizon Virginia LLC,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2018 0:00
885102,975552,District,126584,GILES COUNTY SCHOOL DISTRICT,VA,1010132,2750021,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,0,1222,14664,PEMBROKE TELEPHONE COOPERATIVE,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885118,975548,District,126588,FRANKLIN COUNTY PUBLIC SCHOOLS,VA,1010474,2784885,1,Internet,Y,1000,Ethernet,Fiber,1,0,34500,414000,"Shentel Communications, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885131,975487,District,126487,AMELIA COUNTY SCHOOL DISTRICT,VA,1010885,2772503,2,Internet,N,25,Ethernet,Other / Uncategorized,1,0,1500,18000,Amelia Telephone Corporation,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885150,975509,District,126617,BUENA VISTA CITY SCHOOLS,VA,1011231,2744668,1,Transport and Internet,Y,100,Lit Fiber Service,Fiber,3,0,1950,23400,Blue Ridge Internetworks,TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
885151,975509,District,126617,BUENA VISTA CITY SCHOOLS,VA,1011231,2744668,2,Internet,N,100,Standalone Internet Access,Other / Uncategorized,1,0,2500,30000,Blue Ridge Internetworks,TRUE,n/a,FALSE,TRUE,FALSE,FALSE,6/30/2017 0:00
885153,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1011604,2748157,1,Transport and Internet,N,3,Digital Subscriber Line (DSL),Cable / DSL,1,0,54.95,659.4,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885155,975633,District,126573,ROANOKE CITY PUBLIC SCHOOLS,VA,1011823,2768687,1,Transport and Internet,Y,200,Ethernet,Fiber,1,0,11366,136392,"Cox Virginia Telcom, LLC",TRUE,n/a,FALSE,FALSE,FALSE,FALSE,6/30/2018 0:00
885448,975592,District,126346,MANASSAS PARK SCHOOL DISTRICT,VA,1012353,2755228,1,Internet,N,500,Standalone Internet Access,Fiber,1,0,420,5040,"Verizon Online, LLC",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2016 0:00
885510,975529,District,126596,DICKENSON COUNTY SCHOOL DIST,VA,1013297,2754563,1,Transport and Internet,N,200,Ethernet,Fiber,1,0,11650,139800,BVU Authority,TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
885688,975510,District,126642,CAMPBELL COUNTY SCHOOL DIST,VA,1013865,2751379,1,Transport,Y,500,Ethernet,Fiber,19,0,43293.36,519520.32,"Conterra Ultra Broadband, LLC",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,7/31/2019 0:00
885692,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751530,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,0,540,6480,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
885693,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751608,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,752,9024,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885694,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751685,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,755,9060,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885695,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751724,1,Transport,Y,100,Ethernet,Fiber,1,0,845,10140,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885696,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751741,1,Transport,Y,100,Ethernet,Fiber,1,0,845,10140,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885697,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751762,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,752,9024,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885698,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751777,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,752,9024,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
885699,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2751797,1,Transport,Y,100,Ethernet,Fiber,1,0,845,10140,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885700,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752379,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,917,11004,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885701,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752403,1,Transport,Y,50,Ethernet,Other / Uncategorized,1,0,752,9024,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,12/31/2016 0:00
885702,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752424,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,0,540,6480,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
885703,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752437,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,0,540,6480,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2017 0:00
885704,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752462,1,Transport,Y,500,Ethernet,Fiber,1,0,1156.5,13878,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885705,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752509,1,Transport,Y,10,Ethernet,Other / Uncategorized,1,0,540,6480,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,FALSE,FALSE,FALSE,TRUE,6/30/2016 0:00
885706,975644,District,126612,SMYTH COUNTY SCHOOL DISTRICT,VA,1013918,2752535,1,Internet,N,200,Ethernet,Fiber,1,0,2696.1,32353.2,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",TRUE,n/a,TRUE,FALSE,FALSE,FALSE,6/30/2017 0:00
885718,975590,District,126466,MADISON COUNTY SCHOOL DISTRICT,VA,1014029,2751895,1,Internet,N,10,Standalone Internet Access,Other / Uncategorized,1,0,125,1500,"Comcast Cable Communications, LLC",TRUE,n/a,FALSE,TRUE,FALSE,FALSE,6/30/2016 0:00
