"esh_id","nces_cd","name","union_code","state_senate_district","state_assembly_district","ulocal","locale","district_size","ia_oversub_ratio","district_type","num_schools","num_campuses","num_students","num_teachers","num_aides","num_other_staff","frl_percent","discount_rate_c1","discount_rate_c2","address","city","zip","county","postal_cd","latitude","longitude","exclude_from_ia_analysis","exclude_from_ia_cost_analysis","exclude_from_wan_analysis","exclude_from_wan_cost_analysis","exclude_from_current_fiber_analysis","fiber_metric_calc_group","fiber_metric_status","include_in_universe_of_districts","flag_array","tag_array","num_open_district_flags","clean_categorization","ia_bandwidth_per_student_kbps","meeting_2014_goal_no_oversub","meeting_2014_goal_oversub","meeting_2014_goal_no_oversub_fcc_25","meeting_2018_goal_no_oversub","meeting_2018_goal_oversub","meeting_2018_goal_no_oversub_fcc_25","at_least_one_line_not_meeting_broadband_goal","bw_upgrade_indicator","ia_monthly_cost_per_mbps","ia_bw_mbps_total","ia_monthly_cost_total","ia_monthly_cost_direct_to_district","ia_monthly_cost_shared","wan_monthly_cost_per_line","wan_monthly_cost_total","meeting_3_per_mbps_affordability_target","hierarchy_ia_connect_category","all_ia_connectcat","current_known_scalable_campuses","current_assumed_scalable_campuses","current_known_unscalable_campuses","current_assumed_unscalable_campuses","sots_known_scalable_campuses","sots_assumed_scalable_campuses","sots_known_unscalable_campuses","sots_assumed_unscalable_campuses","fiber_internet_upstream_lines","fixed_wireless_internet_upstream_lines","cable_internet_upstream_lines","copper_internet_upstream_lines","satellite_lte_internet_upstream_lines","uncategorized_internet_upstream_lines","wan_lines","wan_bandwidth_low","wan_bandwidth_high","gt_1g_wan_lines","lt_1g_fiber_wan_lines","lt_1g_nonfiber_wan_lines","consortium_affiliation","ia_procurement_type","ia_applicants","dedicated_isp_sp","dedicated_isp_services","dedicated_isp_contract_expiration","bundled_internet_sp","bundled_internet_services","bundled_internet_contract_expiration","upstream_sp","upstream_services","upstream_contract_expiration","wan_applicants","wan_sp","wan_services","wan_contract_expiration","non_fiber_lines","non_fiber_lines_w_dirty","non_fiber_internet_upstream_lines_w_dirty","fiber_internet_upstream_lines_w_dirty","fiber_wan_lines_w_dirty","lines_w_dirty","line_items_w_dirty","fiber_wan_lines","most_recent_ia_contract_end_date","wan_lines_w_dirty","ia_monthly_cost_no_backbone","backbone_monthly_cost","needs_wifi","c2_prediscount_budget_15","c2_prediscount_remaining_15","c2_prediscount_remaining_16","c2_postdiscount_remaining_15","c2_postdiscount_remaining_16","received_c2_15","received_c2_16","budget_used_c2_15","budget_used_c2_16","fiber_target_status","bw_target_status","upgrade_indicator","ia_monthly_cost_district_applied","ia_monthly_cost_other_applied","ia_monthly_funding_total","target_bandwidth","affordability_goal_sots","affordability_goal_knapsack","knapsack_bw","knapsack_bw_per_student","knapsack_meeting_goal_2014","knapsack_meeting_goal_2018","num_students_knapsack_meeting_goal_2014","num_students_knapsack_meeting_goal_2018","currently_meeting_connectivity_2014","currently_meeting_connectivity_2018","students_currently_meeting_2014","students_currently_meeting_2018"
884076,643470,"YUBA CITY UNIFIED","000",NA,NA,13,"Urban","Large",1.75,"Traditional",17,17,12756,622.77,82,504.35,0.686265286923801,0.8,0.8,"750 PALORA AVE","YUBA CITY",95991,"SUTTER COUNTY","CA",39.1339,-121.6334,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",78.3944810285356,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.675875,1000,1675.875,1675.875,0,1115.45454545455,24540,TRUE,"Fiber","Lit Fiber",0,17,0,0,17,0,0,0,1,0,0,0,0,0,22,1000,10000,22,0,0,"CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA","Consortium-provided","CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (dedicated Upstream) | CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (shared)","","","","","","","Pacific Bell Telephone Company","1 Lit Fiber line(s) at 1000 Mbps from Pacific Bell Telephone Company for $1675.88/mth","Pacific Bell Telephone Company - 6/2021","YUBA CITY UNIF SCHOOL DISTRICT","Pacific Bell Telephone Company","16 Lit Fiber line(s) at 1000 Mbps from Pacific Bell Telephone Company for $15840.00/mth | 6 Lit Fiber line(s) at 10000 Mbps from Pacific Bell Telephone Company for $8700.00/mth","Pacific Bell Telephone Company - 6/2019 | Pacific Bell Telephone Company - 6/2019",0,0,0,1,22,23,24,22,"2021-06-30",22,1675.875,0,FALSE,1913400,513307.51,488162.44,410646.008,390529.952,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,0,1675.875,1206.63,100,1,1,1000,7.83944810285356,0,0,0,0,0,0,0,0
884078,684500,"IRVINE UNIFIED","000",NA,NA,12,"Urban","Large",1.75,"Traditional",36,34,30099,1007.99,360.5,887.84,0.131673545466649,0.4,0.4,"5050 BARRANCA PARKWAY","IRVINE",92604,"ORANGE COUNTY","CA",33.6754,-117.7923,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",33.2236951393734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0.874774207739853,1000,874.774207739853,657.23,217.544207739853,657.23,21688.59,TRUE,"Fiber","Lit Fiber",0,34,0,0,34,0,0,0,1,0,0,0,0,0,33,1000,1000,33,0,0,"CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA","Consortium+District","CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (shared) | IRVINE UNIF SCHOOL DISTRICT (dedicated Upstream)","","","","","","","Pacific Bell Telephone Company","1 Lit Fiber line(s) at 1000 Mbps from Pacific Bell Telephone Company for $657.23/mth","Pacific Bell Telephone Company - 12/2018","IRVINE UNIF SCHOOL DISTRICT","Pacific Bell Telephone Company","2 Lit Fiber line(s) at 1000 Mbps from Pacific Bell Telephone Company for $1314.46/mth | 31 Lit Fiber line(s) at 1000 Mbps from Pacific Bell Telephone Company for $20374.13/mth","Pacific Bell Telephone Company - 12/2018 | Pacific Bell Telephone Company - 12/2018",0,0,0,1,33,34,37,33,"2018-12-01",33,657.23,217.544207739853,FALSE,4525000,1595886.9,1595886.9,638354.76,638354.76,TRUE,FALSE,FALSE,FALSE,"Not Target","Target",FALSE,657.23,217.544207739853,417.383240488747,50,1,1,1000,1.66118475696867,0,0,0,0,0,0,0,0
884211,901020,"DANBURY SCHOOL DISTRICT","000",NA,NA,13,"Urban","Large",1.75,"Traditional",17,16,10549,721.9,273.3,481.35,0.464409967089798,0.8,0.8,"63 BEAVER BROOK RD","DANBURY",6810,"FAIRFIELD COUNTY","CT",41.4076,-73.4264,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_large}","{non_erate2015}",1,"dirty",94.7957152336714,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.2,1000,1200,1200,0,999.45,6996.15,TRUE,"Fiber","Lit Fiber",0,16,0,0,8,0,0,8,1,0,0,0,0,0,7,1000,1000,7,0,0,"","Self-procured","DANBURY PUBLIC SCHOOLS (dedicated Internet)","","","","Dept of Admin Services, CT","1 Lit Fiber line(s) at 1000 Mbps from Dept of Admin Services, CT for $1200.00/mth","Dept of Admin Services, CT - 6/2017","","","","DANBURY PUBLIC SCHOOLS","Fiber Technologies Networks, L.L.C.","7 Lit Fiber line(s) at 1000 Mbps from Fiber Technologies Networks, L.L.C. for $6996.15/mth","Fiber Technologies Networks, L.L.C. - 6/2020",0,0,0,1,7,8,8,7,"2017-06-30",7,1200,0,TRUE,1582350,444588,0,355670.4,0,TRUE,TRUE,FALSE,TRUE,"Not Target","Target",FALSE,1200,0,960,100,1,1,1000,9.47957152336714,0,0,0,0,0,0,0,0
884255,902400,"MERIDEN SCHOOL DISTRICT","000",NA,NA,21,"Suburban","Medium",1.5,"Traditional",12,12,8043,581.5,171,460.31,0.69781777832573,0.8,0.8,"22 LIBERTY ST","MERIDEN",6450,"NEW HAVEN COUNTY","CT",41.5365,-72.7975,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{fiber_target,non_erate2015,outlier_approved}",NA,"machine_cleaned",37.6725102573667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,2.98349834983498,303,904,904,0,3595.85714285714,25171,TRUE,"Fiber","DSL | Lit Fiber",8,2.76,1,0.24,8,0,1,3,1,0,0,1,0,0,7,1000,10000,7,0,0,"","Self-procured","MERIDEN SCHOOL DISTRICT (dedicated Internet)","","","","Dept of Admin Services, CT | New Horizon Communications Corp.","1 Lit Fiber line(s) at 300 Mbps from Dept of Admin Services, CT for $750.00/mth | 1 DSL line(s) at 3 Mbps from New Horizon Communications Corp. for $154.00/mth","Dept of Admin Services, CT - 6/2036 | New Horizon Communications Corp. - 6/2017","","","","MERIDEN SCHOOL DISTRICT","Advanced Corporate Networking, Inc.","1 Lit Fiber line(s) at 1000 Mbps from Advanced Corporate Networking, Inc. for $6474.00/mth | 4 Lit Fiber line(s) at 1000 Mbps from Advanced Corporate Networking, Inc. for $5172.00/mth | 1 Lit Fiber line(s) at 10000 Mbps from Advanced Corporate Networking, Inc. for $6499.00/mth | 1 Lit Fiber line(s) at 10000 Mbps from Advanced Corporate Networking, Inc. for $7026.00/mth","Advanced Corporate Networking, Inc. - 10/2016 | Advanced Corporate Networking, Inc. - 3/2017 | Advanced Corporate Networking, Inc. - 6/2022 | Advanced Corporate Networking, Inc. - 6/2022",1,1,1,1,7,9,9,7,"2017-06-30",7,904,0,FALSE,1206450,777054.24,777054.24,621643.392,621643.392,TRUE,FALSE,FALSE,FALSE,"Target","Target",FALSE,904,0,723.2,50,1,1,303,6.2165858510506,0,0,0,0,0,0,0,0
884338,904830,"WATERBURY SCHOOL DISTRICT","000",NA,NA,22,"Suburban","Large",1.75,"Traditional",31,28,17970,1380.1,473.43,1088.58,0.825158872413231,0.9,0.85,"236 GRAND ST","WATERBURY",6702,"NEW HAVEN COUNTY","CT",41.5545,-73.0438,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_large}","{non_erate2015,outlier_approved}",1,"dirty",55.6483027267668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.2,1000,1200,1200,0,750,17250,TRUE,"Fiber","Lit Fiber",0,28,0,0,24,0,0,4,1,0,0,0,0,0,23,1000,1000,23,0,0,"","Self-procured","WATERBURY SCHOOL DISTRICT (dedicated Internet)","","","","Dept of Admin Services, CT","1 Lit Fiber line(s) at 1000 Mbps from Dept of Admin Services, CT for $1200.00/mth","Dept of Admin Services, CT - 6/2017","","","","WATERBURY SCHOOL DISTRICT","The Southern New England Telephone Company","23 Lit Fiber line(s) at 1000 Mbps from The Southern New England Telephone Company for $17250.00/mth","The Southern New England Telephone Company - 6/2018",0,0,0,1,23,24,24,23,"2017-06-30",23,1200,0,TRUE,2695500,2695500,2695500,1725120,1725120,FALSE,FALSE,FALSE,FALSE,"Not Target","Target",FALSE,1200,0,1080,100,1,1,1000,5.56483027267668,0,0,0,0,0,0,0,0
888974,1200030,"ALACHUA","000",NA,NA,12,"Urban","Mega",2.25,"Traditional",56,54,26593,1780.89,545.42,1967.37,0.533107710417893,0.8,0.8,"620 EAST UNIVERSITY AVE","GAINESVILLE",32601,"ALACHUA COUNTY","FL",29.6526,-82.319,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_large}",NA,1,"dirty",37.9047117662543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,3.2028869047619,1008,3228.51,3228.51,0,1024.72972972973,37915,FALSE,"Fiber","Lit Fiber",0,54,0,0,39,0,0,15,2,0,0,0,0,0,37,100,1000,3,34,0,"Department of Management Services","Consortium+District","ALACHUA COUNTY SCHOOL DISTRICT (dedicated Internet) | Department of Management Services (dedicated Internet)","","","","City of Gainesville | STATE REPLACEMENT CONTRACT","1 Lit Fiber line(s) at 1000 Mbps from City of Gainesville for $2000.00/mth | 1 Lit Fiber line(s) at 8 Mbps from STATE REPLACEMENT CONTRACT for $1228.51/mth","City of Gainesville - 6/2021 | STATE REPLACEMENT CONTRACT - 6/2017","","","","ALACHUA COUNTY SCHOOL DISTRICT","City of Gainesville","3 Lit Fiber line(s) at 1000 Mbps from City of Gainesville for $3585.00/mth | 5 Lit Fiber line(s) at 500 Mbps from City of Gainesville for $5475.00/mth | 29 Lit Fiber line(s) at 100 Mbps from City of Gainesville for $28855.00/mth","City of Gainesville - 6/2021 | City of Gainesville - 6/2021 | City of Gainesville - 6/2021",0,0,0,2,37,39,43,37,"2017-06-30",37,3228.51,0,FALSE,4015200,4003896.82213781,3896625.59234097,3203117.45771025,3117300.47387278,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,2000,1228.51,2582.808,1000,0,1,1008,37.6038807204904,0,0,0,0,0,0,0,0
888975,1200060,"BAKER","000",NA,NA,32,"Town","Medium",1.5,"Traditional",7,7,4801,304.09,90,356.25,0.59518555667001,0.8,0.8,"270 SOUTH BLVD EAST","MACCLENNY",32063,"BAKER COUNTY","FL",30.277,-82.1282,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_large}",NA,1,"dirty",62.4869818787753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2.90446666666667,300,871.34,871.34,0,79.425,158.85,TRUE,"Fiber","Lit Fiber",0,7,0,0,3,0,0,4,1,0,0,0,0,0,2,10000,10000,2,0,0,"","Self-procured","BAKER COUNTY SCHOOL DISTRICT (dedicated Internet)","","","","Southeastern Services, Inc.","1 Lit Fiber line(s) at 300 Mbps from Southeastern Services, Inc. for $871.34/mth","Southeastern Services, Inc. - 6/2018","","","","BAKER COUNTY SCHOOL DISTRICT","Southeastern Services, Inc.","2 Lit Fiber line(s) at 10000 Mbps from Southeastern Services, Inc. for $158.85/mth","Southeastern Services, Inc. - 6/2018",0,0,0,1,2,3,3,2,"2018-06-30",2,871.34,0,FALSE,729350,484128,484128,387302.4,387302.4,TRUE,FALSE,FALSE,FALSE,"Not Target","Target",TRUE,871.34,0,697.072,50,1,1,300,10.4144969797959,0,0,0,0,0,0,0,0
888978,1200120,"BRADFORD","000",NA,NA,32,"Town","Medium",1.5,"Traditional",7,6,2972,228.5,54,222.5,0.619866284622732,0.9,0.85,"501 WEST WASHINGTON ST","STARKE",32091,"BRADFORD COUNTY","FL",29.9509,-82.112,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"machine_cleaned",67.2947510094213,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,11.435,200,2287,2287,0,1299,6495,FALSE,"Fiber","Lit Fiber",0,6,0,0,6,0,0,0,1,0,0,0,0,0,5,250,250,0,5,0,"","Self-procured","SCHOOL BOARD OF BRADFORD COUNTY (dedicated Internet)","","","","CenturyLink-Embarq Florida, Inc. (FKA Embarq)","1 Lit Fiber line(s) at 200 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $2287.00/mth","CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017","","","","SCHOOL BOARD OF BRADFORD COUNTY","Affiniti, LLC","5 Lit Fiber line(s) at 250 Mbps from Affiniti, LLC for $6495.00/mth","Affiniti, LLC - 6/2017",0,0,0,1,5,6,7,5,"2017-06-30",5,2287,0,FALSE,445800,189220,172431.75,160837,146566.9875,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,2287,0,2058.3,200,0,1,200,67.2947510094213,0,0,0,0,0,0,0,0
888982,1200240,"CHARLOTTE","000",NA,NA,22,"Suburban","Large",1.75,"Traditional",20,20,15726,1334,321,1055,0.607794154384212,0.8,0.8,"1445 EDUCATION WAY","PORT CHARLOTTE",33948,"CHARLOTTE COUNTY","FL",27.0053,-82.1453,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",63.588960956378,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5.132,1000,5132,5132,0,1000,19000,FALSE,"Fiber","Lit Fiber",0,20,0,0,20,0,0,0,1,0,0,0,0,0,19,1000,1000,19,0,0,"","Self-procured","CHARLOTTE COUNTY SCHOOL DIST (dedicated Internet)","","","","FPL FiberNet, LLC","1 Lit Fiber line(s) at 1000 Mbps from FPL FiberNet, LLC for $5132.00/mth","FPL FiberNet, LLC - 6/2017","","","","CHARLOTTE COUNTY SCHOOL DIST","FPL FiberNet, LLC","19 Lit Fiber line(s) at 1000 Mbps from FPL FiberNet, LLC for $19000.00/mth","FPL FiberNet, LLC - 6/2021",0,0,0,1,19,20,39,19,"2017-06-30",19,5132,0,FALSE,2358900,1828682,1413532.16904762,1462945.6,1130825.7352381,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,5132,0,4105.6,1200,0,0,1200,76.3067531476536,0,0,0,0,0,0,0,0
888992,1200510,"ESCAMBIA","000",NA,NA,21,"Suburban","Mega",2.25,"Traditional",60,56,39240,2733.53,519.97,1922,0.637760233329981,0.8,0.8,"75 NORTH PACE BLVD","PENSACOLA",32505,"ESCAMBIA COUNTY","FL",30.413,-87.2417,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_large}","{outlier_approved}",1,"dirty",25.4841997961264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6.91497,1000,6914.97,6914.97,0,995.263157894737,18910,FALSE,"Fiber","Lit Fiber",0,56,0,0,20,0,0,36,1,0,0,0,0,0,19,1000,1000,19,0,0,"Department of Management Services","Consortium-provided","Department of Management Services (dedicated Internet)","","","","STATE REPLACEMENT CONTRACT","1 Lit Fiber line(s) at 1000 Mbps from STATE REPLACEMENT CONTRACT for $6914.97/mth","STATE REPLACEMENT CONTRACT - 6/2017","","","","ESCAMBIA COUNTY SCHOOL DIST","Southern Light, LLC","19 Lit Fiber line(s) at 1000 Mbps from Southern Light, LLC for $18910.00/mth","Southern Light, LLC - 6/2017",0,0,0,1,19,20,23,19,"2017-06-30",19,6914.97,0,FALSE,5908000,2828965.56054603,2173030.03528288,2263172.44843683,1738424.0282263,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",TRUE,0,6914.97,5531.976,2050,0,0,2050,52.2426095820591,0,0,0,0,0,0,0,0
889004,1200870,"HILLSBOROUGH","000",NA,NA,21,"Suburban","Mega",2.25,"Traditional",242,231,187039,14079.68,2020.5,10751.93,0.610603242652544,0.8,0.8,"901 EAST KENNEDY BLVD","TAMPA",33602,"HILLSBOROUGH COUNTY","FL",27.9493,-82.4521,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{outlier_approved}",NA,"natively_clean",53.4647854190837,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.096713,10000,10967.13,10967.13,0,880.1590625,197155.63,TRUE,"Fiber","Lit Fiber",0,231,0,0,225,0,0,6,1,0,0,0,0,0,224,200,10000,1,223,0,"","Self-procured","HILLSBOROUGH CO SCHOOL DIST (dedicated Internet)","","","","Level 3 Communications, LLC","1 Lit Fiber line(s) at 10000 Mbps from Level 3 Communications, LLC for $10967.13/mth","Level 3 Communications, LLC - 6/2017","","","","HILLSBOROUGH CO SCHOOL DIST","Bright House Networks, LLC","74 Lit Fiber line(s) at 500 Mbps from Bright House Networks, LLC for $71945.02/mth | 149 Lit Fiber line(s) at 200 Mbps from Bright House Networks, LLC for $114364.95/mth | 1 Lit Fiber line(s) at 10000 Mbps from Bright House Networks, LLC for $10845.66/mth","Bright House Networks, LLC - 6/2017 | Bright House Networks, LLC - 6/2017 | Bright House Networks, LLC - 6/2017",0,0,0,1,224,225,227,224,"2017-06-30",224,10967.13,0,TRUE,28100300,24059361.8923795,3840192.24465028,19247489.5139036,3072153.79572023,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,10967.13,0,8773.704,11000,1,0,11000,58.8112639609921,0,0,0,0,0,0,0,0
889006,1200930,"INDIAN RIVER","000",NA,NA,22,"Suburban","Large",1.75,"Traditional",23,22,15713,1056.71,198.67,708.64,0.624103299856528,0.8,0.8,"1990 25TH ST","VERO BEACH",32960,"INDIAN RIVER COUNTY","FL",27.6445,-80.4052,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",63.6415706739642,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5.93701,1000,5937.01,5937.01,0,NA,0,FALSE,"Fiber","Lit Fiber",0,22,0,0,1,21,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,"","Self-procured","INDIAN RIVER CO SCHOOL DIST (dedicated Internet)","","","","Windstream Communications, LLC","1 Lit Fiber line(s) at 1000 Mbps from Windstream Communications, LLC for $5937.01/mth","Windstream Communications, LLC - 6/2019","","","","","","","",0,0,0,1,0,1,1,0,"2019-06-30",0,5937.01,0,TRUE,2367700,2367700,1849895.34,1894160,1479916.272,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,5937.01,0,4749.608,1500,0,0,1500,95.4623560109464,0,0,0,0,0,0,0,0
889007,1200960,"JACKSON","000",NA,NA,42,"Rural","Large",1.75,"Traditional",19,18,6519,452.43,169.17,358.7,0.658613921183754,0.8,0.8,"2903 JEFFERSON ST","MARIANNA",32446,"JACKSON COUNTY","FL",30.7764,-85.2272,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",76.6988801963491,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5.15,500,2575,2575,0,1147.05882352941,19500,FALSE,"Fiber","Lit Fiber",0,18,0,0,18,0,0,0,1,0,0,0,0,0,17,1000,10000,17,0,0,"","Self-procured","JACKSON COUNTY SCHOOL BOARD (dedicated Internet)","","","","Information Transport Solutions, Inc.","1 Lit Fiber line(s) at 500 Mbps from Information Transport Solutions, Inc. for $2575.00/mth","Information Transport Solutions, Inc. - 6/2020","","","","JACKSON COUNTY SCHOOL BOARD","Information Transport Solutions, Inc.","2 Lit Fiber line(s) at 10000 Mbps from Information Transport Solutions, Inc. for $4500.00/mth | 15 Lit Fiber line(s) at 1000 Mbps from Information Transport Solutions, Inc. for $15000.00/mth","Information Transport Solutions, Inc. - 6/2020 | Information Transport Solutions, Inc. - 6/2020",0,0,0,1,17,18,35,17,"2020-06-30",17,2575,0,FALSE,1020700,999706.5,999706.5,799765.2,799765.2,TRUE,FALSE,FALSE,FALSE,"Not Target","Target",FALSE,2575,0,2060,250,0,1,500,38.3494400981746,0,0,0,0,0,0,0,0
889012,1201110,"LEON","000",NA,NA,12,"Urban","Large",1.75,"Traditional",48,47,31434,2122.42,584.78,1828.39,0.399424388412688,0.8,0.8,"2757 WEST PENSACOLA ST","TALLAHASSEE",32304,"LEON COUNTY","FL",30.4405,-84.3343,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{fiber_not_target}",NA,"machine_cleaned",31.8126868995355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3.403,1000,3403,3403,0,1030.24444444444,46361,FALSE,"Fiber","Lit Fiber",0,47,0,0,46,0,0,1,1,0,0,0,0,0,45,300,1000,9,36,0,"","Self-procured","LEON COUNTY SCHOOL DISTRICT (dedicated Internet)","","","","CenturyLink-Embarq Florida, Inc. (FKA Embarq)","1 Lit Fiber line(s) at 1000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $3403.00/mth","CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017","","","","LEON COUNTY SCHOOL DISTRICT","CenturyLink-Embarq Florida, Inc. (FKA Embarq)","9 Lit Fiber line(s) at 1000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $14445.00/mth | 28 Lit Fiber line(s) at 300 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $23492.00/mth | 8 Lit Fiber line(s) at 500 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $8424.00/mth","CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017 | CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017 | CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017",0,0,0,1,45,46,48,45,"2017-06-30",45,3403,0,FALSE,4731500,4719283.71322284,4717299.38795968,4011391.15623941,4009704.47976573,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,3403,0,2722.4,1000,0,1,1000,31.8126868995355,0,0,0,0,0,0,0,0
889018,1201260,"MARION","000",NA,NA,41,"Rural","Mega",2.25,"Traditional",58,57,41205,2548.11,762.48,2572.91,0.549854143752092,0.9,0.85,"512 SE 3RD ST","OCALA",34471,"MARION COUNTY","FL",29.184,-82.1323,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{outlier_approved}",NA,"machine_cleaned",97.0755976216479,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.523,4000,6092,6092,0,1896.84782608696,87255,TRUE,"Fiber","Lit Fiber",0,57,0,0,47,0,0,10,1,0,0,0,0,0,46,1000,10000,46,0,0,"","Self-procured","THE SCHOOL BOARD OF MARION COUNTY, FLORIDA (dedicated Internet)","","","","Cox Florida Telcom, LP","1 Lit Fiber line(s) at 4000 Mbps from Cox Florida Telcom, LP for $6092.00/mth","Cox Florida Telcom, LP - 6/2017","","","","THE SCHOOL BOARD OF MARION COUNTY, FLORIDA","CenturyLink-Embarq Florida, Inc. (FKA Embarq) | Cox Florida Telcom, LP | Ocala Telecommuncation Dept","1 Lit Fiber line(s) at 10000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $8810.00/mth | 37 Lit Fiber line(s) at 1000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $63455.00/mth | 2 Lit Fiber line(s) at 1000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $1745.00/mth | 1 Lit Fiber line(s) at 1000 Mbps from CenturyLink-Embarq Florida, Inc. (FKA Embarq) for $3725.00/mth | 1 Lit Fiber line(s) at 1000 Mbps from Cox Florida Telcom, LP for $2320.00/mth | 4 Lit Fiber line(s) at 1000 Mbps from Ocala Telecommuncation Dept for $7200.00/mth","CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017 | CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017 | CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2017 | CenturyLink-Embarq Florida, Inc. (FKA Embarq) - 6/2018 | Cox Florida Telcom, LP - 6/2018 | Ocala Telecommuncation Dept - 6/2019",0,0,0,1,46,47,49,46,"2017-06-30",46,6092,0,TRUE,6204650,3503713.75772792,1213183.41246476,2978156.69406873,1031205.90059505,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",TRUE,6092,0,5482.8,2000,1,1,4000,48.5377988108239,0,0,0,0,0,0,0,0
