"","names1","names2","distances_d1"
"93",130029001913,130029002016,0.196236807488683
"109",130029002017,130029004037,0.0599027016168335
"111",130029002293,130029002350,0.195446275439406
"1124",130029002293,130029003285,0.0830166412960082
"115",130029002350,130029003285,0.236172345202827
"6310",130033000183,130033001868,0.221222761222228
"8106",130039000228,130039000787,0.100120510927511
"718",130042001942,130042002234,0.131300358566999
"885",130042002477,130042004094,0
"900",130042002610,130042002620,0.104932793186372
"933",130042003289,130042004068,0
"8111",130048000234,130048000258,0.136631100732259
"941",130048000234,130048001946,0.128980911840405
"1610",130048000258,130048001946,0.0763174992860163
"693",130051003757,130051003762,0
"2108",130054000141,130054000263,0.179941916038572
"3110",130054000141,130054001417,0.141086184515335
"6100",130054000263,130054001417,0.153314446881422
"5106",130057000086,130057002368,0.180816531429951
"6101",130057000086,130057002389,0.152660453284202
"41",130057002368,130057002389,0.103554867722153
"509",130057002395,130057002396,0.0432663218860123
"5521",130057002484,130057002486,0.00585743250302497
"6102",130060000276,130060002345,0.0983506592655083
"8510",130063002237,130063002238,0.1802227697438
"10212",130063002297,130063003550,0.224045559112485
"1120",130066000293,130066001990,0.217084568004954
"4106",130066000293,130066002817,0.242216572488824
"8112",130066001990,130066002817,0.124817692746769
"5821",130072000305,130072000306,0.0747931202234268
"583",130072000305,130072000307,0.0792238549180337
"584",130072000305,130072002216,0.0747931202234268
"585",130072000306,130072000307,0.119710884185276
"5864",130072000306,130072002216,0
"587",130072000307,130072002216,0.119710884185276
"3121",130075004081,130075004098,0.0989347354638724
"4107",130081000317,130081000318,0.0981859132067168
"5107",130081000317,130081002404,0.0894599844818813
"6103",130081000318,130081002404,0.0116810687620967
"52",130084000321,130084000326,0.218747505928299
"288",130084002452,130084003982,0.0915623621584264
"3123",130087000088,130087003474,0.199157739491424
"6104",130087000336,130087003474,0.179573656973019
"6105",130090000343,130090002098,0.145759742322764
"4108",130093000346,130093000350,0.215854064059326
"1213",130093000346,130093002496,0.159360266247561
"67",130093000351,130093000353,0.18437138475245
"9511",130093000355,130093002300,0.0561161944384384
"120",130093003305,130093003688,0.0515286266259745
"6106",130099002241,130099004016,0.175343684351601
"751",130102000362,130102000389,0.237000383478144
"436",130102000373,130102000386,0.0816283165336699
"884",130102000388,130102000410,0.214529051835457
"975",130102000392,130102002827,0.0848473145475954
"1466",130102002242,130102002301,0.242525146790766
"1485",130102002243,130102002302,0.183589911478492
"1565",130102002683,130102003725,0
"1571",130102002683,130102004044,0
"1575",130102002683,130102004135,0.232787655388031
"1604",130102003725,130102004044,0
"1608",130102003725,130102004135,0.232787655388031
"1635",130102003975,130102004077,0
"1647",130102004044,130102004135,0.232787655388031
"2111",130108003571,130108000418,0.0513263793286135
"3124",130105002358,130105003525,0.0588671237769416
"51",130111000239,130111001428,0.0318047866609315
"5210",130111000239,130111001438,0.0979521568457005
"9210",130111000425,130111001860,0.189541064482451
"301",130111000435,130111001970,0.156475571400237
"4152",130111001428,130111001438,0.122058749778844
"505",130111001860,130111002361,0.208222075054278
"549",130111001970,130111002100,0.177409509430996
"719",130111002521,130111003310,0.169380422614999
"745",130111003308,130111003312,0.191854467755448
"1125",130114000441,130114002456,0.0622536329820862
"3127",130114002456,130114002457,0.21196574320634
"8113",130117000443,130117000452,0.160395474951268
"630",130120002833,130120002834,0
"59",130123000461,130123003752,0.0989645613721323
"456",130123000469,130123002638,0.0963482769845526
"543",130123000471,130123000495,0.159509297878304
"6261",130123000472,130123003896,0.138394572362667
"668",130123000473,130123002837,0.22840387599769
"697",130123000474,130123000496,0.124678131950734
"894",130123000478,130123001861,0.176442836056363
"1242",130123000487,130123003316,0.219384851603838
"1384",130123000492,130123003316,0.213197223897688
"1573",130123000499,130123003855,0.0180058540156292
"1694",130123001925,130123003318,0.141318710688515
"1868",130123002524,130123003317,0.224892080456955
"5108",130126002106,130126002362,0
"1035",130126002525,130126002695,0
"752",130129000240,130129000511,0.213393876120858
"1407",130129000518,130129000523,0.156028627632224
"1974",130129000526,130129002475,0.235507346765737
"2190",130129000529,130129000536,0.189454138918024
"2900",130129000537,130129004134,0.208554774321379
"3059",130129000539,130129003531,0.0207512109938821
"4854",130129000573,130129001949,0.0837949794093265
"5045",130129001490,130129002248,0.109796732332731
"6521",130129003622,130129003649,0.233300702945659
"5910",130138000589,130138000595,0.0966796649188505
"76",130138000591,130138004052,0
"9211",130141000600,130141000606,0.196549613529085
"1511",130141000602,130141001886,0.230081335671072
"2951",130141001501,130141001502,0.203919970028335
"3221",130141001502,130141002366,0.132972185317186
"401",130141002025,130141002073,0.130885128704113
"447",130141002528,130141003554,0.218476562236321
"1128",130144000621,130144000622,0.246385924147662
"3129",130144000621,130144003617,0.0269297455127459
"5109",130144000622,130144003617,0.23011890525529
"2114",130147000628,130147003327,0.238389169426062
"2881",130150000825,130150002026,0.148100717535801
"392",130150002531,130150003328,0.190773772252533
"949",130168000796,130168000802,0.187078539255747
"2120",130171000612,130171000614,0.103625752070514
"1731",130174000083,130174000653,0.156790351186929
"822",130174000638,130174000690,0.233314739534954
"9215",130174000639,130174000645,0.16497584199156
"1351",130174000644,130174000723,0.140777521297379
"3185",130174000668,130174000707,0.141292269806164
"3420",130174000672,130174000734,0.152283831350183
"3704",130174000679,130174000699,0.169562111939637
"4857",130174000694,130174004039,0.0647423403591935
"5878",130174000709,130174003915,0.0403058506460398
"7676",130174001547,130174002074,0.236553206088787
"8313",130174002313,130174002642,0.184485650237115
"8961",130174003708,130174003921,0
"3131",130180002075,130180002862,0
