"esh_id","name","postal_cd","c2_prediscount_budget_15","c2_prediscount_remaining_17","c2_postdiscount_remaining_17","needs_wifi"
"882587","Bering Strait School District","AK",296964.37,22352.37,18999.5145,"t"
"882790","Chatham School District","AK",40925.28,5574.79,3747.3645,NA
"882625","Dillingham City School Dist","AK",76018.78,9412.8,6588.96,"f"
"882526","Lower Kuskokwim School Dist","AK",640379.02,60894.03,51759.9255,"t"
"882538","Lower Yukon School District","AK",312209.11,5299.11,4504.2435,"t"
"882700","Matanuska-Sustina Borough School District","AK",2506216.15,292888.53,143076.999,NA
"882727","Nenana City School District","AK",26089.9,0,0,"f"
"882732","Nome City School District","AK",103489.91,11077.35,8003.8275,"f"
"882802","Yukon Flats School District","AK",63945.7,5419.79,4606.8215,"f"
"881584","Arab City School District","AL",384902.76,8669.25,6068.475,"t"
"881623","Attalla City School District","AL",247240.17,0,0,"f"
"881705","Birmingham City School Dist","AL",3450568.27,498738.38,368133.6125,"t"
"881732","Bullock County School District","AL",235781.05,0,0,"f"
"881743","Calhoun County School District","AL",1337644.52,4255.24,3404.192,"f"
"881654","Chickasaw City","AL",156846.34,0,0,"t"
"881769","Choctaw County School District","AL",212249.01,5623.94,4780.349,"t"
"881811","Conecuh County Schools","AL",238645.85,0,0,"t"
"881941","Fort Payne City School Dist","AL",481895.8,46417.33,37133.864,"f"
"881951","Gadsden City School District","AL",775995.45,74703.77,59480.7495,"t"
"881976","Haleyville City School Dist","AL",260438.59,22103.68,17682.944,"f"
"882026","Jefferson County School Dist","AL",5541903.96,726180.25,492932.631,"f"
"882073","Lowndes County School District","AL",237571.56,21823.91,18550.3235,"f"
"882078","Macon County School District","AL",327351.51,0,0,"f"
"882103","Mobile County School District","AL",8374653.06,606411.79,486513.253,"f"
"882109","Monroe County School District","AL",542311.77,25162.25,19602.4075,"t"
"882115","Montgomery County School Dist","AL",4691424.35,35579.28,24905.496,"f"
"882164","Opp City School District","AL",197362.42,204.81,163.848,"f"
"882188","Phenix City School District","AL",1048967.45,29255.93,22716.326,"f"
"882193","Pickens County School District","AL",404086.51,32625.86,24612.52,NA
"882203","Pike County School District","AL",334666.86,14700.12,11776.6995,"f"
"882241","Russellville City Schools","AL",431250.7,223.72,190.162,"f"
"882247","Scottsboro City School Dist","AL",387051.34,0,0,"f"
"882275","Sumter County School District","AL",242943.01,6865.77,5835.9045,"t"
"882287","Talladega City School District","AL",301108.14,8096.68,6882.178,"t"
"882336","Tuscaloosa Co School District","AL",2808756.73,123045.55,87360.0295,"t"
"882355","Walker County School District","AL",1158493.82,128483.47,91992.722,"t"
"881862","Alma Public School Dist 30","AR",487267.25,67967.13,54373.704,"f"
"881916","Barton-Lexa School District","AR",123696.82,0,0,"f"
"881470","Batesville Public School Dist","AR",461944.7,18074.89,14075.727,"f"
"881927","Bay School District 21","AR",88245.25,8664.76,6931.808,"f"
"881560","Bearden Public School District","AR",74739.89,7883.99,6307.192,"f"
"881937","Benton Public School Dist 8","AR",783924.76,14440.71,8664.426,"f"
"881964","Blevins School District","AR",73819.07,1132.24,962.404,"t"
"881983","Bradford Public School Dist","AR",66299.04,5688.09,4834.8765,"f"
"881992","Brinkley School District","AR",82413.39,0,0,"f"
"882198","Camden-Public Schools","AR",385363.17,0,0,"f"
"882042","Cedarville Public School Dist","AR",124771.11,4017.49,3287.572,"f"
"882259","Centerpoint School District","AR",131881.86,18369.06,14712.6135,"f"
"882063","Clarendon Public School Dist","AR",83641.15,0,0,"f"
"882074","Clarksville Public School Dist","AR",408230.2,4474.41,3579.528,"f"
"881716","Cleveland County School District","AR",133518.9,4724.12,3867.856,"f"
"881838","Cossatot River School District","AR",157306.75,7862.92,6683.482,"f"
"882104","Crossett Public School Dist","AR",264428.81,0,0,"f"
"882116","Danville Public School Dist","AR",130296.03,7082.93,5935.856,"f"
"881423","Dewitt Public School District","AR",196134.66,0,0,"f"
"882145","Dollarway Public School Dist","AR",192349.04,0,0,"f"
"881639","East Poinsett Co School Dist","AR",118171.9,4482.25,3624.664,"f"
"882192","Eureka Springs School District","AR",94690.99,3778.65,3022.92,"f"
"882210","Flippin Public School District","AR",123543.35,5792.18,4633.744,"f"
"882225","Forrest City School District 7","AR",360961.44,0,0,"f"
"882235","Fouke School District 15","AR",159455.33,1925.44,1540.352,"f"
"882333","Harrisburg Public School Dist","AR",182936.24,26390.08,22431.568,"f"
"882367","Helena-West Helena School Dist","AR",218694.75,0,0,"f"
"882371","Hermitage Public School Dist","AR",64150.46,0,0,"f"
"881739","Hillcrest Public School District","AR",62615.76,791.22,632.976,NA
"882394","Horatio Public School District","AR",129375.21,0,0,"t"
"882408","Hoxie School District 46","AR",127226.63,18865.23,16035.4455,NA
"882422","Huntsville School District 1","AR",362189.2,39181.82,31345.456,"f"
"882402","Jessieville School District","AR",134900.13,0,0,"f"
"882445","Lake Hamilton School Dist 5","AR",670970.84,90723.36,71406.641,NA
"881780","Lawrence County School District","AR",141806.28,0,0,"t"
"882499","Lee County School District 1","AR",119860.07,0,0,"f"
"882466","Lincoln Consol School District","AR",106968.59,0,0,"f"
"881616","Magnolia Public School Dist","AR",426800.07,11818.99,9455.192,"f"
"881464","Marmaduke School District","AR",113567.8,3932.08,3145.664,"f"
"882512","Marvell Public School District","AR",55402.67,0,0,"f"
"882544","Mineral Springs School Dist","AR",62922.7,0,0,"f"
"882569","Mountain View School District","AR",254913.67,23310.21,18489.5575,"f"
"881651","Palestine-Wheatley School Dist","AR",117864.96,0,0,"f"
"882649","Parkers Chapel School District","AR",120780.89,17544.76,10526.856,"f"
"882654","Perryville School District 7","AR",149940.19,0,0,"f"
"882660","Piggott School District","AR",140578.52,0,0,"f"
"882676","Poyen School District","AR",87938.31,0,0,"t"
"882509","Searcy County School Dist","AR",123543.35,10461.44,8892.224,"f"
"882755","Southside School District","AR",254453.26,32945.63,26356.504,"f"
"882759","South Side School District","AR",77962.76,10778.17,9161.4445,"f"
"882762","Spring Hill Public School Dist","AR",85175.85,2385.1,1808.823,NA
"881532","Star City Public School Dist","AR",235269.51,29872.3,23897.84,"f"
"882804","Vilonia Public School District","AR",369709.23,41283.33,29290.132,"f"
"881435","Warren Public School Dist 1","AR",71670.49,1364.2,1091.36,"f"
"882417","West Memphis School District","AR",706985.08,0,0,NA
"882826","West Side School District","AR",71056.61,4038.31,3419.851,"f"
"882750","Alhambra Elem Sch District 68","AZ",2217692.63,327042.02,277985.717,"f"
"883212","Altar Valley School Dist 51","AZ",118325.37,0,0,"t"
"882915","Apache Junction Unified District","AZ",604262.52,73033.91,59861.4355,"f"
"883176","Baboquivari Unified Sch Dist 40","AZ",167998.44,18825.6,13177.92,"f"
"883055","Bisbee Unified School Dist 2","AZ",114795.56,0,0,"f"
"883061","Bouse Elem School District 26","AZ",9412.8,212.8,148.96,NA
"883065","Buckeye School District 33","AZ",784999.05,0,0,"f"
"883066","Buckeye Un High Sch Dist 201","AZ",162985.14,0,0,"f"
"883070","Bullhead City School Dist 15","AZ",442760.95,42880.27,34672.2855,"f"
"883072","Camp Verde Unif School Dist 28","AZ",248672.53,8436.58,7171.093,"f"
"883074","Canon Elem School District 50","AZ",20718.45,0,0,"f"
"883092","Chinle Unified School Dist 24","AZ",559091.21,0,0,NA
"881451","Clarkdale-Jerome School Dist 3","AZ",70596.2,0,0,"t"
"881642","Colorado River Un H S Dist 2","AZ",266884.33,25761.63,20609.304,"f"
"883097","Concho Elementary Sch Dist 6","AZ",28852.36,0,0,"f"
"883105","Cottonwood-Oak Creek Dist 6","AZ",262894.11,0,0,"f"
"883345","Deer Valley Unif Sch Dist 97","AZ",5108095.48,544400.31,291755.501,"f"
"883116","Douglas Unified School Dist 27","AZ",594542.78,29457.51,25038.8835,"f"
"883118","Duncan Unified School Dist 2","AZ",56476.96,0,0,"t"
"883120","Dysart Unified School Dist 89","AZ",3322472.03,239038.32,185933.847,"f"
"883123","Elfrida School District 12","AZ",17802.52,0,0,"f"
"883129","Flagstaff Unified School District","AZ",1646886.57,41526.82,21781.722,"t"
"883131","Florence Unified School Dist 1","AZ",1451007.64,130244.03,104195.224,NA
"883144","Fort Thomas Unif School Dist 7","AZ",78116.23,0,0,"f"
"883137","Fountain Hills Uni Sch Dist 98","AZ",247137.83,9412.8,6588.96,"t"
"883147","Ganado Unified District 20","AZ",227135.6,2080.98,1768.833,"f"
"883149","Gila Bend Unif School Dist 24","AZ",80162.47,9412.8,6588.96,"t"
"883153","Glendale Elem School Dist 40","AZ",2189709.96,0,0,"f"
"883155","Glendale Union High School District","AZ",2451273.97,9138.26,6396.782,"f"
"883159","Grand Canyon Unif School Dist","AZ",43432.01,0,0,"t"
"883164","Hayden-Winkelman Sch Dist 41","AZ",41436.9,818.11,695.3935,"f"
"883174","Hyder Elementary District","AZ",15960.88,0,0,NA
"883178","Isaac Elem School District 5","AZ",1144425.79,127451.75,108333.9875,"f"
"883182","Joseph City School District 2","AZ",70135.79,9822.08,6875.456,"f"
"883190","Lake Havasu Unif School Dist 1","AZ",860045.88,102456.29,66267.598,"t"
"883194","Liberty School District 25","AZ",185238.29,16398.62,13118.896,"t"
"883198","Littlefield School District 9","AZ",73358.66,4437.33,3771.7305,"f"
"883216","Mcnary School District 23","AZ",20564.98,0,0,"f"
"883222","Miami Area Unif Sch Dist 40","AZ",177871.73,8835.75,7068.6,"f"
"883226","Mobile Elem School District 86","AZ",9412.8,744.13,632.5105,"f"
"883230","Mohawk Valley School Dist 17","AZ",27317.66,0,0,"f"
"883234","Morristown Elementary School District No. 75","AZ",18723.34,0,0,"f"
"883240","Naco School District 23","AZ",48343.05,5169.28,4393.888,"f"
"883242","Nadaburg Unified School District No 81","AZ",132291.14,0,0,"f"
"883245","Nogales Unified School Dist 1","AZ",900715.43,102239.25,82421.171,"f"
"883248","Osborn Elementary School District #8","AZ",453810.79,43250.93,36763.2905,"f"
"883250","Owens Elementary Sch Dist 6","AZ",9412.8,0,0,"t"
"883256","Palo Verde Elementary District","AZ",75200.3,0,0,"t"
"883260","Paradise Valley Unif Dist 69","AZ",4524039.79,99346.22,69542.354,"t"
"883262","Parker Unified Sch District 27","AZ",313436.87,6511.92,4612.36,"f"
"883269","Peach Springs Unified District","AZ",33763.4,0,0,NA
"883272","Pendergast School District 92","AZ",1628572.43,161081.54,133860.6595,"f"
"883278","Phoenix Un High Sch Dist 210","AZ",4190651.82,60032.77,43960.561,"t"
"883288","Pine Strawberry School Dist 12","AZ",18416.4,0.12,0.096,"t"
"881477","Pinon Unif School District 4","AZ",194446.49,8486.98,7213.933,"f"
"883304","Red Mesa Unif Sch District 27","AZ",112391.17,0,0,"f"
"883306","Red Rock School District 5","AZ",48496.52,0,0,"t"
"883312","Riverside School District 2","AZ",139504.23,0,0,"f"
"883314","Roosevelt Elem School Dist 66","AZ",1485333.79,17974.89,15278.6565,"f"
"883316","Round Valley Unif Sch Dist 10","AZ",218234.34,0,0,"f"
"883321","Sacaton School District 18","AZ",90393.83,0,0,"t"
"883319","Saddle Mountain School District #90","AZ",187540.34,0,0,"f"
"881455","Salome School District 30","AZ",20104.57,0,0,"t"
"883310","San Carlos Unif School Dist 20","AZ",258187.67,0,0,NA
"883296","Sanders Unified School Dist 18","AZ",126305.81,0,0,"f"
"883339","Seligman Unif School Dist 40","AZ",23992.45,329.65,263.72,"f"
"883341","Sentinel School District 71","AZ",9412.8,0,0,"t"
"883349","Snowflake Unif School Dist 5","AZ",387972.16,897.59,574.308,"f"
"883353","Somerton School District 11","AZ",456266.31,24488.92,20815.582,"f"
"883361","Stanfield School District 24","AZ",86557.08,0,0,"f"
"883358","St Johns Unified School Dist 1","AZ",140169.24,3740.09,2618.063,"f"
"883378","Tolleson Elem School Dist 17","AZ",631682.52,10902.28,9266.938,"f"
"883380","Tolleson Union H S Dist 214","AZ",1779996.19,234842.14,186932.432,"f"
"883252","Tonto Basin Elem Sch Dist 33","AZ",10435.96,235.09,199.8265,"t"
"883386","Topock Elementary Sch Dist 12","AZ",18876.81,426.81,362.7885,"t"
"883388","Tuba City Unif School Dist 15","AZ",317682.82,0,0,NA
"883398","Valley Union High Sch Dist 22","AZ",20104.57,2704.57,2298.8845,"f"
"883403","Wellton School District 24","AZ",37753.62,0,0,"f"
"883411","Wilcox Unified School District","AZ",176950.91,23128.23,19658.9955,"f"
"883413","Williams Unif Sch Dist 2","AZ",92082,0,0,"t"
"883417","Wilson School District 7","AZ",193525.67,14283.74,12141.179,"f"
"883424","Young School District 5","AZ",18825.6,0,0,"f"
"882626","Amador County Unif School Dist","CA",575359.03,0.06,0.041,"f"
"882631","Anaheim City School District","CA",2951381.57,110897.08,93912.5335,"f"
"882743","Azusa Unified School District","CA",1402562.33,20544.52,16691.8345,"t"
"882758","Baldwin Park Unif School Dist","CA",2164080.47,26248.73,22311.4205,"f"
"882770","Ballico-Cressey Elem Sch Dist","CA",56937.37,0,0,"f"
"882782","Bangor Union Elem Sch District","CA",13505.36,0,0,"f"
"882786","Banning Unified School District","CA",686317.84,48397.5,39888.3905,NA
"882812","Bassett Unif School District","CA",572596.57,4241.54,3605.309,"f"
"882883","Biggs Unif School District","CA",107531.26,14777.59,11225.558,"t"
"882881","Big Valley Joint Unif Sch Dist","CA",22406.62,0,0,"f"
"882902","Blochman Union Elem Sch Dist","CA",30233.59,0,0,"f"
"882920","Bolinas-Stinson Un Elem S D","CA",13044.95,1483.91,1187.128,"f"
"882954","Brentwood Union Elem Sch Dist","CA",1365115.65,20145.49,10072.745,NA
"882995","Burbank Unified School Dist","CA",2242094.36,35880.68,21695.0595,"t"
"883017","Byron Union School District","CA",255067.14,6289.42,3770.994,"f"
"883029","Caliente Union Elem Sch Dist","CA",9412.8,0,0,"f"
"883033","Calistoga Jt Unif School Dist","CA",123082.94,0,0,"f"
"883038","Camino Union School Dist","CA",63076.17,4849.01,3879.208,"f"
"883045","Camptonville Elementary","CA",9668.61,1048.74,838.992,NA
"883052","Capistrano Unif School Dist","CA",7320263.11,16750.69,8056.538,"f"
"883054","Cardiff Elem School District","CA",108042.88,8195.4,3278.16,"f"
"883064","Castaic Union School District","CA",386130.52,0,0,"f"
"883075","Centinela Valley Un H S Dist","CA",985891.28,121945.09,102301.0325,"f"
"883083","Central Union High School Dist","CA",618074.82,9412.8,6588.96,"f"
"883093","Chatom Union School District","CA",100369.38,6632.3,5637.455,"f"
"883136","Colfax Elem School District","CA",53714.5,0,0,"f"
"883138","College Elem School District","CA",36730.46,0,0,"t"
"883140","Colton Joint Unif Sch District","CA",3574623.24,239650.18,191136.739,"f"
"883150","Colusa Unified School District","CA",222378.03,17443.27,13189.7035,"f"
"883161","Corning Union Elem School Dist","CA",353185.6,50752.2,42572.817,"f"
"883191","Cypress School District","CA",607894.67,88587.33,41879.151,"t"
"883197","Dehesa Elem School District","CA",23941.32,0,0,"f"
"883203","Delano Jt Union High Sch Dist","CA",645187.88,46901.94,39866.649,"t"
"881644","Delhi Unified School District","CA",339987.18,0,0,"t"
"883223","Downey Unified School District","CA",3426371.22,358777.83,290176.352,"f"
"883255","El Centro Elem School District","CA",750161.36,110708.48,92732.449,"f"
"883275","Elkins Elementary Sch District","CA",9412.8,679.55,577.6175,"f"
"883261","El Monte Union High Sch Dist","CA",1328333.98,151005.47,128354.6495,"f"
"883264","El Nido Elem School District","CA",25169.08,0,0,"f"
"883281","Empire Union Elem School Dist","CA",483583.97,739.74,618.777,"f"
"883283","Encinitas Union Elem Sch Dist","CA",814618.76,40893.49,19217.403,"f"
"883289","Escondido Union Elem Sch Dist","CA",2624388.13,266213.71,218569.9215,"f"
"883291","Escondido Union High Sch Dist","CA",1124065.41,9412.8,6588.96,"f"
"883318","Feather Falls Un School Dist","CA",9412.8,1200.68,960.544,"t"
"883328","Folsom Cordova Unif Sch Dist","CA",3114673.57,112457.53,67258.6465,NA
"883338","Fort Bragg Unified School Dist","CA",282180.12,7919.14,6698.8485,"t"
"883348","Fowler Unified School District","CA",415136.27,50643.48,41768.221,"f"
"883393","Glendale Unified School Dist","CA",3969706.15,26908.38,16748.67,"f"
"884183","Golden Plains Unif Sch Dist","CA",261052.47,540.1,459.085,"t"
"883421","Greenfield Union School Dist","CA",1459550.83,14252.7,12114.795,"t"
"881712","Gridley Unified School District","CA",314664.63,9412.8,6588.96,"t"
"883429","Guadalupe Union Elem Sch Dist","CA",196441.6,1606.82,1365.797,"t"
"883442","Hanford Jt Union High Sch Dist","CA",571880.35,23826.51,19531.848,"f"
"883447","Happy Valley Elem School Dist","CA",19183.75,0,0,"f"
"883465","Hemet Unified School District","CA",3117743.05,297540.21,249518.3555,"f"
"883495","Hueneme Elementary School District","CA",1277484.28,79340.45,62070.1795,"f"
"883535","John Swett Unified School Dist","CA",266321.58,2860.59,2288.472,"t"
"883545","Jurupa Unified School District","CA",2908358.76,321829.92,255197.025,"f"
"883574","Lafayette Elem School District","CA",548808.72,652.87,261.148,"t"
"883571","La Habra City Elem School Dist","CA",759676.5,105458.09,86107.561,"f"
"883572","La Honda-Pescadero Unified","CA",53254.09,6785.6,5173.891,"t"
"883588","Lancaster School District","CA",2221733.98,181674.42,150164.41,"f"
"883601","Lennox Elem School District","CA",774409.62,0,0,"f"
"883614","Live Oak Elem School District","CA",269032.91,0,0,"f"
"883616","Livermore Vly Jt Unif Sch Dist","CA",1958123.73,178043.7,80656.616,"f"
"883617","Livingston Union School District","CA",387051.34,0,0,"f"
"883622","Lompoc Unified School District","CA",1533830.31,26307.2,15202.8865,"f"
"883633","Los Nietos Elementary Sch Dist","CA",264121.87,8820,7497,"f"
"883634","Los Olivos Elem School Dist","CA",22560.09,2177.02,1088.51,"t"
"883640","Lynwood Unified School Dist","CA",2370804.56,14855.51,12627.1835,"t"
"883650","Maple Elem School District","CA",44506.3,1082.5,866,"f"
"883654","Mark Twain Union Elem Sch Dist","CA",128147.45,2898.24,2318.592,"t"
"883661","Mcfarland School District","CA",466906.87,212.8,127.68,"f"
"883664","McSwain Union Elementary School District","CA",133825.84,11459.53,8021.671,"t"
"883665","Meadows Union Elem School Dist","CA",74739.89,5589.89,4751.4065,"f"
"883675","Middletown Unified School Dist","CA",248774.79,25565.26,20255.877,"f"
"883688","Monson-Sultana Jt Un Elem School District","CA",69214.97,0,0,"t"
"883693","Monterey Peninsula Unif Schs","CA",1523036.2,215475.06,168278.674,"f"
"883704","Mountain Empire Unif District","CA",235576.37,21373.79,16762.513,"f"
"883706","Mountain View School District","CA",1199214.58,7458.36,6339.606,"f"
"883712","Mount Pleasant Elem Sch Dist","CA",265196.16,30977.37,26330.7645,"f"
"883717","National Elementary Sch Dist","CA",829812.29,0,0,"f"
"881627","Natomas Unified School Dist","CA",1446454.75,29139.42,20061.948,"t"
"883719","Nevada City Elem School Dist","CA",121701.71,8546.53,4273.265,"t"
"883720","Nevada Jt Un High School Dist","CA",382498.37,23634.38,11817.19,"f"
"883725","Newark Unified School District","CA",886186.91,52168.03,32915.999,"f"
"883722","New Hope Elem School District","CA",30387.06,0,0,"t"
"883733","North Cow Creek Elementary School District","CA",36525.86,0,0,"f"
"883748","Ocean View Elem School Dist","CA",429460.19,42490.8,35973.1115,"t"
"883752","Ontario-Montclair School District","CA",3603936.01,50758.13,43047.873,"f"
"883758","Orinda Union Elem School Dist","CA",389199.92,1033.67,206.734,"f"
"883760","Oroville City Elem School Dist","CA",384033.07,17341.31,14620.2265,"f"
"883761","Oroville Union High School District","CA",319575.67,0,0,"f"
"883772","Palermo Union Elem School Dist","CA",215778.74,28422.48,22747.188,"t"
"883782","Paramount Unif School District","CA",2197588.06,39751.59,32560.281,"f"
"883784","Pasadena Unified School District","CA",2676056.39,174358.21,113051.664,"f"
"881701","Paso Robles Joint Unif S Dist","CA",1012185.78,31171.26,19640.5575,"f"
"883788","Perris Un High School District","CA",1457095.31,64519.9,51644.7115,"f"
"883799","Pixley Union Elem Sch District","CA",169737.82,0,0,NA
"883801","Placer Hills Un Elem Sch Dist","CA",113107.39,0,0,"t"
"883803","Placerville Un Elem Sch Dist","CA",197055.48,0,0,"f"
"883804","Plainsburg Elem Sch District","CA",19030.28,0,0,"f"
"883805","Planada Elem School District","CA",123850.29,9776.3,8309.855,"f"
"883808","Pleasant Ridge School District","CA",182015.42,17131.42,10098.443,"f"
"883815","Plumas Elementary School Dist","CA",195213.84,23342.83,15085.51,"f"
"883814","Plumas Unified School District","CA",274864.77,1376.81,1006.795,"t"
"883818","Pomona Unified School District","CA",3921414.23,426197.88,360521.471,"f"
"883819","Pond Union Elem School Dist","CA",29926.65,80.24,68.204,"t"
"883834","Redding School District","CA",461228.48,24920.74,20393.438,"f"
"883835","Redlands Unified School Dist","CA",3175294.3,239173.64,181508.5045,"t"
"883838","Reeds Creek Elem School Dist","CA",23020.5,1122.07,897.656,"f"
"883842","Rialto Unified School District","CA",4082762.41,93198.1,75233.6425,"f"
"883843","Richfield Elem School District","CA",37139.74,0,0,"f"
"883848","Rincon Valley Union Elem Dist","CA",213937.18,31443.22,19759.684,"t"
"883849","Rio Bravo-Greeley Un Sch Dist","CA",158534.51,2984.51,2139.029,"t"
"881740","Riverbank Unified School District","CA",355641.12,24176.85,20550.3225,"f"
"883857","Rockford Elem School District","CA",56783.9,0,0,"f"
"883969","Saint Helena Unified Sch Dist","CA",183857.06,0,0,"f"
"883871","Salida Union Elem School Dist","CA",332876.43,9291.15,7432.92,"t"
"883876","San Benito High School Dist","CA",447365.05,12820.59,7692.354,"f"
"883877","San Bernardino City Unif S D","CA",7568475.31,298663.2,248676.075,NA
"883903","Sanger Unified School District","CA",1556236.93,199807.02,163517.144,"f"
"883884","San Jacinto Unif School Dist","CA",1510195.93,120384.86,97754.916,"f"
"883887","San Leandro Unif School Dist","CA",1398418.64,109148.5,81420.42,"t"
"883898","San Pasqual Valley Unif Dist","CA",106508.18,0,0,"f"
"883904","Santa Ana Unif School District","CA",7674523.08,555549.06,470001.7505,"t"
"883905","Santa Clara Unif School Dist","CA",2431783.28,265147,168020.375,"t"
"883916","Santa Ynez Valley Un H S Dist","CA",160120.34,0,0,"f"
"883902","San Ysidro School District","CA",738190.7,0,0,"f"
"883922","Savanna School District","CA",355589.99,24296,19436.8,"f"
"883933","Shasta Union Elementary School Distric","CA",26396.84,118.14,82.698,"f"
"883941","Silver Valley Unif School Dist","CA",331443.99,42810.66,31771.2255,NA
"883948","Soledad Unified School District","CA",790933.17,33353.16,26938.266,"t"
"883949","Solvang Elementary","CA",87477.9,0,0,NA
"883950","Somis Union Elem School Dist","CA",38674.44,0.75,0.6,"f"
"883951","Sonoma Valley Unif School Dist","CA",661967.24,38375.51,26809.179,"f"
"883957","South Bay Union","CA",898362.17,129790.94,107690.144,"f"
"883977","Summerville Elem School Dist","CA",61694.94,2895.9,2027.13,"f"
"883979","Sundale Elementary School District","CA",145949.97,0.22,0.154,NA
"883980","Sunnyside Un Elem Sch District","CA",54942.26,1242.44,1056.074,"t"
"883981","Sunnyvale Elementary School District","CA",1000931.34,34853.64,23734.412,"f"
"883988","Taft Union High School Dist","CA",148558.96,0,0,"t"
"883996","Three Rivers Un Elem Sch Dist","CA",23787.85,0,0,"f"
"883997","Tipton Elem School District","CA",87784.84,8865.42,7535.607,"t"
"881696","Tracy Unif School Dist","CA",2347528.25,133688.19,87568.8715,"f"
"884005","Tulare City School Dist","CA",1511474.82,53919.37,44421.8985,"t"
"882126","Turlock Unified School District","CA",2123410.92,318420.77,247667.5865,"f"
"882182","Twin Rivers Unf School District","CA",3888776.25,201697.79,159541.523,"f"
"884012","Ukiah Unified School District","CA",870174.9,0,0,"f"
"884014","Union Hill Elem Sch District","CA",17649.05,0,0,"f"
"884019","Valle Lindo Elem School Dist","CA",178178.67,183.26,155.771,"f"
"884024","Ventura Unif School District","CA",2671452.29,220325.8,148653.958,"t"
"881656","Warner Unified School Dist","CA",23941.32,0,0,"f"
"884032","Wasco Union Elem School Dist","CA",562467.55,0,0,"f"
"881751","Waterford Unified Sch Dist","CA",275069.37,13857.21,11305.8845,"t"
"884045","Westminster Elem School Dist","CA",1440980.96,9412.8,6588.96,"t"
"884046","Westmorland Un Elem Sch Dist","CA",58472.07,5650.86,4803.231,"f"
"884049","Westwood Unified School Dist","CA",27778.07,3264.69,2611.752,"f"
"884053","Whittier City School District","CA",947779.51,6889.9,1377.98,"t"
"884063","Wilsona School District","CA",208002.98,6825.62,5801.777,"t"
"884066","Winton Elem School District","CA",298038.74,3779.12,3212.252,"f"
"884070","Woodland Joint Unif Sch Dist","CA",1485794.2,124940.51,96769.099,"f"
"882135","Yosemite Unified School District","CA",296759.69,25359.71,19606.463,"t"
"882683","Adams County School Distrcit 50","CO",1394274.95,58977.76,50011.399,"f"
"881736","Akron School District R 1","CO",55556.14,897.14,696.239,"f"
"881771","Arriba-Flagler School Dist 20","CO",11663.72,0,0,NA
"881816","Bayfield School Dist 10 Jt-R","CO",211942.07,0,0,"f"
"881861","Brush School District R E 2 J","CO",227902.95,28956.09,21182.943,"f"
"881877","Byers School District 32 J","CO",71210.08,626.6,501.28,"f"
"881894","Canon City School Dist R E 1","CO",558477.33,71195.46,54937.112,"f"
"881900","Center School District 26 Jt","CO",107940.54,13953.44,10448.504,"f"
"881918","Clear Creek School Dist R E 1","CO",109577.58,0,0,"f"
"882017","Dolores Co School Dist R E 2 J","CO",49621.94,2098.13,1049.065,"f"
"882022","Douglas Co School Dist R E 1","CO",8100965.08,63662.99,42359.537,"f"
"882025","Durango School District 9-R","CO",701357.9,27931.54,19552.078,"t"
"882149","Gilpin Co School Dist R E 1","CO",70289.26,6146.14,3687.684,"f"
"882219","Hayden School District R E 1","CO",65378.22,0,0,"f"
"882353","Littleton School District 6","CO",2157788.2,190405.04,83383.439,"f"
"882448","Moffat Co School District Re 1","CO",339475.64,0,0,"f"
"882453","Monte Vista School Dist C 8","CO",169788.95,10965.02,9318.0845,"t"
"882482","Ouray School District R 1","CO",32330.96,0,0,NA
"882285","Platte Valley Sch Dist R E 7","CO",170044.76,1244.36,746.616,"f"
"882154","Roaring Fork School Dist Re 1","CO",837025.38,23057.44,16140.208,"f"
"882535","Rocky Ford School District R 2","CO",128454.39,5544.93,4713.1905,"t"
"882545","Salida School District R 32 J","CO",188716.89,27421.22,14347.541,"f"
"881747","South Conejos Sch Dist Re 10","CO",38111.69,1520.64,1292.544,"f"
"882591","Springfield School Dist R E 4","CO",37907.09,0,0,NA
"882144","Weld County School District Re-1","CO",307553.88,26418.66,20733.32,"f"
"882675","Weldon Valley Sch Dist R E 20J","CO",36270.05,397.4,198.7,"t"
"882696","Wiley School Dist R E 13 J T","CO",40669.55,0,0,NA
"881450","Wray School District R D 2","CO",106354.71,0,0,"f"
"881447","Yuma School District #1","CO",116483.73,11576.73,9261.384,"f"
"884161","Bethany Board Of Education","CT",9412.8,0,0,"t"
"884163","Bethel School District","CT",457954.48,60245.89,27868.325,"f"
"884177","Bridgeport School District","CT",3120505.51,286793.52,219165.5775,"f"
"884186","Canaan School District","CT",11510.25,0,0,NA
"884198","Cheshire School District","CT",661455.7,6648.11,2659.244,"f"
"884211","Danbury Public Schools","CT",1708428.04,116281.46,84531.7875,"t"
"884221","East Haven Public Schools","CT",472124.85,68607.58,48429.71,"t"
"884248","Ledyard School District","CT",362649.61,13042.95,6521.475,"f"
"884252","Manchester School District","CT",935808.85,18825.6,14119.2,"f"
"884277","Norwich Public School District","CT",515863.8,30737.23,26126.6455,"t"
"884325","Stonington School District","CT",330113.97,11535.29,5443.535,"f"
"884332","Torrington School District","CT",637514.38,80985.15,54505.915,"f"
"884348","Wilton School District","CT",621246.56,0,0,"t"
"884353","Wolcott School District","CT",341624.22,0,0,"f"
"886864","Polytech School District","DE",184164,5557.95,3334.77,"t"
"886871","Red Clay School District","DE",2309365.35,165195.17,103279.8485,"t"
