"esh_id","postal_cd","service_provider_2015","service_provider_2016","bandwidth_in_mbps_2015","contract_end_date_2015","purpose_2015","percent_bw_2015","total_monthly_cost_2015","predominant_sp_2015","exclude_from_analysis","bandwidth_in_mbps_2016","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis","district_name","locale","num_students_2015","num_students_2016","upgrade","meeting_goals_2015","meeting_goals_2016","sp_bw_per_student_2015","sp_bw_per_student_2016","sp_meeting_goals_2015","sp_meeting_goals_2016","sp_change","Freq","same","override","contract_ended_between_years","affordability_goal_knapsack_2015","district_ia_monthly_cost_per_mbps_2015","affordability_goal_knapsack_2016","district_ia_monthly_cost_per_mbps_2016","district_size","purpose2_2015","purpose2_2016","eligible_for_cost_per_mbps","sp_ia_monthly_cost_per_mbps_2015","sp_ia_monthly_cost_per_mbps_2016","bw.change","bw.change.perc","total.cost.change","total.cost.change.perc","cost.per.mbps.change","cost.per.mbps.change.perc"
904451,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"FAIRVIEW INDEPENDENT","Suburban",853,875,TRUE,TRUE,TRUE,117.233294255569,285.714285714286,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,40.9816666666667,FALSE,17.5866431624895,"Small","Upstream","Upstream",1,37.87,15.86,150,1.5,177.88,0.05,-22.01,-0.58
904452,"KY","AT&T","AT&T",5000,"2019-02-20","Upstream",1,13929.7,TRUE,FALSE,10000,"2017-05-31","Upstream",1,15709.29,TRUE,FALSE,"FAYETTE COUNTY","Urban",38345,38589,TRUE,TRUE,TRUE,130.395097144347,259.141206043173,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,5.58833333333333,FALSE,3.47727318849453,"Mega","Upstream","Upstream",1,2.79,1.57,5000,1,1779.59,0.13,-1.22,-0.44
904453,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"FLEMING COUNTY","Rural",2292,2275,TRUE,TRUE,TRUE,109.075043630017,219.78021978022,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.9191666666667,FALSE,12.8595361112364,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904454,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"FLOYD COUNTY","Rural",6153,6058,FALSE,TRUE,TRUE,162.522346822688,165.070980521624,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,9.425,FALSE,9.58896670810332,"Large","Upstream","Upstream",1,7.18,6.6,0,0,-580.410000000001,-0.08,-0.58,-0.08
904456,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"FRANKFORT INDEPENDENT","Small Town",792,774,TRUE,TRUE,TRUE,126.262626262626,322.997416020672,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,40.7591666666667,FALSE,17.387062180305,"Small","Upstream","Upstream",1,37.87,15.86,150,1.5,177.88,0.05,-22.01,-0.58
904457,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"FRANKLIN COUNTY","Small Town",6099,6139,FALSE,TRUE,TRUE,163.961305131989,162.892979312592,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,9.405,FALSE,9.62898170700664,"Medium","Upstream","Upstream",1,7.18,6.6,0,0,-580.410000000001,-0.08,-0.58,-0.08
904458,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"FORT THOMAS INDEPENDENT","Suburban",2829,2932,FALSE,TRUE,TRUE,176.740897843761,170.532060027285,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,13.7191666666667,FALSE,13.5086683156682,"Small","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904459,"KY","AT&T","AT&T",90,"2019-02-20","Upstream",1,5307.6,TRUE,FALSE,100,"2017-06-30","Upstream",1,3417.56,TRUE,FALSE,"FULTON INDEPENDENT","Small Town",362,366,TRUE,TRUE,TRUE,248.618784530387,273.224043715847,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,60.4433333333333,FALSE,35.9836851356319,"Tiny","Upstream","Upstream",1,58.97,34.18,10,0.11,-1890.04,-0.36,-24.79,-0.42
904460,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,100,"2017-06-30","Upstream",1,3417.56,TRUE,FALSE,"FULTON COUNTY","Rural",523,522,FALSE,TRUE,TRUE,191.204588910134,191.570881226054,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,39.7758333333333,FALSE,36.7543443737701,"Small","Upstream","Upstream",1,37.87,34.18,0,0,-368.96,-0.1,-3.69,-0.1
904461,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"GALLATIN COUNTY","Rural",1622,1632,FALSE,TRUE,TRUE,154.130702836005,153.186274509804,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,19.94,FALSE,19.0825125042091,"Small","Upstream","Upstream",1,17.57,15.86,0,0,-428.01,-0.1,-1.71,-0.1
904462,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"GARRARD COUNTY","Rural",2457,2492,TRUE,TRUE,TRUE,101.750101750102,200.642054574639,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,21.1608333333333,FALSE,13.0739374633851,"Small","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904464,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"GLASGOW INDEPENDENT","Small Town",1905,1993,TRUE,TRUE,TRUE,131.233595800525,250.878073256397,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.3541666666667,FALSE,12.5809131559095,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904465,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"GRANT COUNTY","Rural",3813,3828,TRUE,TRUE,TRUE,131.1303435615,261.233019853709,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.4383333333333,FALSE,8.48731920743141,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904466,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"GRAVES COUNTY","Rural",4536,4465,FALSE,TRUE,TRUE,220.458553791887,223.964165733483,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,8.80200506300451,"Medium","Upstream","Upstream",1,0,6.6,0,0,6596.24,Inf,6.6,Inf
904467,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"GRAYSON COUNTY","Rural",4215,4194,TRUE,TRUE,TRUE,118.623962040332,238.435860753457,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.7316666666667,FALSE,8.6681277209946,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904468,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"GREEN COUNTY","Rural",1662,1621,FALSE,TRUE,TRUE,601.684717208183,154.225786551511,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,19.0607759615949,"Small","Upstream","Upstream",1,0,15.86,-750,-0.75,3964.4,Inf,15.86,Inf
904469,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"GREENUP COUNTY","Suburban",2850,2878,FALSE,TRUE,TRUE,175.438596491228,173.731758165393,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,13.7341666666667,FALSE,13.4553149837971,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904470,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"HANCOCK COUNTY","Rural",1617,1636,TRUE,TRUE,TRUE,154.60729746444,305.623471882641,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,19.9333333333333,FALSE,12.2281883507616,"Small","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904471,"KY","AT&T","AT&T",2000,"2019-02-20","Upstream",1,11479.11,TRUE,FALSE,2000,"2017-05-31","Upstream",1,9829.06,TRUE,FALSE,"HARDIN COUNTY","Suburban",14087,14135,FALSE,TRUE,TRUE,141.974870447931,141.49274849664,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,8.31333333333333,FALSE,8.40596215739851,"Large","Upstream","Upstream",1,5.74,4.91,0,0,-1650.05,-0.14,-0.83,-0.14
904472,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,100,"2017-06-30","Upstream",1,3417.56,TRUE,FALSE,"HARLAN INDEPENDENT","Small Town",806,744,FALSE,TRUE,TRUE,124.069478908189,134.408602150538,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,40.81,FALSE,37.8510517511206,"Small","Upstream","Upstream",1,37.87,34.18,0,0,-368.96,-0.1,-3.69,-0.1
904473,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"HARLAN COUNTY","Rural",4114,4158,TRUE,TRUE,TRUE,121.536217792902,240.50024050024,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.6575,FALSE,8.65034327703757,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904474,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"HARRISON COUNTY","Small Town",3038,3006,FALSE,TRUE,TRUE,164.581961816985,166.333998669328,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,13.8716666666667,FALSE,13.5817821408249,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904475,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"HART COUNTY","Rural",2330,2338,TRUE,TRUE,TRUE,107.296137339056,213.857998289136,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.975,FALSE,12.921781665086,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904476,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"HAZARD INDEPENDENT","Small Town",922,947,TRUE,TRUE,TRUE,108.459869848156,263.991552270327,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,41.2341666666667,FALSE,17.7289187141458,"Small","Upstream","Upstream",1,37.87,15.86,150,1.5,177.88,0.05,-22.01,-0.58
904477,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"HENDERSON COUNTY","Suburban",7114,7144,FALSE,TRUE,TRUE,140.567894292943,139.977603583427,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,9.77583333333333,FALSE,10.1254641008072,"Medium","Upstream","Upstream",1,7.18,6.6,0,0,-580.410000000001,-0.08,-0.58,-0.08
904478,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"HENRY COUNTY","Rural",2129,2115,TRUE,TRUE,TRUE,117.426021606388,236.406619385343,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.6816666666667,FALSE,12.7014521649516,"Small","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904479,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"HICKMAN COUNTY","Rural",738,776,FALSE,TRUE,TRUE,1355.0135501355,322.164948453608,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,17.3910142789621,"Small","Upstream","Upstream",1,0,15.86,-750,-0.75,3964.4,Inf,15.86,Inf
904480,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"HOPKINS COUNTY","Small Town",6916,6879,FALSE,TRUE,TRUE,144.592249855408,145.369966564908,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,9.70333333333333,FALSE,9.99455083279015,"Large","Upstream","Upstream",1,7.18,6.6,0,0,-580.410000000001,-0.08,-0.58,-0.08
904482,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"JACKSON COUNTY","Rural",2182,2163,TRUE,TRUE,TRUE,114.573785517874,231.160425335183,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.7583333333333,FALSE,12.7488773488371,"Small","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904483,"KY","AT&T","AT&T",10000,"2019-02-20","Upstream",1,17222,TRUE,FALSE,20000,"2017-05-31","Upstream",1,31418.58,TRUE,FALSE,"JEFFERSON COUNTY","Urban",96386,96524,TRUE,TRUE,TRUE,103.749507189841,207.202353818739,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,5.3825,FALSE,4.2302760413321,"Mega","Upstream","Upstream",1,1.72,1.57,10000,1,14196.58,0.82,-0.15,-0.09
904484,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,100,"2017-06-30","Upstream",1,3417.56,TRUE,FALSE,"JENKINS INDEPENDENT","Rural",547,533,FALSE,TRUE,TRUE,182.815356489945,187.617260787993,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,39.8641666666667,FALSE,36.8086857303055,"Tiny","Upstream","Upstream",1,37.87,34.18,0,0,-368.96,-0.1,-3.69,-0.1
904485,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,2000,"2017-05-31","Upstream",1,9829.06,TRUE,FALSE,"JESSAMINE COUNTY","Small Town",7729,7836,TRUE,TRUE,TRUE,129.382843834908,255.232261357836,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,10.0008333333333,FALSE,6.850070317324,"Medium","Upstream","Upstream",1,7.18,4.91,1000,1,2652.41,0.37,-2.27,-0.32
904486,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"JOHNSON COUNTY","Small Town",3729,3709,FALSE,TRUE,TRUE,134.084204880665,134.807225667296,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.3766666666667,FALSE,14.2763634798135,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904487,"KY","AT&T","AT&T",2000,"2019-02-20","Upstream",1,11479.11,TRUE,FALSE,2000,"2017-05-31","Upstream",1,9829.06,TRUE,FALSE,"KENTON COUNTY","Suburban",14324,14316,FALSE,TRUE,TRUE,139.625802848366,139.703827884884,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,8.35666666666667,FALSE,8.45067027345717,"Large","Upstream","Upstream",1,5.74,4.91,0,0,-1650.05,-0.14,-0.83,-0.14
904488,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"KNOTT COUNTY","Rural",2436,2420,TRUE,TRUE,TRUE,102.627257799672,206.611570247934,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,21.13,FALSE,13.002799687557,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904489,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",0.99,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"KNOX COUNTY","Small Town",4408,4439,TRUE,TRUE,TRUE,113.430127041742,225.275963054742,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.935,FALSE,8.78916074236887,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904490,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"LARUE COUNTY","Rural",2355,2396,FALSE,TRUE,TRUE,424.628450106157,208.681135225376,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,12.9790870956142,"Small","Upstream","Upstream",1,0,10.61,-500,-0.5,5305.89,Inf,10.61,Inf
904491,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,2000,"2017-05-31","Upstream",1,9829.06,TRUE,FALSE,"LAUREL COUNTY","Small Town",9310,9173,TRUE,TRUE,TRUE,107.411385606874,218.03117845852,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,10.5783333333333,FALSE,7.1803175613595,"Large","Upstream","Upstream",1,7.18,4.91,1000,1,2652.41,0.37,-2.27,-0.32
904492,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"LAWRENCE COUNTY","Small Town",2404,2390,TRUE,TRUE,TRUE,103.993344425957,209.205020920502,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,21.0833333333333,FALSE,12.9731589476286,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904493,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"LEE COUNTY","Rural",1077,1050,TRUE,FALSE,TRUE,92.8505106778087,238.095238095238,FALSE,TRUE,0,NA,NA,NA,FALSE,FALSE,41.8008333333333,FALSE,17.9324517949874,"Small","Upstream","Upstream",1,37.87,15.86,150,1.5,177.88,0.05,-22.01,-0.58
904494,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"LESLIE COUNTY","Rural",1794,1757,FALSE,TRUE,TRUE,139.353400222965,142.287990893569,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.1916666666667,FALSE,19.329518670279,"Medium","Upstream","Upstream",1,17.57,15.86,0,0,-428.01,-0.1,-1.71,-0.1
904496,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"LETCHER COUNTY","Rural",3230,3206,FALSE,TRUE,TRUE,154.798761609907,155.957579538366,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.0116666666667,FALSE,13.7793870736808,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904497,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"LEWIS COUNTY","Rural",2359,2271,FALSE,TRUE,TRUE,423.908435777872,220.167327168648,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,12.8555840125793,"Medium","Upstream","Upstream",1,0,10.61,-500,-0.5,5305.89,Inf,10.61,Inf
904498,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"LINCOLN COUNTY","Rural",3892,3848,TRUE,TRUE,TRUE,128.46865364851,259.87525987526,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.4958333333333,FALSE,8.49719945407421,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904499,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"LIVINGSTON COUNTY","Rural",1200,1192,FALSE,TRUE,TRUE,208.333333333333,209.731543624161,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,19.3233333333333,FALSE,18.2130507996429,"Small","Upstream","Upstream",1,17.57,15.86,0,0,-428.01,-0.1,-1.71,-0.1
904500,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"LOGAN COUNTY","Rural",3458,3399,FALSE,TRUE,TRUE,144.592249855408,147.102088849662,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,14.1783333333333,FALSE,13.9700758338868,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904501,"KY","AT&T","AT&T",100,"2019-02-20","Upstream",1,3786.52,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"LUDLOW INDEPENDENT","Suburban",834,832,TRUE,TRUE,TRUE,119.904076738609,300.480769230769,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,40.9125,FALSE,17.5016730413615,"Small","Upstream","Upstream",1,37.87,15.86,150,1.5,177.88,0.05,-22.01,-0.58
904502,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"LYON COUNTY","Rural",868,860,FALSE,TRUE,TRUE,1152.07373271889,290.697674418605,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,17.5570024225611,"Small","Upstream","Upstream",1,0,15.86,-750,-0.75,3964.4,Inf,15.86,Inf
904503,"KY","AT&T","AT&T",2000,"2019-02-20","Upstream",1,11479.11,TRUE,FALSE,2000,"2017-05-31","Upstream",1,9829.06,TRUE,FALSE,"MADISON COUNTY","Small Town",11049,11224,FALSE,TRUE,TRUE,181.011856276586,178.189593727726,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,7.75833333333333,FALSE,7.68692720796893,"Large","Upstream","Upstream",1,5.74,4.91,0,0,-1650.05,-0.14,-0.83,-0.14
904504,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"MAGOFFIN COUNTY","Rural",2166,608,TRUE,TRUE,TRUE,115.420129270545,822.368421052632,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.735,FALSE,11.2124989958821,"Small","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904505,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"MARION COUNTY","Rural",3137,3139,FALSE,TRUE,TRUE,318.775900541919,159.286396941701,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,13.7131894211741,"Medium","Upstream","Upstream",1,0,10.61,-500,-0.5,5305.89,Inf,10.61,Inf
904506,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"MARSHALL COUNTY","Rural",4640,4652,TRUE,TRUE,TRUE,107.758620689655,214.961306964746,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,15.0425,FALSE,8.89438536911466,"Medium","Upstream","Upstream",1,11.65,6.6,500,1,770.49,0.13,-5.05,-0.43
904507,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"MARTIN COUNTY","Rural",2066,2043,TRUE,TRUE,TRUE,121.006776379477,244.738130200685,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,20.5891666666667,FALSE,12.6303143891235,"Medium","Upstream","Upstream",1,17.57,10.61,250,1,913.48,0.21,-6.96,-0.4
904508,"KY","District Owned","AT&T",1000,NA,"Upstream",1,0,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"MASON COUNTY","Rural",2807,2799,FALSE,TRUE,TRUE,356.252226576416,178.635226866738,TRUE,TRUE,0,NA,NA,1,NA,NA,NA,FALSE,13.377261035319,"Small","Upstream","Upstream",1,0,10.61,-500,-0.5,5305.89,Inf,10.61,Inf
904509,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"MAYFIELD INDEPENDENT","Rural",1532,1584,FALSE,TRUE,TRUE,163.185378590078,157.828282828283,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,19.8083333333333,FALSE,18.9876621364382,"Small","Upstream","Upstream",1,17.57,15.86,0,0,-428.01,-0.1,-1.71,-0.1
904510,"KY","AT&T","AT&T",1000,"2019-02-20","Upstream",1,7176.65,TRUE,FALSE,1000,"2017-03-31","Upstream",1,6596.24,TRUE,FALSE,"MCCRACKEN COUNTY","Small Town",6819,6714,FALSE,TRUE,TRUE,146.649068778413,148.942508191838,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,9.66833333333333,FALSE,9.91303879798707,"Medium","Upstream","Upstream",1,7.18,6.6,0,0,-580.410000000001,-0.08,-0.58,-0.08
904511,"KY","AT&T","AT&T",500,"2019-02-20","Upstream",1,5825.75,TRUE,FALSE,500,"2017-03-31","Upstream",1,5305.89,TRUE,FALSE,"MCCREARY COUNTY","Rural",2952,2914,FALSE,TRUE,TRUE,169.376693766938,171.585449553878,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,13.8083333333333,FALSE,13.4908838717111,"Medium","Upstream","Upstream",1,11.65,10.61,0,0,-519.86,-0.09,-1.04,-0.09
904512,"KY","AT&T","AT&T",250,"2019-02-20","Upstream",1,4392.41,TRUE,FALSE,250,"2017-04-30","Upstream",1,3964.4,TRUE,FALSE,"MCLEAN COUNTY","Rural",1608,1549,FALSE,TRUE,TRUE,155.47263681592,161.394448030988,TRUE,TRUE,0,NA,NA,NA,FALSE,FALSE,19.92,FALSE,18.9185004099386,"Small","Upstream","Upstream",1,17.57,15.86,0,0,-428.01,-0.1,-1.71,-0.1
