"esh_id","name","num_students","ia_bw_mbps_total","district_bw_per_student","district_meeting_goals_2014","service_provider_2016","bandwidth_in_mbps_2016","sp_bw_per_student","sp_meeting_goals_2014","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis","locale","district_size","city","postal_cd","zip"
941158,"COMMERCIAL TOWNSHIP SCHOOL DISTRICT",534,100,187.265917602996,1,"Comcast",100,187.265917602996,1,"2018-06-30","Internet",1,1317.12,TRUE,FALSE,"Rural","Small","PORT NORRIS","NJ",8349
941160,"CRANBURY TOWNSHIP BOARD OF EDUCATION",530,100,188.679245283019,1,"Comcast",100,188.679245283019,1,"2017-06-30","Internet",1,262.8,TRUE,FALSE,"Suburban","Tiny","CRANBURY","NJ",8512
941162,"CRESSKILL PUBLIC SCHOOL DISTRICT",1745,460,263.610315186246,1,"Cablevision",300,171.919770773639,1,"2017-06-30","Internet",0.65,3314.62,TRUE,TRUE,"Suburban","Small","CRESSKILL","NJ",7626
941164,"CUMBERLAND REGIONAL SCHOOL DISTRICT",1333,200,150.037509377344,1,"Comcast",200,150.037509377344,1,"2020-10-11","Internet",1,1276.4,TRUE,FALSE,"Town","Tiny","BRIDGETON","NJ",8302
941166,"DEAL BORO",155,300,1935.48387096774,1,"Cablevision",300,1935.48387096774,1,"2019-06-30","Internet",1,2400,TRUE,FALSE,"Suburban","Tiny","DEAL","NJ",7723
941167,"DEERFIELD TOWNSHIP SCHOOL DISTRICT",315,100,317.460317460317,1,"Comcast",100,317.460317460317,1,"2017-06-30","Internet",1,898.4,TRUE,FALSE,"Rural","Tiny","ROSENHAYN","NJ",8352
941169,"DELAWARE TOWNSHIP SCHOOL",390,100,256.410256410256,1,"Comcast",100,256.410256410256,1,"2017-06-30","Internet",1,1400,TRUE,FALSE,"Rural","Tiny","SERGEANTSVILLE","NJ",8557
941171,"DELRAN TOWNSHIP SCHOOL DISTRICT",2931,2000,682.360968952576,1,"Sunesys, LLC",2000,682.360968952576,1,"2017-06-30","Upstream",1,4100,TRUE,TRUE,"Suburban","Small","DELRAN","NJ",8075
941173,"DEMAREST SCHOOL DISTRICT",685,100,145.985401459854,1,"Cablevision",300,437.956204379562,1,"2019-06-30","Upstream",1,3618.87,TRUE,FALSE,"Suburban","Small","DEMAREST","NJ",7627
941174,"DENNIS TOWNSHIP",568,300,528.169014084507,1,"Comcast",300,528.169014084507,1,"2017-06-30","Internet",1,290,TRUE,TRUE,"Suburban","Small","CAPE MAY COURT HOUSE","NJ",8210
941175,"DENVILLE TOWNSHIP BOARD OF EDUCATION",1693,1100,649.7341996456,1,"Cablevision",1000,590.667454223272,1,"2018-06-30","Upstream",0.91,2266,TRUE,FALSE,"Suburban","Small","DENVILLE","NJ",7834
941177,"DOVER PUBLIC SCHOOL DISTRICT",2990,145,48.494983277592,0,"Verizon",115,38.4615384615385,0,"2017-06-30","Internet",0.79,3193.99,TRUE,FALSE,"Suburban","Small","DOVER","NJ",7801
941178,"DOWNE TOWNSHIP SCHOOL DISTRICT",168,75,446.428571428571,1,"Comcast",75,446.428571428571,1,"2017-06-30","Internet",1,148.76,TRUE,FALSE,"Rural","Tiny","NEWPORT","NJ",8345
941179,"DUMONT BOARD OF EDUCATION",2567,1000,389.559797428905,1,"Cablevision",1000,389.559797428905,1,"2019-06-30","Internet",1,3606,TRUE,FALSE,"Suburban","Small","DUMONT","NJ",7628
941182,"DUNELLEN PUBLIC SCHOOL DISTRICT",1129,300,265.721877767936,1,"Cablevision",300,265.721877767936,1,"2017-06-30","Internet",1,2209,TRUE,FALSE,"Suburban","Small","DUNELLEN","NJ",8812
941183,"EAGLESWOOD TOWNSHIP SCHOOL DISTRICT",126,50,396.825396825397,1,"Comcast",50,396.825396825397,1,"2017-06-30","Internet",1,123.76,TRUE,FALSE,"Rural","Tiny","WEST CREEK","NJ",8092
941184,"EAST AMWELL TOWNSHIP",385,100,259.74025974026,1,"Comcast",100,259.74025974026,1,"2017-06-30","Internet",1,1805,TRUE,FALSE,"Rural","Tiny","RINGOES","NJ",8551
941185,"EAST BRUNSWICK PUBLIC SCHOOLS",8174,300,36.7017372155615,0,"Comcast",300,36.7017372155615,0,"2017-06-30","Internet",1,2100,TRUE,FALSE,"Suburban","Medium","EAST BRUNSWICK","NJ",8816
941188,"EAST NEWARK",254,50,196.850393700787,1,"Comcast",50,196.850393700787,1,"2017-06-30","Internet",1,392.23,TRUE,FALSE,"Suburban","Tiny","EAST NEWARK","NJ",7029
941189,"EAST ORANGE SCHOOL DISTRICT",8844,1000,113.071008593397,1,"Comcast",1000,113.071008593397,1,"2019-06-30","Internet",1,3583,TRUE,FALSE,"Suburban","Large","EAST ORANGE","NJ",7017
941193,"EASTERN CAMDEN COUNTY REGIONAL SCHOOL DISTRICT",2049,500,244.021473889702,1,"Comcast",500,244.021473889702,1,"2017-06-30","Internet",1,2269.3,TRUE,TRUE,"Suburban","Tiny","VOORHEES","NJ",8043
941199,"EDISON TOWNSHIP PUBLIC SCHOOLS",14453,3000,207.569362762056,1,"Cablevision",3000,207.569362762056,1,"2017-06-30","Internet",1,8490,TRUE,FALSE,"Suburban","Large","EDISON","NJ",8837
941200,"EGG HARBOR CITY SCHOOL DISTRICT",446,100,224.215246636771,1,"Comcast",100,224.215246636771,1,"2017-06-30","Internet",1,1615,TRUE,FALSE,"Suburban","Small","EGG HARBOR CITY","NJ",8215
941203,"ELIZABETH PUBLIC SCHOOLS",22190,10000,450.653447498873,1,"Cablevision",10000,450.653447498873,1,"2020-06-30","Internet",1,24339.5,TRUE,FALSE,"Suburban","Large","ELIZABETH","NJ",7208
941204,"ELK TOWNSHIP SCHOOL DISTRICT",335,150,447.761194029851,1,"Comcast",150,447.761194029851,1,"2017-06-30","Internet",1,204.9,TRUE,FALSE,"Rural","Tiny","GLASSBORO","NJ",8028
941206,"ELMWOOD PARK BOARD OF EDUCATION",2520,1100,436.507936507937,1,"Cablevision",1100,436.507936507937,1,"2020-06-30","Internet",1,4461,TRUE,FALSE,"Suburban","Small","ELMWOOD PARK","NJ",7407
941207,"ELSINBORO TOWNSHIP SCHOOL DISTRICT",137,100,729.92700729927,1,"Comcast",100,729.92700729927,1,"2017-06-30","Internet",1,925.35,TRUE,FALSE,"Town","Tiny","SALEM","NJ",8079
941209,"ENGLEWOOD PUBLIC SCHOOL DISTRICT",2843,8000,2813.92894829406,1,"Cablevision",8000,2813.92894829406,1,"2020-06-30","Internet",1,17285,TRUE,FALSE,"Suburban","Small","ENGLEWOOD","NJ",7631
941210,"ENGLEWOOD CLIFFS PUBLIC SCHOOLS",509,300,589.390962671906,1,"Cablevision",300,589.390962671906,1,"2019-06-30","Internet",1,4008.35,TRUE,FALSE,"Suburban","Small","ENGLEWOOD CLIFFS","NJ",7632
941212,"ESSEX FELLS SCHOOL DISTRICT",180,25,138.888888888889,1,"Comcast",25,138.888888888889,1,"2017-06-30","Internet",1,560,TRUE,FALSE,"Suburban","Tiny","ESSEX FELLS","NJ",7021
941214,"EVESHAM TOWNSHIP SCHOOL DISTRICT",4565,1000,219.058050383352,1,"Comcast",1000,219.058050383352,1,"2017-06-30","Internet",1,5351.06,TRUE,FALSE,"Suburban","Medium","MARLTON","NJ",8053
941215,"EWING TOWNSHIP PUBLIC SCHOOLS",3623,2000,552.028705492686,1,"Comcast",2000,552.028705492686,1,"2019-06-30","Internet",1,4947.43,TRUE,FALSE,"Suburban","Small","EWING","NJ",8618
941216,"FAIR HAVEN SCHOOL DISTRICT",996,200,200.803212851406,1,"Comcast",200,200.803212851406,1,"2017-06-30","Internet",1,1363.12,TRUE,FALSE,"Suburban","Small","FAIR HAVEN","NJ",7704
941217,"FAIR LAWN PUBLIC SCHOOLS",4655,1110,238.453276047261,1,"Cablevision",1110,238.453276047261,1,"2018-06-30","Internet",1,5089,TRUE,FALSE,"Suburban","Medium","FAIR LAWN","NJ",7410
941218,"FAIRFIELD PUBLIC SCHOOLS",624,100,160.25641025641,1,"Cablevision",100,160.25641025641,1,"2019-06-30","Internet",1,7275,TRUE,TRUE,"Suburban","Small","FAIRFIELD","NJ",7004
941220,"FAIRVIEW PUBLIC SCHOOLS",1196,220,183.946488294314,1,"Charter",220,183.946488294314,1,"2017-06-30","Internet",1,6798.38,TRUE,TRUE,"Suburban","Small","FAIRVIEW","NJ",7022
941222,"FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT",3372,300,88.9679715302491,0,"Comcast",300,88.9679715302491,0,"2017-06-30","Internet",1,2491.29,TRUE,FALSE,"Suburban","Medium","FLEMINGTON","NJ",8822
941224,"FLORHAM PARK PUBLIC SCHOOLS",989,1000,1011.12234580384,1,"Cablevision",1000,1011.12234580384,1,"2018-06-30","Internet",1,2668,TRUE,FALSE,"Suburban","Small","FLORHAM PARK","NJ",7932
941225,"FOLSOM BOROUGH SCHOOL DISTRICT",415,150,361.44578313253,1,"Comcast",150,361.44578313253,1,"2017-06-30","Internet",1,377.75,TRUE,FALSE,"Rural","Tiny","FOLSOM","NJ",8037
941226,"FORT LEE PUBLIC SCHOOLS",3734,500,133.904659882164,1,"Windstream",500,133.904659882164,1,"2017-06-30","Internet",1,4095,TRUE,FALSE,"Suburban","Medium","FORT LEE","NJ",7024
941228,"FRANKLIN LAKES PUBLIC SCHOOLS",1242,500,402.576489533011,1,"Cablevision",500,402.576489533011,1,"2019-06-30","Internet",1,2936,TRUE,FALSE,"Suburban","Small","FRANKLIN LAKES","NJ",7417
941232,"FRANKLIN TOWNSHIP SCHOOL",277,100,361.01083032491,1,"Comcast",100,361.01083032491,1,"2018-06-30","Internet",1,1000,TRUE,FALSE,"Rural","Tiny","QUAKERTOWN","NJ",8868
941234,"FRANKLIN TOWNSHIP SCHOOL DISTRICT",226,100,442.477876106195,1,"Comcast",100,442.477876106195,1,"2017-06-30","Internet",1,275,TRUE,FALSE,"Rural","Tiny","WASHINGTON","NJ",7882
941239,"FREEHOLD REGIONAL HIGH SCHOOL DISTRICT",11420,2000,175.131348511384,1,"Cablevision",2000,175.131348511384,1,"2020-06-30","Internet",1,7920,TRUE,FALSE,"Suburban","Medium","ENGLISHTOWN","NJ",7726
941244,"GALLOWAY TOWNSHIP PUBLIC SCHOOLS",3251,2150,661.334973854199,1,"Comcast",2150,661.334973854199,1,"2017-06-30","Internet",1,4629.58,TRUE,FALSE,"Suburban","Small","GALLOWAY","NJ",8205
941245,"GARFIELD PUBLIC SCHOOL DISTRICT",4351,1100,252.81544472535,1,"Cablevision",1100,252.81544472535,1,"2017-06-30","Upstream, Internet",1,3616,TRUE,FALSE,"Suburban","Medium","GARFIELD","NJ",7026
941246,"GARWOOD BORO",378,35,92.5925925925926,0,"Verizon",35,92.5925925925926,0,"2017-06-30","Internet",1,154.99,TRUE,FALSE,"Suburban","Tiny","GARWOOD","NJ",7027
941251,"GLEN RIDGE PUBLIC SCHOOLS",1862,1000,537.056928034372,1,"Comcast",1000,537.056928034372,1,"2019-06-30","Internet",1,3850.25,TRUE,FALSE,"Suburban","Small","GLEN RIDGE","NJ",7028
941252,"GLEN ROCK PUBLIC SCHOOL DISTRICT",2375,510,214.736842105263,1,"Cablevision",510,214.736842105263,1,"2018-06-30","Internet",1,4169,TRUE,FALSE,"Suburban","Medium","GLEN ROCK","NJ",7452
941257,"GREATER EGG HARBOR REGIONAL HIGH SCHOOL DISTRICT",3487,710,203.613421279036,1,"Comcast",710,203.613421279036,1,"2017-06-30","Internet",1,3167.02,TRUE,TRUE,"Suburban","Small","MAYS LANDING","NJ",8330
941259,"GREEN BROOK TOWNSHIP PUBLIC SCHOOLS",920,100,108.695652173913,1,"Cablevision",1000,1086.95652173913,1,"2018-06-30","Upstream",1,1957,TRUE,FALSE,"Suburban","Small","GREEN BROOK","NJ",8812
941264,"GUTTENBERG SCHOOL DISTRICT",987,1000,1013.17122593718,1,"Charter",1000,1013.17122593718,1,"2018-06-30","Internet",1,5975,TRUE,FALSE,"Suburban","Tiny","GUTTENBERG","NJ",7093
941266,"HACKENSACK CITY",5191,1075,207.089192833751,1,"Cablevision",1000,192.641109612791,1,"2017-06-30","Internet",0.93,2885.73,TRUE,FALSE,"Suburban","Medium","HACKENSACK","NJ",7601
941269,"HADDON HEIGHTS PUBLIC SCHOOLS",1238,155.52,125.62197092084,1,"Comcast",155.52,125.62197092084,1,"2017-06-30","Internet",1,3779.63,TRUE,TRUE,"Suburban","Small","HADDON HEIGHTS","NJ",8035
941274,"HALEDON PUBLIC SCHOOL DISTRICT",976,100,102.459016393443,1,"Cablevision",100,102.459016393443,1,"2018-08-08","Internet",1,958,TRUE,FALSE,"Suburban","Tiny","HALEDON","NJ",7508
941277,"HAMILTON TOWNSHIP SCHOOL DISTRICT",2963,500,168.747890651367,1,"Comcast",500,168.747890651367,1,"2017-06-30","Internet",1,250,TRUE,TRUE,"Suburban","Small","MAYS LANDING","NJ",8330
941278,"HAMILTON TOWNSHIP",12069,600,49.7141436738752,0,"Sunesys, LLC",500,41.4284530615627,0,"2020-06-30","Internet",0.83,1750,TRUE,TRUE,"Suburban","Large","HAMILTON","NJ",8690
941279,"HAMMONTON SCHOOL DISTRICT",3501,880,251.356755212796,1,"Comcast",880,251.356755212796,1,"2017-06-30","Internet",1,3659.47,TRUE,FALSE,"Town","Small","HAMMONTON","NJ",8037
941282,"HANOVER PARK REGIONAL HIGH SCHOOL DISTRICT",1577,600,380.469245402663,1,"Cablevision",600,380.469245402663,1,"2017-06-30","Internet",1,4532,TRUE,FALSE,"Suburban","Small","EAST HANOVER","NJ",7936
941283,"HANOVER TOWNSHIP BOARD OF EDUCATION",1481,1000,675.219446320054,1,"Cablevision",1000,675.219446320054,1,"2018-06-30","Internet",1,2950,TRUE,FALSE,"Suburban","Small","WHIPPANY","NJ",7981
941288,"HARRINGTON PARK SCHOOL DISTRICT",639,100,156.494522691706,1,"Cablevision",100,156.494522691706,1,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE,"Suburban","Tiny","HARRINGTON PARK","NJ",7640
941289,"HARRISON PUBLIC SCHOOLS",2036,150,73.6738703339882,0,"Comcast",150,73.6738703339882,0,"2017-06-30","Internet",1,999.8,TRUE,FALSE,"Suburban","Small","HARRISON","NJ",7029
941290,"HARRISON TOWNSHIP SCHOOL DISTRICT",1466,150,102.319236016371,1,"Comcast",150,102.319236016371,1,"2018-06-30","Internet",1,219.9,TRUE,FALSE,"Suburban","Small","MULLICA HILL","NJ",8062
941291,"HASBROUCK HEIGHTS BOARD OF EDUCATION",1862,1055,566.595059076262,1,"Cablevision",1010,542.427497314715,1,"2017-06-30","Internet",0.96,4076.47,TRUE,TRUE,"Suburban","Small","HASBROUCK HEIGHTS","NJ",7604
941292,"HAWORTH PUBLIC SCHOOL",436,100,229.357798165138,1,"Cablevision",100,229.357798165138,1,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE,"Suburban","Tiny","HAWORTH","NJ",7641
941293,"HAWTHORNE BOARD OF EDUCATION",2290,300,131.004366812227,1,"Cablevision",300,131.004366812227,1,"2020-06-30","Internet",1,2462,TRUE,FALSE,"Suburban","Small","HAWTHORNE","NJ",7506
941295,"HENRY HUDSON REGIONAL SCHOOL DISTRICT",326,150,460.122699386503,1,"Comcast",150,460.122699386503,1,"2017-06-30","Internet",1,1771.63,TRUE,FALSE,"Suburban","Tiny","HIGHLANDS","NJ",7732
941298,"HIGH BRIDGE BOROUGH",345,100,289.855072463768,1,"Comcast",100,289.855072463768,1,"2018-06-30","Internet",1,999,TRUE,FALSE,"Suburban","Small","HIGH BRIDGE","NJ",8829
941303,"HILLSDALE BOARD OF EDUCATION",1280,200,156.25,1,"Cablevision",200,156.25,1,"2019-06-30","Internet",1,1120,TRUE,FALSE,"Suburban","Small","HILLSDALE","NJ",7642
941304,"HILLSIDE BOARD OF EDUCATION",2845,1000,351.493848857645,1,"Comcast",1000,351.493848857645,1,"2018-06-30","Internet",1,3582.25,TRUE,FALSE,"Suburban","Medium","HILLSIDE","NJ",7205
941305,"HO-HO-KUS SCHOOL DISTRICT",641,100,156.00624024961,1,"Cablevision",100,156.00624024961,1,"2019-06-30","Internet",1,958,TRUE,FALSE,"Suburban","Tiny","HO-HO-KUS","NJ",7443
941306,"HOBOKEN PUBLIC SCHOOLS",1749,2000,1143.51057747284,1,"Cablevision",2000,1143.51057747284,1,"2019-06-30","Internet",1,7212,TRUE,FALSE,"Suburban","Small","HOBOKEN","NJ",7030
941311,"HOPATCONG BOROUGH SCHOOLS",1745,1000,573.065902578797,1,"Cablevision",1000,573.065902578797,1,"2020-06-30","Upstream",1,2060,TRUE,FALSE,"Suburban","Small","HOPATCONG","NJ",7843
941314,"HOPEWELL TOWNSHIP",512,100,195.3125,1,"Comcast",100,195.3125,1,"2017-06-30","Internet",1,392.85,TRUE,FALSE,"Rural","Tiny","BRIDGETON","NJ",8302
941315,"HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT",3658,2250,615.090213231274,1,"Verizon",2100,574.084199015856,1,"2017-06-30","Internet",0.93,1927.97,TRUE,TRUE,"Suburban","Medium","PENNINGTON","NJ",8534
941318,"HUNTERDON CENTRAL REGIONAL HIGH SCHOOL",3042,1500,493.096646942801,1,"Sunesys, LLC",1000,328.731097961867,1,"2017-06-30","Internet",0.67,1850,TRUE,TRUE,"Suburban","Tiny","FLEMINGTON","NJ",8822
941320,"IRVINGTON BOARD OF EDUCATION",6149,1000,162.628069604814,1,"Comcast",1000,162.628069604814,1,"2018-06-30","Internet",1,3750,TRUE,FALSE,"Suburban","Medium","IRVINGTON","NJ",7111
941321,"ISLAND HEIGHTS BOARD OF EDUCATION",108,100,925.925925925926,1,"Comcast",100,925.925925925926,1,"2017-06-30","Internet",1,229,TRUE,FALSE,"Suburban","Tiny","ISLAND HEIGHTS","NJ",8732
941324,"JEFFERSON TOWNSHIP",3294,300,91.0746812386157,0,"Cablevision",300,91.0746812386157,0,"2018-06-30","Internet",1,2674.82,TRUE,FALSE,"Rural","Medium","LAKE HOPATCONG","NJ",7849
941325,"JERSEY CITY PUBLIC SCHOOLS",25284,50000,1977.53520012656,1,"Verizon",40000,1582.02816010125,1,"2017-06-30","Internet",0.8,137252.37,TRUE,TRUE,"Urban","Large","JERSEY CITY","NJ",7305
941327,"KEARNY",5650,1000,176.991150442478,1,"Comcast",1000,176.991150442478,1,"2020-06-30","Internet",1,3221,TRUE,FALSE,"Suburban","Medium","KEARNY","NJ",7032
941330,"KEYPORT BOARD OF EDUCATION",1026,1000,974.658869395711,1,"Cablevision",1000,974.658869395711,1,"2018-06-30","Upstream",1,1957,TRUE,TRUE,"Suburban","Small","KEYPORT","NJ",7735
941333,"KINNELON BOARD OF EDUCATION",2078,1000,481.231953801732,1,"Cablevision",1000,481.231953801732,1,"2019-06-30","Internet",1,2606,TRUE,FALSE,"Suburban","Small","KINNELON","NJ",7405
941341,"LAKELAND REGIONAL HIGH SCHOOL DISTRICT",1007,300,297.914597815293,1,"Cablevision",300,297.914597815293,1,"2017-06-30","Internet",1,3285.43,TRUE,FALSE,"Suburban","Tiny","WANAQUE","NJ",7465
941342,"LAKEWOOD TOWNSHIP",5508,1000,181.554103122731,1,"Cablevision",1000,181.554103122731,1,"2017-06-30","Internet",1,5000,TRUE,TRUE,"Urban","Medium","LAKEWOOD","NJ",8701
941343,"LAMBERTVILLE PUBLIC SCHOOL",239,400,1673.64016736402,1,"Comcast",400,1673.64016736402,1,"2018-06-30","Internet",1,2451.06,TRUE,FALSE,"Suburban","Tiny","LAMBERTVILLE","NJ",8530
941346,"LAWNSIDE SCHOOL DISTRIC",258,100,387.596899224806,1,"Comcast",100,387.596899224806,1,"2017-06-30","Internet",1,1198.5,TRUE,FALSE,"Suburban","Tiny","LAWNSIDE","NJ",8045
941347,"LAWRENCE TOWNSHIP SCHOOL DISTRICT",477,100,209.643605870021,1,"Comcast",100,209.643605870021,1,"2017-06-30","Internet",1,409.9,TRUE,FALSE,"Rural","Tiny","CEDARVILLE","NJ",8311
941350,"LEBANON TOWNSHIP SCHOOL DISTRICT",709,400,564.174894217207,1,"Comcast",400,564.174894217207,1,"2020-06-30","Internet",1,1385.64,TRUE,FALSE,"Rural","Small","CALIFON","NJ",7830
941351,"LENAPE REGIONAL HIGH SCHOOL DISTRICT",6976,11716,1679.47247706422,1,"Verizon",11500,1648.50917431193,1,"2017-06-30","Internet",0.98,12998.49,TRUE,TRUE,"Suburban","Small","SHAMONG","NJ",8088
941352,"LENAPE VALLEY REGIONAL HIGH SCHOOL",835,500,598.802395209581,1,"Cablevision",500,598.802395209581,1,"2018-05-26","Internet",1,2279.59,TRUE,FALSE,"Suburban","Tiny","STANHOPE","NJ",7874
941358,"LINWOOD CITY SCHOOL DISTRICT",838,100,119.331742243437,1,"Comcast",100,119.331742243437,1,"2018-06-30","Internet",1,998.58,TRUE,FALSE,"Suburban","Small","LINWOOD","NJ",8221
941363,"LITTLE SILVER BORO SCHOOL DISTRICT",834,300,359.712230215827,1,"Verizon",300,359.712230215827,1,"2017-06-30","Internet",1,569.98,TRUE,FALSE,"Suburban","Small","LITTLE SILVER","NJ",7739
941364,"LIVINGSTON PUBLIC SCHOOLS",5834,1000,171.408981830648,1,"Comcast",1000,171.408981830648,1,"2018-06-30","Internet",1,3582.25,TRUE,FALSE,"Suburban","Medium","LIVINGSTON","NJ",7039
941365,"LODI PUBLIC SCHOOLS",3174,1000,315.059861373661,1,"Cablevision",1000,315.059861373661,1,"2017-06-30","Internet",1,1992.9,TRUE,FALSE,"Suburban","Medium","LODI","NJ",7644
941367,"LONG BEACH ISLAND CONSOLIDATED SCHOOL DISTRICT",212,100,471.698113207547,1,"Comcast",100,471.698113207547,1,"2019-06-30","Internet",1,1950,TRUE,FALSE,"Suburban","Small","SURF CITY","NJ",8008
941373,"LOWER CAPE MAY REGIONAL SCHOOL DISTRICT",1400,500,357.142857142857,1,"Comcast",500,357.142857142857,1,"2018-06-30","Internet",1,2451.05,TRUE,FALSE,"Rural","Small","CAPE MAY","NJ",8204
941374,"PENNSVILLE PUBLIC SCHOOL DISTRICT",1731,1000,577.700751010976,1,"Comcast",1000,577.700751010976,1,"2020-06-30","Internet",1,3220.4,TRUE,FALSE,"Suburban","Small","PENNSVILLE","NJ",8070
941375,"LOWER TOWNSHIP ELEMENTARY SCHOOL DISTRICT",1639,300,183.038438071995,1,"Comcast",300,183.038438071995,1,"2017-06-30","Internet",1,6051.9,TRUE,FALSE,"Suburban","Small","CAPE MAY","NJ",8204
941377,"LUMBERTON TOWNSHIP BOARD OF EDUCATION",1502,1000,665.77896138482,1,"Comcast",1000,665.77896138482,1,"2018-06-30","Internet",1,3672,TRUE,FALSE,"Suburban","Small","LUMBERTON","NJ",8048
941378,"LYNDHURST SCHOOL DISTRICT",2315,2000,863.930885529158,1,"Cablevision",2000,863.930885529158,1,"2019-06-30","Internet",1,7306,TRUE,TRUE,"Suburban","Medium","LYNDHURST","NJ",7071
941380,"OLD BRIDGE TOWNSHIP SCHOOL DISTRICT",8898,1300,146.100247246572,1,"Cablevision",1000,112.384805574286,1,"2018-06-30","Internet",1,3297,TRUE,TRUE,"Suburban","Medium","MATAWAN","NJ",7747
941381,"MAGNOLIA",369,51.48,139.512195121951,1,"Comcast",51.48,139.512195121951,1,"2017-06-30","Internet",1,925,TRUE,FALSE,"Suburban","Tiny","MAGNOLIA","NJ",8049
941382,"MAHWAH TOWNSHIP PUBLIC SCHOOLS",3128,1000,319.693094629156,1,"Cablevision",1000,319.693094629156,1,"2018-06-30","Upstream",1,2266,TRUE,FALSE,"Suburban","Medium","MAHWAH","NJ",7430
941383,"MAINLAND REGIONAL HIGH SCHOOL DISTRICT",1419,500,352.360817477097,1,"Comcast",500,352.360817477097,1,"2017-06-30","Internet",1,4310.83,TRUE,FALSE,"Suburban","Tiny","LINWOOD","NJ",8221
941384,"MANALAPAN-ENGLISHTOWN REGIONAL SCHOOLS",5018,150,29.8923874053408,0,"Cablevision",150,29.8923874053408,0,"2017-06-30","Internet",1,4884,TRUE,FALSE,"Suburban","Medium","ENGLISHTOWN","NJ",7726
941385,"MANASQUAN SCHOOL DISTRICT",1651,500,302.846759539673,1,"Cablevision",500,302.846759539673,1,"2018-06-30","Internet",1,2627,TRUE,FALSE,"Suburban","Small","MANASQUAN","NJ",8736
941386,"MANCHESTER TOWNSHIP SCHOOL DISTRICT",3073,600,195.248942401562,1,"Comcast",600,195.248942401562,1,"2017-06-30","Internet",1,2700,TRUE,FALSE,"Suburban","Medium","WHITING","NJ",8759
941387,"MANNINGTON TOWNSHIP SCHOOL",159,100,628.930817610063,1,"Comcast",100,628.930817610063,1,"2018-06-30","Internet",1,1028.54,TRUE,FALSE,"Rural","Tiny","SALEM","NJ",8079
941389,"MANSFIELD TOWNSHIP SCHOOL DISTRICT",701,500,713.266761768902,1,"Comcast",500,713.266761768902,1,"2018-06-30","Internet",1,1128,TRUE,FALSE,"Rural","Small","COLUMBUS","NJ",8022
941390,"MANSFIELD TOWNSHIP ELEMENTARY SCHOOL",694,150,216.138328530259,1,"Comcast",150,216.138328530259,1,"2017-06-30","Internet",1,534.42,TRUE,FALSE,"Rural","Tiny","PORT MURRAY","NJ",7865
941394,"MANVILLE BOARD OF EDUCATION",1377,500,363.108206245461,1,"Cablevision",500,363.108206245461,1,"2019-06-30","Internet",1,2627,TRUE,FALSE,"Suburban","Small","MANVILLE","NJ",8835
941397,"MARGATE CITY SCHOOL DISTRICT",454,250,550.660792951542,1,"Comcast",250,550.660792951542,1,"2017-06-30","Internet",1,430,TRUE,FALSE,"Suburban","Small","MARGATE","NJ",8402
941399,"MARLBORO TOWNSHIP BOARD OF EDUCATION",5236,1000,190.985485103132,1,"Cablevision",1000,190.985485103132,1,"2020-06-30","Internet",1,2936.5,TRUE,FALSE,"Suburban","Medium","MARLBORO","NJ",7746
941400,"MATAWAN-ABERDEEN REGIONAL SCHOOL DISTRICT",3737,1000,267.594327000268,1,"Cablevision",1000,267.594327000268,1,"2017-06-30","Internet",1,3405.6,TRUE,FALSE,"Suburban","Medium","ABERDEEN","NJ",7747
941401,"MAURICE RIVER TOWNSHIP ELEMENTARY SCHOOL",416,50,120.192307692308,1,"Comcast",50,120.192307692308,1,"2017-06-30","Internet",1,129.9,TRUE,FALSE,"Rural","Tiny","PORT ELIZABETH","NJ",8348
941403,"MAYWOOD BOARD OF EDUCATION",947,100,105.596620908131,1,"Cablevision",100,105.596620908131,1,"2017-06-30","Internet",1,3168,TRUE,FALSE,"Suburban","Small","MAYWOOD","NJ",7607
941404,"MEDFORD LAKES SCHOOL DISTRICT",508,200,393.700787401575,1,"Comcast",200,393.700787401575,1,"2017-06-30","Internet",1,2468.33,TRUE,FALSE,"Suburban","Small","MEDFORD LAKES","NJ",8055
941407,"MENDHAM TOWNSHIP BOARD OF EDUCATION",713,150,210.378681626928,1,"Verizon",150,210.378681626928,1,"2017-06-30","Internet",1,495.98,TRUE,FALSE,"Suburban","Small","BROOKSIDE","NJ",7926
941409,"MERCHANTVILLE SCHOOL DISTRICT",352,100,284.090909090909,1,"Comcast",100,284.090909090909,1,"2017-06-30","Internet",1,998.58,TRUE,FALSE,"Suburban","Tiny","MERCHANTVILLE","NJ",8109
941412,"MIDDLESEX BOROUGH PUBLIC SCHOOLS",2092,300,143.4034416826,1,"Cablevision",300,143.4034416826,1,"2017-06-30","Internet",1,2376,TRUE,FALSE,"Suburban","Small","MIDDLESEX","NJ",8846
941413,"MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL SCHOOLS",1899,400,210.637177461822,1,"Comcast",400,210.637177461822,1,"2019-06-30","Internet",1,10850,TRUE,FALSE,"Suburban","Medium","EAST BRUNSWICK","NJ",8816
