"esh_id","name","num_students","ia_bw_mbps_total","district_bw_per_student","district_meeting_goals_2014","service_provider_2016","bandwidth_in_mbps_2016","sp_bw_per_student","sp_meeting_goals_2014","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis","locale","district_size","city","postal_cd","zip"
901743,"UNION RIDGE SD 86",537,100,186.219739292365,1,"Cogent",100,186.219739292365,1,"2018-06-30","Internet",1,1325,TRUE,FALSE,"Suburban","Tiny","HARWOOD HEIGHTS","IL",60706
901747,"VALLEY VIEW CUSD 365U",17230,2500,145.095763203714,1,"Comcast",2400,139.291932675566,1,"2018-06-30","Internet",1,7850,TRUE,TRUE,"Suburban","Large","ROMEOVILLE","IL",60446
901750,"VENICE CUSD 3",103,100,970.873786407767,1,"AT&T",100,970.873786407767,1,"2019-06-30","Upstream",1,1100.53,TRUE,FALSE,"Suburban","Tiny","VENICE","IL",62090
901758,"VILLA GROVE CUSD 302",609,100,164.203612479475,1,"Frontier",100,164.203612479475,1,"2017-06-30","Internet",1,0,TRUE,FALSE,"Rural","Small","VILLA GROVE","IL",61956
901759,"SD 45 DUPAGE COUNTY",3300,600,181.818181818182,1,"Comcast",600,181.818181818182,1,"2018-06-30","Upstream, Internet",1,2610.3,TRUE,FALSE,"Suburban","Medium","VILLA PARK","IL",60181
901760,"WHITE RIVER VALLEY SCH DIST",811,200,246.609124537608,1,"ENA Services, LLC",200,246.609124537608,1,"2018-06-30","Internet",1,7100,TRUE,FALSE,"Rural","Small","SWITZ CITY","IN",47465
901764,"CHSD 94",1964,500,254.582484725051,1,"AT&T",500,254.582484725051,1,"2019-06-30","Upstream",1,1220.8,TRUE,FALSE,"Suburban","Tiny","WEST CHICAGO","IL",60185
901770,"CCSD 89",1884,750,398.089171974522,1,"AT&T",750,398.089171974522,1,"2017-06-30","Internet",1,6328,TRUE,FALSE,"Suburban","Small","GLEN ELLYN","IL",60137
901774,"WALTHAM CCSD 185",230,47,204.347826086957,1,"Comcast",27,117.391304347826,1,"2017-06-30","Internet",0.57,120,TRUE,FALSE,"Rural","Tiny","UTICA","IL",61373
901778,"NORTH WAMAC SD 186",127,81.5,641.732283464567,1,"Charter",80,629.92125984252,1,"2017-06-30","Internet",0.98,176,TRUE,FALSE,"Town","Tiny","CENTRALIA","IL",62801
901783,"WARREN TWP HSD 121",4262,2000,469.263256687001,1,"Comcast",2000,469.263256687001,1,"2019-06-30","Internet",1,6862,TRUE,FALSE,"Suburban","Tiny","GURNEE","IL",60031
901792,"DISTRICT 50 SCHOOLS",751,250,332.88948069241,1,"Comcast",200,266.311584553928,1,"2017-07-30","Internet",1,2077.6,TRUE,TRUE,"Suburban","Small","WASHINGTON","IL",61571
901801,"WAUCONDA CUSD 118",4415,2050,464.326160815402,1,"Comcast",2050,464.326160815402,1,"2017-06-30","Internet",1,4215.85,TRUE,FALSE,"Suburban","Medium","WAUCONDA","IL",60084
901802,"M S D SOUTHWEST ALLEN COUNTY SCHLS",6960,1000,143.67816091954,1,"Comcast",1000,143.67816091954,1,"2019-06-30","Upstream",1,1491,TRUE,FALSE,"Suburban","Medium","FORT WAYNE","IN",46814
901803,"WAUKEGAN CUSD 60",16168,4500,278.327560613558,1,"AT&T",4000,247.40227610094,1,"2019-06-30","Internet",0.89,8244.39,TRUE,FALSE,"Suburban","Large","WAUKEGAN","IL",60085
901814,"WEST CHICAGO ESD 33",4154,1000,240.731824747232,1,"Comcast",1000,240.731824747232,1,"2018-06-30","Internet",1,3267,TRUE,FALSE,"Suburban","Medium","WEST CHICAGO","IL",60185
901819,"WEST LINCOLN-BROADWELL ESD 92",170,100,588.235294117647,1,"Comcast",100,588.235294117647,1,"2017-06-30","Internet",1,212.9,TRUE,FALSE,"Town","Tiny","LINCOLN","IL",62656
901823,"WEST NORTHFIELD SD 31",856,200,233.644859813084,1,"Comcast",200,233.644859813084,1,"2019-06-30","Internet",1,4800,TRUE,FALSE,"Suburban","Small","NORTHBROOK","IL",60062
901829,"WEST WASHINGTON CO CUD 10",570,25,43.859649122807,0,"Charter",25,43.859649122807,0,"2017-05-01","Internet",1,450,TRUE,FALSE,"Rural","Small","OKAWVILLE","IL",62271
901831,"WESTCHESTER SD 92-5",1187,53.088,44.7245155855097,0,"Comcast",50,42.12299915754,0,"2018-06-30","Internet",0.94,1690,TRUE,FALSE,"Suburban","Small","WESTCHESTER","IL",60154
901835,"CUSD 201",1350,1001.544,741.884444444444,1,"AT&T",1001.544,741.884444444444,1,"2019-06-30","Internet",1,3158.2,TRUE,FALSE,"Suburban","Small","WESTMONT","IL",60559
901839,"CUSD 200",12989,2000,153.976441604435,1,"AT&T",2000,153.976441604435,1,"2019-06-30","Internet",1,4619.39,TRUE,FALSE,"Suburban","Large","WHEATON","IL",60189
901842,"WHEELING CCSD 21",6472,1000,154.51174289246,1,"AT&T",1000,154.51174289246,1,"2019-06-30","Internet",1,2964,TRUE,FALSE,"Suburban","Medium","WHEELING","IL",60090
901846,"WHITESIDE SD 115",1296,100,77.1604938271605,0,"AT&T",100,77.1604938271605,0,"2019-06-30","Upstream",1,492.2,TRUE,FALSE,"Suburban","Small","BELLEVILLE","IL",62221
901849,"ADAMS CENTRAL COMMUNITY SCHOOLS",1224,100,81.6993464052288,0,"ENA Services, LLC",100,81.6993464052288,0,"2018-06-30","Internet",1,4100,TRUE,FALSE,"Rural","Small","MONROE","IN",46772
901855,"WILLOW GROVE SD 46",164,150,914.634146341463,1,"Charter",150,914.634146341463,1,"2017-06-30","Internet",1,191,TRUE,FALSE,"Town","Tiny","CENTRALIA","IL",62801
901860,"WILMETTE SD 39",3619,1000,276.319425255595,1,"Comcast",1000,276.319425255595,1,"2017-06-30","Internet",1,5078.87,TRUE,FALSE,"Suburban","Medium","WILMETTE","IL",60091
901862,"WILMINGTON CUSD 209U",1410,300,212.765957446808,1,"Comcast",300,212.765957446808,1,"2018-06-30","Internet",1,8250,TRUE,FALSE,"Town","Small","WILMINGTON","IL",60481
901875,"WINNETKA SD 36",1781,600,336.889387984278,1,"Comcast",500,280.741156653565,1,"2018-06-30","Internet",0.83,3547.68,TRUE,FALSE,"Suburban","Small","WINNETKA","IL",60093
901878,"WINTHROP HARBOR SD 1",520,100,192.307692307692,1,"Comcast",100,192.307692307692,1,"2021-06-30","Internet",1,905,TRUE,FALSE,"Suburban","Small","WINTHROP HARBOR","IL",60096
901889,"WOOD RIVER-HARTFORD ESD 15",673,150,222.882615156018,1,"Charter",150,222.882615156018,1,"2017-06-30","Internet",1,609.98,TRUE,FALSE,"Suburban","Small","WOOD RIVER","IL",62095
901892,"WOODLAND CCSD 50",6190,250,40.3877221324717,0,"AT&T",250,40.3877221324717,0,"2019-06-30","Internet",1,1826.22,TRUE,FALSE,"Suburban","Small","GURNEE","IL",60031
901900,"WOODSTOCK CUSD 200",6222,3000,482.160077145612,1,"Comcast",3000,482.160077145612,1,"2019-06-30","Internet",1,6225.9,TRUE,FALSE,"Town","Medium","WOODSTOCK","IL",60098
901902,"WORTH SD 127",1047,400,382.043935052531,1,"Comcast",400,382.043935052531,1,"2018-06-30","Internet",1,3277.2,TRUE,FALSE,"Suburban","Small","WORTH","IL",60482
901907,"ZION ESD 6",2523,1000,396.353547364249,1,"AT&T",1000,396.353547364249,1,"2018-06-30","Upstream",1,875.33,TRUE,FALSE,"Suburban","Medium","ZION","IL",60099
901909,"ZION-BENTON TWP HSD 126",2659,1150,432.493418578413,1,"Comcast",1150,432.493418578413,1,"2017-06-30","Internet",1,3283.7,TRUE,FALSE,"Suburban","Small","ZION","IL",60099
901911,"YORKVILLE CUSD 115",5660,500,88.339222614841,0,"Comcast",500,88.339222614841,0,"2017-06-30","Internet",1,4061.92,TRUE,FALSE,"Suburban","Medium","YORKVILLE","IL",60560
901926,"TRI-TOWNSHIP CONS SCHOOL CORP",361,150,415.512465373961,1,"ENA Services, LLC",150,415.512465373961,1,"2018-06-30","Internet",1,5865,TRUE,FALSE,"Rural","Small","WANATAH","IN",46390
901930,"EDPOWER ARLINGTON",448,5000,11160.7142857143,1,"ENA Services, LLC",5000,11160.7142857143,1,"2017-06-30","Internet",1,16700,TRUE,FALSE,"Urban","Tiny","INDIANAPOLIS","IN",46205
901934,"NORTH CENTRAL PARKE COMM SCHL CORP",1204,200,166.112956810631,1,"ENA Services, LLC",200,166.112956810631,1,"2018-06-30","Internet",1,8005,TRUE,FALSE,"Town","Small","MARSHALL","IN",47859
901936,"ALEXANDRIA COM SCHOOL CORP",1539,1000,649.772579597141,1,"ENA Services, LLC",1000,649.772579597141,1,"2018-06-30","Internet",1,9300,TRUE,FALSE,"Suburban","Small","ALEXANDRIA","IN",46001
901951,"ATTICA CONSOLIDATED SCH CORP",784,400,510.204081632653,1,"ENA Services, LLC",400,510.204081632653,1,"2018-06-30","Internet",1,10220,TRUE,FALSE,"Town","Small","ATTICA","IN",47918
901952,"SOUTH DEARBORN COM SCHOOL CORP",2739,700,255.567725447244,1,"ENA Services, LLC",500,182.54837531946,1,"2018-06-30","Internet",0.71,12500,TRUE,FALSE,"Rural","Medium","AURORA","IN",47001
901953,"AVON COMMUNITY SCHOOL CORP",8779,1000,113.908189998861,1,"ENA Services, LLC",1000,113.908189998861,1,"2018-06-30","Internet",1,12000,TRUE,FALSE,"Suburban","Medium","AVON","IN",46123
901954,"BARR-REEVE COM SCHOOLS INC",760,204,268.421052631579,1,"ENA Services, LLC",200,263.157894736842,1,"2018-06-30","Internet",0.98,5190,TRUE,FALSE,"Rural","Small","MONTGOMERY","IN",47558
901955,"BARTHOLOMEW CON SCHOOL CORP",11092,2400,216.372160115398,1,"ENA Services, LLC",1400,126.217093400649,1,"2018-06-30","Internet",0.58,12450,TRUE,TRUE,"Urban","Large","COLUMBUS","IN",47201
901956,"BATESVILLE COMMUNITY SCH CORP",2168,1000,461.254612546125,1,"ENA Services, LLC",1000,461.254612546125,1,"2018-06-30","Internet",1,15000,TRUE,FALSE,"Rural","Small","BATESVILLE","IN",47006
901957,"BAUGO COMMUNITY SCHOOLS",1898,500,263.435194942044,1,"ENA Services, LLC",500,263.435194942044,1,"2018-06-30","Internet",1,4750,TRUE,FALSE,"Suburban","Small","ELKHART","IN",46517
901958,"BEECH GROVE CITY SCHOOLS",2853,1000,350.508236943568,1,"ENA Services, LLC",1000,350.508236943568,1,"2018-06-30","Internet",1,7500,TRUE,FALSE,"Suburban","Small","BEECH GROVE","IN",46107
901959,"BENTON COMMUNITY SCHOOL CORP",1889,400,211.752249867655,1,"ENA Services, LLC",400,211.752249867655,1,"2018-06-30","Internet",1,10300,TRUE,FALSE,"Rural","Small","FOWLER","IN",47944
901960,"BLACKFORD COUNTY SCHOOLS",1807,300,166.021029330382,1,"ENA Services, LLC",300,166.021029330382,1,"2018-06-30","Internet",1,8350,TRUE,FALSE,"Town","Small","HARTFORD CITY","IN",47348
901961,"BLOOMFIELD SCHOOL DISTRICT",913,250,273.82256297919,1,"ENA Services, LLC",250,273.82256297919,1,"2018-06-30","Internet",1,5000,TRUE,FALSE,"Town","Small","BLOOMFIELD","IN",47424
901963,"BLUE RIVER VALLEY SCHOOLS",608,200,328.947368421053,1,"ENA Services, LLC",200,328.947368421053,1,"2018-06-30","Internet",1,4545,TRUE,FALSE,"Rural","Small","MOUNT SUMMIT","IN",47361
901964,"NORTH HARRISON COM SCHOOL CORP",2200,150,68.1818181818182,0,"ENA Services, LLC",150,68.1818181818182,0,"2018-06-30","Internet",1,4540,TRUE,FALSE,"Rural","Small","RAMSEY","IN",47166
901967,"CLAY COMMUNITY SCHOOLS",4282,500,116.767865483419,1,"ENA Services, LLC",500,116.767865483419,1,"2018-06-30","Internet",1,12880,TRUE,FALSE,"Rural","Medium","BRAZIL","IN",47834
901968,"BREMEN PUBLIC SCHOOLS",1477,300,203.1144211239,1,"ENA Services, LLC",200,135.4096140826,1,"2018-06-30","Internet",0.67,4250,TRUE,TRUE,"Town","Small","BREMEN","IN",46506
901971,"BROWNSTOWN CNT COM SCH CORP",1647,250,151.791135397693,1,"ENA Services, LLC",250,151.791135397693,1,"2018-06-30","Internet",1,9350,TRUE,FALSE,"Town","Small","BROWNSTOWN","IN",47220
901973,"C A BEARD MEMORIAL SCHOOL CORP",1257,100,79.5544948289578,0,"ENA Services, LLC",100,79.5544948289578,0,"2018-06-30","Internet",1,5260,TRUE,FALSE,"Rural","Small","KNIGHTSTOWN","IN",46148
901975,"CANNELTON CITY SCHOOLS",226,50,221.238938053097,1,"ENA Services, LLC",50,221.238938053097,1,"2018-06-30","Internet",1,3000,TRUE,FALSE,"Town","Tiny","CANNELTON","IN",47520
901976,"CARMEL CLAY SCHOOLS",15832,1800,113.693784739768,1,"AT&T",1750,110.535624052552,1,"2017-06-30","Internet",0.97,11739.84,TRUE,FALSE,"Urban","Medium","CARMEL","IN",46033
901977,"MEDORA COMMUNITY SCHOOL CORP",254,50,196.850393700787,1,"ENA Services, LLC",50,196.850393700787,1,"2018-06-30","Internet",1,1880,TRUE,FALSE,"Rural","Small","MEDORA","IN",47260
901978,"CARROLL CONSOLIDATED SCH CORP",1119,150,134.048257372654,1,"ENA Services, LLC",150,134.048257372654,1,"2018-06-30","Internet",1,8250,TRUE,FALSE,"Rural","Small","FLORA","IN",46929
901979,"CASTON SCHOOL CORPORATION",759,125,164.690382081686,1,"ENA Services, LLC",125,164.690382081686,1,"2018-06-30","Internet",1,6395,TRUE,FALSE,"Rural","Small","FULTON","IN",46931
901983,"CENTERVILLE-ABINGTON COM SCHS",1745,150,85.9598853868195,0,"ENA Services, LLC",150,85.9598853868195,0,"2018-06-30","Internet",1,6500,TRUE,FALSE,"Town","Small","CENTERVILLE","IN",47330
901985,"CENTRAL NOBLE COM SCHOOL CORP",1267,500,394.632991318074,1,"ENA Services, LLC",500,394.632991318074,1,"2018-06-30","Internet",1,8500,TRUE,FALSE,"Rural","Small","ALBION","IN",46701
901986,"PERRY CENTRAL COM SCHOOLS CORP",1153,200,173.460537727667,1,"ENA Services, LLC",200,173.460537727667,1,"2018-06-30","Internet",1,7300,TRUE,FALSE,"Rural","Small","LEOPOLD","IN",47551
901987,"RANDOLPH CENTRAL SCHOOL CORP",1541,500,324.464633354964,1,"ENA Services, LLC",500,324.464633354964,1,"2018-06-30","Internet",1,9800,TRUE,FALSE,"Town","Small","WINCHESTER","IN",47394
901988,"CLARK-PLEASANT COM SCHOOL CORP",6236,2000,320.71840923669,1,"ENA Services, LLC",2000,320.71840923669,1,"2018-06-30","Internet",1,14850,TRUE,FALSE,"Suburban","Medium","WHITELAND","IN",46184
901989,"CLARKSVILLE COM SCHOOL CORP",1297,250,192.752505782575,1,"ENA Services, LLC",250,192.752505782575,1,"2018-06-30","Internet",1,6810,TRUE,FALSE,"Suburban","Small","CLARKSVILLE","IN",47129
901990,"NORTHWESTERN SCHOOL CORP",1727,250,144.759698899826,1,"ENA Services, LLC",250,144.759698899826,1,"2018-06-30","Internet",1,5585,TRUE,FALSE,"Rural","Small","KOKOMO","IN",46901
901991,"CLINTON CENTRAL SCHOOL CORP",1035,500,483.091787439614,1,"ENA Services, LLC",500,483.091787439614,1,"2018-06-30","Internet",1,9465,TRUE,FALSE,"Rural","Small","MICHIGANTOWN","IN",46057
901993,"SOUTH CENTRAL COM SCHOOL CORP",941,400,425.079702444208,1,"ENA Services, LLC",400,425.079702444208,1,"2018-06-30","Internet",1,6585,TRUE,FALSE,"Rural","Small","UNION MILLS","IN",46382
901994,"CLOVERDALE COMMUNITY SCHOOLS",1198,200,166.944908180301,1,"ENA Services, LLC",200,166.944908180301,1,"2018-06-30","Internet",1,5700,TRUE,FALSE,"Rural","Small","CLOVERDALE","IN",46120
901996,"WHITLEY CO CONS SCHOOLS",3485,1000,286.944045911047,1,"ENA Services, LLC",1000,286.944045911047,1,"2018-06-30","Internet",1,9200,TRUE,FALSE,"Rural","Medium","COLUMBIA CITY","IN",46725
901997,"CONCORD COMMUNITY SCHOOLS",5186,500,96.4134207481681,0,"ENA Services, LLC",500,96.4134207481681,0,"2018-06-30","Internet",1,12585,TRUE,FALSE,"Suburban","Medium","ELKHART","IN",46517
901999,"COVINGTON COMMUNITY SCH CORP",941,200,212.539851222104,1,"ENA Services, LLC",200,212.539851222104,1,"2018-06-30","Internet",1,5190,TRUE,FALSE,"Town","Small","COVINGTON","IN",47932
902000,"CRAWFORD CO COM SCHOOL CORP",1541,100,64.8929266709929,0,"ENA Services, LLC",100,64.8929266709929,0,"2018-06-30","Internet",1,6445,TRUE,FALSE,"Rural","Medium","MARENGO","IN",47140
902001,"CRAWFORDSVILLE COM SCHOOLS",2325,300,129.032258064516,1,"ENA Services, LLC",300,129.032258064516,1,"2018-06-30","Internet",1,8295,TRUE,FALSE,"Town","Small","CRAWFORDSVILLE","IN",47933
902003,"CROWN POINT COMMUNITY SCH CORP",7952,1000,125.754527162978,1,"Comcast",1000,125.754527162978,1,"2017-11-30","Internet",1,10620.18,TRUE,FALSE,"Suburban","Medium","CROWN POINT","IN",46307
902004,"CULVER COMMUNITY SCHOOLS CORP",881,200,227.014755959137,1,"ENA Services, LLC",200,227.014755959137,1,"2018-06-30","Internet",1,9040,TRUE,FALSE,"Rural","Small","CULVER","IN",46511
902005,"DANVILLE COMMUNITY SCHOOL CORP",2566,200,77.9423226812159,0,"ENA Services, LLC",200,77.9423226812159,0,"2018-06-30","Internet",1,6685,TRUE,FALSE,"Suburban","Small","DANVILLE","IN",46122
902007,"DECATUR COUNTY COM SCHOOLS",2127,1000,470.145745181006,1,"ENA Services, LLC",1000,470.145745181006,1,"2018-06-30","Internet",1,15000,TRUE,FALSE,"Rural","Small","GREENSBURG","IN",47240
902008,"M S D DECATUR TOWNSHIP",6125,2000,326.530612244898,1,"ENA Services, LLC",2000,326.530612244898,1,"2018-06-30","Internet",1,12500,TRUE,FALSE,"Urban","Medium","INDIANAPOLIS","IN",46221
902009,"DELAWARE COMMUNITY SCHOOL CORP",2577,500,194.024058983314,1,"ENA Services, LLC",500,194.024058983314,1,"2018-06-30","Internet",1,5500,TRUE,FALSE,"Rural","Small","MUNCIE","IN",47303
902010,"DELPHI COMMUNITY SCHOOL CORP",1496,200,133.689839572193,1,"ENA Services, LLC",200,133.689839572193,1,"2018-06-30","Internet",1,8290,TRUE,FALSE,"Rural","Small","DELPHI","IN",46923
902011,"DUNELAND SCHOOL CORPORATION",5901,1000,169.46280291476,1,"ENA Services, LLC",1000,169.46280291476,1,"2018-06-30","Internet",1,12925,TRUE,FALSE,"Suburban","Medium","CHESTERTON","IN",46304
902012,"ZIONSVILLE COMMUNITY SCHOOLS",6040,1000,165.562913907285,1,"Level 3",1000,165.562913907285,1,"2019-01-31","Internet",1,1784.91,TRUE,FALSE,"Suburban","Medium","ZIONSVILLE","IN",46077
902013,"EAST ALLEN COUNTY SCHOOLS",8989,3000,333.741239292469,1,"Comcast",3000,333.741239292469,1,"2019-06-30","Upstream, Internet",1,12245.03,TRUE,FALSE,"Suburban","Large","NEW HAVEN","IN",46774
902014,"SCHOOL CITY OF EAST CHICAGO",4565,1000,219.058050383352,1,"AT&T",1000,219.058050383352,1,"2018-06-30","Internet",1,4942.75,TRUE,FALSE,"Suburban","Medium","EAST CHICAGO","IN",46312
902015,"LAKE STATION COMMUNITY SCHOOLS",1488,300,201.612903225806,1,"ENA Services, LLC",300,201.612903225806,1,"2018-06-30","Internet",1,9500,TRUE,FALSE,"Suburban","Small","LAKE STATION","IN",46405
902016,"EAST GIBSON SCHOOL CORPORATION",914,60,65.6455142231948,0,"ENA Services, LLC",60,65.6455142231948,0,"2018-06-30","Internet",1,3935,TRUE,FALSE,"Rural","Small","OAKLAND CITY","IN",47660
902018,"EAST WASHINGTON SCHOOL CORP",1545,200,129.449838187702,1,"ENA Services, LLC",200,129.449838187702,1,"2021-06-30","Internet",1,2500,TRUE,FALSE,"Rural","Small","PEKIN","IN",47165
902020,"DEKALB CO EASTERN COM SCH DIST",1375,500,363.636363636364,1,"ENA Services, LLC",500,363.636363636364,1,"2018-06-30","Internet",1,7790,TRUE,FALSE,"Rural","Small","BUTLER","IN",46721
902023,"EASTERN HANCOCK CO COM SCH CORP",1146,550,479.930191972077,1,"ENA Services, LLC",500,436.30017452007,1,"2018-06-30","Internet",0.91,7400,TRUE,FALSE,"Rural","Small","CHARLOTTESVILLE","IN",46117
902024,"EASTERN HOWARD SCHOOL CORP",1451,700,482.425913163336,1,"ENA Services, LLC",700,482.425913163336,1,"2018-06-30","Internet",1,11500,TRUE,FALSE,"Town","Small","GREENTOWN","IN",46936
902025,"RANDOLPH EASTERN SCHOOL CORP",891,300,336.700336700337,1,"ENA Services, LLC",300,336.700336700337,1,"2018-06-30","Internet",1,13020,TRUE,TRUE,"Town","Small","UNION CITY","IN",47390
902026,"SHELBY EASTERN SCHOOLS",1283,300,233.826968043648,1,"ENA Services, LLC",300,233.826968043648,1,"2018-06-30","Internet",1,15500,TRUE,FALSE,"Rural","Small","SHELBYVILLE","IN",46176
902027,"EDINBURGH COMMUNITY SCH CORP",905,200,220.994475138122,1,"ENA Services, LLC",200,220.994475138122,1,"2018-06-30","Internet",1,5000,TRUE,FALSE,"Suburban","Small","EDINBURGH","IN",46124
902028,"ELKHART COMMUNITY SCHOOLS",12719,4000,314.490132872081,1,"ENA Services, LLC",4000,314.490132872081,1,"2018-06-30","Internet",1,16000,TRUE,TRUE,"Urban","Large","ELKHART","IN",46514
902029,"ELWOOD COMMUNITY SCHOOL CORP",1555,300,192.926045016077,1,"ENA Services, LLC",300,192.926045016077,1,"2018-06-30","Internet",1,7710,TRUE,FALSE,"Town","Small","ELWOOD","IN",46036
902030,"EMINENCE COMMUNITY SCHOOL CORP",402,100,248.756218905473,1,"ENA Services, LLC",100,248.756218905473,1,"2018-06-30","Internet",1,6160,TRUE,FALSE,"Rural","Small","EMINENCE","IN",46125
902032,"EVANSVILLE VANDERBURGH SCH CORP",22372,5000,223.493652780261,1,"ENA Services, LLC",5000,223.493652780261,1,"2018-06-30","Internet",1,19750,TRUE,FALSE,"Urban","Large","EVANSVILLE","IN",47713
902033,"FAIRFIELD COMMUNITY SCHOOLS",2092,250,119.502868068834,1,"ENA Services, LLC",250,119.502868068834,1,"2018-06-30","Internet",1,6460,TRUE,FALSE,"Rural","Small","GOSHEN","IN",46528
902034,"FAYETTE COUNTY SCHOOL CORP",3589,500,139.314572304263,1,"ENA Services, LLC",500,139.314572304263,1,"2018-06-30","Internet",1,8800,TRUE,FALSE,"Town","Medium","CONNERSVILLE","IN",47331
902035,"FLAT ROCK-HAWCREEK SCHOOL CORP",913,250,273.82256297919,1,"ENA Services, LLC",250,273.82256297919,1,"2018-06-30","Internet",1,7495,TRUE,FALSE,"Rural","Small","HOPE","IN",47246
902036,"FORT WAYNE COMMUNITY SCHOOLS",29928,7200,240.577385725742,1,"Comcast",5200,173.750334135258,1,"2019-06-30","Upstream, Internet",0.72,9227.76,TRUE,TRUE,"Urban","Large","FORT WAYNE","IN",46802
902037,"COMMUNITY SCHOOLS OF FRANKFORT",3119,501.5,160.788714331517,1,"ENA Services, LLC",500,160.307790958641,1,"2018-06-30","Internet",1,9600,TRUE,FALSE,"Rural","Small","FRANKFORT","IN",46041
902039,"FRANKLIN COUNTY COM SCH CORP",2743,800,291.6514764856,1,"ENA Services, LLC",800,291.6514764856,1,"2018-06-30","Internet",1,15000,TRUE,FALSE,"Rural","Small","BROOKVILLE","IN",47012
902040,"LANESVILLE COMMUNITY SCHOOL CORP",691,300,434.153400868307,1,"Charter",300,434.153400868307,1,"2019-04-19","Internet",1,3060,TRUE,FALSE,"Rural","Small","LANESVILLE","IN",47136
902041,"FRANKLIN TOWNSHIP COM SCH CORP",8587,1000,116.455106556422,1,"ENA Services, LLC",1000,116.455106556422,1,"2018-06-30","Internet",1,10000,TRUE,FALSE,"Urban","Medium","INDIANAPOLIS","IN",46259
902042,"FREMONT COMMUNITY SCHOOLS",968,200,206.611570247934,1,"ENA Services, LLC",200,206.611570247934,1,"2018-06-30","Internet",1,7350,TRUE,FALSE,"Rural","Small","FREMONT","IN",46737
902043,"FRONTIER SCHOOL CORPORATION",719,300,417.246175243394,1,"ENA Services, LLC",300,417.246175243394,1,"2018-06-30","Internet",1,10915,TRUE,FALSE,"Rural","Small","CHALMERS","IN",47929
902044,"GARRETT-KEYSER-BUTLER COM",1760,500,284.090909090909,1,"ENA Services, LLC",500,284.090909090909,1,"2018-06-30","Internet",1,9000,TRUE,FALSE,"Town","Small","GARRETT","IN",46738
902045,"GARY COMMUNITY SCHOOL CORP",8139,2000,245.730433714216,1,"ENA Services, LLC",2000,245.730433714216,1,"2018-06-30","Internet",1,20750,TRUE,FALSE,"Urban","Large","GARY","IN",46402
902047,"GREATER CLARK COUNTY SCHOOLS",10429,2000,191.772940838048,1,"ENA Services, LLC",2000,191.772940838048,1,"2018-06-30","Internet",1,13000,TRUE,FALSE,"Suburban","Large","JEFFERSONVILLE","IN",47130
902048,"GREATER JASPER CON SCHS",3188,600,188.205771643664,1,"ENA Services, LLC",600,188.205771643664,1,"2018-06-30","Internet",1,11720,TRUE,FALSE,"Town","Medium","JASPER","IN",47546
902049,"GREENCASTLE COMMUNITY SCH CORP",1973,500,253.421186011151,1,"ENA Services, LLC",500,253.421186011151,1,"2018-06-30","Internet",1,7660,TRUE,FALSE,"Town","Small","GREENCASTLE","IN",46135
902051,"GREENSBURG COMMUNITY SCHOOLS",2282,1000,438.212094653812,1,"ENA Services, LLC",1000,438.212094653812,1,"2018-06-30","Internet",1,9415,TRUE,FALSE,"Town","Small","GREENSBURG","IN",47240
902053,"MONROE-GREGG SCHOOL DISTRICT",1490,200,134.228187919463,1,"ENA Services, LLC",200,134.228187919463,1,"2018-06-30","Internet",1,7500,TRUE,FALSE,"Rural","Small","MONROVIA","IN",46157
902054,"GRIFFITH PUBLIC SCHOOLS",2372,200,84.3170320404722,0,"ENA Services, LLC",200,84.3170320404722,0,"2018-06-30","Internet",1,9395,TRUE,FALSE,"Suburban","Small","GRIFFITH","IN",46319
902055,"HAMILTON COMMUNITY SCHOOLS",426,100,234.741784037559,1,"ENA Services, LLC",100,234.741784037559,1,"2018-06-30","Internet",1,6050,TRUE,FALSE,"Rural","Small","HAMILTON","IN",46742
902056,"HAMILTON HEIGHTS SCHOOL CORP",2249,250,111.160515784793,1,"ENA Services, LLC",250,111.160515784793,1,"2018-06-30","Internet",1,4700,TRUE,FALSE,"Suburban","Small","ARCADIA","IN",46030
902057,"SCHOOL CITY OF HAMMOND",12990,2000,153.964588144727,1,"Comcast",2000,153.964588144727,1,"2017-06-30","Internet",1,6762.14,TRUE,FALSE,"Suburban","Large","HAMMOND","IN",46320
902059,"HANOVER COMMUNITY SCHOOL CORP",2149,300,139.599813866915,1,"ENA Services, LLC",300,139.599813866915,1,"2018-06-30","Internet",1,8285,TRUE,FALSE,"Suburban","Small","CEDAR LAKE","IN",46303
902060,"WESTERN SCHOOL CORP",2651,450,169.74726518295,1,"ENA Services, LLC",400,150.8864579404,1,"2018-06-30","Internet",0.89,8750,TRUE,FALSE,"Rural","Small","RUSSIAVILLE","IN",46979
902061,"WES-DEL COMMUNITY SCHOOLS",850,100,117.647058823529,1,"ENA Services, LLC",100,117.647058823529,1,"2018-06-30","Internet",1,3800,TRUE,TRUE,"Rural","Small","GASTON","IN",47342
902062,"SCHOOL TOWN OF HIGHLAND",3240,500,154.320987654321,1,"ENA Services, LLC",500,154.320987654321,1,"2018-06-30","Internet",1,10500,TRUE,FALSE,"Suburban","Medium","HIGHLAND","IN",46322
