"esh_id","service_provider_2016","bandwidth_in_mbps_2016","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis"
902212,"ENA Services, LLC",150,"2018-06-30","Internet",1,6380,TRUE,FALSE
902213,"ENA Services, LLC",250,"2018-06-30","Internet",1,8250,TRUE,FALSE
902214,"ENA Services, LLC",200,"2018-06-30","Internet",1,8120,TRUE,FALSE
902215,"Comcast",250,"2017-06-30","Internet",1,629.8,TRUE,TRUE
902216,"ENA Services, LLC",250,"2018-06-30","Internet",1,5570,TRUE,FALSE
902218,"ENA Services, LLC",200,"2018-06-30","Internet",1,6875,TRUE,FALSE
902220,"ENA Services, LLC",200,"2018-06-30","Internet",0.8,5315,TRUE,FALSE
902220,"US Xchange",50,"2017-06-30","Internet",0.2,2418.45,FALSE,FALSE
902221,"ENA Services, LLC",500,"2018-06-30","Internet",1,8400,TRUE,FALSE
902222,"ENA Services, LLC",500,"2018-06-30","Internet",1,3900,TRUE,FALSE
902223,"ENA Services, LLC",500,"2018-06-30","Internet",0.95,9500,TRUE,FALSE
902223,"Frontier",25,"2017-06-30","Internet",0.05,99.95,FALSE,FALSE
902224,"ENA Services, LLC",600,"2018-06-30","Internet",1,9830,TRUE,FALSE
902225,"CenturyLink",1000,"2017-06-30","Internet",1,6927,TRUE,FALSE
902226,"ENA Services, LLC",500,"2017-06-30","Internet",1,12250,TRUE,FALSE
902227,"ENA Services, LLC",150,"2018-06-30","Internet",1,6675,TRUE,FALSE
902228,"Wintek Corporation",2000,"2017-06-30","Internet",1,6250,TRUE,FALSE
902229,"RTC Comm",565,"2019-06-30","Internet",0.86,9086.9,TRUE,TRUE
902229,"ENA Services, LLC",90,"2018-06-30","Internet",0.14,7890,FALSE,TRUE
902231,"ENA Services, LLC",1000,"2018-06-30","Internet",1,13815,TRUE,FALSE
902232,"ENA Services, LLC",300,"2018-06-30","Internet",1,6000,TRUE,FALSE
902233,"ENA Services, LLC",500,"2018-06-30","Internet",1,10760,TRUE,TRUE
902234,"ENA Services, LLC",125,"2018-06-30","Internet",1,7475,TRUE,FALSE
902236,"CMN-RUS, Inc.",750,"2019-06-30","Internet",1,6000,TRUE,FALSE
902239,"ENA Services, LLC",200,"2018-06-30","Internet",1,8935,TRUE,FALSE
902240,"ENA Services, LLC",500,"2018-06-30","Internet",1,8400,TRUE,FALSE
902241,"ENA Services, LLC",50,"2018-06-30","Internet",1,3900,TRUE,FALSE
902243,"ENA Services, LLC",400,"2018-06-30","Internet",1,13000,TRUE,FALSE
902245,"ENA Services, LLC",1000,"2018-06-30","Internet",1,13500,TRUE,FALSE
902246,"ENA Services, LLC",150,"2018-06-30","Internet",1,6040,TRUE,FALSE
902247,"Joink,LLC",11000,"2021-06-30","Internet",1,13652,TRUE,TRUE
902248,"ENA Services, LLC",750,"2018-06-30","Internet",1,9100,TRUE,FALSE
902250,"CMN-RUS, Inc.",145,"2017-06-30","Internet",1,1567.95,TRUE,TRUE
902251,"ENA Services, LLC",200,"2018-06-30","Internet",1,8875,TRUE,FALSE
902252,"ENA Services, LLC",3000,"2018-06-30","Internet",1,21000,TRUE,FALSE
902253,"ENA Services, LLC",500,"2018-06-30","Internet",1,7750,TRUE,FALSE
902254,"ENA Services, LLC",2000,"2018-06-30","Internet",1,12000,TRUE,FALSE
902255,"ENA Services, LLC",500,"2018-06-30","Internet",1,8275,TRUE,FALSE
902256,"Fiber Optic LLC",1000,"2018-06-30","Internet",1,4250,TRUE,TRUE
902257,"ENA Services, LLC",1000,"2018-06-30","Internet",0.67,13170,TRUE,FALSE
902257,"Windstream",500,"2017-06-30","Internet",0.33,7500,FALSE,FALSE
902258,"Wintek Corporation",1000,"2021-06-30","Internet",1,1760,TRUE,FALSE
902259,"ENA Services, LLC",1000,"2018-06-30","Internet",1,12000,TRUE,FALSE
902260,"ENA Services, LLC",400,"2018-06-30","Internet",1,7775,TRUE,FALSE
902261,"ENA Services, LLC",3.088,"2018-06-30","Internet",0.02,966.666666666667,FALSE,FALSE
902261,"BG Networking, LLC",200,"2021-06-30","Internet",0.98,5733,TRUE,FALSE
902262,"ENA Services, LLC",600,"2018-06-30","Internet",1,7000,TRUE,FALSE
902263,"ENA Services, LLC",200,"2018-06-30","Internet",1,8555,TRUE,FALSE
902264,"Indiana Fiber",622.08,"2025-06-30","Internet",1,2160,TRUE,FALSE
902265,"ENA Services, LLC",4.632,"2018-06-30","Internet",0.02,1450.02,FALSE,FALSE
902265,"Maple Tronics",200,"2018-06-30","Internet",0.98,2300,TRUE,FALSE
902266,"ENA Services, LLC",500,"2018-06-30","Internet",1,8850,TRUE,FALSE
902267,"CenturyLink",150,"2017-06-30","Internet",1,2600,TRUE,TRUE
903345,"AT&T",400,"2019-02-02","Internet",1,2459,TRUE,FALSE
903347,"HOME COMMUNICATIONS",100,"2017-06-30","Internet",1,850.68,TRUE,FALSE
903348,"Cox",100,"2018-06-30","Internet",1,1535,TRUE,FALSE
903350,"Blue Valley Telecomm",100,"2021-06-30","Internet",0.33,199.95,FALSE,FALSE
903350,"Wamego Tele Co",200,"2021-06-30","Internet",0.67,290,TRUE,FALSE
903351,"Rainbow",500,"2020-06-30","Internet",1,2000,TRUE,FALSE
903352,"Nex-Tech, Inc.",100,"2017-06-30","Internet",1,214.95,TRUE,FALSE
903353,"Twotrees Tech",100,"2017-06-30","Internet",1,399,TRUE,NA
903356,"Blue Valley Telecomm",200,"2017-06-30","Internet",1,811.75,TRUE,FALSE
903358,"KanREN, Inc.",100,"2017-07-31","Internet",1,2894.16,TRUE,FALSE
903359,"City of Ottawa",250,"2018-06-30","Internet",1,4461,TRUE,FALSE
903361,"Wheatland Electric",250,"2017-06-30","Internet",1,5610,TRUE,FALSE
903362,"KanREN, Inc.",100,"2017-07-31","Internet",1,3185.88,TRUE,NA
903363,"KanREN, Inc.",50,"2017-07-31","Internet",1,2873.38,TRUE,NA
903364,"Golden Belt Tele",70,"2017-06-30","Internet",1,369.9,TRUE,FALSE
903368,"Zayo Group, LLC",500,"2018-06-30","Internet",1,2500,TRUE,FALSE
903373,"Blue Valley Telecomm",100,"2018-06-30","Internet",1,580,TRUE,FALSE
903374,"Cunningham Tele",100,"2017-06-30","Internet",1,355,TRUE,FALSE
903375,"Cunningham Tele",500,"2017-06-30","Internet",1,815,TRUE,FALSE
903392,"United Wireless",250,"2020-06-30","Internet",0.93,895,TRUE,NA
903392,"Cox",20,"2017-06-30","Internet",0.07,149.94,FALSE,NA
903399,"Rural Tele Serv",300,"2017-06-30","Internet",1,504.85,TRUE,FALSE
903401,"KanREN, Inc.",100,"2017-06-30","Internet",1,3133,TRUE,FALSE
903402,"Wilson Tele Co",50,"2017-06-30","Internet",0.25,214.55,FALSE,FALSE
903402,"H & B Communications",150,"2017-06-30","Internet",0.75,1040,TRUE,FALSE
903404,"Giant Communications",100,"2018-06-30","Internet",0.5,3000,FALSE,FALSE
903404,"Blue Valley Telecomm",100,"2017-06-30","Internet",0.5,194,FALSE,FALSE
903405,"KanREN, Inc.",100,"2019-06-30","Internet",1,0,TRUE,FALSE
903407,"Rainbow",500,"2019-06-30","Internet",1,2077.5,TRUE,FALSE
903408,"Eagle Communications",150,"2017-06-30","Internet",1,7537.5,TRUE,FALSE
903409,"Cox",400,"2019-06-30","Internet",1,5000,TRUE,FALSE
903410,"S&A Tele Co",100,"2017-06-30","Internet",1,360,TRUE,FALSE
903411,"Wamego Tele Co",150,"2017-06-30","Internet",1,170.84,TRUE,FALSE
903412,"Rural Tele Serv",20,"2017-06-30","Internet",0.5,112.95,FALSE,FALSE
903412,"Nex-Tech, Inc.",20,"2017-06-30","Internet",0.5,162.95,FALSE,FALSE
903413,"Craw-Kan Tele",250,"2017-06-30","Internet",1,3100,TRUE,FALSE
903414,"Zayo Group, LLC",1000,"2019-06-30","Internet",1,5750,TRUE,FALSE
903415,"Twotrees Tech",100,"2018-06-30","Internet",1,6300,TRUE,FALSE
903417,"AT&T",500,"2017-06-30","Internet",1,7705.6,TRUE,FALSE
903418,"Craw-Kan Tele",100,"2017-06-30","Internet",1,2800,TRUE,FALSE
903421,"SC Wireless",40,"2017-06-30","Internet",1,283.9,TRUE,FALSE
903422,"Twotrees Tech",200,"2018-06-30","Internet",1,4000,TRUE,FALSE
903423,"KanREN, Inc.",150,"2019-06-30","Internet",1,2574.5,TRUE,FALSE
903424,"Knology",500,"2017-05-31","Internet",1,3750,TRUE,FALSE
903425,"Empire District ",100,"2017-06-30","Internet",1,2000,TRUE,FALSE
903428,"NC Kansas Commun",500,"2017-06-30","Internet",1,1550,TRUE,FALSE
903429,"Twotrees Tech",100,"2019-06-30","Internet",1,2700,TRUE,FALSE
903430,"Twin Valley",75,"2020-06-30","Internet",1,1192.5,TRUE,FALSE
903431,"Golden Belt Tele",50,"2017-06-30","Internet",1,279.95,TRUE,FALSE
903433,"Charter",500,"2017-06-30","Internet",1,3750,TRUE,FALSE
903434,"S&T Tele Coop",20,"2017-06-30","Internet",1,222.73,TRUE,FALSE
903435,"United Wireless",250,"2017-06-30","Internet",1,900,TRUE,FALSE
903436,"JMZ Corporation",30,"2017-06-30","Internet",1,1900,TRUE,FALSE
903437,"Zayo Group, LLC",1000,"2017-06-30","Internet",1,3500,TRUE,FALSE
903438,"KanREN, Inc.",200,"2019-06-30","Internet",1,4194.16,TRUE,FALSE
903439,"KanREN, Inc.",100,"2018-08-08","Internet",1,2933.84,TRUE,FALSE
903442,"Cox",150,"2018-06-30","Internet",1,349.95,TRUE,FALSE
903443,"KanOkla Telephone Association",120,"2017-06-30","Internet",1,719.85,TRUE,FALSE
903444,"Cox",50,"2018-06-30","Internet",1,3200,TRUE,FALSE
903445,"HOME COMMUNICATIONS",100,"2018-06-30","Internet",1,641.87,TRUE,FALSE
903446,"Cunningham Tele",100,"2017-06-30","Internet",0.87,200,TRUE,FALSE
903446,"Wilson Tele Co",15,"2017-06-30","Internet",0.13,114.19,FALSE,FALSE
903447,"KanREN, Inc.",50,"2018-06-30","Internet",1,1586.88,TRUE,FALSE
903448,"Blue Valley Telecomm",350,"2017-06-30","Internet",1,1104.3,TRUE,FALSE
903449,"City of Chanute",1000,"2017-06-30","Internet",1,3300,TRUE,FALSE
903450,"KanREN, Inc.",160,"2018-06-30","Internet",1,9885.52,TRUE,FALSE
903451,"H & B Communications",40,"2017-06-30","Internet",1,580,TRUE,FALSE
903452,"Twotrees Tech",200,"2020-06-30","Internet",1,3500,TRUE,FALSE
903453,"Craw-Kan Tele",100,"2017-06-30","Internet",1,3050,TRUE,FALSE
903454,"Cox",60,"2018-06-30","Internet",1,3600,TRUE,FALSE
903455,"AT&T",500,"2019-06-30","Internet",1,3465,TRUE,FALSE
903456,"Eagle Communications",50,"2017-06-30","Internet",1,2325,TRUE,FALSE
903457,"United Wireless",250,"2017-06-30","Internet",1,760,TRUE,FALSE
903458,"Giant Communications",50,"2017-06-30","Internet",1,1000,TRUE,FALSE
903459,"Twin Valley",300,"2020-06-30","Internet",1,3600,TRUE,FALSE
903460,"Southern Kansas",250,"2020-06-30","Internet",1,4397.38,TRUE,FALSE
903461,"Twin Valley",150,"2019-06-30","Internet",1,1205.85,TRUE,FALSE
903462,"Cox",500,"2019-06-30","Internet",1,3285,TRUE,FALSE
903463,"S&T Tele Coop",300,"2017-06-30","Internet",1,1800,TRUE,FALSE
903464,"United Wireless",50,"2018-06-30","Internet",1,2060,TRUE,FALSE
903465,"Fiber Communications of Columbus, LLC",100,"2017-06-30","Internet",1,2200,TRUE,FALSE
903466,"Cunningham Tele",1000,"2017-06-30","Internet",1,1050,TRUE,FALSE
903467,"Haviland",108,"2017-06-30","Internet",1,1432.75,TRUE,FALSE
903468,"United Wireless",40,"2017-06-30","Internet",1,600,TRUE,FALSE
903469,"IdeaTek Systems",100,"2018-06-30","Internet",1,4000,TRUE,FALSE
903470,"Tri-County",112,"2017-06-30","Internet",0.79,2654.71,TRUE,FALSE
903470,"CenturyLink",30,"2020-06-30","Internet",0.21,1135,FALSE,FALSE
903471,"Cunningham Tele",100,"2017-06-30","Internet",0.67,210,TRUE,FALSE
903471,"Rural Tele Serv",50,"2017-06-30","Internet",0.33,109.95,FALSE,FALSE
903472,"Cox",25,"2018-06-30","Internet",1,129.95,TRUE,FALSE
903473,"Pioneer Telephone",200,"2017-06-30","Internet",1,1000,TRUE,FALSE
903474,"AT&T",2000,"2020-06-30","Internet",1,7526,TRUE,FALSE
903475,"k12 ITC Inc",1000,"2017-06-30","Internet",1,4559,TRUE,FALSE
903476,"Southern Kansas",100,"2021-06-30","Internet",1,2235.62,TRUE,FALSE
903477,"S&T Tele Coop",200,"2017-06-30","Internet",1,300,TRUE,FALSE
903478,"Cox",1000,"2017-06-30","Internet",1,13999.92,TRUE,FALSE
903479,"AT&T",400,"2017-06-30","Internet",1,3159,TRUE,FALSE
903480,"KanREN, Inc.",100,"2019-06-30","Internet",1,3480.83,TRUE,FALSE
903481,"CenturyLink",1000,"2017-06-30","Internet",1,3965,TRUE,FALSE
903482,"Cox",515,"2017-06-30","Internet",1,7199.95,TRUE,FALSE
903483,"Southern Kansas",50,"2021-06-30","Internet",1,1552.17,TRUE,FALSE
903485,"Elkhart Tele",300,"2017-06-30","Internet",1,3024.2,TRUE,FALSE
903486,"Wilson Tele Co",100,"2017-06-30","Internet",1,349.75,TRUE,FALSE
903487,"H & B Communications",100,"2017-06-30","Internet",1,1200,TRUE,FALSE
903488,"Golden Belt Tele",50,"2017-06-30","Internet",1,379.95,TRUE,FALSE
903489,"Eagle Communications",55,"2018-06-30","Internet",1,1829.45,TRUE,FALSE
903490,"Valu-Net LLC",1000,"2018-06-30","Internet",1,3467.5,TRUE,FALSE
903491,"Cox",50,"2018-06-30","Internet",0.89,189.95,TRUE,FALSE
903491,"Craw-Kan Tele",6,"2017-06-30","Internet",0.11,50,FALSE,FALSE
903492,"Mercury",100,"2017-06-30","Internet",1,4436.32,TRUE,FALSE
903493,"Knology",200,"2017-06-30","Internet",1,4025,TRUE,FALSE
903494,"Twotrees Tech",80,"2019-06-30","Internet",1,5000,TRUE,FALSE
903495,"AT&T",500,"2018-03-12","Internet",1,2978.75,TRUE,FALSE
903496,"United Wireless",250,"2017-06-30","Internet",1,900,TRUE,FALSE
903497,"Pixius Comm",100,"2018-06-30","Internet",1,2700,TRUE,FALSE
903498,"KanREN, Inc.",200,"2018-09-30","Internet",1,4429.15,TRUE,FALSE
903499,"KanREN, Inc.",200,"2017-06-30","Internet",1,0,TRUE,FALSE
903500,"Metropolitan Telecom",100,"2018-06-30","Internet",1,3569,TRUE,FALSE
903501,"Fiber Communications of Columbus, LLC",1000,"2017-06-30","Internet",1,3200,TRUE,FALSE
903502,"Zayo Group, LLC",1000,"2019-06-30","Internet",1,3000,TRUE,FALSE
903503,"Charter",1000,"2018-06-30","Internet",1,5280,TRUE,FALSE
903505,"Mercury",100,"2017-06-30","Internet",1,3910.67,TRUE,FALSE
903506,"Craw-Kan Tele",100,"2017-06-30","Internet",1,2800,TRUE,FALSE
903507,"NC Kansas Commun",10,"2017-06-30","Internet",1,956.5,TRUE,TRUE
903508,"Cox",200,"2017-06-30","Internet",0.09,3460,FALSE,FALSE
903508,"AT&T",2000,"2019-06-30","Internet",0.91,4892.94,TRUE,FALSE
903511,"Rural Tele Serv",100,"2017-06-30","Internet",1,209.95,TRUE,FALSE
903512,"Twotrees Tech",500,"2018-06-30","Internet",1,5000,TRUE,FALSE
903513,"Fairpoint",20,"2018-06-30","Internet",1,411.76,TRUE,TRUE
903514,"Haviland",75,"2018-06-30","Internet",1,1350,TRUE,FALSE
903515,"S&T Tele Coop",200,"2017-06-30","Internet",1,319.95,TRUE,FALSE
903517,"AT&T",100,"2018-06-30","Internet",0.5,1355.25,FALSE,FALSE
903517,"Cox",100,"2018-06-30","Internet",0.5,259.95,FALSE,FALSE
903518,"Mediacom",50,"2018-06-30","Internet",1,219.9,TRUE,FALSE
903519,"Mercury",100,"2018-06-30","Internet",1,3700,TRUE,FALSE
903520,"Zayo Group, LLC",1000,"2021-06-30","Internet",1,4250,TRUE,FALSE
903522,"Haviland",30,"2017-06-30","Internet",1,435,TRUE,FALSE
903524,"Eagle Communications",400,"2017-06-30","Internet",1,7999.95,TRUE,FALSE
903525,"Cox",1000,"2019-06-30","Internet",1,4735,TRUE,FALSE
903527,"Eagle Communications",200,"2017-06-30","Internet",1,419.4,TRUE,FALSE
903529,"Moundridge Tele",333,"2017-06-30","Internet",1,1000,TRUE,FALSE
903530,"Rural Tele Serv",100,"2017-06-30","Internet",1,245.9,TRUE,FALSE
903531,"Cox",150,"2018-06-30","Internet",1,343.95,TRUE,FALSE
903532,"Pioneer Telephone",1000,"2017-06-30","Internet",1,12420.04,TRUE,FALSE
903533,"Giant Communications",120,"2017-06-30","Internet",1,4250,TRUE,FALSE
903535,"Tri-County",100,"2020-06-30","Internet",1,5508.52,TRUE,FALSE
903536,"Rainbow",100,"2017-06-30","Internet",1,530.35,TRUE,FALSE
903537,"Southern Kansas",100,"2017-06-30","Internet",1,3740.97,TRUE,FALSE
903538,"Nex-Tech, Inc.",100,"2017-06-30","Internet",1,250,TRUE,FALSE
903540,"Cox",150,"2017-06-30","Internet",1,679.85,TRUE,FALSE
903541,"Zayo Group, LLC",500,"2017-06-30","Internet",1,5050,TRUE,FALSE
903542,"Kansas Fiber Network,LLC",1000,"2021-06-30","Internet",1,1400,TRUE,FALSE
903543,"United Wireless",250,"2017-06-30","Internet",1,790,TRUE,FALSE
903544,"Zayo Group, LLC",150,"2019-05-18","Internet",1,2350,TRUE,FALSE
903545,"Cox",700,"2018-06-30","Internet",1,1671.86,TRUE,FALSE
903546,"Craw-Kan Tele",250,"2017-06-30","Internet",1,3800,TRUE,FALSE
903547,"United Wireless",250,"2017-06-30","Internet",1,900,TRUE,FALSE
903548,"Pioneer Telephone",300,"2017-06-30","Internet",1,3583.18,TRUE,TRUE
903550,"Twin Valley",1000,"2018-06-30","Internet",1,5856,TRUE,FALSE
903551,"Charter",3000,"2017-06-30","Upstream, Internet",1,13550,TRUE,FALSE
903552,"KanREN, Inc.",400,"2017-06-30","Internet",1,8886.53,TRUE,FALSE
903554,"Twotrees Tech",500,"2019-06-30","Internet",1,5000,TRUE,FALSE
903555,"Cox",100,"2019-06-30","Internet",1,1395,TRUE,FALSE
903556,"SC Wireless",100,"2017-06-30","Internet",1,475,TRUE,FALSE
903557,"Southwest Kansas",60,"2018-06-30","Internet",1,2535,TRUE,FALSE
903558,"Golden Belt Tele",40,"2017-06-30","Internet",1,349.95,TRUE,TRUE
903559,"KanREN, Inc.",400,"2020-06-30","Internet",1,6370.68,TRUE,FALSE
903560,"Pioneer Telephone",100,"2017-06-30","Internet",1,2475.07,TRUE,FALSE
903561,"Twotrees Tech",100,"2017-06-30","Internet",1,2680,TRUE,FALSE
903562,"Charter",2000,"2017-06-30","Internet",1,8350,TRUE,FALSE
903563,"Cox",300,"2018-06-30","Internet",1,3500,TRUE,FALSE
903564,"Knology",1030,"2021-06-30","Internet",1,1329.98,TRUE,FALSE
903565,"Charter",700,"2017-06-30","Internet",1,2950,TRUE,FALSE
903566,"Windstream",250,"2019-06-30","Internet",1,2041.05,TRUE,FALSE
903567,"Fairpoint",40,"2017-06-30","Internet",1,910,TRUE,FALSE
903569,"Golden Belt Tele",50,"2017-06-30","Internet",1,149.95,TRUE,FALSE
903570,"Southwest Kansas",400,"2018-06-30","Internet",1,9800,TRUE,FALSE
903571,"Eagle Communications",1000,"2020-06-30","Internet",1,450,TRUE,FALSE
903572,"Mutual Telephone",50,"2019-06-30","Internet",1,2900,TRUE,FALSE
903574,"Rural Tele Serv",100,"2017-06-30","Internet",1,164.95,TRUE,FALSE
903575,"Eagle Communications",200,"2017-06-30","Internet",0.89,419.4,TRUE,TRUE
903575,"Tri-County",25,"2017-06-30","Internet",0.11,60.85,FALSE,TRUE
903576,"MoKan Dial, Inc.",500,"2017-06-30","Internet",1,2350,TRUE,FALSE
903577,"Mercury",50,"2019-06-30","Internet",1,1625.54,TRUE,FALSE
903578,"KanREN, Inc.",100,"2017-06-30","Internet",1,2095.25,TRUE,FALSE
903579,"Golden Belt Tele",50,"2017-06-30","Internet",1,239.9,TRUE,FALSE
903580,"Madison Telephone",250,"2017-06-30","Internet",1,1700,TRUE,FALSE
903581,"AT&T",1000,"2018-06-30","Internet",0.77,3746.2,TRUE,FALSE
903581,"Cox",300,"2017-06-30","Internet",0.23,5545,FALSE,FALSE
903582,"Unite Private",10000,"2021-06-30","Internet",1,6495,TRUE,TRUE
903583,"Eagle Communications",200,"2017-06-30","Internet",1,419.4,TRUE,FALSE
903584,"KanREN, Inc.",100,"2018-06-30","Internet",1,3173.83,TRUE,FALSE
903585,"KanREN, Inc.",100,"2017-07-24","Internet",1,3304.16,TRUE,FALSE
903586,"Zayo Group, LLC",500,"2019-06-30","Internet",1,1000,TRUE,FALSE
903587,"United Wireless",250,"2017-06-30","Internet",1,600,TRUE,FALSE
903589,"SC Wireless",100,"2017-06-30","Internet",1,807.9,TRUE,FALSE
903590,"KanREN, Inc.",100,"2018-09-30","Internet",1,4704.57,TRUE,FALSE
903591,"Cox",200,"2019-06-30","Internet",1,3900,TRUE,FALSE
903592,"Twin Valley",100,"2019-06-30","Internet",1,1475,TRUE,FALSE
903593,"United Wireless",250,"2017-06-30","Internet",1,900,TRUE,FALSE
903594,"United Wireless",250,"2017-06-30","Internet",1,780,TRUE,FALSE
903595,"Craw-Kan Tele",100,"2017-06-30","Internet",1,2800,TRUE,FALSE
903596,"Pioneer Telephone",400,"2017-06-30","Internet",1,3000,TRUE,FALSE
903598,"Twotrees Tech",500,"2019-06-30","Internet",1,0,TRUE,FALSE
903599,"Rural Tele Serv",1000,"2017-06-30","Internet",1,349.95,TRUE,FALSE
903600,"Cable One, Inc.",150,"2017-06-30","Internet",1,1875,TRUE,FALSE
903601,"Golden Belt Tele",100,"2017-06-30","Internet",1,1425.95,TRUE,FALSE
903603,"Windstream",500,"2019-06-30","Internet",1,2726.5,TRUE,FALSE
903604,"Twotrees Tech",150,"2017-06-30","Internet",1,3750,TRUE,FALSE
903605,"Nex-Tech, Inc.",2000,"2017-06-30","Internet",1,599.9,TRUE,FALSE
903606,"S&T Tele Coop",300,"2017-06-30","Internet",1,1821.82,TRUE,FALSE
903607,"Nex-Tech, Inc.",1000,"2017-06-30","Internet",1,299.95,TRUE,FALSE
903608,"SureWest",6000,"2022-12-31","Internet",1,18864,TRUE,FALSE
903609,"Blue Valley Telecomm",100,"2017-06-30","Internet",1,237.45,TRUE,FALSE
903610,"Mediacom",150,"2017-06-30","Internet",1,2500,TRUE,FALSE
903611,"Suddenlink Communications",200,"2019-06-30","Internet",1,2166,TRUE,FALSE
903612,"Rural Tele Serv",100,"2017-06-30","Internet",1,214.95,TRUE,FALSE
903613,"KanREN, Inc.",100,"2018-06-30","Internet",1,2879.16,TRUE,FALSE
903614,"Wave Wireless LLC",50,"2017-06-30","Internet",1,2739,TRUE,FALSE
903615,"Mercury",150,"2017-06-30","Internet",1,6052.89,TRUE,FALSE
903616,"Windstream",500,"2019-06-30","Internet",1,2228,TRUE,FALSE
903617,"Rural Tele Serv",200,"2017-06-30","Internet",1,389.9,TRUE,FALSE
903618,"AT&T",150,"2018-10-13","Internet",1,1960,TRUE,FALSE
903619,"Cable One, Inc",300,"2017-06-30","Internet",1,3280,TRUE,FALSE
903620,"Eagle Communications",200,"2017-06-30","Internet",1,419.4,TRUE,FALSE
903621,"KanREN, Inc.",100,"2017-06-30","Internet",1,3425.5,TRUE,FALSE
903622,"Nex-Tech, Inc.",100,"2017-06-30","Internet",1,314.95,TRUE,FALSE
903624,"Time Warner Cable",200,"2017-06-30","Internet",1,2480,TRUE,FALSE
903625,"KanREN, Inc.",200,"2017-06-30","Internet",1,5659.32,TRUE,FALSE
903626,"Nex-Tech, Inc.",100,"2017-06-30","Internet",1,214.95,TRUE,FALSE
903627,"Craw-Kan Tele",1000,"2017-06-30","Internet",1,5000,TRUE,FALSE
903628,"KanREN, Inc.",100,"2020-07-31","Internet",1,2954.17,TRUE,FALSE
903629,"Cox",100,"2019-06-30","Internet",1,1395,TRUE,FALSE
903631,"Twotrees Tech",100,"2017-06-30","Internet",1,3199,TRUE,FALSE
903632,"Rural Tele Serv",200,"2017-06-30","Internet",1,164.94,TRUE,TRUE
903633,"Twin Valley",50,"2018-06-30","Internet",1,800,TRUE,FALSE
903634,"Rural Tele Serv",200,"2017-06-30","Internet",1,329.9,TRUE,FALSE
903635,"Zayo Group, LLC",200,"2020-06-30","Internet",1,1485,TRUE,FALSE
903636,"Twin Valley",200,"2019-06-30","Internet",1,2200,TRUE,FALSE
903637,"Fiber Communications of Columbus, LLC",250,"2018-06-30","Internet",1,1650,TRUE,FALSE
903638,"Pioneer Telephone",20,"2017-06-30","Internet",1,1400,TRUE,FALSE
903641,"KanREN, Inc.",100,"2017-06-30","Internet",1,3605,TRUE,FALSE
903642,"Twotrees Tech",200,"2017-06-30","Internet",1,3420,TRUE,FALSE
903643,"Golden Belt Tele",50,"2017-06-30","Internet",1,369.95,TRUE,FALSE
903644,"Eagle Communications",120,"2017-06-30","Internet",1,3000,TRUE,FALSE
903645,"Sprint",1000,"2018-06-30","Internet",1,14544,TRUE,FALSE
903646,"Pioneer Telephone",100,"2020-06-30","Internet",1,2475.07,TRUE,FALSE
903647,"SC Wireless",50,"2017-06-30","Internet",1,2340,TRUE,FALSE
903648,"Cox",250,"2017-06-30","Internet",0.2,344.95,FALSE,FALSE
903648,"AT&T",1000,"2019-06-30","Internet",0.8,6021.75,TRUE,FALSE
903649,"AT&T",400,"2019-03-31","Internet",1,2902.6,TRUE,FALSE
903650,"Cox",100,"2019-06-30","Internet",1,1395,TRUE,FALSE
903651,"Fairpoint",20,"2017-06-30","Internet",1,245,TRUE,FALSE
903652,"Unite Private",10000,"2019-06-30","Internet",1,13500,TRUE,FALSE
903653,"KanREN, Inc.",50,"2017-06-30","Internet",1,2503.84,TRUE,FALSE
903654,"Eagle Communications",50,"2018-06-30","Internet",1,1725,TRUE,FALSE
903655,"KanOkla",80,"2024-12-31","Internet",1,479.9,TRUE,FALSE
903656,"United Wireless",250,"2017-06-30","Internet",1,750,TRUE,FALSE
903657,"Charter",500,"2017-06-30","Internet",1,3686.63,TRUE,FALSE
903658,"Eagle Communications",250,"2019-06-30","Internet",1,1600,TRUE,FALSE
903659,"Golden Belt Tele",50,"2017-06-30","Internet",1,399.95,TRUE,FALSE
903660,"Golden Belt Tele",100,"2017-06-30","Internet",1,1475.95,TRUE,FALSE
903661,"Charter",4000,"2017-06-30","Internet",1,12100,TRUE,FALSE
903662,"LR Comm",60,"2018-06-30","Internet",1,1000,TRUE,FALSE
903663,"Nex-Tech, Inc.",100,"2017-06-30","Internet",1,214.95,TRUE,FALSE
903664,"United Wireless",260,"2020-06-30","Internet",1,2900,TRUE,FALSE
903665,"Wilson Tele Co",75,"2017-06-30","Internet",1,409.67,TRUE,FALSE
903666,"Colorado AirNet LLC",100,"2017-06-30","Internet",1,2100,TRUE,FALSE
903667,"Instructure, Inc",250,"2017-06-30","Internet",0.29,1909,FALSE,FALSE
903667,"AT&T",600,"2018-06-30","Internet",0.71,2648.2,TRUE,FALSE
903668,"Knology",100,"2017-06-30","Internet",1,1250,TRUE,FALSE
903669,"Cox",10000,"2020-06-30","Internet",1,18900,TRUE,FALSE
903670,"Cox",650,"2017-06-30","Internet",1,1419.35,TRUE,FALSE
903671,"KanREN, Inc.",50,"2017-06-30","Internet",1,2436.66,TRUE,FALSE
903672,"Charter",1000,"2017-06-30","Internet",1,4900,TRUE,FALSE
