"esh_id","service_provider_2016","bandwidth_in_mbps_2016","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis"
941132,"XTel Communications",200,"2020-06-30","Internet",1,1430,TRUE,FALSE
941136,"Cablevision",100,"2017-06-30","Internet",1,2038.75,TRUE,FALSE
941137,"XTel Communications",500,"2018-06-30","Internet",1,2330,TRUE,FALSE
941139,"Cablevision",300,"2021-06-30","Internet",1,2750,TRUE,FALSE
941140,"Comcast",1000,"2020-06-30","Internet",1,5741.7,TRUE,FALSE
941141,"Comcast",500,"2017-06-30","Internet",1,2305.8,TRUE,FALSE
941144,"XTel Communications",200,"2017-06-30","Internet",1,2610,TRUE,FALSE
941145,"Ed Info Resource Cen",155.52,"2019-06-30","Internet",1,1575,TRUE,FALSE
941146,"Fiber Optic LLC",500,"2018-06-30","Internet",1,2550,TRUE,FALSE
941147,"Level 3",100,"2017-06-30","Internet",0.09,3782.46,FALSE,FALSE
941147,"XTel Communications",1000,"2018-06-30","Internet",0.91,2995,TRUE,FALSE
941148,"Verizon",300,"2017-06-30","Internet",1,549.98,TRUE,TRUE
941149,"Comcast",500,"2017-06-30","Internet",1,2825,TRUE,TRUE
941150,"Comcast",50,"2017-06-30","Internet",1,950,TRUE,FALSE
941151,"Spectrotel",1000,"2018-06-30","Internet",1,5895.5,TRUE,FALSE
941152,"Cablevision",2000,"2018-06-30","Upstream",1,4532,TRUE,FALSE
941153,"Comcast",100,"2019-06-30","Internet",1,1000,TRUE,FALSE
941154,"CenturyLink",1000,"2017-06-30","Internet",1,3400,TRUE,FALSE
941155,"Cablevision",100,"2019-06-30","Upstream",0.77,1206.29,TRUE,FALSE
941155,"OV LLC",30,"2017-06-30","Internet",0.23,99.57,FALSE,FALSE
941156,"Comcast",250,"2017-06-30","Internet",1,1049.03,TRUE,FALSE
941157,"Cablevision",1000,"2017-06-30","Internet",1,2700,TRUE,FALSE
941158,"Comcast",100,"2018-06-30","Internet",1,1317.12,TRUE,FALSE
941160,"Comcast",100,"2017-06-30","Internet",1,262.8,TRUE,FALSE
941161,"Verizon",2700,"2017-06-30","Internet",0.47,3375,FALSE,TRUE
941161,"Metro Optical",3000,"2019-06-30","Internet",0.53,4025,TRUE,TRUE
941162,"Cablevision",300,"2017-06-30","Internet",0.65,3314.62,TRUE,TRUE
941162,"OV LLC",160,"2017-06-30","Internet",0.35,271.31,FALSE,TRUE
941164,"Comcast",200,"2020-10-11","Internet",1,1276.4,TRUE,FALSE
941166,"Cablevision",300,"2019-06-30","Internet",1,2400,TRUE,FALSE
941167,"Comcast",100,"2017-06-30","Internet",1,898.4,TRUE,FALSE
941168,"XTel Communications",50,"2017-06-30","Internet",1,1475,TRUE,FALSE
941169,"Comcast",100,"2017-06-30","Internet",1,1400,TRUE,FALSE
941170,"PenTeleData Limited",1000,"2017-06-30","Upstream",1,1300,TRUE,FALSE
941171,"Sunesys, LLC",2000,"2017-06-30","Upstream",1,4100,TRUE,TRUE
941173,"Cablevision",300,"2019-06-30","Upstream",1,3618.87,TRUE,FALSE
941174,"Comcast",300,"2017-06-30","Internet",1,290,TRUE,TRUE
941175,"OV LLC",100,"2017-06-30","Internet",0.09,190,FALSE,FALSE
941175,"Cablevision",1000,"2018-06-30","Upstream",0.91,2266,TRUE,FALSE
941176,"XTel Communications",200,"2017-06-30","Internet",1,1990,TRUE,FALSE
941177,"Verizon",115,"2017-06-30","Internet",0.79,3193.99,TRUE,FALSE
941177,"OV LLC",30,"2017-06-30","Internet",0.21,84.89,FALSE,FALSE
941178,"Comcast",75,"2017-06-30","Internet",1,148.76,TRUE,FALSE
941179,"Cablevision",1000,"2019-06-30","Internet",1,3606,TRUE,FALSE
941182,"Cablevision",300,"2017-06-30","Internet",1,2209,TRUE,FALSE
941183,"Comcast",50,"2017-06-30","Internet",1,123.76,TRUE,FALSE
941184,"Comcast",100,"2017-06-30","Internet",1,1805,TRUE,FALSE
941185,"Comcast",300,"2017-06-30","Internet",1,2100,TRUE,FALSE
941187,"XTel Communications",300,"2019-06-30","Internet",1,4000,TRUE,FALSE
941188,"Comcast",50,"2017-06-30","Internet",1,392.23,TRUE,FALSE
941189,"Comcast",1000,"2019-06-30","Internet",1,3583,TRUE,FALSE
941191,"Business Automation",600,"2017-06-30","Internet",1,5400,TRUE,FALSE
941193,"Comcast",500,"2017-06-30","Internet",1,2269.3,TRUE,TRUE
941195,"XTel Communications",500,"2020-06-30","Internet",0.91,2411,TRUE,FALSE
941195,"Verizon",50,"2017-06-30","Internet",0.09,144.99,FALSE,FALSE
941197,"XTel Communications",200,"2018-06-30","Internet",1,2850,TRUE,FALSE
941199,"Cablevision",3000,"2017-06-30","Internet",1,8490,TRUE,FALSE
941200,"Comcast",100,"2017-06-30","Internet",1,1615,TRUE,FALSE
941201,"XTel Communications",1000,"2018-06-30","Internet",1,3375,TRUE,FALSE
941203,"Cablevision",10000,"2020-06-30","Internet",1,24339.5,TRUE,FALSE
941204,"Comcast",150,"2017-06-30","Internet",1,204.9,TRUE,FALSE
941206,"Cablevision",1100,"2020-06-30","Internet",1,4461,TRUE,FALSE
941207,"Comcast",100,"2017-06-30","Internet",1,925.35,TRUE,FALSE
941209,"Cablevision",8000,"2020-06-30","Internet",1,17285,TRUE,FALSE
941210,"Cablevision",300,"2019-06-30","Internet",1,4008.35,TRUE,FALSE
941212,"Comcast",25,"2017-06-30","Internet",1,560,TRUE,FALSE
941213,"XTel Communications",50,"2017-06-30","Internet",1,1560,TRUE,FALSE
941214,"Comcast",1000,"2017-06-30","Internet",1,5351.06,TRUE,FALSE
941215,"Comcast",2000,"2019-06-30","Internet",1,4947.43,TRUE,FALSE
941216,"Comcast",200,"2017-06-30","Internet",1,1363.12,TRUE,FALSE
941217,"Cablevision",1110,"2018-06-30","Internet",1,5089,TRUE,FALSE
941218,"Cablevision",100,"2019-06-30","Internet",1,7275,TRUE,TRUE
941219,"Comcast",50,"2017-06-30","Internet",0.25,127.76,FALSE,TRUE
941219,"XTel Communications",150,"2017-06-30","Internet",0.75,3074.5,TRUE,TRUE
941220,"Charter",220,"2017-06-30","Internet",1,6798.38,TRUE,TRUE
941221,"OV LLC",100,"2017-06-30","Internet",1,119.95,TRUE,FALSE
941222,"Comcast",300,"2017-06-30","Internet",1,2491.29,TRUE,FALSE
941223,"Fiber Optic LLC",1200,"2017-06-30","Internet",1,3700,TRUE,FALSE
941224,"Cablevision",1000,"2018-06-30","Internet",1,2668,TRUE,FALSE
941225,"Comcast",150,"2017-06-30","Internet",1,377.75,TRUE,FALSE
941226,"Windstream",500,"2017-06-30","Internet",1,4095,TRUE,FALSE
941227,"PenTeleData Limited",100,"2017-06-30","Internet",1,1742.32,TRUE,FALSE
941228,"Cablevision",500,"2019-06-30","Internet",1,2936,TRUE,FALSE
941230,"Net Access",50,"2018-06-30","Internet",1,2612,TRUE,FALSE
941232,"Comcast",100,"2018-06-30","Internet",1,1000,TRUE,FALSE
941233,"Comcast",1000,"2018-06-30","Internet",0.5,3474.54,FALSE,FALSE
941233,"BCN Telecom, Inc.",1000,"2017-06-30","Internet",0.5,6000,FALSE,FALSE
941234,"Comcast",100,"2017-06-30","Internet",1,275,TRUE,FALSE
941235,"PenTeleData Limited",100,"2018-06-30","Internet",1,1925.26,TRUE,FALSE
941239,"Cablevision",2000,"2020-06-30","Internet",1,7920,TRUE,FALSE
941240,"Verizon",150,"2017-06-30","Internet",0.11,225.41,FALSE,FALSE
941240,"XTel Communications",1000,"2018-06-30","Internet",0.74,3640.27,TRUE,FALSE
941240,"OV LLC",200,"2017-06-30","Internet",0.15,304.86,FALSE,FALSE
941241,"PenTeleData Limited",20,"2017-06-30","Internet",1,1148.32,TRUE,FALSE
941243,"PenTeleData Limited",100,"2017-06-30","Upstream",1,310,TRUE,FALSE
941244,"Comcast",2150,"2017-06-30","Internet",1,4629.58,TRUE,FALSE
941245,"Cablevision",1100,"2017-06-30","Upstream, Internet",1,3616,TRUE,FALSE
941246,"Verizon",35,"2017-06-30","Internet",1,154.99,TRUE,FALSE
941247,"Ed Info Resource Cen",1000,"2018-06-30","Internet",1,1560,TRUE,FALSE
941249,"Block Line Systems, LLC",300,"2017-06-30","Internet",1,2225,TRUE,FALSE
941251,"Comcast",1000,"2019-06-30","Internet",1,3850.25,TRUE,FALSE
941252,"Cablevision",510,"2018-06-30","Internet",1,4169,TRUE,FALSE
941256,"XTel Communications",500,"2018-06-30","Internet",1,2500,TRUE,FALSE
941257,"Comcast",710,"2017-06-30","Internet",1,3167.02,TRUE,TRUE
941258,"PenTeleData Limited",100,"2018-06-30","Internet",1,1700,TRUE,FALSE
941259,"Cablevision",1000,"2018-06-30","Upstream",1,1957,TRUE,FALSE
941260,"XTel Communications",50,"2019-06-30","Internet",1,1365,TRUE,FALSE
941263,"XTel Communications",150,"2019-06-30","Internet",1,2766.5,TRUE,FALSE
941264,"Charter",1000,"2018-06-30","Internet",1,5975,TRUE,FALSE
941266,"Verizon",75,"2017-06-30","Internet",0.07,144.99,FALSE,FALSE
941266,"Cablevision",1000,"2017-06-30","Internet",0.93,2885.73,TRUE,FALSE
941267,"XTel Communications",100,"2017-06-30","Internet",1,2330,TRUE,FALSE
941269,"Comcast",155.52,"2017-06-30","Internet",1,3779.63,TRUE,TRUE
941271,"Ed Info Resource Cen",3500,"2017-06-30","Internet",1,6566,TRUE,TRUE
941274,"Cablevision",100,"2018-08-08","Internet",1,958,TRUE,FALSE
941276,"Net Access",50,"2018-06-30","Internet",1,2182,TRUE,FALSE
941277,"Comcast",500,"2017-06-30","Internet",1,250,TRUE,TRUE
941278,"Spectrotel",100,"2017-06-30","Internet",0.17,2929.9,FALSE,TRUE
941278,"Sunesys, LLC",500,"2020-06-30","Internet",0.83,1750,TRUE,TRUE
941279,"Comcast",880,"2017-06-30","Internet",1,3659.47,TRUE,FALSE
941281,"Net Access",35,"2017-06-30","Internet",1,1762,TRUE,FALSE
941282,"Cablevision",600,"2017-06-30","Internet",1,4532,TRUE,FALSE
941283,"Cablevision",1000,"2018-06-30","Internet",1,2950,TRUE,FALSE
941284,"XTel Communications",200,"2020-06-30","Internet",0.66,1942.5,TRUE,TRUE
941284,"National Comm",1.544,"2017-06-30","Internet",0.01,569,FALSE,TRUE
941284,"Comcast",100,"2017-06-30","Internet",0.33,253.61,FALSE,TRUE
941286,"PenTeleData Limited",100,"2018-06-30","Internet",1,1835.68,TRUE,FALSE
941287,"PenTeleData Limited",10,"2017-06-30","Internet",1,179.95,TRUE,TRUE
941288,"Cablevision",100,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE
941289,"Comcast",150,"2017-06-30","Internet",1,999.8,TRUE,FALSE
941290,"Comcast",150,"2018-06-30","Internet",1,219.9,TRUE,FALSE
941291,"OV LLC",45,"2017-06-30","Internet",0.04,174.85,FALSE,TRUE
941291,"Cablevision",1010,"2017-06-30","Internet",0.96,4076.47,TRUE,TRUE
941292,"Cablevision",100,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE
941293,"Cablevision",300,"2020-06-30","Internet",1,2462,TRUE,FALSE
941295,"Comcast",150,"2017-06-30","Internet",1,1771.63,TRUE,FALSE
941298,"Comcast",100,"2018-06-30","Internet",1,999,TRUE,FALSE
941299,"Net Access",500,"2017-06-30","Internet",1,4166,TRUE,FALSE
941300,"Business Automation",1000,"2017-06-30","Internet",1,2900,TRUE,FALSE
941302,"Comcast",1075,"2017-06-30","Internet",0.41,3829.95,FALSE,FALSE
941302,"CenturyLink",500,"2017-06-30","Internet",0.19,4900,FALSE,FALSE
941302,"XTel Communications",1000,"2019-06-30","Internet",0.38,4900,FALSE,FALSE
941302,"Verizon",75,"2017-06-30","Internet",0.03,144.99,FALSE,FALSE
941303,"Cablevision",200,"2019-06-30","Internet",1,1120,TRUE,FALSE
941304,"Comcast",1000,"2018-06-30","Internet",1,3582.25,TRUE,FALSE
941305,"Cablevision",100,"2019-06-30","Internet",1,958,TRUE,FALSE
941306,"Cablevision",2000,"2019-06-30","Internet",1,7212,TRUE,FALSE
941309,"PenTeleData Limited",1050,"2017-06-30","Upstream, Internet",1,1110,TRUE,FALSE
941311,"Cablevision",1000,"2020-06-30","Upstream",1,2060,TRUE,FALSE
941314,"Comcast",100,"2017-06-30","Internet",1,392.85,TRUE,FALSE
941315,"Comcast",150,"2017-06-30","Internet",0.07,234.85,FALSE,TRUE
941315,"Verizon",2100,"2017-06-30","Internet",0.93,1927.97,TRUE,TRUE
941316,"OV LLC",1500,"2017-06-30","Internet",1,531.33,TRUE,TRUE
941318,"Sunesys, LLC",1000,"2017-06-30","Internet",0.67,1850,TRUE,TRUE
941318,"Net Access",500,"2017-06-30","Internet",0.33,2600,FALSE,TRUE
941320,"Comcast",1000,"2018-06-30","Internet",1,3750,TRUE,FALSE
941321,"Comcast",100,"2017-06-30","Internet",1,229,TRUE,FALSE
941324,"Cablevision",300,"2018-06-30","Internet",1,2674.82,TRUE,FALSE
941325,"Verizon",40000,"2017-06-30","Internet",0.8,137252.37,TRUE,TRUE
941325,"Cablevision",10000,"2017-06-30","Internet",0.2,16490,FALSE,TRUE
941327,"Comcast",1000,"2020-06-30","Internet",1,3221,TRUE,FALSE
941329,"XTel Communications",1000,"2018-06-30","Internet",1,2900,TRUE,FALSE
941330,"Cablevision",1000,"2018-06-30","Upstream",1,1957,TRUE,TRUE
941331,"Fiber Optic LLC",155.52,"2017-06-30","Internet",1,2835,TRUE,TRUE
941332,"PenTeleData Limited",1000,"2017-06-30","Upstream",1,985,TRUE,FALSE
941333,"Cablevision",1000,"2019-06-30","Internet",1,2606,TRUE,FALSE
941335,"Net Access",1000,"2018-06-30","Internet",1,2650,TRUE,FALSE
941336,"Fusion",20,"2019-06-30","Internet",0.67,1565,TRUE,TRUE
941336,"CenturyLink",10,"2017-06-30","Internet",0.33,110.94,FALSE,TRUE
941337,"XTel Communications",1000,"2017-06-30","Internet",1,6226,TRUE,FALSE
941338,"PenTeleData Limited",50,"2017-06-30","Internet",1,179.95,TRUE,FALSE
941340,"XTel Communications",100,"2017-06-30","Internet",1,2007.38,TRUE,FALSE
941341,"Cablevision",300,"2017-06-30","Internet",1,3285.43,TRUE,FALSE
941342,"Cablevision",1000,"2017-06-30","Internet",1,5000,TRUE,TRUE
941343,"Comcast",400,"2018-06-30","Internet",1,2451.06,TRUE,FALSE
941345,"OV LLC",100,"2017-06-30","Internet",1,169,TRUE,FALSE
941346,"Comcast",100,"2017-06-30","Internet",1,1198.5,TRUE,FALSE
941347,"Comcast",100,"2017-06-30","Internet",1,409.9,TRUE,FALSE
941348,"XTel Communications",1000,"2017-06-30","Internet",0.87,4414.18,TRUE,FALSE
941348,"Verizon",150,"2017-06-30","Internet",0.13,239.99,FALSE,FALSE
941350,"Comcast",400,"2020-06-30","Internet",1,1385.64,TRUE,FALSE
941351,"Verizon",11500,"2017-06-30","Internet",0.98,12998.49,TRUE,TRUE
941351,"Comcast",216,"2017-06-30","Internet",0.02,580.64,FALSE,TRUE
941352,"Cablevision",500,"2018-05-26","Internet",1,2279.59,TRUE,FALSE
941354,"OV LLC",206,"2017-06-30","Internet",1,299.88,TRUE,FALSE
941355,"Verizon",200,"2017-06-30","Internet",0.5,12903,FALSE,FALSE
941355,"NJEdge.Net",200,"2017-06-30","Internet",0.5,4028,FALSE,FALSE
941356,"Comcast",50,"2017-06-30","Internet",0.02,234.95,FALSE,TRUE
941356,"Sunesys, LLC",1000,"2017-06-30","Internet",0.49,650,FALSE,TRUE
941356,"Ed Info Resource Cen",1000,"2017-06-30","Internet",0.49,1560,FALSE,TRUE
941358,"Comcast",100,"2018-06-30","Internet",1,998.58,TRUE,FALSE
941360,"XTel Communications",200,"2017-06-30","Internet",0.57,1499,TRUE,TRUE
941360,"Comcast",150,"2017-06-30","Internet",0.43,228.76,FALSE,TRUE
941362,"XTel Communications",1000,"2019-06-30","Internet",1,3044.5,TRUE,FALSE
941363,"Verizon",300,"2017-06-30","Internet",1,569.98,TRUE,FALSE
941364,"Comcast",1000,"2018-06-30","Internet",1,3582.25,TRUE,FALSE
941365,"Cablevision",1000,"2017-06-30","Internet",1,1992.9,TRUE,FALSE
941367,"Comcast",100,"2019-06-30","Internet",1,1950,TRUE,FALSE
941368,"NetCarrier Telecom",1000,"2017-06-30","Internet",1,6999,TRUE,FALSE
941373,"Comcast",500,"2018-06-30","Internet",1,2451.05,TRUE,FALSE
941374,"Comcast",1000,"2020-06-30","Internet",1,3220.4,TRUE,FALSE
941375,"Comcast",300,"2017-06-30","Internet",1,6051.9,TRUE,FALSE
941377,"Comcast",1000,"2018-06-30","Internet",1,3672,TRUE,FALSE
941378,"Cablevision",2000,"2019-06-30","Internet",1,7306,TRUE,TRUE
941380,"Cablevision",1000,"2018-06-30","Internet",1,3297,TRUE,TRUE
941381,"Comcast",51.48,"2017-06-30","Internet",1,925,TRUE,FALSE
941382,"Cablevision",1000,"2018-06-30","Upstream",1,2266,TRUE,FALSE
941383,"Comcast",500,"2017-06-30","Internet",1,4310.83,TRUE,FALSE
941384,"Cablevision",150,"2017-06-30","Internet",1,4884,TRUE,FALSE
941385,"Cablevision",500,"2018-06-30","Internet",1,2627,TRUE,FALSE
941386,"Comcast",600,"2017-06-30","Internet",1,2700,TRUE,FALSE
941387,"Comcast",100,"2018-06-30","Internet",1,1028.54,TRUE,FALSE
941389,"Comcast",500,"2018-06-30","Internet",1,1128,TRUE,FALSE
941390,"Comcast",150,"2017-06-30","Internet",1,534.42,TRUE,FALSE
941391,"PenTeleData Limited",1000,"2019-06-30","Internet",1,4600,TRUE,FALSE
941394,"Cablevision",500,"2019-06-30","Internet",1,2627,TRUE,FALSE
941396,"XTel Communications",400,"2019-06-30","Internet",1,2155,TRUE,FALSE
941397,"Comcast",250,"2017-06-30","Internet",1,430,TRUE,FALSE
941399,"Cablevision",1000,"2020-06-30","Internet",1,2936.5,TRUE,FALSE
941400,"Cablevision",1000,"2017-06-30","Internet",1,3405.6,TRUE,FALSE
941401,"Comcast",50,"2017-06-30","Internet",1,129.9,TRUE,FALSE
941403,"Cablevision",100,"2017-06-30","Internet",1,3168,TRUE,FALSE
941404,"Comcast",200,"2017-06-30","Internet",1,2468.33,TRUE,FALSE
941405,"Line Systems",200,"2018-06-30","Internet",1,17250,TRUE,FALSE
941406,"XTel Communications",300,"2019-06-30","Internet",1,1805,TRUE,FALSE
941407,"Verizon",150,"2017-06-30","Internet",1,495.98,TRUE,FALSE
941409,"Comcast",100,"2017-06-30","Internet",1,998.58,TRUE,FALSE
941410,"Fiber Optic LLC",200,"2018-06-30","Internet",1,2975,TRUE,FALSE
941411,"Comcast",416,"2017-06-30","Internet",0.34,1347.21,FALSE,TRUE
941411,"Verizon",300,"2017-06-30","Internet",0.25,264.99,FALSE,TRUE
941411,"XTel Communications",500,"2019-06-30","Internet",0.41,2400,FALSE,TRUE
941412,"Cablevision",300,"2017-06-30","Internet",1,2376,TRUE,FALSE
941413,"Comcast",400,"2019-06-30","Internet",1,10850,TRUE,FALSE
941414,"Windstream",1000,"2017-06-30","Internet",0.56,4070,TRUE,FALSE
941414,"Comcast",800,"2018-06-28","Internet",0.44,3202.22,FALSE,FALSE
941416,"Cablevision",1000,"2018-06-30","Upstream",1,2668,TRUE,FALSE
941417,"PenTeleData Limited",100,"2017-06-30","Upstream",1,310,TRUE,FALSE
941418,"Cablevision",2000,"2021-06-30","Internet",1,6168,TRUE,FALSE
941419,"Verizon",4.632,"2017-06-30","Internet",0.08,1988.82,FALSE,TRUE
941419,"OV LLC",50,"2017-06-30","Internet",0.92,104.9,TRUE,TRUE
941421,"Comcast",200,"2017-06-30","Internet",1,1417.34,TRUE,TRUE
941422,"Ed Info Resource Cen",1000,"2021-06-30","Internet",1,1460,TRUE,FALSE
941424,"Verizon",300,"2017-06-30","Internet",1,305.34,TRUE,FALSE
941425,"Comcast",500,"2017-06-30","Internet",1,2524.59,TRUE,TRUE
941426,"Comcast",1244,"2019-06-30","Internet",1,2500,TRUE,TRUE
941427,"Comcast",500,"2017-06-30","Internet",1,4125,TRUE,FALSE
941428,"CenturyLink",20,"2017-06-30","Internet",1,1491,TRUE,FALSE
941429,"NJEdge.Net",2000,"2017-06-30","Internet",0.98,6475,TRUE,FALSE
941429,"Verizon",50,"2017-06-30","Internet",0.02,94.99,FALSE,FALSE
941430,"Comcast",500,"2017-06-30","Internet",1,2800,TRUE,FALSE
941435,"Verizon",300,"2017-06-30","Internet",1,335,TRUE,FALSE
941437,"XTel Communications",1000,"2018-06-30","Internet",1,2910,TRUE,FALSE
941439,"Cablevision",2000,"2017-06-30","Internet",1,4564,TRUE,FALSE
941440,"Cablevision",310,"2017-06-30","Internet",1,3687,TRUE,FALSE
941441,"Cablevision",1000,"2020-06-30","Internet",1,2680,TRUE,FALSE
941442,"OV LLC",100,"2017-06-30","Internet",1,269.88,TRUE,FALSE
941443,"Comcast",100,"2019-06-30","Internet",1,999,TRUE,FALSE
941444,"Block Line Systems, LLC",100,"2020-06-30","Internet",1,3199,TRUE,FALSE
941445,"Comcast",400,"2017-06-30","Internet",1,3999.66,TRUE,FALSE
941447,"Business Automation",150,"2017-06-30","Internet",0.41,2499,FALSE,FALSE
941447,"OV LLC",216,"2017-06-30","Internet",0.59,274.36,TRUE,FALSE
941449,"Comcast",300,"2018-06-30","Internet",1,1675,TRUE,FALSE
941450,"Business Automation",300,"2017-06-30","Internet",1,300,TRUE,FALSE
941451,"OV LLC",101,"2017-06-30","Internet",1,479.9,TRUE,FALSE
941452,"Cablevision",2000,"2019-06-30","Internet",1,5770,TRUE,FALSE
941453,"OV LLC",101,"2017-06-30","Internet",1,149.94,TRUE,FALSE
941454,"Verizon",50,"2017-06-30","Internet",0.01,44.95,FALSE,FALSE
941454,"Cablevision",4000,"2019-06-30","Internet",0.99,6594,TRUE,FALSE
941455,"Comcast",50,"2017-06-30","Internet",1,227.85,TRUE,FALSE
941457,"Cablevision",1000,"2017-06-30","Upstream",1,487.08,TRUE,FALSE
941459,"Comcast",200,"2017-06-30","Internet",0.4,500,FALSE,FALSE
941459,"Verizon",300,"2017-06-30","Internet",0.6,375,TRUE,FALSE
941461,"NJEdge.Net",20000,"2019-06-30","Internet",1,11700,TRUE,FALSE
941463,"Affiniti",500,"2018-06-30","Upstream",1,2025.26,TRUE,FALSE
941465,"NetCarrier Telecom",100,"2017-06-30","Internet",1,3550,TRUE,TRUE
941466,"Sunesys, LLC",500,"2018-06-30","Internet",1,3100,TRUE,FALSE
941467,"Cablevision",2000,"2021-06-30","Internet",1,6594,TRUE,FALSE
941469,"Cablevision",50,"2017-06-30","Internet",1,1959.54,TRUE,FALSE
941470,"Comcast",200,"2017-06-30","Internet",1,3029,TRUE,FALSE
941471,"CenturyLink",100,"2017-06-30","Internet",0.1,1820,FALSE,TRUE
941471,"Comcast",800,"2018-06-30","Internet",0.8,4282.68,TRUE,TRUE
941471,"Level 3",100,"2017-06-30","Internet",0.1,1431.94,FALSE,TRUE
941475,"Comcast",1000,"2017-06-30","Internet",1,5100,TRUE,FALSE
941476,"Cablevision",500,"2019-06-30","Internet",1,2936,TRUE,FALSE
941477,"Cablevision",1000,"2019-06-30","Internet",1,3792.52,TRUE,TRUE
941478,"Comcast",200,"2017-06-30","Internet",1,1303.35,TRUE,FALSE
941479,"Cablevision",100,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE
941480,"Cablevision",100,"2019-06-30","Upstream",1,1206.29,TRUE,FALSE
941481,"Cablevision",1020,"2020-06-30","Internet",1,4316.57,TRUE,FALSE
941482,"Cablevision",1010,"2017-06-30","Internet",1,3757.06,TRUE,FALSE
941483,"Comcast",50,"2017-06-30","Internet",1,213.76,TRUE,FALSE
941484,"Comcast",300,"2018-06-30","Internet",1,1800,TRUE,FALSE
941486,"Comcast",100,"2019-06-30","Internet",1,998.58,TRUE,FALSE
941487,"OV LLC",200,"2017-06-30","Internet",0.17,399.56,FALSE,FALSE
941487,"Level 3",1000,"2017-06-30","Internet",0.83,4006.12,TRUE,FALSE
941488,"Comcast",100,"2018-06-30","Internet",0.67,998.58,TRUE,FALSE
941488,"XTel Communications",50,"2017-06-30","Internet",0.33,1450,FALSE,FALSE
941491,"PenTeleData Limited",100,"2017-06-30","Internet",1,290,TRUE,FALSE
941494,"Comcast",200,"2018-06-30","Internet",1,1420.44,TRUE,FALSE
941496,"Cablevision",100,"2019-06-30","Internet",1,958,TRUE,FALSE
941497,"Cablevision",1000,"2017-06-30","Internet",1,3400,TRUE,FALSE
941498,"Verizon",1000,"2017-06-30","Internet",1,10750,TRUE,FALSE
941499,"Affiniti",200,"2017-06-30","Internet",1,1624.14,TRUE,TRUE
941502,"XTel Communications",400,"2021-06-30","Internet",1,3389,TRUE,FALSE
941503,"Cablevision",1000,"2018-06-30","Upstream",1,2266,TRUE,FALSE
941506,"Cablevision",100,"2017-06-30","Internet",1,7212,TRUE,FALSE
941507,"Cablevision",2200,"2019-06-30","Internet",1,7212,TRUE,TRUE
941508,"Windstream",1000,"2017-06-30","Internet",1,10878,TRUE,FALSE
941510,"Cablevision",500,"2019-06-30","Internet",1,2950,TRUE,FALSE
941511,"Cablevision",100,"2018-08-01","Internet",1,958,TRUE,FALSE
941512,"NJEdge.Net",600,"2018-06-30","Upstream",1,4150,TRUE,FALSE
941513,"Verizon",100,"2017-06-30","Internet",1,2126.27,TRUE,TRUE
941514,"Cablevision",20000,"2018-06-30","Upstream",1,2266,TRUE,FALSE
941516,"Comcast",150,"2017-06-30","Internet",0.23,369.86,FALSE,FALSE
941516,"Fiber Optic LLC",500,"2017-06-30","Internet",0.77,3450,TRUE,FALSE
941518,"Comcast",1000,"2019-03-29","Internet",1,3582.25,TRUE,FALSE
941519,"Comcast",1000,"2017-06-30","Internet",1,3220.4,TRUE,FALSE
941521,"Line Systems",200,"2017-06-30","Internet",1,6149,TRUE,TRUE
941523,"Cablevision",100,"2018-06-30","Internet",1,1800,TRUE,FALSE
941524,"XTel Communications",5000,"2019-06-30","Internet",1,7738,TRUE,FALSE
941528,"PenTeleData Limited",300,"2017-06-30","Internet",1,4814.9,TRUE,FALSE
941529,"Comcast",300,"2017-06-30","Internet",1,1705,TRUE,FALSE
941530,"Comcast",500,"2017-06-30","Internet",1,2900,TRUE,FALSE
941532,"Cablevision",1000,"2017-06-30","Internet",1,3845.07,TRUE,FALSE
941534,"XTel Communications",1000,"2018-06-30","Internet",1,3097.65,TRUE,FALSE
941535,"Comcast",700,"2017-06-30","Internet",1,2978,TRUE,FALSE
941537,"Cablevision",2000,"2017-06-30","Internet",1,7933,TRUE,FALSE
941540,"XTel Communications",200,"2017-06-30","Internet",1,2689,TRUE,FALSE
941541,"PenTeleData Limited",50,"2017-06-30","Internet",1,159.95,TRUE,FALSE
941542,"Comcast",200,"2020-06-30","Internet",1,1276.4,TRUE,FALSE
941543,"Comcast",200,"2019-06-30","Internet",1,2183,TRUE,FALSE
941545,"XTel Communications",1000,"2019-06-30","Internet",1,2895,TRUE,FALSE
941547,"Comcast",1000,"2017-06-30","Upstream",0.87,1500,TRUE,FALSE
941547,"Verizon",150,"2017-06-30","Internet",0.13,275,FALSE,FALSE
941548,"Cablevision",500,"2018-06-30","Upstream",1,2198.02,TRUE,FALSE
941549,"Comcast",300,"2017-06-30","Internet",1,1665.95,TRUE,FALSE
941551,"Comcast",500,"2018-06-30","Internet",1,2451.06,TRUE,FALSE
941552,"Cablevision",500,"2018-06-30","Internet",0.83,2936,TRUE,FALSE
941552,"OV LLC",100,"2017-06-30","Internet",0.17,280,FALSE,FALSE
941553,"Cablevision",1000,"2017-06-30","Internet",1,3750,TRUE,FALSE
