"","postal_cd","district_esh_id","pct_scalable"
"1149","IA",894216,0.5
"1150","IA",894217,0.333333333333333
"1151","IA",894218,0.8
"1152","IA",894220,0.5
"1153","IA",894229,1
"1154","IA",894233,0.333333333333333
"1155","IA",894234,1
"1156","IA",894236,0.333333333333333
"1157","IA",894240,0.25
"1158","IA",894241,1
"1159","IA",894245,0.5
"1160","IA",894249,0.2
"1161","IA",894250,0.333333333333333
"1162","IA",894252,1
"1163","IA",894253,1
"1164","IA",894256,1
"1165","IA",894257,0.5
"1166","IA",894258,1
"1167","IA",894260,0.666666666666667
"1168","IA",894261,1
"1169","IA",894264,1
"1170","IA",894265,0.5
"1171","IA",894266,1
"1172","IA",894267,0.5
"1173","IA",894276,1
"1174","IA",894278,1
"1175","IA",894281,1
"1176","IA",894283,1
"1177","IA",894284,1
"1178","IA",894289,0.5
"1179","IA",894290,1
"1180","IA",894296,0.666666666666667
"1181","IA",894299,0
"1182","IA",894300,1
"1183","IA",894303,0.5
"1184","IA",894304,0.5
"1185","IA",894305,1
"1186","IA",894306,1
"1187","IA",894307,0.5
"1188","IA",894308,0.5
"1189","IA",894310,0.5
"1190","IA",894312,1
"1191","IA",894313,1
"1192","IA",894314,0.4
"1193","IA",894316,1
"1194","IA",894317,0.666666666666667
"1195","IA",894323,0.5
"1196","IA",894325,1
"1197","IA",894328,1
"1198","IA",894329,0.8
"1199","IA",894331,0.5
"1200","IA",894332,0.2
"1201","IA",894334,0.5
"1202","IA",894339,1
"1203","IA",894340,1
"1204","IA",894342,1
"1205","IA",894344,1
"1206","IA",894345,1
"1207","IA",894346,1
"1208","IA",894347,1
"1209","IA",894348,1
"1210","IA",894350,1
"1211","IA",894351,1
"1212","IA",894352,0.5
"1213","IA",894354,0.5
"1214","IA",894355,0.333333333333333
"1215","IA",894359,1
"1216","IA",894360,1
"1217","IA",894361,1
"1218","IA",894362,0.714285714285714
"1219","IA",894363,1
"1220","IA",894368,0.5
"1221","IA",894370,1
"1222","IA",894371,1
"1223","IA",894372,0.5
"1224","IA",894375,1
"1225","IA",894378,0.5
"1226","IA",894379,1
"1227","IA",894382,1
"1228","IA",894383,0.5
"1229","IA",894384,0.5
"1230","IA",894385,1
"1231","IA",894386,1
"1232","IA",894387,1
"1233","IA",894388,0.333333333333333
"1234","IA",894390,1
"1235","IA",894392,0.5
"1236","IA",894396,0
"1237","IA",894398,0.5
"1238","IA",894400,0.5
"1239","IA",894401,0.75
"1240","IA",894404,0.25
"1241","IA",894406,1
"1242","IA",894407,1
"1243","IA",894408,0.5
"1244","IA",894409,0.25
"1245","IA",894410,0.9
"1246","IA",894412,1
"1247","IA",894414,1
"1248","IA",894416,0.5
"1249","IA",894418,1
"1250","IA",894421,1
"1251","IA",894429,0.5
"1252","IA",894430,0.333333333333333
"1253","IA",894432,0
"1254","IA",894434,0.75
"1255","IA",894435,1
"1256","IA",894436,1
"1257","IA",894439,1
"1258","IA",894441,0.333333333333333
"1259","IA",894442,0.5
"1260","IA",894443,1
"1261","IA",894447,0.333333333333333
"1262","IA",894448,0.5
"1263","IA",894449,1
"1264","IA",894450,0.666666666666667
"1265","IA",894452,0.8
"1266","IA",894453,0.333333333333333
"1267","IA",894455,0.5
"1268","IA",894459,1
"1269","IA",894462,0.75
"1270","IA",894464,0.333333333333333
"1271","IA",894467,1
"1272","IA",894468,1
"1273","IA",894469,0.5
"1274","IA",894470,1
"1275","IA",894471,1
"1276","IA",894472,1
"1277","IA",894475,1
"1278","IA",894476,1
"1279","IA",894478,1
"1280","IA",894479,1
"1281","IA",894482,0.25
"1282","IA",894483,0.5
"1283","IA",894485,0
"1284","IA",894486,0.5
"1285","IA",894491,0.428571428571429
"1286","IA",894492,0.5
"1287","IA",894495,0.333333333333333
"1288","IA",894498,1
"1289","IA",894499,0.5
"1290","IA",894500,1
"1291","IA",894501,1
"1292","IA",894502,1
"1293","IA",894503,1
"1294","IA",894504,0.333333333333333
"1295","IA",894506,0.666666666666667
"1296","IA",894507,1
"1297","IA",894508,1
"1298","IA",894509,1
"1299","IA",894510,0.333333333333333
"1300","IA",894512,1
"1301","IA",894513,0.333333333333333
"1302","IA",894515,1
"1303","IA",894517,0.333333333333333
"1304","IA",894528,0.25
"1305","ID",895347,1
"1306","ID",895354,1
"1307","ID",895366,0.4
"1308","ID",895396,0
"1309","ID",895398,1
"1310","ID",895399,1
"1311","ID",895400,1
"1312","ID",895401,0.979591836734694
"1313","ID",895404,0.333333333333333
"1314","ID",895406,0.727272727272727
"1315","ID",895408,0.5
"1316","ID",895410,1
"1317","ID",895415,0.947368421052632
"1318","ID",895416,0.5
"1319","ID",895417,0.5
"1320","ID",895418,0.5
"1321","ID",895419,1
"1322","ID",895420,1
"1323","ID",895421,1
"1324","ID",895422,0.5
"1325","ID",895424,1
"1326","ID",895431,1
"1327","ID",895432,1
"1328","ID",895435,1
"1329","ID",895437,0.5
"1330","ID",895439,0.75
"1331","ID",895442,1
"1332","ID",895443,1
"1333","ID",895445,0.5
"1334","ID",895448,0.5
"1335","ID",895449,1
"1336","ID",895450,1
"1337","ID",895452,1
"1338","ID",895453,1
"1339","ID",895456,1
"1340","ID",895459,0.666666666666667
"1341","ID",895460,1
"1342","ID",895461,0.333333333333333
"1343","ID",895462,1
"1344","ID",895463,1
"1345","ID",895464,1
"1346","ID",895467,0.888888888888889
"1347","ID",895470,1
"1348","ID",895473,1
"1349","ID",895474,0.333333333333333
"1350","ID",895477,0.666666666666667
"1351","ID",895480,0.961538461538462
"1352","ID",895482,1
"1353","ID",895484,1
"1354","ID",895485,1
"1355","ID",895489,1
"1356","ID",895490,1
"1357","ID",895492,0
"1358","ID",895494,0.25
"1359","ID",895499,1
"1360","ID",895501,1
"1361","ID",895505,0.333333333333333
"1362","IL",900617,1
"1363","IL",900620,1
"1364","IL",900623,1
"1365","IL",900624,1
"1366","IL",900625,0.6
"1367","IL",900627,1
"1368","IL",900652,0
"1369","IL",900673,0
"1370","IL",900674,0.5
"1371","IL",900678,1
"1372","IL",900679,0.2
"1373","IL",900683,1
"1374","IL",900687,1
"1375","IL",900752,0.5
"1376","IL",900860,1
"1377","IL",900862,1
"1378","IL",900865,0
"1379","IL",900867,1
"1380","IL",900878,1
"1381","IL",900882,0.5
"1382","IL",900883,1
"1383","IL",900888,0
"1384","IL",900889,0.75
"1385","IL",900890,0.5
"1386","IL",900892,0
"1387","IL",900894,1
"1388","IL",900902,1
"1389","IL",900904,0.333333333333333
"1390","IL",900905,1
"1391","IL",900907,1
"1392","IL",900908,1
"1393","IL",900909,1
"1394","IL",900911,0.666666666666667
"1395","IL",900915,0.333333333333333
"1396","IL",900921,0
"1397","IL",900922,1
"1398","IL",900926,1
"1399","IL",900927,1
"1400","IL",900935,0
"1401","IL",900936,0
"1402","IL",900937,1
"1403","IL",900938,1
"1404","IL",900940,1
"1405","IL",900944,1
"1406","IL",900947,1
"1407","IL",900949,1
"1408","IL",900952,0.75
"1409","IL",900953,1
"1410","IL",900955,1
"1411","IL",900956,0.5
"1412","IL",900961,1
"1413","IL",900963,1
"1414","IL",900964,0
"1415","IL",900965,1
"1416","IL",900973,1
"1417","IL",900977,0.5
"1418","IL",900980,1
"1419","IL",900982,1
"1420","IL",900987,1
"1421","IL",900989,1
"1422","IL",900991,1
"1423","IL",900992,1
"1424","IL",900993,1
"1425","IL",900994,1
"1426","IL",901001,0.833333333333333
"1427","IL",901007,1
"1428","IL",901008,1
"1429","IL",901014,1
"1430","IL",901017,1
"1431","IL",901020,1
"1432","IL",901022,0.25
"1433","IL",901023,1
"1434","IL",901025,1
"1435","IL",901026,1
"1436","IL",901027,1
"1437","IL",901032,1
"1438","IL",901033,0
"1439","IL",901034,0
"1440","IL",901036,1
"1441","IL",901038,1
"1442","IL",901039,1
"1443","IL",901040,1
"1444","IL",901042,0.333333333333333
"1445","IL",901045,0.333333333333333
"1446","IL",901047,1
"1447","IL",901052,1
"1448","IL",901054,1
"1449","IL",901062,0
"1450","IL",901066,1
"1451","IL",901068,1
"1452","IL",901071,1
"1453","IL",901072,0.181818181818182
"1454","IL",901075,1
"1455","IL",901077,1
"1456","IL",901078,1
"1457","IL",901079,0.666666666666667
"1458","IL",901081,1
"1459","IL",901082,1
"1460","IL",901084,1
"1461","IL",901090,1
"1462","IL",901092,1
"1463","IL",901094,0.5
"1464","IL",901095,1
"1465","IL",901097,1
"1466","IL",901098,1
"1467","IL",901100,1
"1468","IL",901102,1
"1469","IL",901106,1
"1470","IL",901107,0
"1471","IL",901110,1
"1472","IL",901111,0.75
"1473","IL",901112,1
"1474","IL",901113,0
"1475","IL",901115,0.5
"1476","IL",901119,1
"1477","IL",901120,0.333333333333333
"1478","IL",901121,1
"1479","IL",901123,1
"1480","IL",901124,0
"1481","IL",901125,1
"1482","IL",901126,1
"1483","IL",901127,0.5
"1484","IL",901132,1
"1485","IL",901136,1
"1486","IL",901139,1
"1487","IL",901140,0
"1488","IL",901141,1
"1489","IL",901143,0
"1490","IL",901145,1
"1491","IL",901146,0
"1492","IL",901148,0.5
"1493","IL",901150,1
"1494","IL",901151,1
"1495","IL",901152,1
"1496","IL",901153,1
"1497","IL",901154,1
"1498","IL",901158,1
"1499","IL",901159,0
"1500","IL",901160,1
"1501","IL",901162,1
"1502","IL",901163,1
"1503","IL",901166,1
"1504","IL",901168,1
"1505","IL",901170,1
"1506","IL",901171,1
"1507","IL",901172,1
"1508","IL",901173,1
"1509","IL",901175,1
"1510","IL",901184,1
"1511","IL",901186,1
"1512","IL",901188,1
"1513","IL",901190,0.5
"1514","IL",901191,0
"1515","IL",901194,1
"1516","IL",901195,0
"1517","IL",901197,1
"1518","IL",901202,1
"1519","IL",901205,0.5
"1520","IL",901209,1
"1521","IL",901211,1
"1522","IL",901213,0.666666666666667
"1523","IL",901214,1
"1524","IL",901215,1
"1525","IL",901218,0
"1526","IL",901220,0.333333333333333
"1527","IL",901222,0.25
"1528","IL",901226,0.25
"1529","IL",901231,0.666666666666667
"1530","IL",901238,0
"1531","IL",901240,1
"1532","IL",901248,1
"1533","IL",901250,1
"1534","IL",901252,1
"1535","IL",901253,1
"1536","IL",901261,1
"1537","IL",901262,0.5
"1538","IL",901268,1
"1539","IL",901275,0
"1540","IL",901277,0.285714285714286
"1541","IL",901278,1
"1542","IL",901279,0.75
"1543","IL",901283,1
"1544","IL",901284,1
"1545","IL",901286,0
"1546","IL",901287,0.333333333333333
"1547","IL",901289,0
"1548","IL",901290,1
"1549","IL",901293,1
"1550","IL",901294,1
"1551","IL",901297,1
"1552","IL",901299,0.333333333333333
"1553","IL",901300,1
"1554","IL",901301,1
"1555","IL",901303,0
"1556","IL",901308,0
"1557","IL",901309,1
"1558","IL",901316,1
"1559","IL",901320,1
"1560","IL",901323,1
"1561","IL",901324,0.5
"1562","IL",901325,0
"1563","IL",901332,0.5
"1564","IL",901333,1
"1565","IL",901338,1
"1566","IL",901339,1
"1567","IL",901342,1
"1568","IL",901344,1
"1569","IL",901349,1
"1570","IL",901351,0.666666666666667
"1571","IL",901353,1
"1572","IL",901356,1
"1573","IL",901376,1
"1574","IL",901377,0.5
"1575","IL",901387,1
"1576","IL",901389,1
"1577","IL",901390,1
"1578","IL",901393,0.666666666666667
"1579","IL",901394,1
"1580","IL",901395,0.5
"1581","IL",901398,0.666666666666667
"1582","IL",901401,0.6
"1583","IL",901404,0
"1584","IL",901405,1
"1585","IL",901412,0.333333333333333
"1586","IL",901417,1
"1587","IL",901418,1
"1588","IL",901420,1
"1589","IL",901421,1
"1590","IL",901422,1
"1591","IL",901425,1
"1592","IL",901431,1
"1593","IL",901437,1
"1594","IL",901438,1
"1595","IL",901440,1
"1596","IL",901445,1
"1597","IL",901447,1
"1598","IL",901449,0
"1599","IL",901450,1
"1600","IL",901452,1
"1601","IL",901457,1
"1602","IL",901459,0.333333333333333
"1603","IL",901464,1
"1604","IL",901465,1
"1605","IL",901470,1
"1606","IL",901471,0.5
"1607","IL",901473,0.5
"1608","IL",901476,1
"1609","IL",901479,1
"1610","IL",901481,1
"1611","IL",901482,1
"1612","IL",901491,0.5
"1613","IL",901501,1
"1614","IL",901502,1
"1615","IL",901506,0
"1616","IL",901512,1
"1617","IL",901514,0.2
"1618","IL",901515,0.5
"1619","IL",901521,1
"1620","IL",901522,1
"1621","IL",901523,1
"1622","IL",901526,1
"1623","IL",901528,1
"1624","IL",901535,1
"1625","IL",901541,0
"1626","IL",901542,0.5
"1627","IL",901543,1
"1628","IL",901545,1
"1629","IL",901546,1
"1630","IL",901548,0
"1631","IL",901550,1
"1632","IL",901554,0
"1633","IL",901556,1
"1634","IL",901558,1
"1635","IL",901559,0.25
"1636","IL",901567,1
"1637","IL",901570,1
"1638","IL",901572,1
"1639","IL",901574,1
"1640","IL",901575,0
"1641","IL",901577,0.5
"1642","IL",901578,1
"1643","IL",901579,0.75
"1644","IL",901580,0
"1645","IL",901583,1
"1646","IL",901584,1
"1647","IL",901588,1
"1648","IL",901589,1
"1649","IL",901590,0
"1650","IL",901591,1
"1651","IL",901594,1
"1652","IL",901595,1
"1653","IL",901596,1
"1654","IL",901597,0.666666666666667
"1655","IL",901601,1
"1656","IL",901603,1
"1657","IL",901605,1
"1658","IL",901607,0
"1659","IL",901610,0
"1660","IL",901611,1
"1661","IL",901619,1
"1662","IL",901622,0.25
"1663","IL",901626,0
"1664","IL",901627,0
"1665","IL",901628,1
"1666","IL",901629,0
"1667","IL",901636,0
"1668","IL",901637,1
"1669","IL",901638,1
"1670","IL",901639,1
"1671","IL",901640,0.5
"1672","IL",901642,1
"1673","IL",901643,1
"1674","IL",901648,0
"1675","IL",901649,0.333333333333333
"1676","IL",901651,1
"1677","IL",901653,1
"1678","IL",901660,0
"1679","IL",901663,1
"1680","IL",901664,1
"1681","IL",901665,0.25
"1682","IL",901667,1
"1683","IL",901669,1
"1684","IL",901670,1
"1685","IL",901672,0.5
"1686","IL",901673,0.666666666666667
"1687","IL",901680,1
"1688","IL",901683,1
"1689","IL",901684,1
"1690","IL",901685,1
"1691","IL",901689,1
"1692","IL",901692,1
"1693","IL",901693,0
"1694","IL",901695,0.5
"1695","IL",901696,0.5
"1696","IL",901701,0.5
"1697","IL",901702,1
"1698","IL",901705,1
"1699","IL",901709,1
"1700","IL",901714,0.571428571428571
"1701","IL",901716,1
"1702","IL",901719,1
"1703","IL",901720,1
"1704","IL",901721,1
"1705","IL",901726,1
"1706","IL",901728,1
"1707","IL",901732,1
"1708","IL",901738,1
"1709","IL",901739,0.5
"1710","IL",901740,1
"1711","IL",901743,1
"1712","IL",901744,0.5
"1713","IL",901745,1
"1714","IL",901746,1
"1715","IL",901748,1
"1716","IL",901752,1
"1717","IL",901759,1
"1718","IL",901764,1
"1719","IL",901770,0.4
"1720","IL",901772,1
"1721","IL",901778,0
"1722","IL",901780,1
"1723","IL",901783,1
"1724","IL",901790,1
"1725","IL",901799,0.2
"1726","IL",901801,1
"1727","IL",901803,1
"1728","IL",901805,1
"1729","IL",901809,0
"1730","IL",901814,1
"1731","IL",901816,0.75
"1732","IL",901823,1
"1733","IL",901829,0.5
"1734","IL",901831,0.666666666666667
"1735","IL",901835,0.666666666666667
"1736","IL",901837,1
"1737","IL",901839,1
"1738","IL",901842,1
"1739","IL",901846,0.5
"1740","IL",901853,0.333333333333333
"1741","IL",901855,0
"1742","IL",901860,0.833333333333333
"1743","IL",901862,0.25
"1744","IL",901870,0.5
"1745","IL",901875,0.4
"1746","IL",901878,0
"1747","IL",901880,1
"1748","IL",901889,0
"1749","IL",901892,1
"1750","IL",901898,1
"1751","IL",901900,0.444444444444444
"1752","IL",901904,0
"1753","IL",901909,1
"1754","IL",901911,1
"1755","IN",901760,0.666666666666667
"1756","IN",901802,1
"1757","IN",901849,1
"1758","IN",901930,1
"1759","IN",901936,0.666666666666667
"1760","IN",901950,1
"1761","IN",901953,1
"1762","IN",901954,1
"1763","IN",901955,0.933333333333333
"1764","IN",901956,0.25
"1765","IN",901957,1
"1766","IN",901958,1
"1767","IN",901959,0.75
"1768","IN",901960,1
"1769","IN",901961,0.5
"1770","IN",901962,0.818181818181818
"1771","IN",901963,1
"1772","IN",901964,1
"1773","IN",901965,1
"1774","IN",901966,1
"1775","IN",901967,1
"1776","IN",901969,1
"1777","IN",901970,0.571428571428571
"1778","IN",901971,0.75
"1779","IN",901973,1
"1780","IN",901975,1
"1781","IN",901976,1
"1782","IN",901977,1
"1783","IN",901978,0.5
"1784","IN",901979,0.5
"1785","IN",901981,1
"1786","IN",901983,0.333333333333333
"1787","IN",901984,1
"1788","IN",901985,0.666666666666667
"1789","IN",901986,1
"1790","IN",901987,1
"1791","IN",901988,0.714285714285714
"1792","IN",901989,0.666666666666667
"1793","IN",901990,1
"1794","IN",901991,1
"1795","IN",901992,1
"1796","IN",901993,1
"1797","IN",901994,0.333333333333333
"1798","IN",901996,0.833333333333333
"1799","IN",902001,0.4
"1800","IN",902005,0.333333333333333
"1801","IN",902007,1
"1802","IN",902008,1
"1803","IN",902009,0.8
"1804","IN",902010,0.5
"1805","IN",902011,1
"1806","IN",902012,1
"1807","IN",902013,0.615384615384615
"1808","IN",902017,0.714285714285714
"1809","IN",902018,0.5
"1810","IN",902019,0.666666666666667
"1811","IN",902020,0.8
"1812","IN",902023,1
"1813","IN",902024,1
"1814","IN",902027,1
"1815","IN",902028,1
"1816","IN",902029,1
"1817","IN",902030,1
"1818","IN",902034,1
"1819","IN",902038,0.857142857142857
"1820","IN",902039,0.8
"1821","IN",902040,1
"1822","IN",902041,0.888888888888889
"1823","IN",902043,1
"1824","IN",902044,1
"1825","IN",902046,1
"1826","IN",902047,1
"1827","IN",902048,1
"1828","IN",902049,1
"1829","IN",902052,1
"1830","IN",902053,1
"1831","IN",902054,0.8
"1832","IN",902055,1
"1833","IN",902056,0.25
"1834","IN",902059,0.75
"1835","IN",902062,1
"1836","IN",902065,1
"1837","IN",902066,1
"1838","IN",902067,1
"1839","IN",902069,0.857142857142857
"1840","IN",902072,1
"1841","IN",902073,0.333333333333333
"1842","IN",902074,1
"1843","IN",902075,1
"1844","IN",902076,1
"1845","IN",902080,1
"1846","IN",902081,1
"1847","IN",902082,1
"1848","IN",902083,0.5
"1849","IN",902084,1
"1850","IN",902087,0.333333333333333
"1851","IN",902088,0.555555555555556
"1852","IN",902089,0.5
"1853","IN",902091,0.666666666666667
"1854","IN",902096,1
"1855","IN",902097,0.333333333333333
"1856","IN",902099,1
"1857","IN",902100,1
"1858","IN",902101,0.5
"1859","IN",902103,1
"1860","IN",902104,1
"1861","IN",902105,0.6
"1862","IN",902108,0.5
"1863","IN",902109,1
"1864","IN",902110,1
"1865","IN",902111,0.333333333333333
"1866","IN",902112,0.25
"1867","IN",902113,1
"1868","IN",902114,1
"1869","IN",902115,0.25
"1870","IN",902116,1
"1871","IN",902117,1
"1872","IN",902121,0.25
"1873","IN",902122,0.666666666666667
"1874","IN",902123,1
"1875","IN",902124,1
"1876","IN",902125,1
"1877","IN",902127,1
"1878","IN",902128,0.333333333333333
"1879","IN",902129,1
"1880","IN",902130,0.857142857142857
"1881","IN",902131,1
"1882","IN",902133,0.4
"1883","IN",902134,0.5
"1884","IN",902135,1
"1885","IN",902136,1
"1886","IN",902137,1
"1887","IN",902138,1
"1888","IN",902139,1
"1889","IN",902140,1
"1890","IN",902141,0.25
"1891","IN",902142,0.5
"1892","IN",902143,1
"1893","IN",902145,1
"1894","IN",902146,0.2
"1895","IN",902147,0.5
"1896","IN",902148,1
"1897","IN",902150,1
"1898","IN",902152,0.5
"1899","IN",902153,1
"1900","IN",902155,1
"1901","IN",902156,1
"1902","IN",902157,1
"1903","IN",902158,1
"1904","IN",902159,1
"1905","IN",902160,1
"1906","IN",902161,1
"1907","IN",902162,1
"1908","IN",902164,0.25
"1909","IN",902166,1
"1910","IN",902167,1
"1911","IN",902168,1
"1912","IN",902170,0.4
"1913","IN",902171,0.25
"1914","IN",902172,1
"1915","IN",902174,0.5
"1916","IN",902175,0.25
"1917","IN",902178,1
"1918","IN",902179,0.857142857142857
"1919","IN",902180,0.5
"1920","IN",902181,1
"1921","IN",902182,0.5
"1922","IN",902183,1
"1923","IN",902184,1
"1924","IN",902188,1
"1925","IN",902190,0.944444444444444
"1926","IN",902192,1
"1927","IN",902193,0.833333333333333
"1928","IN",902195,0.5
"1929","IN",902197,0.2
"1930","IN",902198,0.8
"1931","IN",902199,1
"1932","IN",902200,0.333333333333333
"1933","IN",902202,1
"1934","IN",902204,1
"1935","IN",902205,1
"1936","IN",902206,0.647058823529412
"1937","IN",902208,0.666666666666667
"1938","IN",902212,1
"1939","IN",902213,1
"1940","IN",902214,1
"1941","IN",902216,0.666666666666667
"1942","IN",902218,1
"1943","IN",902221,0.833333333333333
"1944","IN",902222,1
"1945","IN",902223,0.666666666666667
"1946","IN",902224,0.666666666666667
"1947","IN",902227,1
"1948","IN",902228,1
"1949","IN",902229,0.5
"1950","IN",902231,0.5
"1951","IN",902232,1
"1952","IN",902233,0.8
"1953","IN",902240,1
"1954","IN",902241,1
"1955","IN",902243,0.5
"1956","IN",902245,1
"1957","IN",902246,0.5
"1958","IN",902247,1
"1959","IN",902248,1
"1960","IN",902250,1
"1961","IN",902251,1
"1962","IN",902252,1
"1963","IN",902253,1
"1964","IN",902254,1
"1965","IN",902256,1
"1966","IN",902257,0.823529411764706
"1967","IN",902258,1
"1968","IN",902259,1
"1969","IN",902261,1
"1970","IN",902262,1
"1971","IN",902263,0.666666666666667
"1972","IN",902266,0.5
"1973","KS",903345,1
"1974","KS",903348,0.25
"1975","KS",903349,1
"1976","KS",903350,1
"1977","KS",903351,0.666666666666667
"1978","KS",903352,1
"1979","KS",903356,1
"1980","KS",903359,0.25
"1981","KS",903373,0.5
"1982","KS",903374,1
"1983","KS",903375,1
"1984","KS",903401,1
"1985","KS",903405,0.5
"1986","KS",903407,0.333333333333333
"1987","KS",903408,0.2
"1988","KS",903409,1
"1989","KS",903412,1
"1990","KS",903415,1
"1991","KS",903421,0
"1992","KS",903423,1
"1993","KS",903425,1
"1994","KS",903428,0.5
"1995","KS",903429,1
"1996","KS",903433,1
"1997","KS",903437,1
"1998","KS",903438,0.5
"1999","KS",903443,1
"2000","KS",903444,1
"2001","KS",903445,0.333333333333333
"2002","KS",903446,1
"2003","KS",903447,1
"2004","KS",903449,0.333333333333333
"2005","KS",903450,1
"2006","KS",903452,0.333333333333333
"2007","KS",903455,1
"2008","KS",903459,1
"2009","KS",903460,0.5
"2010","KS",903461,1
"2011","KS",903466,1
"2012","KS",903467,0.666666666666667
"2013","KS",903471,0.5
"2014","KS",903475,1
"2015","KS",903476,0
"2016","KS",903479,0.5
"2017","KS",903480,0.666666666666667
"2018","KS",903481,0.5
"2019","KS",903483,1
"2020","KS",903486,1
"2021","KS",903487,0.333333333333333
"2022","KS",903488,0.5
"2023","KS",903489,0.333333333333333
"2024","KS",903491,1
"2025","KS",903492,1
"2026","KS",903493,0.333333333333333
"2027","KS",903495,0.5
"2028","KS",903500,0.5
"2029","KS",903503,1
"2030","KS",903505,0.285714285714286
"2031","KS",903507,0.333333333333333
"2032","KS",903512,1
"2033","KS",903517,0.5
"2034","KS",903518,0
"2035","KS",903522,0
"2036","KS",903531,1
"2037","KS",903532,0.25
"2038","KS",903533,1
"2039","KS",903541,1
"2040","KS",903550,1
"2041","KS",903552,0.5
"2042","KS",903553,1
"2043","KS",903554,1
"2044","KS",903555,1
"2045","KS",903556,0.5
"2046","KS",903561,1
"2047","KS",903562,1
"2048","KS",903563,0.25
"2049","KS",903565,1
"2050","KS",903571,1
"2051","KS",903572,0.5
"2052","KS",903577,1
"2053","KS",903579,0
"2054","KS",903581,1
"2055","KS",903584,0.666666666666667
"2056","KS",903585,1
"2057","KS",903586,0.333333333333333
"2058","KS",903589,0
"2059","KS",903591,0.666666666666667
"2060","KS",903592,0.5
"2061","KS",903594,0.5
"2062","KS",903597,0.5
"2063","KS",903600,0.333333333333333
"2064","KS",903603,1
"2065","KS",903604,0.25
"2066","KS",903610,1
"2067","KS",903613,1
"2068","KS",903615,0.75
"2069","KS",903616,0.5
"2070","KS",903619,1
"2071","KS",903621,1
"2072","KS",903622,1
"2073","KS",903624,0.666666666666667
"2074","KS",903631,0
"2075","KS",903633,1
"2076","KS",903635,1
"2077","KS",903637,1
"2078","KS",903641,1
"2079","KS",903642,0.666666666666667
"2080","KS",903647,1
"2081","KS",903652,1
"2082","KS",903653,0.5
"2083","KS",903654,1
"2084","KS",903655,1
"2085","KS",903657,0.25
"2086","KS",903660,1
"2087","KS",903661,1
"2088","KS",903662,0.333333333333333
"2089","KS",903665,1
"2090","KS",903669,1
"2091","KS",903671,0.5
"2092","KS",903672,1
"2093","KS",903676,1
"2094","KS",903677,0.5
"2095","KS",903684,0.333333333333333
"2096","KS",903686,0.235955056179775
"2097","KS",903687,0.5
"2098","KY",904366,1
"2099","KY",904367,0.2
"2100","KY",904369,0.8
"2101","KY",904394,0.714285714285714
"2102","KY",904395,1
"2103","KY",904398,1
"2104","KY",904400,0.333333333333333
"2105","KY",904401,0.909090909090909
"2106","KY",904402,0.25
"2107","KY",904403,1
"2108","KY",904405,0.5
"2109","KY",904406,1
"2110","KY",904408,1
"2111","KY",904409,1
"2112","KY",904410,0.875
"2113","KY",904412,0.333333333333333
"2114","KY",904414,0.375
"2115","KY",904415,1
"2116","KY",904417,0.142857142857143
"2117","KY",904418,1
"2118","KY",904420,0.25
"2119","KY",904421,1
"2120","KY",904422,1
"2121","KY",904423,0.333333333333333
"2122","KY",904424,1
"2123","KY",904425,1
"2124","KY",904426,1
"2125","KY",904427,0.8
"2126","KY",904428,0.5
"2127","KY",904429,0.941176470588235
"2128","KY",904430,0.636363636363636
"2129","KY",904431,0.636363636363636
"2130","KY",904432,1
"2131","KY",904433,1
"2132","KY",904434,1
"2133","KY",904437,0.25
"2134","KY",904439,0.428571428571429
"2135","KY",904440,1
"2136","KY",904441,1
"2137","KY",904442,0.5
"2138","KY",904443,1
"2139","KY",904444,1
"2140","KY",904445,1
"2141","KY",904446,1
"2142","KY",904447,1
"2143","KY",904449,1
"2144","KY",904450,1
"2145","KY",904451,1
"2146","KY",904452,1
"2147","KY",904453,1
"2148","KY",904454,1
"2149","KY",904456,0.5
"2150","KY",904457,1
"2151","KY",904458,0.25
"2152","KY",904459,1
"2153","KY",904460,1
"2154","KY",904461,0.25
"2155","KY",904462,1
"2156","KY",904464,1
"2157","KY",904465,1
"2158","KY",904466,0.571428571428571
"2159","KY",904467,1
"2160","KY",904468,0.25
"2161","KY",904470,1
"2162","KY",904471,0.96
"2163","KY",904472,1
"2164","KY",904473,1
"2165","KY",904474,0.8
"2166","KY",904475,1
"2167","KY",904476,0.333333333333333
"2168","KY",904477,1
"2169","KY",904478,1
"2170","KY",904479,0.5
"2171","KY",904480,1
"2172","KY",904482,1
"2173","KY",904483,0.629139072847682
"2174","KY",904485,0.444444444444444
"2175","KY",904486,0.583333333333333
"2176","KY",904487,0.894736842105263
"2177","KY",904488,1
"2178","KY",904489,1
"2179","KY",904490,0.5
"2180","KY",904492,1
"2181","KY",904494,1
"2182","KY",904496,0.777777777777778
"2183","KY",904497,0.833333333333333
"2184","KY",904498,1
"2185","KY",904499,1
"2186","KY",904500,0.857142857142857
"2187","KY",904501,0.5
"2188","KY",904502,0.25
"2189","KY",904503,1
"2190","KY",904504,1
"2191","KY",904505,0.833333333333333
"2192","KY",904506,1
"2193","KY",904507,0.714285714285714
"2194","KY",904508,0.25
"2195","KY",904509,0.333333333333333
"2196","KY",904510,1
"2197","KY",904511,1
"2198","KY",904512,1
"2199","KY",904513,0.555555555555556
"2200","KY",904515,1
"2201","KY",904516,0.5
"2202","KY",904517,1
"2203","KY",904518,0.8
