recipient_id,recipient_name,postal_cd,line_item_id,consortium_shared,shared_service,quantity_of_lines_received_by_district,bandwidth_in_mbps,connect_type,connect_category,purpose,wan,line_item_district_monthly_cost,line_item_total_monthly_cost,cat.1_allocations_to_district,line_item_total_num_lines,line_item_total_cost,line_item_recurring_elig_cost,line_item_one-time_cost,orig_r_months_of_service,applicant_id,applicant_name,isp_conditions_met,internet_conditions_met,ia_conditions_met,wan_conditions_met,upstream_conditions_met,broadband,service_provider_name,exclude,open_flags,dqs_excluded,district_monthly_ia_cost_per_mbps,district_total_ia_rounded_to_nearest_mbps,ia_bandwidth_per_student,num_students,num_students_and_staff,num_schools,latitude,longitude,locale,district_size,exclude_from_analysis,consortium_member,recipient_districts,recipient_postal_cd,dirty_status,reporting_name
881951,GADSDEN CITY,AL,309345,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Transport,Y,780.5,780.5,1,1,9366,780.5,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,funded,FALSE,8.240833333,800,148.2,5398,5808,16,34.01387,-86.018011,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881951,GADSDEN CITY,AL,309346,FALSE,District-dedicated,1,50,Lit Fiber Service,Fiber,Transport,Y,875.13,875.13,1,1,10501.56,875.13,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,funded,FALSE,8.240833333,800,148.2,5398,5808,16,34.01387,-86.018011,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881951,GADSDEN CITY,AL,309347,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Transport,Y,780.5,780.5,1,1,9366,780.5,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,funded,FALSE,8.240833333,800,148.2,5398,5808,16,34.01387,-86.018011,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881951,GADSDEN CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,31.40446723,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,8.240833333,800,148.2,5398,5808,16,34.01387,-86.018011,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881952,BERGMAN SCHOOL DISTRICT,AR,332821,FALSE,District-dedicated,1,45,DS-3 (T-3),Copper,Transport,Y,145.8,145.8,1,1,1749.6,145.8,0,12,881952,BERGMAN PUBLIC SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Windstream Communications, LLC",FALSE,"possible_neca, funded, entities_to_lines, cost_per_qty",FALSE,6,500,458.72,1090,1252,3,36.313659,-93.014638,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Winstream
881952,BERGMAN SCHOOL DISTRICT,AR,332822,FALSE,District-dedicated,1,500,Lit Fiber Service,Fiber,Internet,N,3000,3000,1,1,36000,3000,0,12,881952,BERGMAN PUBLIC SCHOOL DIST,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Windstream Communications, LLC",FALSE,"possible_neca, previously_assumed_fiber, funded, likely_fiber",FALSE,6,500,458.72,1090,1252,3,36.313659,-93.014638,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Winstream
881952,BERGMAN SCHOOL DISTRICT,AR,332825,FALSE,District-dedicated,1,10000,Dark Fiber Service,Fiber,Transport,Y,2125,2125,1,1,25500,0,25500,12,881952,BERGMAN PUBLIC SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Windstream Communications, LLC",FALSE,"possible_neca, funded, cost_per_qty",FALSE,6,500,458.72,1090,1252,3,36.313659,-93.014638,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Winstream
881954,GENEVA CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,7.446779928,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,7.459166667,400,312.5,1280,1380,3,31.042566,-85.879307,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881954,GENEVA CITY,AL,330040,FALSE,District-dedicated,1,400,Lit Fiber Service,Fiber,Transport,N,2983.52,2983.52,1,1,35802.24,2983.52,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, upstream_circuit, likely_fiber",FALSE,7.459166667,400,312.5,1280,1380,3,31.042566,-85.879307,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881955,BERRYVILLE SCHOOL DISTRICT,AR,257043,FALSE,District-dedicated,1,1000,Lit Fiber Service,Fiber,Internet,N,4560,4560,1,1,54720,4560,0,12,881955,BERRYVILLE PUBLIC SCHOOL DIST,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Cox Arkansas Telecom, LLC",FALSE,"funded, previously_assumed_fiber, likely_fiber",FALSE,4.56,1000,506.59,1974,2405,4,36.375009,-93.582165,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Cox
881957,CRIPPLE CREEK-VICTOR SCHOOL DISTRICT NO. RE-1,CO,217590,FALSE,District-dedicated,1,70,Lit Fiber Service,Fiber,Internet,N,1800,1800,1,1,21600,1800,0,12,881957,CRIPPLE CREEK-VICTOR SCHS RE 1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Eschelon Telecom of Colorado, Inc.",FALSE,funded,FALSE,25.71416667,70,208.33,336,420,2,38.750443,-105.184062,Rural,Small,FALSE,FALSE,n/a,n/a,include clean,Eschelon
881958,GENEVA COUNTY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,15.84186074,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,7.8625,400,146.9,2723,2913,9,31.04045,-85.865451,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881958,GENEVA COUNTY,AL,330057,FALSE,District-dedicated,1,50,Lit Fiber Service,Fiber,Transport,Y,4740.78,4740.78,1,1,56889.36,4740.78,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, cost_per_qty",FALSE,7.8625,400,146.9,2723,2913,9,31.04045,-85.865451,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881959,BISMARCK SCHOOL DISTRICT,AR,333156,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Internet,N,529.15,529.15,1,1,6349.8,529.15,0,12,881959,BISMARCK SCHOOL DISTRICT,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Central Arkansas Telephone Co-Operative, Inc.",FALSE,"funded, possible_neca, neca",FALSE,5.291666667,100,96.81,1033,1191,3,34.314436,-93.175914,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Central Arkansas
881961,CROWLEY COUNTY SCHOOL DISTRICT NO. RE-1-J,CO,85488,FALSE,District-dedicated,1,0.768,Digital Subscriber Line (DSL),Cable / DSL,Internet,N,59.95,59.95,1,1,719.4,59.95,0,12,881961,CROWLEY CO SCHOOL DIST RE 1 J,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"CenturyLink CenturyTel of Eagle, Inc.",FALSE,"funded, possible_neca, flipped_speed",FALSE,15.14416667,31,68.99,446,511,3,38.226833,-103.756652,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,CenturyLink
881962,GREENE COUNTY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,7.155890087,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,7.6125,250,203.25,1230,1325,6,32.841077,-87.889179,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881966,GUNTERSVILLE CITY,AL,309516,FALSE,District-dedicated,1,500,Lit Fiber Service,Fiber,Transport,N,1218.21,1218.21,1,1,14618.52,1218.21,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, upstream_circuit, likely_fiber",FALSE,2.436666667,500,253.29,1974,2122,4,34.357166,-86.296162,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881966,GUNTERSVILLE CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,11.48433092,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,2.436666667,500,253.29,1974,2122,4,34.357166,-86.296162,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881966,GUNTERSVILLE CITY,AL,332070,FALSE,District-dedicated,4,1000,Lit Fiber Service,Fiber,Transport,Y,3200,4000,4,5,48000,4000,0,12,881966,GUNTERSVILLE CITY SCH DISTRICT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Charter Fiberlink - Alabama, LLC",FALSE,funded,FALSE,2.436666667,500,253.29,1974,2122,4,34.357166,-86.296162,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Charter
881966,GUNTERSVILLE CITY,AL,332071,FALSE,District-dedicated,1,5000,Lit Fiber Service,Fiber,Transport,Y,2625,2625,1,1,31500,2625,0,12,881966,GUNTERSVILLE CITY SCH DISTRICT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Charter Fiberlink - Alabama, LLC",FALSE,funded,FALSE,2.436666667,500,253.29,1974,2122,4,34.357166,-86.296162,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,Charter
881969,DEER TRAIL SCHOOL DISTRICT NO. 26J,CO,217596,FALSE,District-dedicated,1,1000,Lit Fiber Service,Fiber,Transport,Y,1693.06,22009.78,1,13,264117.36,22009.78,0,12,881543,EAST CENTRAL BOCES,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Affiniti, LLC",FALSE,funded,FALSE,8.361666667,9,54.3,165,198,2,39.61151,-104.043021,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,Affiniti
881969,DEER TRAIL SCHOOL DISTRICT NO. 26J,CO,217602,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Internet,N,81.41176471,1384,1,17,16608,1384,0,12,881543,EAST CENTRAL BOCES,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Affiniti, LLC",TRUE,"funded, not_ia, cost_per_qty",FALSE,8.361666667,9,54.3,165,198,2,39.61151,-104.043021,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,Affiniti
881969,DEER TRAIL SCHOOL DISTRICT NO. 26J,CO,217611,FALSE,District-dedicated,1,3.84,Digital Subscriber Line (DSL),Cable / DSL,Internet,N,29.95,29.95,1,1,359.4,29.95,0,,881969,DEER TRAIL SCHOOL DISTRICT 26,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Bijou Telephone Co-op Association,FALSE,"possible_neca, neca",FALSE,8.361666667,9,54.3,165,198,2,39.61151,-104.043021,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,Bijou Tele Co-Op
881971,HALE COUNTY,AL,329429,FALSE,District-dedicated,5,1000,Lit Fiber Service,Fiber,Transport,Y,8925.85,10711.02,5,6,128532.24,10711.02,0,12,881971,HALE COUNTY SCHOOL DISTRICT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Charter Fiberlink - Alabama, LLC",FALSE,"funded, entities_to_lines",FALSE,5.306666667,400,143.68,2784,2975,8,32.707314,-87.593792,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Charter
881971,HALE COUNTY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,16.19674634,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,5.306666667,400,143.68,2784,2975,8,32.707314,-87.593792,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881972,LEAD HILL SCHOOL DISTRICT,AR,332920,FALSE,District-dedicated,1,50,OC-N,Fiber,Internet,N,420,420,1,1,5040,420,0,12,881972,LEAD HILL PUBLIC SCHOOL DIST 4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Northern Arkansas Telephone Company, Inc.",FALSE,"funded, possible_neca, neca, cost_per_qty",FALSE,8.4,50,138.5,361,419,2,36.404905,-92.90887,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Northern Arkansas
881976,HALEYVILLE CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,9.756445266,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,6.906666667,400,238.52,1677,1804,4,34.226369,-87.616199,Rural,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881977,BOONEVILLE SCHOOL DISTRICT,AR,82030,FALSE,District-dedicated,1,250,OC-N,Fiber,Internet,N,4636,4636,1,1,55632,4636,0,12,881977,BOONEVILLE PUBLIC SCHOOL DISTRICT,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,CenturyLink CenturyTel of Russellville,FALSE,"funded, possible_neca",FALSE,18.54416667,250,189.25,1321,1539,3,35.144675,-93.926283,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,CenturyLink
881981,HARTSELLE CITY,AL,309446,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Transport,Y,779.02,779.02,1,1,9348.24,779.02,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,funded,FALSE,5.2225,800,257.82,3103,3341,6,34.44704,-86.931451,Suburban,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881981,HARTSELLE CITY,AL,309449,FALSE,District-dedicated,1,200,Lit Fiber Service,Fiber,Transport,Y,1905.41,1905.41,1,1,22864.92,1905.41,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, likely_fiber",FALSE,5.2225,800,257.82,3103,3341,6,34.44704,-86.931451,Suburban,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881981,HARTSELLE CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,18.05262353,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,5.2225,800,257.82,3103,3341,6,34.44704,-86.931451,Suburban,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881983,BRADFORD SCHOOL DISTRICT,AR,170669,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Internet,N,1375,1375,1,1,16500,1375,0,12,881983,BRADFORD PUBLIC SCHOOL DIST,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"CenturyLink CenturyTel Solutions, LLC",FALSE,"funded, possible_neca",FALSE,16.21666667,200,436.68,458,543,2,35.42562,-91.460284,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,CenturyLink
881986,HENRY COUNTY,AL,329741,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Transport,Y,2139.46,2139.46,1,1,25673.52,2139.46,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, previously_assumed_fiber",FALSE,13.79,200,75.44,2651,2823,8,31.567406,-85.251948,Rural,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Computer Sciences
881986,HENRY COUNTY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,15.42297937,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,13.79,200,75.44,2651,2823,8,31.567406,-85.251948,Rural,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Computer Sciences
881986,HENRY COUNTY,AL,330138,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Transport,Y,4772.85,4772.85,1,1,57274.2,4772.85,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_fiber, outliers, cost_per_qty",FALSE,13.79,200,75.44,2651,2823,8,31.567406,-85.251948,Rural,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Computer Sciences
881986,HENRY COUNTY,AL,330139,FALSE,District-dedicated,1,20,Lit Fiber Service,Fiber,Transport,Y,670.35,670.35,1,1,8044.2,670.35,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"flipped_speed, previously_assumed_fiber",FALSE,13.79,200,75.44,2651,2823,8,31.567406,-85.251948,Rural,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Computer Sciences
881986,HENRY COUNTY,AL,330140,FALSE,District-dedicated,1,200,Lit Fiber Service,Fiber,Transport,N,2758.01,2758.01,1,1,33096.12,2758.01,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, upstream_circuit, entities_to_lines, likely_fiber",FALSE,13.79,200,75.44,2651,2823,8,31.567406,-85.251948,Rural,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Computer Sciences
881991,HOMEWOOD CITY,AL,309124,FALSE,District-dedicated,1,800,Lit Fiber Service,Fiber,Transport,N,2003.85,2003.85,1,1,24046.2,2003.85,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, upstream_circuit, entities_to_lines, likely_fiber",FALSE,2.505,800,218.7,3658,4014,5,33.478987,-86.786557,Suburban,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881991,HOMEWOOD CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,21.28150076,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,2.505,800,218.7,3658,4014,5,33.478987,-86.786557,Suburban,Small,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881992,BRINKLEY SCHOOL DISTRICT,AR,335292,TRUE,Shared IA,Shared Circuit,10000,Lit Fiber Service,Fiber,Internet,N,349.255155,17081,1,1,204972,17081,0,12,881564,GREAT RIVERS ED COOPERATIVE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Windstream Communications, LLC",TRUE,"funded, possible_neca, consortium_shared",FALSE,,,Insufficient data,591,701,2,34.876987,-91.196118,Small Town,Small,TRUE,TRUE,n/a,n/a,exclude dirty,Winstream
881995,HOUSTON COUNTY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,37.28044202,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,4.386666667,800,124.84,6408,6826,11,31.22099,-85.396681,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
881995,HOUSTON COUNTY,AL,330042,FALSE,District-dedicated,1,800,Lit Fiber Service,Fiber,Transport,N,3509.46,3509.46,1,1,42113.52,3509.46,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, upstream_circuit, entities_to_lines, likely_fiber",FALSE,4.386666667,800,124.84,6408,6826,11,31.22099,-85.396681,Rural,Medium,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,329943,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,132.3374242,4247.62,4,4,50971.44,4247.62,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,TRUE,"funded, previously_assumed_wan, backbone, consortium_shared_manual, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,330077,FALSE,District-dedicated,1,2000,Lit Fiber Service,Fiber,Transport,N,3665.79,3665.79,1,1,43989.48,3665.79,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Computer Sciences Corporation,FALSE,"funded, entities_to_lines, upstream_circuit, likely_fiber",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,330141,FALSE,District-dedicated,1,400,Lit Fiber Service,Fiber,Transport,Y,288.51,288.51,1,1,3462.12,288.51,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, likely_fiber, cost_per_qty",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,330142,FALSE,District-dedicated,1,400,Lit Fiber Service,Fiber,Transport,Y,1206.19,1206.19,1,1,14474.28,1206.19,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, likely_fiber",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,330143,FALSE,District-dedicated,1,400,Lit Fiber Service,Fiber,Transport,Y,1206.19,1206.19,1,1,14474.28,1206.19,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, likely_fiber",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,330144,FALSE,District-dedicated,1,500,Lit Fiber Service,Fiber,Transport,Y,1206.19,1206.19,1,1,14474.28,1206.19,0,12,1005870,ALABAMA SUPERCOMPUTER AUTHORITY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Computer Sciences Corporation,FALSE,"funded, likely_fiber",FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,Computer Sciences
882000,HUNTSVILLE CITY,AL,331691,FALSE,District-dedicated,8,100,Lit Fiber Service,Fiber,Transport,Y,12792,14391,8,9,172692,14391,0,12,882000,HUNTSVILLE CITY SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Teklinks, Inc",FALSE,funded,FALSE,1.104166667,4500,197.83,22747,24393,50,34.734537,-86.577391,Urban,Large,FALSE,TRUE,n/a,n/a,include clean,"Teklinks, Inc"
882007,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,CO,208275,FALSE,District-dedicated,35,100,Dark Fiber Service,Fiber,Transport,Y,2868.01375,3277.73,35,40,39332.76,3277.73,0,12,882007,DENVER SCHOOL DISTRICT 1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Comcast Business Communications,FALSE,cost_per_qty,FALSE,3.991666667,3200,47.92,66783,77257,137,39.73082,-104.983171,Urban,Mega,TRUE,TRUE,n/a,n/a,exclude dirty,Comcast
882007,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,CO,208278,FALSE,District-dedicated,88,200,Lit Fiber Service,Fiber,Transport,Y,83490,99618.75,88,105,1195425,99618.75,0,12,882007,DENVER SCHOOL DISTRICT 1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CenturyLink Qwest Corporation,FALSE,"possible_neca, likely_fiber",FALSE,3.991666667,3200,47.92,66783,77257,137,39.73082,-104.983171,Urban,Mega,TRUE,TRUE,n/a,n/a,exclude dirty,CenturyLink
