recipient_id,recipient_name,postal_cd,line_item_id,consortium_shared,shared_service,quantity_of_lines_received_by_district,bandwidth_in_mbps,connect_type,connect_category,purpose,wan,line_item_district_monthly_cost,line_item_total_monthly_cost,cat.1_allocations_to_district,line_item_total_num_lines,line_item_total_cost,line_item_recurring_elig_cost,line_item_one-time_cost,orig_r_months_of_service,applicant_id,applicant_name,isp_conditions_met,internet_conditions_met,ia_conditions_met,wan_conditions_met,upstream_conditions_met,broadband,service_provider_name,exclude,open_flags,dqs_excluded,district_monthly_ia_cost_per_mbps,district_total_ia_rounded_to_nearest_mbps,ia_bandwidth_per_student,num_students,num_students_and_staff,num_schools,latitude,longitude,locale,district_size,exclude_from_analysis,consortium_member,recipient_districts,recipient_postal_cd,dirty_status,reporting_name
882518,ALAMEDA CITY UNF,CA,339123,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,569.4084787,296216.0767,46,46,3554592.92,272193.38,288272.36,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Pacific Bell Telephone Company,TRUE,"funded, possible_neca, backbone, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,AT&T
882518,ALAMEDA CITY UNF,CA,339133,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,22.67614326,11556.82,3,3,138681.84,11556.82,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CITIZENS TELECOMM CO OF CA,TRUE,"funded, possible_neca, backbone, consortium_shared, entities_to_lines, likely_fiber, likely_wan_qty",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,Citizens Tel
882518,ALAMEDA CITY UNF,CA,340658,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,9.834313305,5025.613333,1,1,60307.36,4942.28,1000,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Pacific Bell Telephone Company,TRUE,"funded, possible_neca, backbone, consortium_shared, entities_to_lines, likely_fiber",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,AT&T
882518,ALAMEDA CITY UNF,CA,342637,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,53.75342541,27417,3,3,329004,27417,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,California Broadband Cooperative Inc,TRUE,"funded, backbone, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared, cost_per_qty",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,CA Broadband Coop
882518,ALAMEDA CITY UNF,CA,342665,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,12.22560581,6230,1,1,74760,6105,1500,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Plumas Sierra Telecommunications,TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber, cost_per_qty",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,Plumas Sierra
882518,ALAMEDA CITY UNF,CA,342685,TRUE,Backbone,Shared Circuit,100000,Dark Fiber Service,Fiber,Transport,Y,8.314399267,4237.5,2,2,50850,2775,17550,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Wilshire Connection, LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, cost_per_qty",FALSE,4.355833333,1000,107.15,9333,10242,17,37.78214,-122.270091,Suburban,Large,FALSE,TRUE,n/a,n/a,include clean,Wilshire Connection
882519,PUEBLO COUNTY SCHOOL DISTRICT 70,CO,354653,FALSE,District-dedicated,1,30,Lit Fiber Service,Fiber,Transport,Y,1200,1200,1,1,14400,1200,0,12,882519,PUEBLO RURAL SCHOOL DIST 70,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,The Rye Telephone Company,FALSE,"funded, possible_neca, neca, entities_to_lines",FALSE,13.53333333,30,3.69,8132,9070,22,38.282925,-104.581259,Suburban,Large,TRUE,TRUE,n/a,n/a,exclude dirty,Rye Tele Co
882519,PUEBLO COUNTY SCHOOL DISTRICT 70,CO,354657,FALSE,District-dedicated,19,1000,Dark Fiber Service,Fiber,Transport,Y,20805,20805,19,19,249660,20805,0,12,882519,PUEBLO RURAL SCHOOL DIST 70,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"SECOM,Inc",FALSE,"funded, previously_assumed_wan, likely_wan_qty",FALSE,13.53333333,30,3.69,8132,9070,22,38.282925,-104.581259,Suburban,Large,TRUE,TRUE,n/a,n/a,exclude dirty,"SECOM,Inc"
882521,MAYNARD SCHOOL DISTRICT,AR,333614,FALSE,District-dedicated,2,100,Standalone Internet Access,Other / Uncategorized,Internet,N,2659,2659,2,2,31908,2659,0,12,882521,MAYNARD PUBLIC SCHOOL DISTRICT,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,CenturyLink CenturyTel of Russellville,TRUE,"funded, possible_neca, unknown_conn_type, bundled_services",FALSE,,,Insufficient data,441,532,2,36.418558,-90.898483,Rural,Small,TRUE,TRUE,n/a,n/a,exclude dirty,CenturyLink
882522,RANGELY SCHOOL DISTRICT RE4,CO,136869,FALSE,District-dedicated,1,150,Lit Fiber Service,Fiber,Internet,N,1158.5,1158.5,1,1,13902,1158.5,0,12,882522,RANGELY SCHOOL DISTRICT R E 4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,EAGLE-Net Alliance,FALSE,"funded, cost_per_qty",FALSE,7.723333333,150,301.81,497,561,2,40.087565,-108.808025,Rural,Small,FALSE,FALSE,n/a,n/a,include clean,EAGLE-Net Alliance
882523,ALBANY CITY UNF,CA,83955,TRUE,Backbone,Shared Circuit,45,DS-3 (T-3),Copper,Transport,Y,22.07208237,27611.2,3,3,331334.4,27611.2,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,AT&T Corp.,TRUE,"funded, backbone, entities_to_lines, cost_per_qty, consortium_shared, likely_wan_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,AT&T
882523,ALBANY CITY UNF,CA,233802,FALSE,District-dedicated,3,1000,Lit Fiber Service,Fiber,Transport,Y,1566.855,3133.71,3,6,37604.52,3133.71,0,12,882523,ALBANY UNIFIED SCH DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Comcast Phone, LLC",FALSE,"funded, previously_assumed_wan, previously_assumed_fiber, entities_to_lines, likely_wan, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Comcast
882523,ALBANY CITY UNF,CA,233999,FALSE,District-dedicated,5,10000,Lit Fiber Service,Fiber,Transport,Y,4936.22,4936.22,5,5,59234.64,4936.22,0,12,882523,ALBANY UNIFIED SCH DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Sunesys, LLC",FALSE,"funded, previously_assumed_fiber, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,"Sunesys, LLC"
882523,ALBANY CITY UNF,CA,257279,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,3.473090027,4344,1,1,52128,4344,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Time Warner Cable Information Services (California), LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Time Warner Cable
882523,ALBANY CITY UNF,CA,257282,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,3.379762725,4227.27,1,1,50727.24,4227.27,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Time Warner Cable Information Services (California), LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Time Warner Cable
882523,ALBANY CITY UNF,CA,310838,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,2.24864096,2818.22,1,1,33818.64,2818.22,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Comcast Business Communications,TRUE,"funded, previously_assumed_fiber, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Comcast
882523,ALBANY CITY UNF,CA,310847,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,22.05174884,27637.44,4,4,331649.28,27637.44,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Comcast Business Communications,TRUE,"funded, backbone, consortium_shared, entities_to_lines, likely_fiber, likely_wan_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Comcast
882523,ALBANY CITY UNF,CA,339103,TRUE,Backbone,Shared Circuit,100,Lit Fiber Service,Fiber,Transport,Y,4.233128013,5294.506667,1,1,63534.08,5002.84,3500,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cal-Ore Telephone Co.,TRUE,"funded, possible_neca, neca, backbone, consortium_shared, entities_to_lines, cost_per_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Cal-Ore
882523,ALBANY CITY UNF,CA,339106,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,2.897808138,3624.38,1,1,43492.56,3624.38,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CITIZENS TELECOMM CO OF CA,TRUE,"funded, possible_neca, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Citizens Tel
882523,ALBANY CITY UNF,CA,339108,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,1.201496857,1502.75,1,1,18033,1502.75,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Time Warner Cable Information Services (California), LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Time Warner Cable
882523,ALBANY CITY UNF,CA,339122,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,5.163103004,6456.89,1,1,77482.68,6456.89,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"TW Telecom Holdings, Inc.",TRUE,"funded, backbone, entities_to_lines, consortium_shared",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,TW Telecom Holdings
882523,ALBANY CITY UNF,CA,339123,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,232.0219056,296216.0767,46,46,3554592.92,272193.38,288272.36,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Pacific Bell Telephone Company,TRUE,"funded, possible_neca, backbone, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,AT&T
882523,ALBANY CITY UNF,CA,339133,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,9.240048519,11556.82,3,3,138681.84,11556.82,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CITIZENS TELECOMM CO OF CA,TRUE,"funded, possible_neca, backbone, consortium_shared, entities_to_lines, likely_fiber, likely_wan_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Citizens Tel
882523,ALBANY CITY UNF,CA,340658,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,4.007274563,5025.613333,1,1,60307.36,4942.28,1000,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Pacific Bell Telephone Company,TRUE,"funded, possible_neca, backbone, consortium_shared, entities_to_lines, likely_fiber",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,AT&T
882523,ALBANY CITY UNF,CA,342637,TRUE,Backbone,Shared Circuit,10000,Lit Fiber Service,Fiber,Transport,Y,21.90338335,27417,3,3,329004,27417,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,California Broadband Cooperative Inc,TRUE,"funded, backbone, entities_to_lines, likely_fiber, likely_wan_qty, consortium_shared, cost_per_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,CA Broadband Coop
882523,ALBANY CITY UNF,CA,342665,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,4.981675655,6230,1,1,74760,6105,1500,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Plumas Sierra Telecommunications,TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber, cost_per_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Plumas Sierra
882523,ALBANY CITY UNF,CA,342685,TRUE,Backbone,Shared Circuit,100000,Dark Fiber Service,Fiber,Transport,Y,3.387941756,4237.5,2,2,50850,2775,17550,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Wilshire Connection, LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, cost_per_qty",FALSE,,,Insufficient data,3803,4298,7,37.884359,-122.298709,Suburban,Medium,TRUE,TRUE,n/a,n/a,exclude dirty,Wilshire Connection
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328890,FALSE,District-dedicated,1,300,"E.g., Microwave Service",Fixed Wireless,Internet,N,1372500,1372500,1,1,16470000,1372500,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, cost_per_qty, likely_fiber, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328894,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328898,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328900,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328901,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328904,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328905,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328906,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328908,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328911,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328915,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328917,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,328918,FALSE,District-dedicated,1,15,"E.g., Microwave Service",Fixed Wireless,Transport,Y,66900,66900,1,1,802800,66900,0,12,882526,LOWER KUSKOKWIM SCHOOL DIST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GCI Communication Corp,FALSE,"funded, likely_ia",FALSE,4575,300,78.08,3842,4490,27,60.802584,-161.770398,Rural,Large,FALSE,FALSE,n/a,n/a,include clean,GCI Comm
882528,"RIDGWAY, SCHOOL DISTRICT NO. R-2,  OF  THE COUNTY OF OURAY A",CO,272347,FALSE,District-dedicated,1,100,Lit Fiber Service,Fiber,Internet,N,985,985,1,1,11820,985,0,12,882528,RIDGWAY SCHOOL DISTRICT R 2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,EAGLE-Net Alliance,FALSE,funded,FALSE,9.85,100,311.53,321,380,3,38.15404,-107.765931,Rural,Small,FALSE,FALSE,n/a,n/a,include clean,EAGLE-Net Alliance
882529,MCGEHEE SCHOOL DISTRICT,AR,82449,FALSE,District-dedicated,1,1000,Lit Fiber Service,Fiber,Transport,Y,1950,1950,1,1,23400,1950,0,12,882529,MCGEHEE PUBLIC SCHOOL DISTRICT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Nexus Systems, Inc.",FALSE,funded,FALSE,14.75,200,173.76,1151,1371,2,33.627862,-91.399264,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,"Nexus Systems, Inc."
882529,MCGEHEE SCHOOL DISTRICT,AR,82450,FALSE,District-dedicated,1,200,"E.g., Microwave Service",Fixed Wireless,Internet,N,2950,2950,1,1,35400,2950,0,12,882529,MCGEHEE PUBLIC SCHOOL DISTRICT,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Nexus Systems, Inc.",FALSE,funded,FALSE,14.75,200,173.76,1151,1371,2,33.627862,-91.399264,Small Town,Small,FALSE,TRUE,n/a,n/a,include clean,"Nexus Systems, Inc."
882531,GARFIELD SCHOOL DISTRICT NO. RE-2,CO,234182,FALSE,District-dedicated,1,500,Lit Fiber Service,Fiber,Internet,N,6412.75,6412.75,1,1,76953,6412.75,0,12,882531,GARFIELD SCHOOL DISTRICT R E 2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"CenturyLink Qwest Communications Company, LLC",FALSE,"funded, possible_neca, previously_assumed_fiber, likely_fiber",FALSE,12.82583333,500,109.75,4556,5200,10,39.536906,-107.780973,Small Town,Medium,FALSE,FALSE,n/a,n/a,include clean,CenturyLink
882531,GARFIELD SCHOOL DISTRICT NO. RE-2,CO,234190,FALSE,District-dedicated,10,100,Lit Fiber Service,Fiber,Transport,Y,15829.24545,17412.17,10,11,208946.04,17412.17,0,12,882531,GARFIELD SCHOOL DISTRICT R E 2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,CenturyLink Qwest Corporation,FALSE,"funded, possible_neca",FALSE,12.82583333,500,109.75,4556,5200,10,39.536906,-107.780973,Small Town,Medium,FALSE,FALSE,n/a,n/a,include clean,CenturyLink
882532,ALEXANDER VALLEY UNION ELEM,CA,83955,TRUE,Backbone,Shared Circuit,45,DS-3 (T-3),Copper,Transport,Y,0.661640124,27611.2,3,3,331334.4,27611.2,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,AT&T Corp.,TRUE,"funded, backbone, entities_to_lines, cost_per_qty, consortium_shared, likely_wan_qty",FALSE,7.555,100,877.19,114,129,1,38.6552,-122.793361,Rural,Tiny,FALSE,TRUE,n/a,n/a,include clean,AT&T
882532,ALEXANDER VALLEY UNION ELEM,CA,216730,TRUE,Shared IA,Shared Circuit,10,Lit Fiber Service,Fiber,Internet,N,2.809107079,1039,1,1,12468,1039,0,12,1027971,SONOMA CO OFFICE OF EDUCATION,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,AT&T Corp.,TRUE,"funded, consortium_shared",FALSE,7.555,100,877.19,114,129,1,38.6552,-122.793361,Rural,Tiny,FALSE,TRUE,n/a,n/a,include clean,AT&T
882532,ALEXANDER VALLEY UNION ELEM,CA,257279,TRUE,Backbone,Shared Circuit,1000,Lit Fiber Service,Fiber,Transport,Y,0.104110508,4344,1,1,52128,4344,0,12,1031023,CENIC-CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Time Warner Cable Information Services (California), LLC",TRUE,"funded, backbone, entities_to_lines, consortium_shared, likely_fiber",FALSE,7.555,100,877.19,114,129,1,38.6552,-122.793361,Rural,Tiny,FALSE,TRUE,n/a,n/a,include clean,Time Warner Cable
