esh_id,id,MEMBER,TOTET
901560,31083,742,742
901676,31465,742,742
,9978,742,742
,17973,742,742
975536,93634,742,742
,10459,742,742
946867,64396,742,742
929564,66188,742,742
929576,66386,742,742
888980,20015,742,742
950206,71287,742,742
,3957,742,742
888987,20867,742,742
952158,73808,742,742
953763,75832,742,742
,1820,741,741
889027,22685,741,741
,85,741,741
915457,41290,741,741
889029,22930,741,741
,7815,741,741
962315,79541,741,741
967100,80732,741,741
889032,23575,741,741
889036,23779,741,741
967201,82008,741,741
967224,82174,741,741
969044,83665,741,741
,101396,741,741
911361,43718,741,741
969208,84517,741,741
889881,24576,741,741
969357,86045,741,741
969425,86506,741,741
969538,87310,741,741
969612,87927,741,741
919877,46266,741,741
969840,89254,741,741
969860,89428,741,741
969974,90095,741,741
983283,97313,741,741
922538,48257,741,741
890024,26463,741,741
922687,48960,741,741
,14904,741,741
,15218,741,741
924228,51667,741,741
,15537,741,741
924562,53039,741,741
,53520,741,741
901466,30694,741,741
941272,57415,741,741
901628,31277,741,741
941580,58539,741,741
942810,59318,741,741
,3797,741,741
,61060,741,741
902093,33029,741,741
946522,63041,741,741
929340,64856,741,741
,6922,741,741
929563,66163,741,741
929605,67031,741,741
929622,67412,741,741
933719,67827,741,741
983051,95768,741,741
949945,70552,741,741
975592,94209,741,741
909707,38565,741,741
,12088,741,741
889005,21911,741,741
,12432,741,741
,639,740,740
,12567,740,740
915459,41364,740,740
915459,41374,740,740
962267,79040,740,740
915466,41797,740,740
889031,23391,740,740
967164,81403,740,740
,42644,740,740
967164,81431,740,740
983242,97007,740,740
969115,84016,740,740
969255,85127,740,740
889883,24636,740,740
889890,24850,740,740
,13657,740,740
969491,86937,740,740
969504,87133,740,740
969541,87351,740,740
969585,87707,740,740
889918,25316,740,740
969875,89580,740,740
983154,96406,740,740
970041,90458,740,740
889945,25895,740,740
970144,91009,740,740
972200,91859,740,740
,8601,740,740
975536,93656,740,740
922766,49447,740,740
,9114,740,740
924562,53038,740,740
,4424,740,740
941151,57005,740,740
941203,57205,740,740
,31376,740,740
941697,58921,740,740
,32484,740,740
,6703,740,740
,3827,740,740
,10597,740,740
,18856,740,740
,18864,740,740
894507,35335,740,740
903475,35709,740,740
983822,97950,740,740
,7153,740,740
949738,69815,740,740
949838,70158,740,740
,11704,740,740
904513,37895,740,740
951435,72610,740,740
909758,39493,740,740
953702,75550,740,740
953758,75813,740,740
,7574,740,740
917411,39906,740,740
,396,739,739
915447,40941,739,739
975656,94953,739,739
962274,79121,739,739
962300,79360,739,739
889029,23058,739,739
983807,97773,739,739
967164,81388,739,739
911150,42724,739,739
969000,83277,739,739
969005,83346,739,739
889859,24371,739,739
969276,85279,739,739
975536,93691,739,739
969425,86504,739,739
919762,45731,739,739
,4217,739,739
969945,89871,739,739
919977,46767,739,739
970054,90642,739,739
889976,26122,739,739
983242,97014,739,739
972214,92160,739,739
889994,26310,739,739
984893,100784,739,739
975517,93343,739,739
975525,93471,739,739
926653,50547,739,739
,15217,739,739
,9032,739,739
,5935,739,739
901002,28541,739,739
901027,28785,739,739
983004,95481,739,739
901027,29146,739,739
936141,54997,739,739
,6306,739,739
,16863,739,739
,9709,739,739
941740,59079,739,739
,6523,739,739
,17582,739,739
946643,63501,739,739
929546,65738,739,739
,3406,739,739
929582,66598,739,739
886872,19469,739,739
903541,35969,739,739
983830,98003,739,739
888980,20122,739,739
888980,20159,739,739
,11537,739,739
,7235,739,739
,11734,739,739
950392,71758,739,739
951204,72110,739,739
983133,96306,739,739
975620,94448,739,739
951681,73235,739,739
,3462,739,739
889003,21575,739,739
975646,94783,739,739
953797,75952,739,739
889011,22155,739,739
,2171,738,738
917602,40408,738,738
954018,77034,738,738
,12536,738,738
954089,77496,738,738
962255,78871,738,738
984137,99956,738,738
967224,82170,738,738
968974,83026,738,738
968989,83239,738,738
,3556,738,738
,13646,738,738
969569,87595,738,738
919749,45653,738,738
919803,45964,738,738
,5601,738,738
975536,93652,738,738
893740,26602,738,738
,14616,738,738
,14635,738,738
983270,97249,738,738
924109,51310,738,738
900994,28508,738,738
924561,53014,738,738
,4445,738,738
,9414,738,738
,3118,738,738
,9418,738,738
901549,31009,738,738
941547,58452,738,738
941566,58504,738,738
941619,58631,738,738
901848,31902,738,738
,10146,738,738
,6646,738,738
902206,33629,738,738
946588,63298,738,738
946630,63457,738,738
902257,33903,738,738
946700,63733,738,738
975625,94540,738,738
,4878,738,738
894340,34757,738,738
929538,65580,738,738
929587,66734,738,738
,11354,738,738
949631,69149,738,738
888980,20095,738,738
888984,20448,738,738
,11759,738,738
972218,92222,738,738
951476,72669,738,738
952251,74216,738,738
,12394,738,738
,12423,738,738
953966,76669,738,738
,942,737,737
915443,40421,737,737
,954,737,737
,12469,737,737
889018,22357,737,737
954018,77091,737,737
954050,77364,737,737
959617,78257,737,737
915454,41122,737,737
889029,22923,737,737
962302,79404,737,737
967160,81252,737,737
967194,81911,737,737
969118,84045,737,737
984043,99601,737,737
969356,85908,737,737
889888,24754,737,737
969453,86635,737,737
,8241,737,737
969491,86927,737,737
969592,87746,737,737
919961,46697,737,737
919994,46845,737,737
970234,91474,737,737
984853,100562,737,737
922526,48204,737,737
922596,48559,737,737
890024,26464,737,737
975517,93378,737,737
975565,93974,737,737
922749,49288,737,737
922755,49399,737,737
922810,49774,737,737
926590,50045,737,737
,15169,737,737
,5999,737,737
,16224,737,737
890025,26482,737,737
943383,55599,737,737
943394,55810,737,737
943404,55944,737,737
941255,57375,737,737
941697,58910,737,737
,6491,737,737
942810,59310,737,737
901953,32150,737,737
970234,91449,737,737
902038,32641,737,737
902193,33572,737,737
946551,63167,737,737
946563,63209,737,737
946604,63353,737,737
946886,64476,737,737
894360,34824,737,737
929600,66901,737,737
888979,19906,737,737
950398,71784,737,737
904573,38304,737,737
951589,73018,737,737
,11971,737,737
,12056,737,737
953647,75267,737,737
953756,75796,737,737
,845,736,736
889017,22325,736,736
954017,76885,736,736
915444,40481,736,736
954068,77435,736,736
983199,96673,736,736
954128,77641,736,736
915460,41658,736,736
,12892,736,736
889032,23450,736,736
911071,42413,736,736
967164,81377,736,736
969171,84296,736,736
969255,85131,736,736
969258,85146,736,736
889888,24732,736,736
969367,86130,736,736
969491,86795,736,736
969522,87222,736,736
969564,87580,736,736
969612,87914,736,736
889908,25234,736,736
969652,88145,736,736
969673,88328,736,736
889922,25432,736,736
889931,25587,736,736
889944,25893,736,736
972094,91543,736,736
983838,98027,736,736
889993,26245,736,736
,5693,736,736
975517,93362,736,736
922638,48729,736,736
922734,49217,736,736
893740,26772,736,736
922761,49427,736,736
922766,49445,736,736
926686,50693,736,736
,15124,736,736
,9093,736,736
,60589,736,736
922513,48127,736,736
,6715,736,736
,10429,736,736
902208,33640,736,736
946785,64071,736,736
975625,94500,736,736
,10680,736,736
929576,66487,736,736
886853,19286,736,736
,3906,736,736
888977,19826,736,736
949593,68852,736,736
,11356,736,736
,3933,736,736
904426,36991,736,736
950018,70751,736,736
904483,37515,736,736
888987,20727,736,736
,11744,736,736
951223,72162,736,736
904538,38074,736,736
888991,21195,736,736
,101362,736,736
909763,39641,736,736
953730,75658,736,736
889012,22208,736,736
,1015,735,735
889018,22392,735,735
,1137,735,735
954025,77224,735,735
984043,99580,735,735
,5292,735,735
915460,41693,735,735
889031,23368,735,735
911043,42274,735,735
911047,42290,735,735
984041,99440,735,735
983049,95746,735,735
967191,81841,735,735
970014,90350,735,735
911218,43037,735,735
968982,83157,735,735
969011,83496,735,735
969011,83510,735,735
975536,93568,735,735
911307,43448,735,735
,13348,735,735
919490,44292,735,735
969606,87855,735,735
969672,88300,735,735
969721,88609,735,735
969792,88895,735,735
920039,47152,735,735
984210,100211,735,735
922567,48385,735,735
890010,26385,735,735
,8624,735,735
,9077,735,735
983109,96172,735,735
901027,29034,735,735
935908,54243,735,735
,9381,735,735
901401,30533,735,735
,9849,735,735
901981,32293,735,735
,3840,735,735
984004,99296,735,735
,10521,735,735
,6796,735,735
946773,63975,735,735
,19012,735,735
929576,66464,735,735
929612,67134,735,735
949844,70193,735,735
888985,20487,735,735
904487,37661,735,735
,7324,735,735
909712,38670,735,735
909720,38828,735,735
909733,39085,735,735
889004,21606,735,735
953629,75195,735,735
889007,21948,735,735
889010,22034,735,735
,12483,734,734
,12492,734,734
954064,77404,734,734
889028,22861,734,734
889029,22902,734,734
,7888,734,734
889032,23477,734,734
968977,83099,734,734
968984,83205,734,734
911275,43282,734,734
969044,83662,734,734
969083,83849,734,734
969357,85954,734,734
919624,44853,734,734
969657,88216,734,734
969672,88305,734,734
969925,89749,734,734
889931,25659,734,734
983814,97880,734,734
969959,89991,734,734
969992,90237,734,734
970041,90499,734,734
970046,90521,734,734
972208,91979,734,734
890002,26350,734,734
,14891,734,734
926592,50070,734,734
983822,97936,734,734
926698,50791,734,734
,5866,734,734
,15425,734,734
983822,97932,734,734
901027,28932,734,734
,9443,734,734
,9475,734,734
943404,55925,734,734
,3726,734,734
,56485,734,734
941661,58780,734,734
942810,59192,734,734
942810,59228,734,734
901956,32171,734,734
,61184,734,734
,61371,734,734
,61502,734,734
983745,98509,734,734
902158,33372,734,734
946614,63381,734,734
,3838,734,734
946640,63483,734,734
,6836,734,734
929520,65258,734,734
888985,20543,734,734
952160,73853,734,734
,7472,734,734
889003,21569,734,734
983987,99212,734,734
889004,21651,734,734
953775,75891,734,734
953893,76362,734,734
953947,76563,734,734
915446,40785,733,733
,7762,733,733
915457,41299,733,733
962259,78890,733,733
962300,79352,733,733
962323,79665,733,733
,7836,733,733
915468,41857,733,733
967164,81411,733,733
968680,82275,733,733
911230,43099,733,733
,13207,733,733
,101602,733,733
969064,83765,733,733
969180,84353,733,733
,8566,733,733
,3547,733,733
969230,84721,733,733
969357,85959,733,733
969362,86076,733,733
,13583,733,733
969491,86775,733,733
889895,24954,733,733
969491,86943,733,733
969504,87104,733,733
889922,25414,733,733
975635,94678,733,733
969925,89778,733,733
970000,90281,733,733
889955,25939,733,733
972094,91551,733,733
972094,91584,733,733
,92566,733,733
,8613,733,733
975510,93288,733,733
,8775,733,733
,16225,733,733
943383,55456,733,733
,16594,733,733
975604,94308,733,733
941199,57162,733,733
941206,57220,733,733
941255,57374,733,733
941310,57518,733,733
941629,58661,733,733
970234,91465,733,733
,17809,733,733
,6619,733,733
,17981,733,733
946197,61946,733,733
946650,63535,733,733
,18694,733,733
946886,64474,733,733
929599,66862,733,733
888978,19873,733,733
983048,95710,733,733
,7318,733,733
951348,72429,733,733
952352,74850,733,733
909751,39425,733,733
,12392,733,733
,1130,732,732
889018,22393,732,732
,1288,732,732
954100,77538,732,732
889027,22703,732,732
962268,79054,732,732
,2747,732,732
915460,41660,732,732
911023,42097,732,732
911186,42929,732,732
969011,83465,732,732
969052,83696,732,732
911307,43447,732,732
969139,84179,732,732
,13371,732,732
969247,84944,732,732
969376,86186,732,732
,3564,732,732
969491,86791,732,732
969491,86862,732,732
969612,87926,732,732
969694,88419,732,732
969717,88539,732,732
975581,94081,732,732
969857,89384,732,732
969937,89845,732,732
919977,46775,732,732
,14171,732,732
893740,26698,732,732
983827,97981,732,732
922784,49621,732,732
,3629,732,732
,15141,732,732
924405,52343,732,732
,6449,732,732
942810,59233,732,732
942928,59788,732,732
901955,32158,732,732
982985,95367,732,732
902197,33582,732,732
946596,63323,732,732
,18970,732,732
929557,66107,732,732
929563,66151,732,732
949571,68563,732,732
,3176,732,732
,7183,732,732
904421,36959,732,732
950209,71297,732,732
950381,71729,732,732
951092,71897,732,732
904547,38143,732,732
951499,72719,732,732
909737,39161,732,732
917385,39870,732,732
953821,76043,732,732
,2037,731,731
953990,76752,731,731
954106,77563,731,731
954204,77960,731,731
,78017,731,731
,12628,731,731
915454,41146,731,731
915457,41289,731,731
889028,22866,731,731
915459,41418,731,731
911006,42012,731,731
,7886,731,731
982984,95357,731,731
967191,81852,731,731
967194,81891,731,731
889860,24381,731,731
969215,84666,731,731
889917,25297,731,731
919804,45987,731,731
889926,25515,731,731
969925,89768,731,731
,8445,731,731
970051,90586,731,731
972167,91765,731,731
972244,92524,731,731
922783,49534,731,731
895466,27408,731,731
,8953,731,731
924377,52250,731,731
924560,52977,731,731
924561,53008,731,731
,60422,731,731
,61129,731,731
983262,97219,731,731
,3854,731,731
886862,19387,731,731
,3421,731,731
903608,36298,731,731
888980,20108,731,731
,5011,731,731
949742,69840,731,731
904483,37542,731,731
951277,72273,731,731
952250,74203,731,731
952315,74676,731,731
953806,75990,731,731
,12429,731,731
915445,40623,730,730
,7701,730,730
962237,78693,730,730
889029,23079,730,730
965992,80258,730,730
967048,80399,730,730
967158,81242,730,730
967164,81418,730,730
,13121,730,730
,13195,730,730
969139,84176,730,730
969180,84334,730,730
969215,84642,730,730
889861,24385,730,730
969509,87151,730,730
969569,87609,730,730
889919,25332,730,730
970203,91288,730,730
983765,97533,730,730
972244,92561,730,730
895399,26946,730,730
,8979,730,730
,15746,730,730
975656,94898,730,730
,3312,730,730
,3693,730,730
984061,99700,730,730
936141,55063,730,730
943383,55582,730,730
943404,55979,730,730
,16574,730,730
901281,30229,730,730
,56106,730,730
901488,30762,730,730
,58767,730,730
,9984,730,730
942959,59949,730,730
902158,33379,730,730
,3148,730,730
946513,63006,730,730
975583,94124,730,730
929553,65958,730,730
929555,66056,730,730
929599,66864,730,730
929614,67150,730,730
,4965,730,730
,11329,730,730
949631,69152,730,730
949806,70079,730,730
904483,37624,730,730
983139,96327,730,730
983252,97110,730,730
,12052,730,730
952253,74231,730,730
889004,21628,730,730
952304,74494,730,730
,4022,730,730
889011,22047,730,730
953979,76717,730,730
,831,729,729
915446,40820,729,729
,1580,729,729
983120,96242,729,729
959595,78146,729,729
,7755,729,729
962268,79052,729,729
962297,79329,729,729
915460,41651,729,729
911096,42510,729,729
967224,82199,729,729
889044,23993,729,729
,337,729,729
969181,84382,729,729
969247,84964,729,729
,8126,729,729
969350,85804,729,729
889890,24831,729,729
,13659,729,729
919704,45375,729,729
969504,87115,729,729
969796,88969,729,729
983814,97877,729,729
969587,87715,729,729
969645,88122,729,729
889922,25486,729,729
889926,25529,729,729
889951,25920,729,729
970157,91069,729,729
975517,93345,729,729
983283,97314,729,729
922633,48702,729,729
895443,27227,729,729
,8964,729,729
943383,55529,729,729
,17092,729,729
941657,58746,729,729
901821,31831,729,729
,3359,729,729
902047,32696,729,729
,6663,729,729
946590,63310,729,729
902255,33877,729,729
,18525,729,729
946860,64361,729,729
946887,64489,729,729
929340,64842,729,729
929340,64845,729,729
929524,65383,729,729
929539,65622,729,729
929553,65934,729,729
929576,66423,729,729
929576,66444,729,729
929576,66521,729,729
929582,66592,729,729
929598,66849,729,729
903608,36281,729,729
949722,69731,729,729
888980,20153,729,729
904475,37406,729,729
,11852,729,729
,11898,729,729
,11903,729,729
951617,73085,729,729
888991,21240,729,729
,2739,729,729
952291,74441,729,729
952356,74870,729,729
909760,39527,729,729
,12414,729,729
,1050,728,728
917573,40311,728,728
954018,77069,728,728
954030,77256,728,728
954043,77322,728,728
,5269,728,728
889029,22976,728,728
967160,81248,728,728
,7938,728,728
,13147,728,728
889810,24138,728,728
969083,83852,728,728
889857,24339,728,728
969257,85141,728,728
889879,24560,728,728
,8156,728,728
969380,86295,728,728
889890,24837,728,728
969491,86960,728,728
969509,87148,728,728
969522,87227,728,728
919804,45978,728,728
969840,89266,728,728
969856,89364,728,728
970133,90919,728,728
889959,25966,728,728
,5640,728,728
970209,91322,728,728
972200,91854,728,728
922513,48111,728,728
922531,48223,728,728
922713,49097,728,728
922766,49443,728,728
895409,27040,728,728
926610,50153,728,728
926634,50387,728,728
924473,52623,728,728
,15577,728,728
901122,29745,728,728
,16367,728,728
975623,94465,728,728
937660,56424,728,728
941523,58363,728,728
901747,31673,728,728
,6590,728,728
902012,32420,728,728
902146,33298,728,728
946357,62531,728,728
,3876,728,728
929621,67394,728,728
888974,19772,728,728
969600,87819,728,728
984212,100226,728,728
975656,94963,728,728
888987,20914,728,728
889004,21609,728,728
889011,22074,728,728
954030,77255,727,727
954055,77380,727,727
889021,22493,727,727
915457,41261,727,727
962303,79426,727,727
,7816,727,727
,7885,727,727
967087,80644,727,727
967180,81748,727,727
967216,82110,727,727
889044,24023,727,727
,101674,727,727
889881,24579,727,727
919686,45267,727,727
969792,88932,727,727
969840,89234,727,727
983733,98451,727,727
919984,46815,727,727
,8452,727,727
970041,90501,727,727
972148,91716,727,727
972167,91747,727,727
922594,48539,727,727
975536,93527,727,727
,8704,727,727
926627,50286,727,727
,15090,727,727
924473,52620,727,727
,3668,727,727
,4412,727,727
,16222,727,727
,16226,727,727
,16230,727,727
943383,55375,727,727
943383,55495,727,727
,56027,727,727
941542,58441,727,727
941553,58467,727,727
941713,58984,727,727
,60310,727,727
946272,62244,727,727
,10476,727,727
,18422,727,727
946773,63973,727,727
,10649,727,727
946903,64546,727,727
894328,34711,727,727
929535,65546,727,727
929536,65565,727,727
894450,35121,727,727
,10952,727,727
929615,67304,727,727
983120,96241,727,727
,68606,727,727
949591,68757,727,727
,7140,727,727
983762,97508,727,727
888980,20082,727,727
904429,37028,727,727
,7234,727,727
904483,37620,727,727
951574,72893,727,727
909656,38477,727,727
889003,21570,727,727
909758,39489,727,727
909760,39533,727,727
,655,726,726
915450,41032,726,726
915455,41170,726,726
962300,79351,726,726
889031,23321,726,726
911275,43283,726,726
969011,83508,726,726
,102553,726,726
970181,91208,726,726
,13490,726,726
969315,85667,726,726
,8189,726,726
969843,89285,726,726
889928,25549,726,726
969843,89303,726,726
889930,25573,726,726
969945,89882,726,726
889940,25832,726,726
889950,25916,726,726
972244,92543,726,726
890009,26378,726,726
922589,48487,726,726
922590,48508,726,726
975518,93401,726,726
975536,93647,726,726
922674,48842,726,726
893740,26676,726,726
926575,50007,726,726
924436,52460,726,726
,3117,726,726
901233,30080,726,726
943404,55883,726,726
,4516,726,726
941106,56845,726,726
,9667,726,726
,6317,726,726
901488,30774,726,726
941365,57729,726,726
945865,60020,726,726
,60593,726,726
902036,32592,726,726
,60965,726,726
902121,33192,726,726
902256,33887,726,726
,18692,726,726
946840,64286,726,726
929340,64916,726,726
929521,65291,726,726
,10988,726,726
,3895,726,726
929612,67109,726,726
886871,19462,726,726
,7097,726,726
949638,69192,726,726
949726,69759,726,726
949907,70391,726,726
949943,70545,726,726
904525,37972,726,726
952317,74698,726,726
953840,76124,726,726
,12369,726,726
953886,76324,726,726
954144,77689,725,725
889027,22610,725,725
915449,40990,725,725
915457,41240,725,725
915457,41279,725,725
,3509,725,725
,12915,725,725
967162,81256,725,725
889033,23620,725,725
969522,87235,725,725
967202,82025,725,725
,53,725,725
969145,84209,725,725
889858,24346,725,725
,8121,725,725
889876,24524,725,725
,13478,725,725
969312,85573,725,725
969354,85820,725,725
889890,24782,725,725
969404,86373,725,725
919700,45310,725,725
969527,87271,725,725
969546,87425,725,725
969612,87899,725,725
983911,98862,725,725
969857,89390,725,725
969955,89930,725,725
919994,46847,725,725
969984,90219,725,725
920041,47175,725,725
972242,92484,725,725
975525,93472,725,725
922784,49613,725,725
,14927,725,725
,8876,725,725
,8892,725,725
,15172,725,725
,9042,725,725
924630,53312,725,725
,53482,725,725
901072,29481,725,725
,4497,725,725
,56001,725,725
901295,30274,725,725
941118,56890,725,725
,17165,725,725
,6448,725,725
983100,96139,725,725
942918,59709,725,725
,10191,725,725
902066,32820,725,725
902082,32987,725,725
946236,62082,725,725
946296,62324,725,725
946727,63830,725,725
,4848,725,725
946805,64169,725,725
,10818,725,725
894490,35267,725,725
929615,67310,725,725
903586,36199,725,725
888980,20193,725,725
949861,70244,725,725
888987,20638,725,725
888987,20685,725,725
904528,37988,725,725
909712,38684,725,725
889000,21501,725,725
889004,21818,725,725
917478,40045,725,725
915444,40454,724,724
954063,77397,724,724
889029,22899,724,724
962274,79076,724,724
,12830,724,724
911016,42067,724,724
967116,80916,724,724
967173,81570,724,724
,13119,724,724
911267,43248,724,724
,11,724,724
,181,724,724
,13270,724,724
,641,724,724
,13305,724,724
919439,44138,724,724
969212,84581,724,724
889865,24446,724,724
889890,24846,724,724
889908,25219,724,724
889923,25501,724,724
969801,89090,724,724
889933,25723,724,724
970054,90629,724,724
972167,91774,724,724
983042,95660,724,724
889981,26188,724,724
890012,26403,724,724
975536,93523,724,724
,3275,724,724
,8824,724,724
926627,50274,724,724
,14946,724,724
970137,90954,724,724
926692,50744,724,724
900919,28228,724,724
,5932,724,724
924644,53360,724,724
901027,28985,724,724
,3741,724,724
941454,58040,724,724
982974,95301,724,724
,58516,724,724
901646,31386,724,724
942866,59390,724,724
,3360,724,724
,61450,724,724
946258,62189,724,724
,6725,724,724
946392,62626,724,724
902245,33770,724,724
929553,65956,724,724
,7017,724,724
903424,35549,724,724
949832,70138,724,724
949839,70178,724,724
984292,100498,724,724
888982,20403,724,724
888983,20430,724,724
904474,37399,724,724
,7272,724,724
,11743,724,724
969982,90200,724,724
909760,39554,724,724
953758,75814,724,724
,1178,723,723
954066,77423,723,723
962235,78653,723,723
983788,97649,723,723
984292,100499,723,723
915460,41692,723,723
969005,83321,723,723
,13341,723,723
889876,24529,723,723
969276,85268,723,723
969293,85352,723,723
,8160,723,723
969357,86051,723,723
889888,24746,723,723
969367,86140,723,723
,13678,723,723
969509,87162,723,723
969564,87538,723,723
969637,88083,723,723
969776,88846,723,723
969801,88991,723,723
969801,89038,723,723
969857,89394,723,723
969925,89747,723,723
984907,100887,723,723
970158,91087,723,723
922594,48535,723,723
922766,49446,723,723
922809,49757,723,723
926627,50284,723,723
,3281,723,723
,5858,723,723
924143,51402,723,723
,4453,723,723
943383,55357,723,723
943383,55538,723,723
919768,45763,723,723
,9795,723,723
942827,59350,723,723
901976,32279,723,723
,60624,723,723
,33323,723,723
983941,98987,723,723
929546,65789,723,723
929576,66404,723,723
929610,67084,723,723
886862,19385,723,723
929619,67376,723,723
903478,35731,723,723
,11334,723,723
949588,68689,723,723
888980,20044,723,723
888980,20164,723,723
904407,36848,723,723
888984,20442,723,723
904542,38107,723,723
952109,73654,723,723
909733,39102,723,723
953725,75631,723,723
,1024,722,722
,78234,722,722
,1249,722,722
889027,22699,722,722
915467,41834,722,722
965986,80203,722,722
967164,81426,722,722
968974,82984,722,722
,101789,722,722
969101,83901,722,722
889861,24386,722,722
919678,45236,722,722
969585,87706,722,722
889918,25313,722,722
969801,89006,722,722
889940,25864,722,722
970203,91295,722,722
,14326,722,722
984043,99508,722,722
922580,48422,722,722
975498,93171,722,722
975625,94479,722,722
984151,100024,722,722
926683,50679,722,722
,5843,722,722
983741,98481,722,722
901027,29184,722,722
901233,30081,722,722
,16542,722,722
941252,57363,722,722
,17084,722,722
,9875,722,722
975646,94813,722,722
942809,59157,722,722
901976,32271,722,722
,18153,722,722
,4791,722,722
,6717,722,722
946604,63358,722,722
,18535,722,722
946727,63826,722,722
946957,64732,722,722
,10749,722,722
929528,65442,722,722
929546,65730,722,722
929553,66008,722,722
929576,66362,722,722
983155,96421,722,722
929602,66958,722,722
929612,67118,722,722
975625,94497,722,722
929615,67199,722,722
933662,67694,722,722
949708,69584,722,722
888982,20394,722,722
950047,70830,722,722
888985,20520,722,722
951738,73352,722,722
909723,38893,722,722
952195,73974,722,722
953619,75159,722,722
909763,39646,722,722
917411,39903,722,722
953825,76051,722,722
889011,22069,722,722
,76490,722,722
,1069,721,721
917575,40321,721,721
984865,100667,721,721
954166,77779,721,721
,4055,721,721
915454,41100,721,721
889032,23558,721,721
967191,81838,721,721
911169,42873,721,721
975647,94819,721,721
969247,85074,721,721
,8220,721,721
969428,86539,721,721
975655,94888,721,721
969522,87252,721,721
969546,87419,721,721
969600,87807,721,721
969792,88930,721,721
969857,89392,721,721
889944,25890,721,721
889922,25462,721,721
983807,97792,721,721
922695,49014,721,721
926628,50291,721,721
,9265,721,721
,9312,721,721
943383,55420,721,721
937517,56094,721,721
972200,91878,721,721
,58172,721,721
,4650,721,721
941690,58883,721,721
941733,59067,721,721
901953,32146,721,721
901976,32278,721,721
,60517,721,721
902013,32435,721,721
,60676,721,721
,17824,721,721
902032,32547,721,721
,18667,721,721
946832,64254,721,721
,4873,721,721
929548,65841,721,721
929576,66377,721,721
903359,35412,721,721
888975,19812,721,721
,11352,721,721
888980,20107,721,721
949738,69814,721,721
888987,20636,721,721
951145,71991,721,721
888987,20861,721,721
909712,38663,721,721
952158,73791,721,721
909733,39081,721,721
909761,39596,721,721
,12358,721,721
953875,76270,721,721
983812,97859,721,721
,1526,720,720
954215,78009,720,720
962251,78845,720,720
915460,41656,720,720
967110,80810,720,720
969522,87224,720,720
,5355,720,720
967160,81254,720,720
967196,81914,720,720
968979,83134,720,720
969247,84945,720,720
969357,85960,720,720
969357,85978,720,720
969380,86291,720,720
969491,86829,720,720
889896,24973,720,720
969562,87510,720,720
969569,87636,720,720
969637,88080,720,720
889931,25644,720,720
970120,90869,720,720
972094,91561,720,720
972145,91690,720,720
972200,91850,720,720
889994,26298,720,720
972244,92534,720,720
975485,93060,720,720
,14498,720,720
893740,26778,720,720
,5903,720,720
889893,24934,720,720
,53791,720,720
901121,29731,720,720
,9435,720,720
,3252,720,720
901239,30098,720,720
941127,56920,720,720
901523,30915,720,720
901537,30970,720,720
901662,31427,720,720
901936,32106,720,720
902028,32511,720,720
946194,61941,720,720
946203,61963,720,720
946562,63207,720,720
946700,63734,720,720
,18929,720,720
929530,65484,720,720
894500,35301,720,720
929601,66936,720,720
949593,68900,720,720
949693,69471,720,720
888980,20080,720,720
950206,71288,720,720
904483,37513,720,720
951347,72421,720,720
904549,38156,720,720
,7460,720,720
952168,73878,720,720
909759,39516,720,720
953690,75452,720,720
953857,76203,720,720
915444,40453,719,719
954018,77059,719,719
954056,77384,719,719
,12612,719,719
983230,96936,719,719
889027,22804,719,719
962242,78781,719,719
889030,23265,719,719
911259,43199,719,719
969005,83344,719,719
911276,43288,719,719
,8025,719,719
,951,719,719
969263,85221,719,719
,8141,719,719
969306,85473,719,719
969315,85669,719,719
970054,90625,719,719
969442,86574,719,719
889908,25220,719,719
969657,88179,719,719
969792,88911,719,719
919903,46378,719,719
,14154,719,719
889940,25853,719,719
975518,93425,719,719
,8669,719,719
926702,50817,719,719
900952,28361,719,719
,3113,719,719
943383,55697,719,719
,9551,719,719
,9949,719,719
,17373,719,719
901892,31951,719,719
,60195,719,719
975536,93694,719,719
946246,62110,719,719
984259,100380,719,719
946528,63081,719,719
946775,64029,719,719
929553,66005,719,719
929576,66462,719,719
929576,66520,719,719
949601,69013,719,719
949648,69263,719,719
949803,70068,719,719
,2492,719,719
950233,71380,719,719
969208,84529,719,719
909731,38999,719,719
952223,74083,719,719
952246,74178,719,719
953632,75209,719,719
953775,75893,719,719
889010,22020,719,719
,76636,719,719
,1317,718,718
954030,77253,718,718
,12531,718,718
954121,77613,718,718
954221,78039,718,718
889027,22744,718,718
915457,41230,718,718
915457,41232,718,718
962274,79088,718,718
915459,41489,718,718
962281,79197,718,718
,7840,718,718
,7921,718,718
968974,83035,718,718
,48,718,718
,101862,718,718
969083,83850,718,718
969180,84342,718,718
889858,24352,718,718
,13472,718,718
969504,87121,718,718
969585,87704,718,718
969612,87915,718,718
889919,25333,718,718
969792,88909,718,718
,14122,718,718
970040,90444,718,718
920016,47004,718,718
972167,91748,718,718
,93852,718,718
922739,49232,718,718
922784,49586,718,718
,9056,718,718
,1189,718,718
924532,52878,718,718
983098,96072,718,718
,16218,718,718
,16288,718,718
,6152,718,718
901403,30539,718,718
942810,59320,718,718
975583,94121,718,718
,10035,718,718
,60153,718,718
,60372,718,718
946645,63518,718,718
902257,33898,718,718
946840,64289,718,718
975583,94152,718,718
946941,64682,718,718
,19227,718,718
929615,67206,718,718
,11233,718,718
975635,94665,718,718
,11379,718,718
