BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
FORT LORAMIE SCHOOL DISTRICT,950198,50,50,2
FORT LUPTON SCHOOL DIST R E 8,882122,80,80,4
FORT MADISON COMM SCHOOL DIST,894284,80,80,6
FORT MILL SCHOOL DISTRICT 4,962321,40,40,13
FORT MORGAN SCHOOL DIST RE 3,882125,80,80,8
FORT OSAGE SCHOOL DISTRICT R 1,924228,80,80,11
FORT PAYNE CITY SCHOOL DIST,881941,80,80,4
FORT PLAIN CENTRAL SCHOOL DIST,946405,80,80,2
FORT RANSOM SCHOOL DISTRICT 6,933585,50,50,1
FORT ROSS ELEMENTARY SCHOOL,924056,80,60,
FORT SAGE UNIF SCHOOL DISTRICT,881456,90,90,5
FORT SAM HOUSTON SCHOOL DIST,969372,60,50,3
FORT SCOTT UNIF SCH DIST 234,903495,80,80,4
FORT SMITH PUBLIC SCHOOL,882229,80,80,26
FORT SMITH SCHOOL DISTRICT,882229,80,80,26
FORT STOCKTON INDEP SCH DIST,969373,80,80,5
FORT SUMNER MUNICIPAL SCH DIST,942904,80,80,3
FORT SUPPLY INDEP SCH DIST 5,951307,70,70,2
FORT THOMAS INDEP SCHOOL DIST,904458,40,40,5
FORT THOMAS UNIF SCHOOL DIST 7,883144,90,90,2
FORT TOTTEN SCHOOL DISTRICT 30,933666,90,90,1
FORT TOWSON INDEP SCH DIST 2,951317,90,90,2
FORTUNA UNION HIGH SCHOOL DIST,883344,70,70,3
FORT WAYNE COMM SCHOOL DIST,902036,90,80,50
FORT WORTH INDEP SCH DISTRICT,969357,90,90,146
FORT YATES SCHOOL DISTRICT 4,933667,90,90,1
FORT ZUMWALT SCHOOL DISTRICT,924149,50,50,24
FOSSTON SCHOOL DISTRICT 601,922603,70,70,2
FOSTER ELEMENTARY SCHOOL DIST,959610,60,60,1
FOSTER-GLOCESTER SCHOOL DIST,1032812,60,50,
FOSTORIA CITY SCHOOL DISTRICT,949616,90,90,4
FOUKE SCHOOL DISTRICT,882235,80,80,3
FOUKE SCHOOL DISTRICT 15,882235,80,80,3
FOUNTAIN-FT CARSON SCH DIST 8,882129,60,60,12
FOUNTAIN HILLS UNI SCH DIST 98,883137,50,50,5
FOUNTAIN LAKE SCHOOL DISTRICT,882242,80,80,3
FOUNTAIN VALLEY ELEM SCH DIST,883346,50,50,11
FOWLER PUBLIC SCHOOL DISTRICT,919670,50,50,2
FOWLER SCHOOL DISTRICT 45,883139,90,90,7
FOWLER SCHOOL DISTRICT R 4 J,882133,80,80,3
FOWLER UNIFIED SCHOOL DIST 225,903496,80,80,2
FOWLER UNIFIED SCHOOL DISTRICT,883348,80,80,9
FOWLERVILLE COMM SCHOOL DIST,919671,70,60,5
FOXBOROUGH PUBLIC SCHOOLS,911100,40,40,5
FOX CHAPEL AREA SCHOOL DIST,953797,40,40,6
FOX INDEP SCHOOL DISTRICT 74,951308,90,90,2
FOX LAKE GRADE SCHOOL DISTRICT 114,901154,80,80,2
FOX POINT-BAYSIDE SCH DIST 2,983906,40,40,2
FOX RIVER GROVE CONS DIST 3,901155,50,50,2
FOX SCHOOL DISTRICT C 6,924229,50,50,17
FOYIL INDEP SCHOOL DISTRICT 7,951309,90,90,3
FRAMINGHAM SCHOOL DISTRICT,911101,60,60,13
FRANCIS HOWELL SCHOOL DISTRICT,924562,50,50,20
FRANKENMUTH SCHOOL DISTRICT,919672,50,50,3
FRANKFORD TWP ELEM SCHOOL,948215,50,50,
FRANKFORT-ELBERTA AR SCH DIST,919674,70,70,2
FRANKFORT INDEP SCHOOL DIST,904456,90,90,3
FRANKFORT SCHOOL DIST 157-C,901156,40,40,3
FRANKFORT SCHUYLER CTRL DIST,946407,70,70,3
FRANKLIN AREA SCHOOL DISTRICT,953800,80,80,8
FRANKLIN CENTRAL SCHOOL DIST,946408,80,80,1
FRANKLIN CENTRAL S U 23,980677,70,70,5
FRANKLIN CITY SCHOOL DISTRICT,975547,90,60,3
FRANKLIN COMM SCHOOL CORP,902038,60,60,8
FRANKLIN CO PUBLIC SCHOOL DIST,904457,80,60,14
FRANKLIN COUNTY COMMUNITY SCHOOL CORP.,902039,70,70,5
FRANKLIN COUNTY PUBLIC SCHOOLS,975548,80,80,16
FRANKLIN COUNTY R2 SCHOOL DIST,924232,70,60,1
FRANKLIN COUNTY SCHOOL DIST,967100,90,80,11
FRANKLIN COUNTY SCHOOL DISTRICT,888994,90,90,4
FRANKLIN C U SCHOOL DISTRICT 1,901157,70,70,3
FRANKLIN ELEMENTARY SCHOOL,924786,80,60,
FRANKLIN INDEP SCHOOL DISTRICT,969358,70,70,3
FRANKLIN LAKES SCHOOL DISTRICT,941228,20,20,4
FRANKLIN LOCAL SCHOOL DISTRICT,950111,80,80,4
FRANKLIN MCKINLEY SCHOOL DISTRICT,883352,90,90,16
FRANKLIN MONROE LSD,949894,60,60,2
FRANKLIN NORTHWEST S U 21,980675,70,70,5
FRANKLIN PARISH SCHOOL DIST,909724,90,90,7
FRANKLIN PARK SCHOOL DIST 84,901158,80,80,4
FRANKLIN PIERCE SCH DIST 402,983055,90,90,13
FRANKLIN PUBLIC SCHOOL DIST,935924,80,80,2
FRANKLIN PUBLIC SCHOOL DISTRICT,983908,40,40,8
FRANKLIN REGIONAL SCHOOL DIST,953801,40,40,5
FRANKLIN SCHOOL DISTRICT,937535,80,40,3
FRANKLIN SPECIAL SCHOOL DIST,967099,60,60,8
FRANKLIN SQUARE UN FREE DIST,946409,40,40,3
FRANKLIN TOWNSHIP BOARD OF EDUCATION,941234,50,50,1
FRANKLIN TOWNSHIP BOE,941232,40,40,1
FRANKLIN TWP COMM SCHOOL CORP,902041,60,60,9
FRANKLIN TWP PUBLIC SCHOOLS,941231,70,70,3
FRANKLIN TWP SCHOOL DISTRICT,941233,60,60,9
FRANKLINVILLE CENTRAL DISTRICT,946411,80,80,2
FRANKLIN WEST S U 22,980676,60,60,4
FRANKSTON INDEP SCH DISTRICT,969359,80,80,3
FRANKTON-LAPEL COMM SCHOOLS,902259,70,70,5
FRASER PUBLIC SCHOOL DISTRICT,919675,60,60,8
FRAZEE-VERGAS PUBLIC SCHOOLS,922605,70,70,2
FRAZER HIGH SCHOOL,931956,90,90,
FRAZIER SCHOOL DISTRICT,953802,60,60,4
FREDERICK AREA SCHOOL DISTRICT 06-2,965899,60,60,3
FREDERICK COUNTY PUBLIC SCHOOL DISTRICT,915454,50,50,64
FREDERICK COUNTY SCHOOL DIST,975549,60,60,18
FREDERICK INDEPENDENT SCHOOL DISTRICT,951311,90,90,3
FREDERICKSBURG CITY SCH DIST,975550,80,80,4
FREDERICKSBURG INDEP SCH DIST,969364,80,80,6
FREDERICKTOWN LOCAL SCH DIST,950009,70,70,3
FREDERICKTOWN SCHOOL DIST R 1,924233,80,80,4
FREDERIC SCHOOL DISTRICT,983909,80,80,2
FREDONIA CENTRAL SCHOOL DIST,946412,60,60,3
FREDONIA-MOCCASIN SCH DIST 6,883141,90,90,3
FREDONIA UNIF SCHOOL DIST 484,903498,80,80,3
FREDON TWP ELEMENTARY SCHOOL,941235,40,40,1
FREEBURG COMM H S DISTRICT 77,918835,50,50,
FREEBURG SCHOOL DISTRICT 70,901159,50,50,2
FREEDOM AREA SCHOOL DISTRICT,983911,60,50,3
FREEDOM INDEP SCHOOL DIST 6,951313,80,80,2
FREEHOLD BOROUGH SCHOOL DIST,941237,90,90,3
FREEHOLD REG HIGH SCHOOL DIST,941239,40,40,6
FREEHOLD TWP SCHOOL DISTRICT,941240,40,40,7
FREELAND COMM SCHOOL DISTRICT,919676,40,40,3
FREEMAN SCHOOL DISTRICT 33-1,965913,70,60,5
FREEMAN SCHOOL DISTRICT 358,983057,60,60,4
FREEPORT ADMINISTRATION BLDG,946413,80,80,8
FREEPORT AREA SCHOOL DISTRICT,953804,60,60,5
FREEPORT SCHOOL DISTRICT 145,901162,80,80,10
FREEPORT UNION FREE SCH DIST,946413,80,80,8
FREER INDEP SCHOOL DISTRICT,969361,80,80,3
FREETOWN LAKEVILLE REG SCHOOL,911104,50,50,5
FRELINGHUYSEN TWP SCHOOL DIST,941241,40,40,1
FREMONT CITY SCHOOL DISTRICT,949618,80,80,9
FREMONT COMMUNITY SCHOOL DIST,902042,70,70,3
FREMONT CO SCHOOL DISTRICT 01,984874,70,70,7
FREMONT CO SCHOOL DISTRICT 06,984873,70,70,5
FREMONT CO SCHOOL DISTRICT 14,984891,90,80,3
FREMONT CO SCHOOL DISTRICT #2,984870,70,60,3
FREMONT CO SCHOOL DISTRICT 21,984872,90,90,3
FREMONT CO SCHOOL DISTRICT 24,984906,70,60,3
FREMONT CO SCHOOL DISTRICT 25,984899,70,70,6
FREMONT CO SCHOOL DISTRICT #38,984855,90,90,1
FREMONT COUNTY JOINT DIST 215,895427,80,80,10
FREMONT-MILLS COMM SCHOOL DIST,894289,70,70,2
FREMONT PUBLIC SCHOOL DISTRICT,936071,80,80,13
FREMONT SCHOOL DISTRICT 79,901163,50,50,3
FREMONT SCHOOL DISTRICT-SAU83,937537,40,40,1
FREMONT UNIF SCHOOL DISTRICT,883354,40,40,41
FREMONT UNION HIGH SCHOOL DIST,883356,40,40,6
FRENCH GULCH ELEMENTARY SCHOOL DISTRICT,883359,90,90,1
FRENCHMAN SCHOOL DIST RE 3,882107,70,70,2
FRENCHTOWN SCHOOL DISTRICT,941243,50,50,1
FRENCHTOWN SCHOOL DISTRICT 40,928924,70,70,4
FRENSHIP INDEP SCHOOL DISTRICT,969362,60,50,12
FRESHWATER ELEM SCHOOL DIST,883360,60,60,1
FRESNO UNIFIED SCHOOL DISTRICT,883362,90,90,97
FREWSBURG CENTRAL SCHOOL DIST,946415,70,70,2
FRIDLEY SCHOOL DISTRICT 14,922606,80,80,7
FRIEND PUBLIC SCHOOL DISTRICT,935948,60,60,2
FRIENDSHIP CENTRAL SCH DIST,946416,80,80,1
FRIENDSWOOD INDEP SCH DISTRICT,969365,40,40,7
FRIESS LAKE SCHOOL DISTRICT,984152,50,50,1
FRIONA INDEP SCHOOL DISTRICT,969366,90,90,4
FRISCO INDEP SCHOOL DISTRICT,969367,40,40,56
FROID SCHOOLS DISTS 65 & 65E,928926,60,60,3
FROMBERG SCHOOL DISTRICT 30-6,928927,80,80,3
FRONTENAC-CRAWFORD DIST 249,903499,70,70,3
FRONTIER CENTRAL SCHOOL DIST,946417,50,50,6
FRONTIER DIST COMM REGIONAL SCHOOL,915649,60,60,
FRONTIER LOCAL SCHOOL DISTRICT,950275,70,70,5
FRONTIER PUBLIC SCH DIST I 4,950980,80,80,2
FRONTIER REGIONAL/ UNION #38 SCHOOL DISTR.,911105,60,60,1
FRONTIER SCHOOL CORPORATION,902043,60,60,2
FRONTIER SCHOOL DISTRICT 3,928928,80,80,2
FROST INDEP SCHOOL DISTRICT,969368,80,80,3
FRUITLAND SCHOOL DIST 373,895428,80,80,5
FRUITPORT COMM SCHOOL DISTRICT,919679,80,80,7
FRUITVALE ELEM SCHOOL DISTRICT,883364,60,60,5
FRUITVALE INDEP SCHOOL DIST,969369,80,80,3
FULDA SCHOOL DISTRICT 505,922607,70,70,3
FULLERTON ELEM SCHOOL DISTRICT,883366,60,60,20
FULLERTON JOINT UNION HIGH SCHOOL DISTRICT,883368,60,60,8
FULLERTON PUBLIC SCHOOLS,935944,70,70,2
FULTON CITY INDEP SCHOOL DIST,904459,90,90,1
FULTON CITY PUBLIC SCHOOL DIST,946419,80,80,6
FULTON CO COMM SCHOOL DIST 3,901058,80,80,3
FULTON COUNTY SCHOOL DISTRICT,904460,90,60,3
FULTON INDEPENDENT SCHOOLS,906679,90,90,
FULTON SCHOOL DISTRICT,919680,70,70,4
FULTON SCHOOL DISTRICT 58,924234,80,80,5
GACKLE-STREETER SCH DIST 56,933594,80,70,2
GADSDEN CITY SCHOOL DISTRICT,881951,90,90,16
GADSDEN COUNTY SCHOOL DISTRICT,888995,90,90,20
GADSDEN I.S.D.,942905,90,90,21
GADSDEN SCHOOL DISTRICT #32,883146,90,90,8
GAGE INDEP SCHOOL DISTRICT 39,951318,80,80,2
GAHANNA-JEFFERSON CTY SCH DIST,949923,50,50,11
GAINESVILLE CITY SCHOOL DIST,889923,90,90,8
GAINESVILLE INDEP SCHOOL DIST,969374,90,90,8
GAINESVILLE SCHOOL DISTRICT R-V,924235,80,80,2
GALATIA CUSD #1,901164,80,80,3
GALAX CITY SCHOOL DISTRICT,975551,80,80,3
GALE-ETTRICK-TREMPEALEAU S D,983912,60,60,5
GALENA PARK INDEP SCHOOL DIST,969376,90,90,24
GALENA SCHOOL DISTRICT R 2,924236,80,80,2
GALENA UNIFIED SCHOOL DIST 499,903501,80,80,4
GALESBURG-AUGUSTA COMM SCHOOLS,919681,80,80,4
GALETON AREA SCHOOL DISTRICT,953805,80,80,1
GALION CITY SCHOOL DISTRICT,949619,80,80,4
GALLATIN CO COMM UNIT S D 7,900642,80,80,3
GALLATIN COUNTY SCHOOL DIST,904461,80,80,5
GALLATIN GATEWAY SCH DIST 35,928930,60,60,2
GALLATIN SCHOOL DISTRICT R 5,924237,70,70,2
GALLIA COUNTY LOCAL SCHOOLS,950362,90,90,8
GALLIPOLIS CITY SCHOOL DIST,949621,80,80,5
GALLOWAY TWP SCHOOL DISTRICT,941244,80,80,5
GALLUP-MCKINLEY CO SCHOOL DIST,942906,90,90,36
GALT JOINT UNION HIGH SCH DIST,883372,80,80,3
GALT JOINT UNION SCHOOL DISTRICT,883370,80,80,6
GALVA-HOLSTEIN COMM SCH DIST,894290,60,60,3
GALVA SCHOOL DISTRICT 224,901168,80,80,2
GALVESTON INDEP SCHOOL DIST,969377,90,90,12
GALWAY CENTRAL SCHOOL DISTRICT,946421,60,60,2
GANADO INDEP SCHOOL DISTRICT,969378,80,80,3
GANADO UNIFIED DISTRICT 20,883147,90,90,4
GANANDA CENTRAL SCHOOL DIST,946423,60,60,3
GANGES TWP SCHOOL DISTRICT 4,919683,60,60,1
GANS PUBLIC SCHOOL,951320,90,90,2
GARAWAY LOCAL SCHOOL DISTRICT,950255,70,70,5
GARDEN CITY ADMINISTRATION BUILDING,946424,40,40,7
GARDEN CITY PUBLIC SCHOOLS,919684,80,80,8
GARDEN CITY UNIF SCH DIST 457,903502,80,80,16
GARDEN CITY UNION FREE SCHOOL DISTRICT,946424,40,40,7
GARDEN CO HIGH SCHOOL DISTRICT,936072,80,80,3
Garden County Schools District 35-0001,936072,80,80,3
GARDEN GROVE UNIFIED SCH DIST,883374,90,90,68
GARDEN VALLEY SCHOOL DIST 71,895429,70,70,2
GARDINER SCHOOL DISTRICT 7 & 4,928932,50,50,3
GARDNER C C SCHOOL DIST 72 C,901169,60,60,1
GARDNER/EDGERTON USD 231,903503,60,60,9
GARDNER SCHOOL DISTRICT,911106,80,80,6
GARFIELD COUNTY SCHOOL DIST,972205,70,70,9
GARFIELD COUNTY SCHOOL DIST 16,882175,80,80,5
GARFIELD ELEM SCHOOL DISTRICT,883377,60,60,1
GARFIELD HEIGHTS CITY SCH DIST,949622,80,80,5
GARFIELD SCHOOL DISTRICT,941245,80,80,10
GARFIELD SCHOOL DISTRICT 302,983059,80,80,3
GARFIELD SCHOOL DISTRICT R E 2,882531,80,80,10
GARLAND INDEP SCHOOL DISTRICT,969380,80,80,72
GARNER-HAYFIELD COMM SCH DIST,894291,60,60,3
GARNER INDEP SCHOOL DISTRICT,969382,80,80,1
GARNETT UNIF SCH DISTRICT 365,903505,80,80,7
GARNET VALLEY SCHOOL DISTRICT,953806,40,40,5
GARRARD COUNTY SCHOOL DISTRICT,904462,80,80,6
GARRETSON SCHOOL DISTRICT 49-4,965914,60,60,3
GARRETT COUNTY SCHOOL DISTRICT,915455,70,70,14
GARRETT-KEYSER-BUTLER COMM SCH,902044,70,70,3
GARRISON INDEP SCHOOL DISTRICT,969383,70,70,4
GARRISON SCHOOL DISTRICT 51,933668,60,60,2
GARRISON UNION FREE DISTRICT,946425,50,50,1
GARVEY ELEM SCHOOL DISTRICT,883379,90,90,10
GARWOOD SCHOOL DISTRICT,941246,40,40,1
GARY COMM SCHOOL CORPORATION ADMIN BUILDING DISTRICT,902045,90,90,19
GARY INDEP SCHOOL DISTRICT,969384,70,70,1
GASCONADE COUNTY R-2,924456,70,70,4
GASCONADE COUNTY SCH DIST R 1,924272,70,70,3
GASCONADE SCHOOL DISTRICT C 4,924239,80,80,1
GASTON COUNTY SCHOOL DISTRICT,929548,80,80,56
GASTON SCHOOL DISTRICT 511 J,952222,70,70,2
GATES-CHILI CENTRAL DISTRICT,946426,80,60,6
GATES COUNTY SCHOOL DISTRICT,929549,80,80,5
GATESVILLE INDEP SCHOOL DIST,969385,70,70,5
GATEWAY REGIONAL BOE OFFICES,941247,50,50,1
GATEWAY REGIONAL HIGH SCHOOL DISTRICT,941247,50,50,1
GATEWAY REG SCHOOL DISTRICT,911107,70,70,5
GATEWAY SCHOOL DISTRICT,953807,60,60,7
GATEWAY UNIFIED SCHOOL DIST,883381,80,80,8
GAUSE ISD,969386,80,80,1
GAVIN SCHOOL DISTRICT 37,901171,80,80,2
GAYLORD COMMUNITY SCHOOLS,919686,70,70,6
GAYVILLE-VOLIN SCHOOL DISTRICT 63-1,965915,70,70,3
GAZELLE ELEMENTARY SCHOOL,929175,80,80,
GEARY CO UNIF SCH DIST 475,903550,80,80,18
GEFF C C SCHOOL DISTRICT 14,901172,80,80,1
GENERAL BROWN CENTRAL SCH DIST,946427,70,70,3
GENERAL MCLANE SCHOOL DISTRICT,953809,60,60,4
GENERAL PATTON SCHOOL DIST 133,901540,90,90,1
GENERAL SHAFTER ELEM SCH DIST,883385,90,50,1
GENESEE JOINT SCHOOL DIST 282,895430,60,60,1
GENESEE SCHOOL DISTRICT,919687,90,90,2
GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,945875,70,70,1
GENESEO CENTRAL SCH DISTRICT,946428,60,60,2
GENESEO SCHOOL DISTRICT 228,901173,60,60,6
GENEVA AREA CITY SCH DISTRICT,949623,80,80,5
GENEVA CITY SCHOOL DISTRICT,946429,80,80,4
GENEVA COUNTY SCHOOL DISTRICT,881958,80,80,9
GENEVA J4 SCHOOL DISTRICT,983915,25,25,1
GENEVA SCHOOL DISTRICT 304,901174,40,40,9
GENOA AREA LOCAL SCHOOL DIST,950119,60,60,3
GENOA CENTRAL SCHOOL DIST,882046,70,70,3
GENOA CENTRAL SCHOOL DISTRICT,882046,70,70,3
GENOA CITY J2 SCHOOL DISTRICT,983916,70,60,2
GENOA-HUGO SCHOOL DIST C 113,882245,80,80,3
GENOA-KINGSTON SCHOOL DIST 424,901175,70,70,5
GENTRY PUBLIC SCHOOL DISTRICT,882249,80,80,4
GENTRY SCHOOL DISTRICT,882249,80,80,4
GEORGE COUNTY SCHOOL DISTRICT,926606,80,80,8
GEORGE-LITTLE ROCK COMMUNITY SCHOOL DISTRICT,894293,70,70,4
GEORGETOWN COUNTY SCHOOL DIST,962266,80,80,18
GEORGETOWN IND SCHOOL DISTRICT,969388,60,60,19
GEORGETOWN-RIDGE FARM S D 4,900666,80,80,4
GEORGETOWN SCHOOL DISTRICT,949768,80,40,2
GEORGE WEST SCHOOL DISTRICT,969387,70,70,4
GERALDINE SCHOOL DISTRICT 44-3,928939,80,80,3
GERBER UNION ELEM SCH DISTRICT,883387,90,90,2
GERING PUBLIC SCHOOL DISTRICT,935950,60,60,6
GERMANTOWN CENTRAL SCHOOL DISTRICT,946430,70,70,3
GERMANTOWN HILLS SCH DIST 69,901178,50,50,2
GERMANTOWN SCHOOL DISTRICT,983917,40,40,6
GERONIMO INDEP SCHOOL DIST 4,951323,80,80,3
GERVAIS SCHOOL DISTRICT 1,952102,90,90,5
GETTYSBURG AREA SCHOOL DIST,953810,70,70,5
GETTYSBURG SCHOOL DISTRICT 53-1,965916,60,60,3
GEYSER SCHOOL DISTRICT 58,928941,80,80,4
GEYSERVILLE UNIF SCHOOL DIST,883389,80,80,4
G F W SCHOOL DISTRICT 2365,922608,70,70,3
GHOLSON INDEP SCHOOL DISTRICT,969390,90,90,2
GIANT CITY SCHOOL DIST. 130,901179,70,70,1
GIBBON PUBLIC SCHOOL DISTRICT,936073,80,80,2
GIBBSBORO SCHOOL DISTRICT,941248,40,40,1
GIBRALTAR AREA SCHOOL DISTRICT,983918,60,60,3
GIBRALTAR SCHOOL DISTRICT,919689,50,50,7
GIBSONBURG SCHOOL DISTRICT,949770,70,70,3
GIBSON COUNTY SPECIAL SCH DIST,967103,70,70,9
GIDDINGS INDEPENDENT SCHOOL DISTRICT,969391,80,80,4
GIDEON SCHOOL DISTRICT 37,924240,90,80,2
GIFFORD C C SCHOOL DIST 188,901180,70,70,1
GILA BEND UNIF SCHOOL DIST 24,883149,90,90,2
GILBERT COMMUNITY SCHOOL DIST,894294,50,40,3
GILBERTSVILLE-MOUNT UPTON DIST,946237,80,80,2
GILBERT UNIFIED SCHOOL DIST 41,883151,50,50,45
GILBOA CONESVILLE CTRL S D,946431,80,80,1
GILCHRIST COUNTY SCHOOL DIST,888996,90,90,6
GILES COUNTY SCHOOL DISTRICT,975552,80,70,6
GILFORD SCHOOL DISTRICT,937538,60,60,3
GILLESPIE COMM UNIT SCH DIST 7,901181,80,80,3
GILLETT SCHOOL DISTRICT,983919,80,80,3
GILLIAM SCHOOL DISTRICT C 4,924241,80,80,1
GILL-MONTAGUE REG SCH DISTRICT,911111,80,80,4
GILMAN CITY SCHOOLS R4,924242,80,80,2
GILMANTON SCHOOL DISTRICT,983921,70,70,3
GILMER COUNTY SCHOOL DISTRICT,983786,80,80,5
GILMER INDEP SCHOOL DISTRICT,969392,80,80,4
GILMORE CITY-BRADGATE SCH DIST,894295,80,80,2
GILPIN CO SCHOOL DIST R E 1,882149,60,60,2
GILROY UNIFIED SCHOOL DISTRICT,883391,80,80,15
GILTNER PUBLIC SCHOOLS,936074,70,70,2
GIRARD CITY SCHOOL DISTRICT,949624,80,80,4
GIRARD SCHOOL DISTRICT,953811,80,80,3
GIRARD UNIFIED SCHOOL DIST 248,903506,70,70,3
GLADBROOK-REINBECK COMM SCHOOL DISTRICT,894296,60,60,4
GLADBROOK-REINBECK SCHOOL DISTRICT,894296,60,60,4
GLADES COUNTY SCHOOL DISTRICT,888997,80,80,7
GLADEWATER INDEP SCHOOL DIST,969393,80,80,7
GLADSTONE AREA SCHOOL DISTRICT,919691,70,70,4
Gladstone School District 115,952223,60,60,4
GLADSTONE SCHOOL DISTRICT 115,952223,60,60,4
GLADWIN COMMUNITY SCHOOLS,919693,80,80,5
GLASCOCK COUNTY SCHOOL DIST,889925,80,80,1
GLASGOW INDEPENDENT SCHOOL DISTRICT,904464,90,80,7
GLASGOW SCHOOL DISTRICT 1 A,928943,70,70,4
GLASSBORO PUBLIC SCHOOL DIST,941249,80,80,5
GLASSCOCK CO INDEP SCHOOL DIST,969394,70,70,2
GLASTONBURY PUBLIC SCHOOL DIST,884234,40,40,9
GLENBARD TWP HIGH SCH DIST 87,901184,50,50,4
GLENBURN SCHOOL DISTRICT 26,933670,70,70,2
GLENCOE INDEP SCHOOL DIST 101,951325,80,80,2
GLENCOE SCHOOL DISTRICT 35,901185,40,40,3
GLENCOE-SILVER LAKE DIST 2859,922296,70,70,4
GLEN COVE CITY SCHOOL DISTRICT,946433,80,80,6
GLENDALE ELEM SCHOOL DIST 40,883153,90,90,17
GLENDALE-RIVER HILLS SCH DIST,983922,50,50,2
GLENDALE SCHOOL DISTRICT,953813,80,80,2
GLENDALE SCHOOL DISTRICT 77,952225,90,90,2
GLENDALE UNIFIED SCHOOL DIST,883393,60,60,34
GLENDALE UNION HIGH SCHOOL DISTRICT,883155,80,80,10
GLENDIVE PUBLIC SCHOOLS,928875,60,60,4
GLENDORA UNIFIED SCHOOL DIST,883395,50,50,9
GLEN ELLYN C C SCHOOL DIST 89,901183,50,50,5
GLEN ELLYN SCHOOL DISTRICT 41,901183,50,50,5
GLEN LAKE COMM SCHOOL DISTRICT,919696,60,60,2
GLENNS FERRY JT SCH DIST 192,895431,90,90,3
GLENPOOL INDEP SCH DISTRICT 13,951328,80,80,3
GLEN RIDGE SCHOOL DISTRICT,941251,20,20,4
GLEN ROCK SCHOOL DISTRICT,941252,20,20,6
GLEN ROSE INDEP SCHOOL DIST,969395,70,70,4
GLEN ROSE SCHOOL DISTRICT,882254,80,80,3
GLENS FALLS CITY SCHOOL DIST,946434,80,80,5
GLENS FALLS COMMON SCHOOL DIST,946182,80,60,1
GLEN ULLIN SCHOOL DISTRICT 48,933669,90,70,2
GLENVIEW SCHOOL DISTRICT 34,901186,50,50,8
GLENVILLE EMMONS SCHOOL DISTRICT 2886,922310,70,70,2
GLENWOOD COMMUNITY SCHOOL DIST,894297,70,60,4
GLENWOOD SCHOOL DISTRICT 401,983060,70,70,2
GLENWOOD SCHOOL DISTRICT R 8,924287,70,70,1
GLIDDEN-RALSTON COMM SCH DIST,894298,60,60,2
GLIDE SCHOOL DISTRICT 12,952226,80,80,3
GLOBE UNIFIED SCH DISTRICT 1,883157,80,80,3
GLOCESTER ELEMENTARY SCH DEPT,959612,50,50,2
GLOUCESTER CITY SCHOOL DIST,941253,80,80,3
GLOUCESTER CO SPEC SVCS SCHOOL DIST,941253,60,60,3
GLOUCESTER COUNTY SCHOOL DIST,975553,60,60,9
GLOUCESTER PUBLIC SCHOOL DIST,911112,60,60,7
GLOUCESTER TOWNSHIP PUBLIC SCHOOLS,941255,60,60,11
GLOVER SCHOOL DISTRICT 23,951329,90,90,1
GLOVERSVILLE ENLARGED DISTRICT,946435,90,90,6
GLYNN COUNTY SCHOOL DISTRICT,889926,80,80,20
GMG COMMUNITY SCHOOL DISTRICT,894153,70,70,2
GOBLES PUBLIC SCHOOL DISTRICT,919697,70,70,3
GODDARD UNIF SCH DISTRICT 265,903508,50,50,12
GODFREY LEE SCHOOL DISTRICT,919698,90,90,5
GODLEY INDEP SCHOOL DISTRICT,969397,80,80,7
GODWIN HEIGHTS PUBLIC SCHOOLS,919699,90,90,5
GOESSEL UNIFIED SCH DIST 411,903509,70,70,2
GOFFSTOWN SCHOOL DISTRICT,937540,40,40,5
GOLD BURG INDEP SCHOOL DIST,969399,80,80,1
GOLDEN CITY SCHOOL DISTRICT R3,924244,80,80,2
GOLDENDALE SCHOOL DISTRICT,983061,80,80,3
GOLDEN FEATHER UN SCHOOL DIST,883402,90,90,2
GOLDEN PLAINS UNIF SCH DIST,884183,90,90,6
GOLDEN PLAINS USD 316,903634,80,80,3
Golden Valley Unified School District,881773,50,50,9
GOLD OAK UNION ELEM SCH DIST,883397,70,70,2
GOLDTHWAITE INDEP SCH DIST,969401,70,70,3
GOLD TRAIL UNION ELEM SCH DIST,883399,60,60,2
GOLETA UNION ELEM SCHOOL DIST,883404,60,60,10
GOLF SCHOOL DISTRICT 67,901445,50,50,2
GOLIAD INDEP SCHOOL DISTRICT,969402,70,70,5
GONZALES INDEP SCHOOL DISTRICT,969404,80,80,5
GONZALES UNIFIED SCH DIST,881681,90,90,4
GOOCHLAND COUNTY PUBLIC SCHLS,975555,60,60,5
GOODHUE SCHOOL DISTRICT 253,922609,60,60,2
GOODING JOINT SCHOOL DIST 231,895432,90,90,3
GOODLAND UNIFIED SCHOOL DISTRICT 352,903510,80,60,4
GOODRICH AREA SCHOOL DISTRICT,919700,60,60,4
GOODRICH INDEP SCHOOL DISTRICT,969405,90,90,3
GOODRICH SCHOOL DISTRICT 16,933671,90,90,2
GOODRIDGE SCHOOL DISTRICT 561,922610,80,70,2
GOODWELL INDEP SCH DISTRICT 60,951331,60,60,2
GOOSE CREEK CONS IND SCH DIST,969406,80,80,28
GORDON COUNTY SCHOOL DIST,889927,80,80,10
