ID,esh_id,name,postal_cd,geometry,index_right,CD115FP,STATEFP,State and Rep District,KEEP?
777,882794,KUSPUK SCHOOL DISTRICT,AK,POINT (-159.5454 61.5833),216,0,2,AK - 0,no
794,882695,LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,AK,POINT (-156.6666 58.7028),216,0,2,AK - 0,no
1060,882771,SKAGWAY SCHOOL DISTRICT,AK,POINT (-135.307 59.4626),216,0,2,AK - 0,no
1116,882595,BRISTOL BAY BOROUGH SCHOOL DISTRICT,AK,POINT (-157.0046 58.7333),216,0,2,AK - 0,no
1466,882674,KAKE CITY SCHOOL DISTRICT,AK,POINT (-133.9467 56.9756),216,0,2,AK - 0,no
1936,882783,TANANA CITY SCHOOL DISTRICT,AK,POINT (-152.0901 65.1712),216,0,2,AK - 0,no
2516,882613,CRAIG CITY SCHOOL DISTRICT,AK,POINT (-133.1359 55.4768),216,0,2,AK - 0,no
2993,882767,SAINT MARY'S SCHOOL DISTRICT,AK,POINT (-163.1801 62.0514),216,0,2,AK - 0,no
3069,882787,UNALASKA CITY SCHOOL DISTRICT,AK,POINT (-166.5249 53.8731),216,0,2,AK - 0,no
3341,882538,LOWER YUKON SCHOOL DISTRICT,AK,POINT (-163.8714 62.1695),216,0,2,AK - 0,no
3449,882637,KETCHIKAN GATEWAY BOROUGH SCHOOL DISTRICT,AK,POINT (-131.6774 55.3527),216,0,2,AK - 0,no
4030,882543,YUPIIT SCHOOL DISTRICT,AK,POINT (-161.4205 60.9001),216,0,2,AK - 0,no
4664,882747,NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,AK,POINT (-162.5824 66.9014),216,0,2,AK - 0,no
4708,882691,KODIAK ISLAND BOROUGH SCHOOL DISTRICT,AK,POINT (-152.3982 57.7933),216,0,2,AK - 0,no
5267,882721,ANNETTE ISLAND SCHOOL DISTRICT,AK,POINT (-131.575 55.1287),216,0,2,AK - 0,no
5360,882653,SITKA SCHOOL DISTRICT,AK,POINT (-135.3529 57.0644),216,0,2,AK - 0,no
5443,882816,WRANGELL PUBLIC SCHOOL DISTRICT,AK,POINT (-132.3756 56.4726),216,0,2,AK - 0,no
5509,882680,KENAI PENINSULA BOROUGH SCHOOL DISTRICT,AK,POINT (-151.0723 60.49),216,0,2,AK - 0,no
5576,882618,DELTA-GREELY SCHOOL DISTRICT,AK,POINT (-145.7132 64.04349999999999),216,0,2,AK - 0,no
5647,882737,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,AK,POINT (-147.7176 64.842),216,0,2,AK - 0,no
6381,882752,PELICAN CITY SCHOOL DISTRICT,AK,POINT (-136.222 57.9572),216,0,2,AK - 0,no
6733,882705,IDITAROD AREA SCHOOL DISTRICT,AK,POINT (-155.5853 62.9485),216,0,2,AK - 0,no
6794,882642,ANCHORAGE SCHOOL DISTRICT,AK,POINT (-149.7759 61.1951),216,0,2,AK - 0,no
6973,882576,ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,AK,POINT (-160.6714 55.2999),216,0,2,AK - 0,no
7810,882802,YUKON FLATS SCHOOL DISTRICT,AK,POINT (-145.2549 66.5645),216,0,2,AK - 0,no
8221,882632,GALENA CITY SCHOOL DISTRICT,AK,POINT (-156.8724 64.748),216,0,2,AK - 0,no
8444,882797,DENALI BOROUGH SCHOOL DISTRICT,AK,POINT (-149.0203 63.8735),216,0,2,AK - 0,no
9246,882775,SOUTHEAST ISLAND SCHOOL DISTRICT,AK,POINT (-132.5266 55.7017),216,0,2,AK - 0,no
9743,882686,KLAWOCK CITY SCHOOL DISTRICT,AK,POINT (-133.0989 55.5528),216,0,2,AK - 0,no
9771,882669,HYDABURG CITY SCHOOL DISTRICT,AK,POINT (-132.8255 55.20399999999999),216,0,2,AK - 0,no
10209,882587,BERING STRAIT SCHOOL DISTRICT,AK,POINT (-160.7892 63.875),216,0,2,AK - 0,no
10526,882732,NOME PUBLIC SCHOOLS,AK,POINT (-165.4138 64.4987),216,0,2,AK - 0,no
10728,882581,ALEUTIAN REGION SCHOOL DISTRICT,AK,POINT (-149.882 61.1736),216,0,2,AK - 0,no
10767,882604,CORDOVA CITY SCHOOL DISTRICT,AK,POINT (-145.7571 60.5448),216,0,2,AK - 0,no
10782,882811,CHUGACH SCHOOL DISTRICT,AK,POINT (-149.8478 61.1366),216,0,2,AK - 0,no
10843,882658,HAINES BOROUGH SCHOOL DISTRICT,AK,POINT (-135.454 59.2342),216,0,2,AK - 0,no
10862,882608,COPPER RIVER SCHOOL DISTRICT,AK,POINT (-145.5297 62.1126),216,0,2,AK - 0,no
10989,882824,YAKUTAT SCHOOL DISTRICT,AK,POINT (-139.7236 59.5464),216,0,2,AK - 0,no
11010,882566,KASHUNAMIUT SCHOOL DISTRICT,AK,POINT (-165.5846 61.5307),216,0,2,AK - 0,no
11667,882599,ALASKA GATEWAY SCHOOL DISTRICT,AK,POINT (-142.6025 63.3114),216,0,2,AK - 0,no
11774,882828,YUKON-KOYUKUK SCHOOL DISTRICT,AK,POINT (-147.8261 64.83540000000001),216,0,2,AK - 0,no
11880,882756,PETERSBURG BOROUGH SCHOOL DISTRICT,AK,POINT (-132.9547 56.8147),216,0,2,AK - 0,no
12086,882663,HOONAH CITY SCHOOL DISTRICT,AK,POINT (-135.4416 58.1082),216,0,2,AK - 0,no
12317,882778,SOUTHWEST REGION SCHOOL DISTRICT,AK,POINT (-158.4713 59.0415),216,0,2,AK - 0,no
12331,882806,VALDEZ CITY SCHOOL DISTRICT,AK,POINT (-146.3683 61.1332),216,0,2,AK - 0,no
12346,882760,PRIBILOF SCHOOL DISTRICT,AK,POINT (-170.2839 57.1261),216,0,2,AK - 0,no
12445,882700,MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,AK,POINT (-149.0949 61.6114),216,0,2,AK - 0,no
12499,882648,JUNEAU BOROUGH SCHOOL DISTRICT,AK,POINT (-134.4237 58.3031),216,0,2,AK - 0,no
12508,882526,LOWER KUSKOKWIM SCHOOL DISTRICT,AK,POINT (-161.7704 60.8026),216,0,2,AK - 0,no
12566,882742,NORTH SLOPE BOROUGH SCHOOL DISTRICT,AK,POINT (-156.7903 71.2914),216,0,2,AK - 0,no
12665,882727,NENANA CITY SCHOOL DISTRICT,AK,POINT (-149.09 64.5624),216,0,2,AK - 0,no
13269,882625,DILLINGHAM CITY SCHOOL DISTRICT,AK,POINT (-158.4666 59.0409),216,0,2,AK - 0,no
13549,882790,CHATHAM SCHOOL DISTRICT,AK,POINT (-134.5835 57.503),216,0,2,AK - 0,no
2370,881684,BALDWIN COUNTY,AL,POINT (-87.7872 30.9108),257,1,1,AL - 1,no
3933,882360,WASHINGTON COUNTY,AL,POINT (-88.2568 31.4663),257,1,1,AL - 1,no
5732,881640,SARALAND CITY,AL,POINT (-88.072 30.8011),257,1,1,AL - 1,no
6135,881782,CLARKE COUNTY,AL,POINT (-87.7968 31.7081),257,1,1,AL - 1,no
6680,881902,ESCAMBIA COUNTY,AL,POINT (-87.0716 31.1061),257,1,1,AL - 1,no
8722,881659,SATSUMA CITY,AL,POINT (-88.06740000000001 30.8475),257,1,1,AL - 1,no
10488,882103,MOBILE COUNTY,AL,POINT (-88.2255 30.7199),257,1,1,AL - 1,no
10918,882109,MONROE COUNTY,AL,POINT (-87.3231 31.5224),257,1,1,AL - 1,no
11099,881725,BREWTON CITY,AL,POINT (-87.0723 31.1177),257,1,1,AL - 1,no
13251,881654,CHICKASAW CITY,AL,POINT (-88.074 30.7647),257,1,1,AL - 1,no
18,882115,MONTGOMERY COUNTY,AL,POINT (-86.3023 32.3739),301,2,1,AL - 2,yes
49,881573,ANDALUSIA CITY,AL,POINT (-86.4772 31.3104),301,2,1,AL - 2,yes
229,881677,AUTAUGA COUNTY,AL,POINT (-86.4742 32.4628),301,2,1,AL - 2,yes
324,881886,ELBA CITY,AL,POINT (-86.1016 31.4285),301,2,1,AL - 2,yes
574,881954,GENEVA CITY,AL,POINT (-85.8793 31.0426),301,2,1,AL - 2,yes
1838,881836,CRENSHAW COUNTY,AL,POINT (-86.2681 31.7057),301,2,1,AL - 2,yes
3514,882307,TALLASSEE CITY,AL,POINT (-85.8929 32.5368),301,2,1,AL - 2,yes
4353,882203,PIKE COUNTY,AL,POINT (-85.9723 31.8066),301,2,1,AL - 2,yes
4441,881688,BARBOUR COUNTY,AL,POINT (-85.4498 31.8781),301,2,1,AL - 2,yes
4594,881811,CONECUH COUNTY,AL,POINT (-86.95480000000001 31.4346),301,2,1,AL - 2,yes
4686,881881,DOTHAN CITY,AL,POINT (-85.39449999999999 31.2181),301,2,1,AL - 2,yes
4833,882174,OZARK CITY,AL,POINT (-85.65470000000001 31.4496),301,2,1,AL - 2,yes
5042,881986,HENRY COUNTY,AL,POINT (-85.25190000000001 31.5674),301,2,1,AL - 2,yes
5051,882164,OPP CITY,AL,POINT (-86.2508 31.2866),301,2,1,AL - 2,yes
5449,881737,BUTLER COUNTY,AL,POINT (-86.6397 31.8313),301,2,1,AL - 2,yes
6294,881958,GENEVA COUNTY,AL,POINT (-85.86620000000001 31.0401),301,2,1,AL - 2,yes
6757,881897,ENTERPRISE CITY,AL,POINT (-85.8511 31.3232),301,2,1,AL - 2,yes
8081,881830,COVINGTON COUNTY,AL,POINT (-86.48139999999999 31.3215),301,2,1,AL - 2,yes
8183,881798,COFFEE COUNTY,AL,POINT (-86.05629999999999 31.4109),301,2,1,AL - 2,yes
9628,882324,TROY CITY,AL,POINT (-85.9659 31.8075),301,2,1,AL - 2,yes
9758,881851,DALE COUNTY,AL,POINT (-85.6412 31.4581),301,2,1,AL - 2,yes
10102,881920,EUFAULA CITY,AL,POINT (-85.1508 31.8974),301,2,1,AL - 2,yes
10257,881995,HOUSTON COUNTY,AL,POINT (-85.3972 31.2207),301,2,1,AL - 2,yes
10695,881892,ELMORE COUNTY,AL,POINT (-86.2195 32.5503),301,2,1,AL - 2,yes
11425,881854,DALEVILLE CITY,AL,POINT (-85.71120000000001 31.3156),301,2,1,AL - 2,yes
12170,881732,BULLOCK COUNTY,AL,POINT (-85.71639999999999 32.1445),301,2,1,AL - 2,yes
335,882293,TALLADEGA COUNTY,AL,POINT (-86.1016 33.4328),238,3,1,AL - 3,no
438,882188,PHENIX CITY,AL,POINT (-85.0046 32.4698),238,3,1,AL - 3,no
527,881509,ALEXANDER CITY,AL,POINT (-85.9584 32.9411),238,3,1,AL - 3,no
529,882015,JACKSONVILLE CITY,AL,POINT (-85.7615 33.8154),238,3,1,AL - 3,no
1381,882269,ST CLAIR COUNTY,AL,POINT (-86.2696 33.819),238,3,1,AL - 3,no
5754,882199,PIEDMONT CITY,AL,POINT (-85.61579999999999 33.9268),238,3,1,AL - 3,no
5996,882281,SYLACAUGA CITY,AL,POINT (-86.26000000000001 33.1728),238,3,1,AL - 3,no
6079,882230,ROANOKE CITY,AL,POINT (-85.36879999999999 33.1508),238,3,1,AL - 3,no
6498,882299,TALLAPOOSA COUNTY,AL,POINT (-85.7637 32.8309),238,3,1,AL - 3,no
7602,882157,OPELIKA CITY,AL,POINT (-85.3908 32.6441),238,3,1,AL - 3,no
7623,882287,TALLADEGA CITY,AL,POINT (-86.1096 33.4315),238,3,1,AL - 3,no
7884,881750,CHAMBERS COUNTY,AL,POINT (-85.3817 32.8917),238,3,1,AL - 3,no
9114,881787,CLAY COUNTY,AL,POINT (-85.8353 33.2745),238,3,1,AL - 3,no
9498,882036,LANETT CITY,AL,POINT (-85.1913 32.8682),238,3,1,AL - 3,no
9859,881759,CHEROKEE COUNTY,AL,POINT (-85.6784 34.1518),238,3,1,AL - 3,no
10112,881743,CALHOUN COUNTY,AL,POINT (-85.82429999999999 33.6975),238,3,1,AL - 3,no
10582,882236,RUSSELL COUNTY,AL,POINT (-85.1567 32.3278),238,3,1,AL - 3,no
10785,881578,ANNISTON CITY,AL,POINT (-85.8216 33.7071),238,3,1,AL - 3,no
11340,882213,RANDOLPH COUNTY,AL,POINT (-85.48520000000001 33.3094),238,3,1,AL - 3,no
11692,882078,MACON COUNTY,AL,POINT (-85.6857 32.4215),238,3,1,AL - 3,no
11988,881671,AUBURN CITY,AL,POINT (-85.4641 32.5988),238,3,1,AL - 3,no
12242,882057,LEE COUNTY,AL,POINT (-85.37649999999999 32.6497),238,3,1,AL - 3,no
12272,882178,PELL CITY,AL,POINT (-86.2762 33.5767),238,3,1,AL - 3,no
12491,882169,OXFORD CITY,AL,POINT (-85.82989999999999 33.6136),238,3,1,AL - 3,no
13461,881792,CLEBURNE COUNTY,AL,POINT (-85.5753 33.6458),238,3,1,AL - 3,no
566,882146,MUSCLE SHOALS CITY,AL,POINT (-87.6352 34.7336),351,4,1,AL - 4,no
918,881842,CULLMAN CITY,AL,POINT (-86.8407 34.1792),351,4,1,AL - 4,no
1174,881931,FAYETTE COUNTY,AL,POINT (-87.8312 33.6859),351,4,1,AL - 4,no
3915,882050,LAWRENCE COUNTY,AL,POINT (-87.29259999999999 34.4755),351,4,1,AL - 4,no
4469,881421,MARSHALL COUNTY,AL,POINT (-86.2867 34.305),351,4,1,AL - 4,no
4604,881907,ETOWAH COUNTY,AL,POINT (-86.0544 34.0223),351,4,1,AL - 4,no
5253,881443,BOAZ CITY,AL,POINT (-86.1611 34.2128),351,4,1,AL - 4,no
5289,882376,WINSTON COUNTY,AL,POINT (-87.4025 34.148),351,4,1,AL - 4,no
6026,881847,CULLMAN COUNTY,AL,POINT (-86.84100000000001 34.181),351,4,1,AL - 4,no
6247,882341,TUSCUMBIA CITY,AL,POINT (-87.7002 34.7379),351,4,1,AL - 4,no
6669,882031,LAMAR COUNTY,AL,POINT (-88.1185 33.7528),351,4,1,AL - 4,no
6872,881941,FORT PAYNE CITY,AL,POINT (-85.6728 34.4846),351,4,1,AL - 4,no
6898,882092,MARION COUNTY,AL,POINT (-87.99600000000001 34.116),351,4,1,AL - 4,no
7398,882355,WALKER COUNTY,AL,POINT (-87.27460000000001 33.8346),351,4,1,AL - 4,no
8155,882020,JASPER CITY,AL,POINT (-87.2796 33.8348),351,4,1,AL - 4,no
8734,882258,SHEFFIELD CITY,AL,POINT (-87.70189999999999 34.764),351,4,1,AL - 4,no
9564,881966,GUNTERSVILLE CITY,AL,POINT (-86.2962 34.3571),351,4,1,AL - 4,no
10278,881951,GADSDEN CITY,AL,POINT (-86.01690000000001 34.014),351,4,1,AL - 4,no
10982,881946,FRANKLIN COUNTY,AL,POINT (-87.7276 34.5077),351,4,1,AL - 4,no
11052,882387,ALBERTVILLE CITY,AL,POINT (-86.2086 34.2675),351,4,1,AL - 4,no
11566,881806,COLBERT COUNTY,AL,POINT (-87.6878 34.7162),351,4,1,AL - 4,no
11909,881865,DEKALB COUNTY,AL,POINT (-85.7264 34.4384),351,4,1,AL - 4,no
12055,881623,ATTALLA CITY,AL,POINT (-86.11109999999999 33.9956),351,4,1,AL - 4,no
12148,882370,WINFIELD CITY,AL,POINT (-87.8124 33.9323),351,4,1,AL - 4,no
12555,882241,RUSSELLVILLE CITY,AL,POINT (-87.7373 34.527),351,4,1,AL - 4,no
12559,881976,HALEYVILLE CITY,AL,POINT (-87.61620000000001 34.2264),351,4,1,AL - 4,no
12960,881584,ARAB CITY,AL,POINT (-86.4883 34.3279),351,4,1,AL - 4,no
1375,882041,LAUDERDALE COUNTY,AL,POINT (-87.6212 34.8326),142,5,1,AL - 5,no
1820,882011,JACKSON COUNTY,AL,POINT (-86.06180000000001 34.6758),142,5,1,AL - 5,no
4941,881871,DECATUR CITY,AL,POINT (-86.9825 34.606),142,5,1,AL - 5,no
6606,882062,LIMESTONE COUNTY,AL,POINT (-86.9723 34.8012),142,5,1,AL - 5,no
7080,881981,HARTSELLE CITY,AL,POINT (-86.931 34.4465),142,5,1,AL - 5,no
8219,882134,MORGAN COUNTY,AL,POINT (-86.9695 34.5615),142,5,1,AL - 5,no
8799,881936,FLORENCE CITY,AL,POINT (-87.6801 34.7942),142,5,1,AL - 5,no
9361,881588,ATHENS CITY,AL,POINT (-86.9667 34.8036),142,5,1,AL - 5,no
9388,882084,MADISON COUNTY,AL,POINT (-86.52 34.7849),142,5,1,AL - 5,no
10529,882247,SCOTTSBORO CITY,AL,POINT (-86.0313 34.6711),142,5,1,AL - 5,no
11961,881431,MADISON CITY,AL,POINT (-86.7449 34.6873),142,5,1,AL - 5,no
12193,882000,HUNTSVILLE CITY,AL,POINT (-86.5778 34.7342),142,5,1,AL - 5,no
996,882152,ONEONTA CITY,AL,POINT (-86.49590000000001 33.9333),144,6,1,AL - 6,no
1014,882140,MOUNTAIN BROOK CITY,AL,POINT (-86.75399999999999 33.5022),144,6,1,AL - 6,no
1450,881824,COOSA COUNTY,AL,POINT (-86.1853 32.8659),144,6,1,AL - 6,no
1659,881471,TRUSSVILLE CITY,AL,POINT (-86.60890000000001 33.6206),144,6,1,AL - 6,no
1732,881666,ALABASTER CITY,AL,POINT (-86.8158 33.2458),144,6,1,AL - 6,no
1775,881699,BIBB COUNTY,AL,POINT (-87.1362 32.9461),144,6,1,AL - 6,no
1840,881439,LEEDS CITY,AL,POINT (-86.54130000000001 33.5433),144,6,1,AL - 6,no
3605,881720,BLOUNT COUNTY,AL,POINT (-86.4764 33.9456),144,6,1,AL - 6,no
5427,881991,HOMEWOOD CITY,AL,POINT (-86.7865 33.479),144,6,1,AL - 6,no
6589,881427,HOOVER CITY,AL,POINT (-86.76690000000001 33.4062),144,6,1,AL - 6,no
8358,881763,CHILTON COUNTY,AL,POINT (-86.62179999999999 32.8699),144,6,1,AL - 6,no
8634,882349,VESTAVIA HILLS CITY,AL,POINT (-86.7886 33.4319),144,6,1,AL - 6,no
11793,882263,SHELBY COUNTY,AL,POINT (-86.6018 33.1798),144,6,1,AL - 6,no
83,882183,PERRY COUNTY,AL,POINT (-87.32040000000001 32.6344),143,7,1,AL - 7,no
284,882312,TARRANT CITY,AL,POINT (-86.78060000000001 33.5729),143,7,1,AL - 7,no
328,882319,THOMASVILLE CITY,AL,POINT (-87.7367 31.8873),143,7,1,AL - 7,no
610,882068,LINDEN CITY,AL,POINT (-87.7979 32.3073),143,7,1,AL - 7,no
1098,882073,LOWNDES COUNTY,AL,POINT (-86.5808 32.1836),143,7,1,AL - 7,no
1977,881925,FAIRFIELD CITY,AL,POINT (-86.91370000000001 33.4748),143,7,1,AL - 7,no
2126,881860,DALLAS COUNTY,AL,POINT (-87.0236 32.4118),143,7,1,AL - 7,no
2302,881694,BESSEMER CITY,AL,POINT (-86.958 33.4007),143,7,1,AL - 7,no
2401,882253,SELMA CITY,AL,POINT (-87.0243 32.4292),143,7,1,AL - 7,no
3820,882329,TUSCALOOSA CITY,AL,POINT (-87.56140000000001 33.2038),143,7,1,AL - 7,no
3833,881962,GREENE COUNTY,AL,POINT (-87.8892 32.841),143,7,1,AL - 7,no
4876,882193,PICKENS COUNTY,AL,POINT (-88.0151 33.3757),143,7,1,AL - 7,no
5160,882336,TUSCALOOSA COUNTY,AL,POINT (-87.56229999999999 33.2031),143,7,1,AL - 7,no
5195,881971,HALE COUNTY,AL,POINT (-87.5938 32.7073),143,7,1,AL - 7,no
5345,881876,DEMOPOLIS CITY,AL,POINT (-87.8617 32.4934),143,7,1,AL - 7,no
6220,882026,JEFFERSON COUNTY,AL,POINT (-86.79259999999999 33.4871),143,7,1,AL - 7,no
6400,882097,MIDFIELD CITY,AL,POINT (-86.9117 33.4595),143,7,1,AL - 7,no
7628,882088,MARENGO COUNTY,AL,POINT (-87.7979 32.3063),143,7,1,AL - 7,no
8115,882366,WILCOX COUNTY,AL,POINT (-87.38120000000001 32.1956),143,7,1,AL - 7,no
9239,881769,CHOCTAW COUNTY,AL,POINT (-88.23299999999999 32.0797),143,7,1,AL - 7,no
10593,882275,SUMTER COUNTY,AL,POINT (-88.2938 32.4909),143,7,1,AL - 7,no
11967,881705,BIRMINGHAM CITY,AL,POINT (-86.8091 33.52),143,7,1,AL - 7,no
31,881734,CEDAR RIDGE SCHOOL DISTRICT,AR,POINT (-91.4461 35.7231),54,1,5,AR - 1,no
370,882534,MELBOURNE SCHOOL DISTRICT,AR,POINT (-91.9083 36.0658),54,1,5,AR - 1,no
379,881464,MARMADUKE SCHOOL DISTRICT,AR,POINT (-90.39319999999999 36.1931),54,1,5,AR - 1,no
446,882660,PIGGOTT SCHOOL DISTRICT,AR,POINT (-90.18600000000001 36.3819),54,1,5,AR - 1,no
945,882506,MARKED TREE SCHOOL DISTRICT,AR,POINT (-90.4205 35.5278),54,1,5,AR - 1,no
1025,881634,TRUMANN SCHOOL DISTRICT,AR,POINT (-90.5179 35.6688),54,1,5,AR - 1,no
1159,881760,OZARK MOUNTAIN SCHOOL DISTRICT,AR,POINT (-92.7989 36.029),54,1,5,AR - 1,no
1185,881639,EAST POINSETT CO. SCHOOL DIST.,AR,POINT (-90.3403 35.6095),54,1,5,AR - 1,no
1186,882491,MAMMOTH SPRING SCHOOL DISTRICT,AR,POINT (-91.5419 36.491),54,1,5,AR - 1,no
1252,882569,MOUNTAIN VIEW SCHOOL DISTRICT,AR,POINT (-92.0839 35.8577),54,1,5,AR - 1,no
1556,881470,BATESVILLE SCHOOL DISTRICT,AR,POINT (-91.6461 35.7758),54,1,5,AR - 1,no
1569,882412,HUGHES SCHOOL DISTRICT,AR,POINT (-90.4708 34.9514),54,1,5,AR - 1,no
1696,882499,LEE COUNTY SCHOOL DISTRICT,AR,POINT (-90.7632 34.7751),54,1,5,AR - 1,no
1856,882069,RECTOR SCHOOL DISTRICT,AR,POINT (-90.29859999999999 36.2627),54,1,5,AR - 1,no
2128,881476,IZARD CO. CONS. SCHOOL DIST.,AR,POINT (-91.92149999999999 36.157),54,1,5,AR - 1,no
2212,882132,DES ARC SCHOOL DISTRICT,AR,POINT (-91.49890000000001 34.977),54,1,5,AR - 1,no
2321,881901,AUGUSTA SCHOOL DISTRICT,AR,POINT (-91.36539999999999 35.2799),54,1,5,AR - 1,no
2341,882408,HOXIE SCHOOL DISTRICT,AR,POINT (-90.9803 36.0526),54,1,5,AR - 1,no
2387,882694,QUITMAN SCHOOL DISTRICT,AR,POINT (-92.22200000000001 35.3799),54,1,5,AR - 1,no
2417,881651,PALESTINE-WHEATLEY SCH. DIST.,AR,POINT (-90.9053 34.969),54,1,5,AR - 1,no
2905,882063,CLARENDON SCHOOL DISTRICT,AR,POINT (-91.30759999999999 34.6954),54,1,5,AR - 1,no
2988,882474,LONOKE SCHOOL DISTRICT,AR,POINT (-91.90389999999999 34.7789),54,1,5,AR - 1,no
3114,881611,MOUNTAIN HOME SCHOOL DISTRICT,AR,POINT (-92.4033 36.3327),54,1,5,AR - 1,no
3198,881916,BARTON-LEXA SCHOOL DISTRICT,AR,POINT (-90.7681 34.5524),54,1,5,AR - 1,no
3300,881884,ARMOREL SCHOOL DISTRICT,AR,POINT (-89.7984 35.9202),54,1,5,AR - 1,no
3555,881483,NEWPORT SCHOOL DISTRICT,AR,POINT (-91.271 35.6019),54,1,5,AR - 1,no
3810,882838,WYNNE SCHOOL DISTRICT,AR,POINT (-90.7783 35.232),54,1,5,AR - 1,no
3813,882333,HARRISBURG SCHOOL DISTRICT,AR,POINT (-90.723 35.56),54,1,5,AR - 1,no
4565,882741,SLOAN-HENDRIX SCHOOL DIST.,AR,POINT (-91.18380000000001 36.2014),54,1,5,AR - 1,no
5070,882128,DERMOTT SCHOOL DISTRICT,AR,POINT (-91.4284 33.5242),54,1,5,AR - 1,no
5286,882601,NETTLETON SCHOOL DISTRICT,AR,POINT (-90.65000000000001 35.8129),54,1,5,AR - 1,no
5541,882417,WEST MEMPHIS SCHOOL DISTRICT,AR,POINT (-90.1936 35.1436),54,1,5,AR - 1,no
5634,882162,DUMAS SCHOOL DISTRICT,AR,POINT (-91.5305 33.8966),54,1,5,AR - 1,no
5884,882605,NORFORK SCHOOL DISTRICT,AR,POINT (-92.2671 36.1972),54,1,5,AR - 1,no
5948,882777,STUTTGART SCHOOL DISTRICT,AR,POINT (-91.55240000000001 34.4766),54,1,5,AR - 1,no
6027,882021,CALICO ROCK SCHOOL DISTRICT,AR,POINT (-92.1357 36.1185),54,1,5,AR - 1,no
6041,882714,SALEM SCHOOL DISTRICT,AR,POINT (-91.8151 36.36),54,1,5,AR - 1,no
6168,882093,COTTER SCHOOL DISTRICT,AR,POINT (-92.5209 36.2793),54,1,5,AR - 1,no
6323,882225,FORREST CITY SCHOOL DISTRICT,AR,POINT (-90.7885 35.016),54,1,5,AR - 1,no
6582,881968,BLYTHEVILLE SCHOOL DISTRICT,AR,POINT (-89.90689999999999 35.9323),54,1,5,AR - 1,no
6603,882350,HAZEN SCHOOL DISTRICT,AR,POINT (-91.581 34.7841),54,1,5,AR - 1,no
7112,881927,BAY SCHOOL DISTRICT,AR,POINT (-90.5646 35.7473),54,1,5,AR - 1,no
7254,881996,BROOKLAND SCHOOL DISTRICT,AR,POINT (-90.58240000000001 35.9078),54,1,5,AR - 1,no
8197,881532,STAR CITY SCHOOL DISTRICT,AR,POINT (-91.8415 33.941),54,1,5,AR - 1,no
8325,882027,CARLISLE SCHOOL DISTRICT,AR,POINT (-91.73869999999999 34.7867),54,1,5,AR - 1,no
8360,881780,LAWRENCE COUNTY SCHOOL DISTRICT,AR,POINT (-90.9577 36.0639),54,1,5,AR - 1,no
8375,882187,ENGLAND SCHOOL DISTRICT,AR,POINT (-91.9563 34.5427),54,1,5,AR - 1,no
8747,881626,MANILA SCHOOL DISTRICT,AR,POINT (-90.15770000000001 35.8793),54,1,5,AR - 1,no
9216,882521,MAYNARD SCHOOL DISTRICT,AR,POINT (-90.8994 36.4179),54,1,5,AR - 1,no
9301,882004,BUFFALO IS. CENTRAL SCH. DIST.,AR,POINT (-90.3493 35.8906),54,1,5,AR - 1,no
9607,882357,HEBER SPRINGS SCHOOL DISTRICT,AR,POINT (-92.041 35.4957),54,1,5,AR - 1,no
9675,882796,VALLEY VIEW SCHOOL DISTRICT,AR,POINT (-90.7422 35.7777),54,1,5,AR - 1,no
9808,882780,GREENE CO. TECH SCHOOL DIST.,AR,POINT (-90.5573 36.0657),54,1,5,AR - 1,no
9875,882503,MARION SCHOOL DISTRICT,AR,POINT (-90.2022 35.2082),54,1,5,AR - 1,no
9902,882509,SEARCY COUNTY SCHOOL DISTRICT,AR,POINT (-92.6597 35.9079),54,1,5,AR - 1,no
9958,881539,GOSNELL SCHOOL DISTRICT,AR,POINT (-89.965 35.9599),54,1,5,AR - 1,no
10165,882789,JACKSON CO. SCHOOL DISTRICT,AR,POINT (-91.2025 35.7339),54,1,5,AR - 1,no
10275,881622,SO. MISS. COUNTY SCHOOL DIST.,AR,POINT (-90.0419 35.5619),54,1,5,AR - 1,no
10408,882083,CONCORD SCHOOL DISTRICT,AR,POINT (-91.84739999999999 35.664),54,1,5,AR - 1,no
10563,882010,CABOT SCHOOL DISTRICT,AR,POINT (-92.008 34.9748),54,1,5,AR - 1,no
10575,881992,BRINKLEY SCHOOL DISTRICT,AR,POINT (-91.1961 34.877),54,1,5,AR - 1,no
10600,881453,RIVERSIDE SCHOOL DISTRICT,AR,POINT (-90.4379 35.8166),54,1,5,AR - 1,no
10699,882032,WESTSIDE CONS. SCHOOL DISTRICT,AR,POINT (-90.8038 35.8539),54,1,5,AR - 1,no
10886,882809,VIOLA SCHOOL DISTRICT,AR,POINT (-91.9851 36.3956),54,1,5,AR - 1,no
11044,881466,PARAGOULD SCHOOL DISTRICT,AR,POINT (-90.50539999999999 36.0563),54,1,5,AR - 1,no
11355,882038,CAVE CITY SCHOOL DISTRICT,AR,POINT (-91.5484 35.9512),54,1,5,AR - 1,no
11590,881739,HILLCREST SCHOOL DISTRICT,AR,POINT (-91.32129999999999 35.965),54,1,5,AR - 1,no
