school_esh_id,campus_id
897590,campus_24858
897591,campus_21140
897592,campus_24859
897593,campus_24860
897594,campus_29554
897595,campus_27739
897597,campus_24861
897598,campus_12285
897599,campus_24862
897600,campus_24863
897601,campus_24864
897602,campus_10207
897603,campus_2097
897604,campus_24865
897605,campus_24866
897606,campus_24867
897607,campus_14037
897608,campus_24868
897609,campus_21141
897610,campus_27740
897611,campus_29555
897612,campus_12286
897613,campus_10208
897614,campus_2097
897616,campus_14038
897617,campus_21142
897618,campus_24869
897619,campus_24870
897620,campus_27741
897621,campus_29556
897622,campus_24871
897624,campus_12287
897626,campus_24872
897627,campus_8709
897628,campus_12288
897629,campus_24873
897631,campus_24874
897632,campus_10209
897633,campus_34829
897634,campus_24875
897635,campus_24876
897636,campus_24877
897637,campus_21143
897638,campus_614
897639,campus_24878
897640,campus_24879
897641,campus_27742
897642,campus_24880
897643,campus_29557
897644,campus_1715
897645,campus_24881
897646,campus_12289
897647,campus_24882
897648,campus_10210
897649,campus_24883
897650,campus_10212
897651,campus_2098
897652,campus_1715
897653,campus_10213
897654,campus_24884
897655,campus_24885
897656,campus_14039
897657,campus_21144
897658,campus_24886
897659,campus_24887
897660,campus_27743
897661,campus_29558
897662,campus_24888
897663,campus_24889
897664,campus_12290
897665,campus_24890
897666,campus_24891
897667,campus_24892
897668,campus_34830
897670,campus_150
897671,campus_24893
897672,campus_14040
897673,campus_24894
897674,campus_21145
897675,campus_24895
897676,campus_24896
897677,campus_27744
897678,campus_29559
897679,campus_29560
897681,campus_24897
897683,campus_12291
897684,campus_1714
897685,campus_1716
897687,campus_2098
897688,campus_10214
897689,campus_614
897690,campus_21146
897691,campus_27745
897692,campus_29561
897693,campus_29562
897694,campus_12292
897695,campus_1717
897696,campus_2099
897697,campus_10215
897698,campus_1718
897699,campus_2099
897700,campus_14041
897701,campus_21147
897702,campus_27746
897703,campus_12293
897704,campus_34831
897705,campus_149
897706,campus_1718
897707,campus_615
897708,campus_24898
897709,campus_21148
897710,campus_24899
897711,campus_24900
897712,campus_27747
897713,campus_24901
897715,campus_29563
897716,campus_2290
897717,campus_2290
897718,campus_2290
897720,campus_12294
897721,campus_24902
897722,campus_1719
897723,campus_1719
897724,campus_2100
897725,campus_2100
897726,campus_10216
897727,campus_24903
897728,campus_14042
897729,campus_21149
897730,campus_21150
897731,campus_27748
897732,campus_12295
897733,campus_2291
897734,campus_10217
897735,campus_34832
897736,campus_34833
897738,campus_1717
897739,campus_616
897740,campus_24904
897741,campus_21151
897743,campus_27749
897744,campus_1718
897745,campus_2291
897746,campus_12296
897747,campus_34834
897748,campus_10218
897749,campus_34835
897750,campus_616
897751,campus_21152
897752,campus_27750
897753,campus_24912
897754,campus_29565
897755,campus_12297
897756,campus_2101
897757,campus_21153
897758,campus_617
897759,campus_27751
897760,campus_29566
897761,campus_24913
897762,campus_12298
897763,campus_10219
897764,campus_2101
897765,campus_34836
897766,campus_21154
897767,campus_1339
897768,campus_34837
897769,campus_14043
897770,campus_2102
897771,campus_2102
897772,campus_34838
897773,campus_27752
897774,campus_34839
897775,campus_14044
897776,campus_12299
897777,campus_24914
897778,campus_29567
897779,campus_29568
897780,campus_29569
897782,campus_29570
897783,campus_29571
897784,campus_29572
897785,campus_10220
897786,campus_10221
897787,campus_21155
897788,campus_21156
897789,campus_27753
897790,campus_2103
897791,campus_34840
897792,campus_12300
897793,campus_2103
897794,campus_14045
897795,campus_34841
897796,campus_24915
897797,campus_34842
897798,campus_29573
897799,campus_34843
897800,campus_2104
897801,campus_2104
897802,campus_617
897803,campus_2104
897804,campus_2104
897805,campus_2104
897806,campus_10222
897807,campus_2104
897808,campus_34844
897809,campus_2104
897810,campus_21157
897811,campus_27754
897812,campus_12301
897813,campus_24916
897814,campus_29574
897816,campus_615
897817,campus_148
897818,campus_34845
897819,campus_27755
897820,campus_21158
897821,campus_12302
897822,campus_24917
897823,campus_29575
897824,campus_10223
897825,campus_14046
897826,campus_34846
897827,campus_27756
897828,campus_21159
897829,campus_21160
897830,campus_1339
897831,campus_12303
897832,campus_1339
897833,campus_24918
897834,campus_2292
897835,campus_2292
897836,campus_144
897837,campus_14047
897838,campus_10224
897840,campus_27757
897841,campus_12304
897842,campus_21161
897843,campus_29576
897844,campus_24919
897845,campus_14048
897846,campus_10225
897847,campus_8821
897848,campus_27758
897849,campus_21162
897850,campus_12305
897851,campus_24920
897852,campus_10226
897853,campus_14049
897855,campus_8821
897857,campus_21163
897858,campus_12306
897859,campus_24921
897861,campus_29577
897862,campus_10227
897863,campus_14050
897864,campus_2105
897865,campus_34848
897866,campus_27759
897867,campus_21164
897868,campus_12307
897869,campus_21165
897870,campus_24922
897871,campus_29578
897872,campus_10211
897873,campus_14051
897874,campus_2105
897875,campus_27760
897876,campus_12308
897877,campus_21166
897878,campus_24923
897879,campus_29579
897880,campus_10229
897881,campus_151
897882,campus_14052
897883,campus_2106
897884,campus_2106
897885,campus_34849
897886,campus_34850
897887,campus_12309
897888,campus_27761
897890,campus_21167
897891,campus_24924
897892,campus_29580
897893,campus_151
897894,campus_14053
897895,campus_12310
897896,campus_34851
897897,campus_34852
897898,campus_34853
897899,campus_21168
897900,campus_34854
897901,campus_34855
897902,campus_34856
897903,campus_34857
897904,campus_34858
897905,campus_29581
897906,campus_34859
897907,campus_24925
897908,campus_34860
897909,campus_34861
897910,campus_10230
897911,campus_34862
897912,campus_34863
897913,campus_34864
897914,campus_34865
897915,campus_14054
897916,campus_34866
897917,campus_34867
897919,campus_34868
897920,campus_34869
897921,campus_12311
897922,campus_2107
897924,campus_2107
897925,campus_21169
897926,campus_27762
897927,campus_29582
897928,campus_24926
897929,campus_10231
897930,campus_14055
897931,campus_12312
897932,campus_2108
897933,campus_21170
897934,campus_27763
897935,campus_29583
897936,campus_24927
897937,campus_10232
897938,campus_14056
897939,campus_12313
897940,campus_21171
897941,campus_27764
897942,campus_34870
897943,campus_34871
897944,campus_29584
897945,campus_24928
897946,campus_10233
897947,campus_14057
897948,campus_21172
897949,campus_12314
897950,campus_27765
897951,campus_29585
897952,campus_24929
897953,campus_152
897954,campus_14058
897955,campus_21173
897956,campus_12315
897957,campus_12316
897958,campus_34872
897959,campus_27766
897960,campus_29586
897961,campus_24930
897962,campus_10234
897963,campus_14059
897965,campus_12317
897966,campus_34873
897967,campus_27767
897968,campus_2108
897969,campus_29587
897971,campus_24931
897972,campus_10235
897973,campus_14060
897974,campus_21174
897976,campus_21175
897977,campus_12318
897978,campus_2109
897979,campus_27768
897980,campus_2109
897981,campus_24932
897982,campus_29588
897983,campus_10236
897984,campus_14061
897985,campus_12319
897986,campus_34874
897987,campus_27769
897988,campus_24933
897989,campus_29589
897990,campus_10237
897991,campus_14062
897992,campus_1340
897993,campus_12320
897994,campus_34875
897995,campus_27770
897996,campus_1721
897997,campus_29590
897998,campus_10238
897999,campus_14063
898000,campus_1340
898001,campus_34876
898002,campus_27771
898003,campus_24934
898004,campus_29591
898005,campus_10239
898006,campus_14064
898007,campus_1341
898008,campus_12321
898009,campus_34877
898010,campus_27772
898011,campus_29592
898012,campus_29593
898013,campus_24935
898014,campus_29594
898015,campus_10240
898016,campus_14065
898017,campus_1341
898018,campus_12322
898020,campus_12323
898021,campus_34878
898022,campus_27773
898023,campus_10241
898024,campus_29595
898025,campus_24936
898027,campus_14066
898028,campus_21176
898029,campus_12324
898030,campus_34879
898031,campus_27774
898032,campus_10242
898033,campus_29596
898034,campus_24937
898035,campus_14067
898036,campus_21177
898037,campus_21178
898038,campus_21179
898039,campus_12325
898040,campus_34880
898041,campus_27775
898042,campus_10243
898043,campus_29597
898044,campus_24938
898045,campus_14068
898046,campus_21180
898047,campus_12326
898048,campus_2110
898049,campus_27776
898050,campus_10244
898051,campus_29598
898052,campus_24939
898053,campus_618
898054,campus_1342
898055,campus_484
898056,campus_27777
898057,campus_34881
898058,campus_34882
898059,campus_34883
898061,campus_29599
898062,campus_10245
898063,campus_29600
898066,campus_24940
898067,campus_618
898068,campus_1342
898069,campus_484
898070,campus_12327
898071,campus_12328
898072,campus_27778
898073,campus_2111
898074,campus_10246
898075,campus_29601
898078,campus_8810
898079,campus_618
898080,campus_21181
898081,campus_12329
898082,campus_14069
898083,campus_27779
898084,campus_34884
898085,campus_10247
898086,campus_29602
898087,campus_24941
898088,campus_1343
898089,campus_8713
898090,campus_14070
898091,campus_27780
898092,campus_34885
898093,campus_2111
898094,campus_152
898095,campus_29603
898097,campus_24942
898098,campus_1343
898100,campus_12330
898101,campus_14071
898102,campus_27781
898103,campus_34886
898104,campus_10248
898105,campus_14072
898106,campus_29604
898107,campus_24943
898108,campus_1344
898109,campus_12331
898110,campus_1966
898111,campus_34887
898112,campus_10249
898113,campus_14073
898114,campus_29605
898115,campus_24944
898116,campus_1344
898117,campus_1345
898118,campus_12332
898119,campus_1345
898120,campus_12333
898121,campus_1345
898122,campus_27782
898123,campus_2110
898124,campus_34888
898125,campus_10250
898126,campus_14074
898127,campus_29606
898128,campus_14075
898129,campus_24945
898130,campus_1346
898131,campus_12334
898132,campus_27783
898133,campus_10251
898134,campus_2112
898135,campus_10252
898136,campus_153
898137,campus_29607
898138,campus_29608
898139,campus_10253
898140,campus_29609
898141,campus_14076
898142,campus_24946
898143,campus_24947
898144,campus_1722
898145,campus_1346
898146,campus_485
898147,campus_1723
898148,campus_27784
898149,campus_2112
898150,campus_10254
898151,campus_2293
898152,campus_14077
898153,campus_1346
898154,campus_21182
898155,campus_12335
898156,campus_24948
898158,campus_27785
898159,campus_24949
898160,campus_34889
898161,campus_10255
898162,campus_2293
898163,campus_10256
898164,campus_14078
898165,campus_14079
898166,campus_12336
898167,campus_21183
898168,campus_27786
898169,campus_24950
898170,campus_34890
898171,campus_34891
898172,campus_24951
898173,campus_14080
898174,campus_29610
898175,campus_10257
898176,campus_29611
898177,campus_14081
898178,campus_21184
898179,campus_12337
898180,campus_27787
898181,campus_1722
898182,campus_34892
898183,campus_10258
898184,campus_29612
898185,campus_14082
898186,campus_12338
898187,campus_21185
898188,campus_27788
898189,campus_34893
898190,campus_24952
898191,campus_10259
898193,campus_29613
898194,campus_8695
898197,campus_14083
898198,campus_21186
898199,campus_485
898200,campus_27789
898201,campus_24953
898202,campus_29614
898203,campus_10260
898204,campus_34894
898205,campus_14084
898206,campus_21187
898207,campus_12339
898208,campus_12340
898209,campus_14085
898210,campus_27790
898211,campus_14086
898212,campus_24954
898213,campus_10261
898214,campus_29615
898215,campus_34895
898216,campus_29616
898217,campus_29617
898218,campus_2294
898219,campus_21188
898220,campus_12341
898221,campus_27791
898222,campus_24955
898223,campus_10262
898224,campus_14087
898225,campus_34896
898226,campus_2294
898227,campus_29618
898228,campus_24956
898229,campus_14088
898230,campus_21189
898231,campus_12342
898232,campus_27792
898233,campus_10263
898234,campus_2295
898235,campus_2113
898236,campus_1722
898237,campus_14089
898238,campus_1723
898239,campus_1721
898240,campus_21190
898241,campus_12343
898242,campus_24957
898243,campus_14090
898244,campus_1967
898245,campus_14091
898246,campus_10264
898247,campus_14092
898248,campus_2295
898249,campus_34897
898250,campus_14093
898251,campus_21191
898253,campus_24958
898254,campus_27793
898255,campus_619
898256,campus_10265
898257,campus_14094
898258,campus_2113
898259,campus_29619
898260,campus_34898
898261,campus_21192
898262,campus_12344
898263,campus_12345
898264,campus_27794
898265,campus_8810
898266,campus_1722
898267,campus_24959
898268,campus_24960
898269,campus_24961
898270,campus_10266
898271,campus_14095
898272,campus_2114
898273,campus_29620
898274,campus_21193
898275,campus_14096
898276,campus_12346
898277,campus_27795
898278,campus_12347
898279,campus_24962
898281,campus_10267
898282,campus_2115
898283,campus_24963
898284,campus_29621
898285,campus_29622
898286,campus_29623
898287,campus_21194
898288,campus_29624
898289,campus_29625
898290,campus_29626
898291,campus_29627
898292,campus_29628
898293,campus_29629
898294,campus_29630
898295,campus_29631
898296,campus_14097
898297,campus_29632
898298,campus_29633
898299,campus_29634
898300,campus_27796
898301,campus_29635
898302,campus_12348
898303,campus_29636
898304,campus_29637
898305,campus_29638
898306,campus_29639
898307,campus_29640
898309,campus_29641
898310,campus_29642
898312,campus_14098
898313,campus_2115
898314,campus_10268
898315,campus_24964
898316,campus_153
898317,campus_24965
898318,campus_21195
898321,campus_12349
898322,campus_27797
898324,campus_29643
898325,campus_14099
898326,campus_34899
898327,campus_14100
898328,campus_154
898329,campus_21196
898330,campus_12350
898331,campus_27798
898332,campus_24966
898333,campus_1724
898334,campus_29644
898335,campus_1724
898337,campus_14101
898338,campus_21197
898339,campus_10269
898340,campus_14102
898341,campus_12351
898342,campus_27799
898343,campus_29645
898344,campus_24967
898345,campus_2114
898346,campus_10270
898347,campus_21198
898348,campus_14103
898349,campus_27800
898350,campus_12352
898351,campus_29646
898352,campus_24968
898353,campus_34900
898354,campus_34901
898355,campus_34902
898356,campus_34903
898357,campus_21199
898358,campus_14104
898359,campus_12353
898361,campus_27801
898362,campus_29647
898363,campus_24969
898364,campus_34904
898365,campus_21200
898366,campus_34905
898367,campus_34906
898368,campus_10271
898369,campus_14105
898370,campus_12354
898371,campus_27802
898372,campus_486
898373,campus_29648
898374,campus_24970
898375,campus_21201
898376,campus_10272
898377,campus_2116
898378,campus_2116
898379,campus_2116
898380,campus_14106
898381,campus_486
898382,campus_27803
898383,campus_29649
898384,campus_14107
898385,campus_24971
898386,campus_21202
898387,campus_10273
898388,campus_155
898389,campus_2119
898390,campus_12355
898391,campus_27804
898392,campus_29650
898393,campus_14108
898394,campus_24972
898395,campus_1725
898396,campus_1347
898397,campus_34907
898398,campus_155
898399,campus_12356
898400,campus_29651
898401,campus_27805
898402,campus_14109
898403,campus_24973
898404,campus_21203
898406,campus_34908
898407,campus_10274
898408,campus_12357
898409,campus_29652
898410,campus_27806
898411,campus_14110
898412,campus_34909
898413,campus_21204
898414,campus_24974
898415,campus_10275
898416,campus_10276
898417,campus_12358
898418,campus_12359
898419,campus_29653
898421,campus_27807
898422,campus_12360
898424,campus_2296
898425,campus_12361
898426,campus_12362
898427,campus_12363
898428,campus_487
898429,campus_14111
898430,campus_34910
898431,campus_21205
898432,campus_24975
898433,campus_24976
898434,campus_156
898435,campus_156
898436,campus_27808
898437,campus_24977
898439,campus_2296
898440,campus_24978
898442,campus_1725
898443,campus_14112
898445,campus_24979
898446,campus_34911
898447,campus_21206
898448,campus_1726
898449,campus_27809
898450,campus_10277
898451,campus_29654
898452,campus_10278
898453,campus_12364
898454,campus_12365
898455,campus_12366
898456,campus_12367
898457,campus_12368
898458,campus_12369
898459,campus_14113
898460,campus_12370
898461,campus_12371
898462,campus_12372
898463,campus_12373
898464,campus_34912
898465,campus_21207
898466,campus_12374
898467,campus_488
898468,campus_12375
898469,campus_24980
898470,campus_488
898471,campus_487
898472,campus_12376
898473,campus_1726
898474,campus_27810
898476,campus_29655
898477,campus_154
898478,campus_14114
898479,campus_21208
898480,campus_34913
898481,campus_8762
898482,campus_27811
898483,campus_29656
898484,campus_29657
898485,campus_10279
898486,campus_24981
898487,campus_14115
898488,campus_34914
898489,campus_21209
898490,campus_8763
898491,campus_27812
898492,campus_29658
898493,campus_10280
898494,campus_24982
898495,campus_14116
898496,campus_34915
898497,campus_21210
898498,campus_8764
898499,campus_27813
898500,campus_10281
898501,campus_29659
898502,campus_24983
898503,campus_620
898504,campus_34916
898505,campus_21211
898506,campus_8765
898507,campus_27814
898508,campus_10282
898509,campus_29660
898510,campus_24984
898511,campus_14117
898512,campus_21212
898513,campus_34917
898514,campus_508
898515,campus_27815
898516,campus_10283
898517,campus_29661
898518,campus_24985
898519,campus_34918
898520,campus_621
898521,campus_1348
898522,campus_8766
898523,campus_27816
898524,campus_29662
898525,campus_153
898527,campus_24986
898528,campus_34919
898529,campus_21213
898530,campus_14118
898531,campus_8767
898533,campus_27817
898534,campus_29663
898535,campus_24987
898536,campus_8695
898538,campus_34920
898539,campus_620
898540,campus_21214
898541,campus_489
898542,campus_27818
898543,campus_29664
898544,campus_10285
898545,campus_14119
898546,campus_21215
898547,campus_34921
898548,campus_489
898549,campus_27819
898550,campus_29665
898551,campus_10286
898552,campus_24988
898553,campus_21216
898554,campus_14120
898555,campus_34922
898556,campus_34923
898557,campus_489
898558,campus_27820
898559,campus_29666
898560,campus_10287
898561,campus_24989
898562,campus_21217
898563,campus_2117
898564,campus_622
898565,campus_12378
898566,campus_12379
898567,campus_12380
898568,campus_27821
898569,campus_157
898570,campus_29667
898571,campus_24990
898572,campus_24991
898573,campus_21218
898574,campus_34924
898575,campus_622
898576,campus_12381
898577,campus_27822
898578,campus_29668
898579,campus_10288
898580,campus_1727
898581,campus_21219
898582,campus_34925
898583,campus_14121
898584,campus_12382
898585,campus_27823
898586,campus_29669
898588,campus_2297
898589,campus_157
898590,campus_29670
898591,campus_2297
898593,campus_1728
898594,campus_14122
898595,campus_34926
898596,campus_21220
898598,campus_24992
898599,campus_12383
898600,campus_12384
898601,campus_27824
898602,campus_10289
898603,campus_29671
898604,campus_29672
898605,campus_34927
898606,campus_21221
898607,campus_14123
898609,campus_490
898610,campus_27825
898611,campus_10290
898612,campus_29673
898613,campus_34928
898614,campus_21222
898615,campus_623
898616,campus_1727
898617,campus_12385
898618,campus_27826
898619,campus_10291
898620,campus_29674
898623,campus_29675
898624,campus_29676
898625,campus_29677
898627,campus_34929
898628,campus_21223
898629,campus_621
898630,campus_12386
898631,campus_24738
898632,campus_27827
898633,campus_158
898634,campus_10292
898635,campus_29678
898636,campus_34930
898638,campus_623
898639,campus_12387
898640,campus_1727
898642,campus_14124
898643,campus_27828
898644,campus_10293
898645,campus_29679
898646,campus_34931
898647,campus_1348
898648,campus_491
898649,campus_491
898650,campus_14125
898651,campus_24993
898652,campus_27829
898653,campus_1728
898654,campus_24994
898655,campus_10294
898657,campus_29680
898658,campus_34932
898659,campus_21224
898660,campus_1347
898661,campus_490
898662,campus_14126
898663,campus_27830
898664,campus_159
898665,campus_24995
898666,campus_160
898667,campus_29681
898668,campus_34933
898669,campus_21225
898670,campus_12388
898671,campus_27831
898672,campus_14127
898673,campus_10295
898674,campus_24996
898675,campus_10296
898676,campus_29682
898677,campus_34934
898679,campus_27832
898680,campus_14128
898682,campus_160
898683,campus_24997
898684,campus_29683
898685,campus_34935
898686,campus_21226
898687,campus_12389
898688,campus_21227
898689,campus_27833
898690,campus_624
898691,campus_625
898692,campus_159
898693,campus_29684
898694,campus_24998
898696,campus_34936
898698,campus_21228
898699,campus_493
898700,campus_27834
898701,campus_14129
898702,campus_158
898703,campus_29685
898704,campus_34937
898705,campus_24999
898706,campus_21229
898707,campus_493
898708,campus_27835
898709,campus_14130
898710,campus_10297
898711,campus_29686
898712,campus_34938
898713,campus_1729
898714,campus_34939
898717,campus_27836
898718,campus_625
898719,campus_10298
898720,campus_29687
898721,campus_34940
898722,campus_12390
898723,campus_25000
898724,campus_1730
898725,campus_1729
898726,campus_27837
898729,campus_14131
898730,campus_1730
898731,campus_10299
898732,campus_29688
898734,campus_25001
898735,campus_25002
898736,campus_34941
898737,campus_25003
898738,campus_27838
898740,campus_29689
898741,campus_625
898742,campus_10300
898743,campus_21230
898744,campus_34942
898745,campus_25004
898746,campus_12391
898747,campus_25005
898749,campus_27839
898750,campus_27840
898751,campus_2298
898752,campus_10301
898753,campus_14132
898754,campus_21231
898755,campus_34943
898756,campus_624
898757,campus_12392
898758,campus_25006
898759,campus_626
898760,campus_14133
898761,campus_27841
898762,campus_626
898763,campus_29690
898764,campus_10302
898765,campus_21232
898766,campus_34944
898768,campus_21233
898770,campus_1349
898772,campus_1349
898774,campus_494
898775,campus_25007
898776,campus_27842
898777,campus_29691
898778,campus_161
898779,campus_14134
898780,campus_2118
898781,campus_12393
898782,campus_21234
898783,campus_21235
898784,campus_25008
898785,campus_21236
898786,campus_27843
898787,campus_29692
898788,campus_10303
898789,campus_14135
898790,campus_34945
898791,campus_12394
898792,campus_25009
898793,campus_21237
898794,campus_27844
898795,campus_29693
898796,campus_10304
898797,campus_14136
898798,campus_34946
898799,campus_12395
898800,campus_25010
898801,campus_25011
898802,campus_1350
898806,campus_29694
898807,campus_27845
898809,campus_10305
898810,campus_14137
898811,campus_2118
898812,campus_494
898813,campus_1350
898814,campus_1351
898815,campus_21238
898816,campus_1351
898819,campus_1352
898820,campus_27846
898821,campus_29695
898822,campus_1352
898823,campus_25012
898824,campus_10306
898825,campus_14138
898826,campus_34947
898827,campus_12396
898828,campus_12397
898829,campus_21239
898830,campus_29696
898831,campus_27847
898832,campus_161
898833,campus_1731
898834,campus_627
898835,campus_34948
898836,campus_12398
898837,campus_29697
898838,campus_21240
898839,campus_27848
898840,campus_10307
898841,campus_25013
898842,campus_34949
898843,campus_14139
898844,campus_12399
898845,campus_29698
898846,campus_21241
898847,campus_162
898848,campus_21242
898849,campus_1732
898850,campus_34950
898851,campus_14140
898853,campus_12400
898854,campus_29699
898855,campus_21243
898856,campus_27849
898857,campus_25014
898858,campus_34951
898859,campus_628
898860,campus_12401
898863,campus_162
898864,campus_29700
898865,campus_21244
898866,campus_27850
898867,campus_25015
898868,campus_34952
898869,campus_14141
898870,campus_12402
898871,campus_10308
898872,campus_29701
898873,campus_21245
898874,campus_21246
898875,campus_27851
898876,campus_2117
898877,campus_1732
898878,campus_1731
898879,campus_25016
898881,campus_14142
898882,campus_12403
898885,campus_10309
898886,campus_29702
898887,campus_21247
898888,campus_21248
898889,campus_27852
898890,campus_34953
898891,campus_34954
898892,campus_2119
898893,campus_34955
898894,campus_12404
898895,campus_495
898896,campus_25017
898897,campus_628
898898,campus_29703
898899,campus_10310
898900,campus_21249
898901,campus_27853
898902,campus_34956
898903,campus_34957
898904,campus_12405
898905,campus_25018
898906,campus_29704
898907,campus_163
898908,campus_627
898909,campus_21250
898910,campus_27854
898912,campus_2119
898913,campus_12406
898914,campus_25019
898915,campus_29705
898916,campus_10311
898917,campus_8774
898918,campus_21251
898919,campus_21252
898920,campus_27855
898923,campus_12407
898924,campus_25020
898925,campus_29706
898926,campus_10312
898927,campus_21253
898928,campus_14143
898929,campus_21254
898930,campus_27856
898932,campus_12408
898933,campus_2299
898934,campus_10313
898935,campus_25021
898936,campus_14144
898937,campus_21255
898938,campus_2120
898939,campus_12409
898940,campus_29707
898941,campus_2298
898942,campus_10314
898943,campus_21256
898944,campus_8774
898945,campus_25022
898946,campus_27857
898947,campus_25023
898948,campus_2120
898949,campus_2121
898950,campus_2121
898951,campus_2122
898952,campus_2122
898953,campus_34958
898954,campus_12410
898955,campus_163
898956,campus_29708
898957,campus_629
898958,campus_21257
898959,campus_21258
898960,campus_27858
898961,campus_21259
898962,campus_25024
898963,campus_34959
898964,campus_12411
898965,campus_29709
898966,campus_10315
898967,campus_14145
898968,campus_21260
898969,campus_25025
898970,campus_34960
898971,campus_12412
898972,campus_29710
898973,campus_629
898974,campus_10316
898975,campus_21261
898976,campus_1968
898977,campus_1733
898978,campus_34961
898979,campus_34962
898980,campus_12413
898981,campus_29711
898982,campus_14146
898983,campus_10317
898984,campus_21262
898985,campus_27859
898986,campus_21263
898987,campus_1734
898988,campus_34963
898989,campus_12414
898990,campus_34964
898991,campus_29712
898992,campus_29713
898993,campus_14147
898995,campus_1353
898996,campus_27860
898997,campus_21264
898998,campus_25026
898999,campus_34965
899000,campus_12415
899001,campus_29714
899002,campus_14148
899004,campus_21265
899005,campus_27861
899006,campus_25027
899007,campus_1733
899008,campus_1734
899010,campus_1735
899011,campus_34966
899012,campus_12416
899013,campus_34967
899014,campus_12417
899015,campus_1736
899016,campus_25028
899017,campus_29715
899019,campus_14149
899020,campus_25029
899022,campus_1737
899023,campus_21266
899024,campus_21267
899025,campus_25030
899026,campus_25031
899027,campus_25032
899028,campus_25033
899029,campus_25034
899030,campus_34968
899031,campus_25035
899032,campus_12418
899033,campus_34969
899034,campus_25036
899035,campus_29716
899036,campus_1738
899038,campus_25037
899039,campus_14150
899040,campus_21268
899041,campus_25038
899042,campus_25039
899043,campus_27862
899044,campus_25040
899045,campus_25041
899046,campus_1739
899047,campus_25042
899048,campus_12419
899049,campus_25043
899050,campus_12420
899051,campus_29717
899053,campus_34970
899054,campus_29718
899055,campus_29719
899056,campus_25044
899058,campus_1739
899059,campus_1738
899060,campus_14151
899061,campus_21269
899062,campus_27863
899063,campus_21270
899064,campus_1737
899065,campus_1735
899066,campus_1736
899068,campus_25045
899069,campus_25046
899070,campus_34971
899071,campus_12421
899072,campus_34972
899075,campus_29720
899076,campus_34973
899077,campus_2299
899078,campus_29721
899080,campus_34974
899081,campus_29722
899082,campus_25047
899083,campus_29723
899084,campus_34975
899085,campus_29724
899086,campus_29725
899087,campus_29726
899089,campus_29727
899090,campus_29728
899091,campus_29729
899092,campus_25048
899093,campus_21271
899094,campus_21272
899097,campus_14152
899098,campus_25049
899099,campus_25050
899100,campus_12422
899101,campus_10318
899102,campus_34976
899103,campus_1967
899104,campus_29730
899105,campus_21273
899106,campus_14153
899107,campus_25051
899108,campus_12423
899109,campus_10319
899110,campus_2123
899111,campus_2123
899112,campus_1353
899113,campus_29731
899114,campus_14154
899115,campus_25052
899116,campus_12424
899117,campus_10320
899118,campus_21274
899119,campus_29732
899120,campus_1968
899121,campus_14155
899122,campus_25053
899123,campus_12425
899124,campus_10321
899125,campus_10322
899126,campus_21275
899127,campus_27864
899128,campus_34977
899129,campus_29733
899130,campus_34978
899131,campus_14156
899132,campus_25054
899135,campus_10323
899136,campus_21276
899137,campus_21277
899138,campus_27865
899139,campus_2124
899140,campus_14157
899141,campus_12426
899142,campus_25055
899143,campus_10324
899144,campus_21278
899145,campus_2124
899146,campus_27866
899147,campus_29734
899148,campus_14158
899149,campus_25056
899150,campus_12427
899151,campus_10325
899152,campus_21279
899153,campus_2124
899154,campus_1966
899155,campus_630
899156,campus_12428
899157,campus_25057
899158,campus_10326
899159,campus_21280
899160,campus_34979
899161,campus_27867
899162,campus_29735
899164,campus_630
899165,campus_12429
899166,campus_14159
899167,campus_25058
899168,campus_1353
899169,campus_27869
899170,campus_2125
899171,campus_2125
899172,campus_2300
899174,campus_12430
899175,campus_10327
899176,campus_21281
899177,campus_25059
899178,campus_27870
899179,campus_2126
899180,campus_29736
899181,campus_12431
899182,campus_21282
899183,campus_164
899184,campus_25060
899185,campus_14160
899186,campus_27871
899187,campus_2126
899188,campus_27872
899189,campus_29737
899190,campus_12432
899191,campus_12433
899192,campus_12434
899193,campus_21283
899194,campus_10328
899195,campus_25061
899196,campus_14161
899197,campus_2300
899198,campus_27873
899199,campus_2126
899200,campus_12435
899201,campus_12436
899202,campus_21284
899203,campus_25062
899204,campus_14162
899205,campus_29738
899206,campus_2127
899207,campus_27874
899208,campus_12437
899209,campus_496
899210,campus_497
899211,campus_21285
899212,campus_21286
899213,campus_25063
899214,campus_14163
899215,campus_29739
899216,campus_2127
899217,campus_1969
899218,campus_497
899219,campus_21287
899220,campus_164
899221,campus_25064
899222,campus_14164
899223,campus_29740
899224,campus_2127
899225,campus_29741
899226,campus_29742
899227,campus_29743
899230,campus_12438
899232,campus_21288
899233,campus_25065
899234,campus_34980
899235,campus_14165
899237,campus_29744
899238,campus_1969
899240,campus_29745
899241,campus_34982
899242,campus_34983
899243,campus_12439
899244,campus_21289
899246,campus_21290
899247,campus_10329
899248,campus_25066
899249,campus_27875
899250,campus_14166
899251,campus_29746
899252,campus_29747
899253,campus_34984
899254,campus_12440
899255,campus_1354
899256,campus_10330
899257,campus_25067
899258,campus_27876
899259,campus_29748
899260,campus_34985
899261,campus_14167
899264,campus_12441
899266,campus_1354
899267,campus_25068
899268,campus_164
899271,campus_29749
899272,campus_14168
899273,campus_2128
899275,campus_2128
899276,campus_27877
899279,campus_12442
899280,campus_1740
899281,campus_1740
899283,campus_165
899284,campus_29750
899285,campus_14169
