school_esh_id,campus_id
885158,campus_11091
885160,campus_11092
885161,campus_23594
885162,campus_11093
885163,campus_22541
885164,campus_11094
885165,campus_11095
885166,campus_12642
885167,campus_11097
885168,campus_13290
885169,campus_10619
885170,campus_21646
885171,campus_9366
885172,campus_23595
885173,campus_22542
885175,campus_11099
885176,campus_11100
885177,campus_13291
885178,campus_11101
885179,campus_80516
885180,campus_11102
885181,campus_21647
885182,campus_9367
885183,campus_23596
885184,campus_22543
885186,campus_13292
885187,campus_80619
885188,campus_11103
885190,campus_21648
885191,campus_8705
885192,campus_9368
885193,campus_23597
885195,campus_22544
885197,campus_518
885199,campus_81412
885200,campus_11104
885201,campus_11105
885202,campus_21649
885203,campus_11106
885204,campus_8706
885207,campus_9369
885208,campus_23598
885209,campus_12643
885210,campus_13293
885211,campus_22545
885212,campus_10620
885213,campus_21650
885215,campus_9370
885216,campus_23599
885217,campus_12644
885218,campus_13294
885219,campus_22546
885220,campus_10621
885221,campus_21651
885223,campus_9371
885224,campus_23600
885225,campus_22547
885226,campus_12645
885227,campus_13295
885228,campus_10622
885229,campus_12646
885230,campus_21652
885232,campus_9372
885237,campus_23601
885238,campus_10623
885239,campus_22548
885240,campus_13296
885241,campus_21653
885243,campus_8707
885244,campus_8707
885245,campus_11107
885246,campus_11108
885247,campus_11109
885248,campus_11110
885249,campus_9373
885250,campus_11111
885251,campus_11112
885252,campus_23602
885253,campus_11113
885255,campus_11114
885256,campus_10624
885257,campus_22549
885258,campus_13297
885259,campus_12647
885260,campus_12648
885261,campus_21654
885262,campus_9374
885263,campus_23603
885264,campus_11115
885265,campus_6
885266,campus_22550
885267,campus_11116
885268,campus_11117
885269,campus_13298
885270,campus_11118
885271,campus_395
885272,campus_395
885273,campus_395
885274,campus_12649
885275,campus_395
885276,campus_395
885277,campus_11119
885278,campus_395
885279,campus_395
885280,campus_395
885281,campus_395
885282,campus_395
885283,campus_395
885284,campus_11121
885285,campus_9375
885286,campus_11122
885287,campus_11123
885288,campus_23604
885289,campus_11124
885290,campus_11120
885291,campus_11125
885292,campus_11126
885293,campus_11127
885294,campus_6
885295,campus_22551
885296,campus_519
885297,campus_7
885298,campus_12650
885300,campus_21655
885301,campus_516
885302,campus_9376
885303,campus_9377
885304,campus_23605
885305,campus_9329
885306,campus_22552
885307,campus_22553
885308,campus_11128
885309,campus_11129
885310,campus_11131
885311,campus_11132
885312,campus_12651
885313,campus_21656
885314,campus_13299
885315,campus_9378
885316,campus_23606
885317,campus_9379
885318,campus_22554
885319,campus_9333
885320,campus_10625
885321,campus_396
885322,campus_12652
885323,campus_21657
885324,campus_518
885325,campus_21658
885326,campus_23607
885327,campus_9380
885329,campus_10626
885330,campus_396
885331,campus_12653
885332,campus_13300
885333,campus_21659
885334,campus_9381
885335,campus_23608
885337,campus_22555
885338,campus_7
885339,campus_396
885340,campus_12654
885341,campus_516
885342,campus_21660
885343,campus_23609
885344,campus_53
885345,campus_22556
885346,campus_10627
885347,campus_12655
885348,campus_11133
885349,campus_13301
885350,campus_21661
885351,campus_53
885352,campus_23610
885353,campus_22557
885354,campus_10628
885356,campus_208
885357,campus_11134
885358,campus_11135
885359,campus_11136
885360,campus_11137
885361,campus_11138
885362,campus_11139
885363,campus_13302
885364,campus_21662
885365,campus_23611
885366,campus_9382
885371,campus_22558
885373,campus_8
885374,campus_12656
885375,campus_21663
885376,campus_519
885377,campus_23612
885378,campus_22559
885382,campus_10629
885383,campus_10630
885385,campus_208
885387,campus_21664
885388,campus_13303
885389,campus_23613
885392,campus_9383
885393,campus_9
885394,campus_12657
885395,campus_10631
885397,campus_9
885398,campus_9
885399,campus_10632
885400,campus_21665
885401,campus_13304
885402,campus_23614
885403,campus_22560
885404,campus_9384
885405,campus_12658
885406,campus_10
885407,campus_10
885408,campus_21666
885409,campus_23615
885410,campus_13305
885411,campus_22561
885412,campus_9385
885413,campus_12659
885414,campus_10
885415,campus_397
885416,campus_21667
885417,campus_11140
885418,campus_11141
885419,campus_397
885421,campus_11142
885422,campus_11143
885423,campus_23616
885424,campus_11144
885425,campus_520
885426,campus_11145
885427,campus_22562
885428,campus_11146
885429,campus_11147
885430,campus_11148
885431,campus_11149
885432,campus_11150
885433,campus_9386
885436,campus_398
885437,campus_12660
885438,campus_398
885439,campus_10633
885441,campus_11151
885442,campus_11152
885443,campus_11153
885444,campus_21668
885445,campus_11154
885446,campus_23617
885447,campus_520
885448,campus_1496
885449,campus_9387
885450,campus_12661
885451,campus_209
885453,campus_10
885455,campus_209
885460,campus_11155
885462,campus_21669
885463,campus_11156
885465,campus_11157
885469,campus_8708
885470,campus_23618
885472,campus_11158
885473,campus_399
885474,campus_9388
885475,campus_13306
885476,campus_22563
885477,campus_11
885478,campus_209
885479,campus_12662
885480,campus_21670
885481,campus_21671
885482,campus_23619
885483,campus_9389
885484,campus_521
885485,campus_399
885486,campus_22564
885491,campus_12663
885492,campus_11
885493,campus_21672
885494,campus_23620
885495,campus_9390
885496,campus_521
885497,campus_1496
885498,campus_22565
885501,campus_8705
885502,campus_400
885503,campus_400
885505,campus_210
885507,campus_11159
885508,campus_11160
885509,campus_11161
885510,campus_11162
885511,campus_11163
885512,campus_21673
885513,campus_23621
885514,campus_54
885515,campus_13307
885516,campus_22566
885517,campus_22567
885518,campus_22568
885519,campus_10634
885520,campus_210
885521,campus_11164
885523,campus_11165
885524,campus_11166
885525,campus_21674
885526,campus_11167
885527,campus_11168
885528,campus_23622
885529,campus_9391
885530,campus_13308
885531,campus_22570
885532,campus_11
885533,campus_211
885534,campus_1395
885535,campus_9392
885536,campus_23623
885537,campus_13309
885538,campus_22571
885539,campus_12664
885540,campus_11169
885541,campus_11170
885542,campus_21675
885543,campus_1556
885544,campus_9393
885545,campus_13310
885546,campus_1498
885548,campus_211
885549,campus_11171
885550,campus_11172
885551,campus_21676
885552,campus_23624
885553,campus_11173
885554,campus_9394
885555,campus_11174
885556,campus_11175
885557,campus_55
885558,campus_11176
885559,campus_54
885560,campus_13311
885561,campus_11177
885562,campus_8709
885563,campus_8710
885564,campus_8711
885565,campus_22572
885566,campus_11178
885567,campus_11179
885568,campus_11
885569,campus_11180
885571,campus_11181
885572,campus_11182
885573,campus_11183
885574,campus_11184
885575,campus_23625
885576,campus_21677
885577,campus_55
885578,campus_13312
885579,campus_22573
885580,campus_10635
885581,campus_12
885582,campus_12
885583,campus_10636
885584,campus_13
885585,campus_10637
885586,campus_10638
885587,campus_13
885588,campus_11185
885589,campus_21678
885590,campus_23626
885593,campus_9395
885594,campus_13313
885595,campus_22574
885596,campus_212
885597,campus_14
885598,campus_11186
885599,campus_21679
885601,campus_23627
885602,campus_9396
885603,campus_13314
885604,campus_22575
885607,campus_213
885608,campus_10639
885609,campus_11187
885610,campus_23628
885612,campus_9397
885613,campus_13315
885614,campus_22576
885615,campus_213
885616,campus_14
885617,campus_11188
885619,campus_11189
885621,campus_23629
885622,campus_9398
885623,campus_22577
885624,campus_13316
885625,campus_10640
885626,campus_11190
885627,campus_21680
885628,campus_23630
885629,campus_9399
885630,campus_13317
885631,campus_22578
885632,campus_212
885633,campus_12665
885634,campus_10641
885635,campus_11191
885636,campus_1397
885637,campus_23631
885638,campus_9400
885639,campus_13318
885640,campus_22579
885641,campus_1498
885642,campus_22580
885643,campus_22581
885644,campus_15
885645,campus_14
885646,campus_14
885647,campus_11192
885648,campus_1397
885649,campus_23632
885650,campus_21681
885651,campus_9401
885652,campus_13319
885653,campus_22582
885654,campus_12666
885655,campus_15
885656,campus_401
885657,campus_21682
885658,campus_23633
885659,campus_9402
885660,campus_13320
885661,campus_22583
885662,campus_10642
885663,campus_214
885664,campus_11193
885665,campus_21683
885666,campus_23634
885667,campus_21684
885668,campus_21685
885669,campus_9403
885670,campus_13321
885671,campus_22584
885672,campus_10643
885673,campus_214
885674,campus_12667
885677,campus_401
885679,campus_8704
885680,campus_12668
885681,campus_12669
885685,campus_21687
885686,campus_9404
885687,campus_13322
885688,campus_22585
885689,campus_8801
885690,campus_8801
885691,campus_10644
885692,campus_11194
885693,campus_23635
885694,campus_11195
885695,campus_11196
885697,campus_215
885698,campus_11197
885699,campus_215
885700,campus_21688
885701,campus_11198
885704,campus_12670
885705,campus_9405
885706,campus_11199
885707,campus_11200
885708,campus_11201
885709,campus_13323
885710,campus_11202
885711,campus_11203
885713,campus_22586
885715,campus_11204
885716,campus_11205
885717,campus_10645
885718,campus_11206
885719,campus_11207
885721,campus_11208
885722,campus_23636
885723,campus_21689
885724,campus_9406
885725,campus_216
885731,campus_13324
885735,campus_22587
885736,campus_22588
885738,campus_1499
885739,campus_22589
885740,campus_22590
885741,campus_1499
885742,campus_10646
885743,campus_23637
885744,campus_21690
885745,campus_12671
885746,campus_13325
885747,campus_9407
885749,campus_10647
885750,campus_23638
885753,campus_454
885754,campus_435
885755,campus_486
885756,campus_11209
885757,campus_11210
885758,campus_21691
885759,campus_11211
885760,campus_21692
885761,campus_11212
885762,campus_216
885763,campus_9408
885764,campus_10648
885766,campus_23639
885767,campus_21693
885768,campus_11213
885769,campus_11214
885770,campus_11215
885771,campus_12672
885772,campus_11216
885774,campus_11217
885775,campus_11218
885776,campus_11219
885777,campus_9409
885779,campus_11220
885781,campus_11221
885784,campus_10649
885785,campus_11222
885788,campus_11223
885789,campus_11224
885790,campus_522
885791,campus_11225
885792,campus_23640
885793,campus_21694
885794,campus_12673
885795,campus_10650
885797,campus_9410
885799,campus_13326
885800,campus_11226
885801,campus_11227
885802,campus_23641
885803,campus_8706
885804,campus_11228
885805,campus_11229
885806,campus_11230
885807,campus_13327
885813,campus_21695
885815,campus_402
885816,campus_402
885817,campus_11233
885818,campus_11234
885819,campus_8712
885820,campus_8713
885821,campus_12674
885822,campus_11235
885824,campus_10651
885825,campus_11236
885826,campus_396
885827,campus_411
885828,campus_8714
885829,campus_396
885830,campus_9411
885831,campus_11237
885832,campus_11238
885833,campus_11239
885834,campus_23642
885835,campus_8717
885836,campus_11240
885837,campus_11241
885839,campus_11242
885840,campus_13328
885841,campus_403
885843,campus_403
885844,campus_11243
885845,campus_11244
885846,campus_11245
885847,campus_11246
885848,campus_21696
885849,campus_11247
885850,campus_21697
885851,campus_404
885852,campus_404
885853,campus_8718
885854,campus_11248
885855,campus_8719
885856,campus_405
885857,campus_405
885858,campus_12675
885859,campus_405
885860,campus_10652
885862,campus_8720
885865,campus_405
885867,campus_8721
885870,campus_11249
885872,campus_11250
885874,campus_9412
885875,campus_11251
885879,campus_11252
885881,campus_8722
885884,campus_11253
885887,campus_11254
885891,campus_13329
885892,campus_1398
885893,campus_217
885894,campus_10653
885895,campus_8692
885896,campus_23643
885897,campus_11255
885898,campus_22591
885899,campus_13330
885900,campus_21699
885901,campus_217
885902,campus_10654
885903,campus_8692
885904,campus_23644
885906,campus_11256
885907,campus_22592
885908,campus_11257
885909,campus_11258
885910,campus_11259
885911,campus_13331
885912,campus_11260
885913,campus_11261
885914,campus_11262
885915,campus_11263
885916,campus_11264
885918,campus_11265
885919,campus_1398
885920,campus_11266
885921,campus_11267
885922,campus_11268
885925,campus_11269
885926,campus_219
885927,campus_8723
885928,campus_10655
885929,campus_9413
885930,campus_23645
885931,campus_22593
885932,campus_13332
885933,campus_21700
885934,campus_219
885935,campus_10656
885936,campus_11270
885937,campus_11271
885938,campus_406
885939,campus_11232
885940,campus_406
885941,campus_11272
885942,campus_8693
885943,campus_23646
885944,campus_22594
885945,campus_13333
885946,campus_220
885947,campus_220
885948,campus_10657
885949,campus_11273
885950,campus_11274
885951,campus_23647
885952,campus_9420
885953,campus_22595
885954,campus_1399
885955,campus_12676
885956,campus_10658
885957,campus_11275
885958,campus_23648
885960,campus_9421
885961,campus_8710
885963,campus_22596
885965,campus_11276
885967,campus_13334
885968,campus_21701
885969,campus_12677
885970,campus_10659
885971,campus_9422
885972,campus_23649
885973,campus_22597
885974,campus_11277
885975,campus_13335
885976,campus_21702
885977,campus_21703
885978,campus_522
885979,campus_1399
885980,campus_12678
885981,campus_10660
885982,campus_9423
885983,campus_23650
885985,campus_22598
885986,campus_11278
885988,campus_11279
885989,campus_21704
885990,campus_12679
885991,campus_10661
885992,campus_12680
885993,campus_9424
885994,campus_23651
885995,campus_22599
885996,campus_22600
885997,campus_11280
885998,campus_21705
885999,campus_10662
886000,campus_221
886001,campus_9425
886002,campus_523
886003,campus_23652
886004,campus_22601
886005,campus_11281
886006,campus_1400
886007,campus_10663
886008,campus_221
886009,campus_9426
886010,campus_13336
886011,campus_23653
886012,campus_22602
886013,campus_11282
886014,campus_21706
886015,campus_10664
886016,campus_222
886017,campus_9427
886018,campus_13337
886019,campus_22603
886020,campus_23654
886021,campus_11283
886022,campus_11284
886023,campus_11285
886024,campus_8724
886026,campus_11286
886027,campus_8724
886028,campus_21707
886029,campus_10665
886030,campus_222
886031,campus_9428
886032,campus_9429
886033,campus_523
886034,campus_22604
886035,campus_9430
886036,campus_23655
886037,campus_11287
886038,campus_21708
886039,campus_10666
886040,campus_223
886041,campus_22605
886042,campus_23656
886043,campus_9431
886044,campus_13338
886045,campus_11288
886046,campus_10667
886047,campus_1400
886048,campus_223
886049,campus_23657
886050,campus_1500
886051,campus_9432
886052,campus_13339
886053,campus_11289
886055,campus_10668
886057,campus_21709
886058,campus_11290
886059,campus_224
886060,campus_23658
886061,campus_22606
886062,campus_1500
886063,campus_9433
886064,campus_22607
886065,campus_13340
886066,campus_22608
886067,campus_10669
886068,campus_21710
886069,campus_11291
886071,campus_11292
886072,campus_11293
886073,campus_23659
886074,campus_9434
886077,campus_13341
886082,campus_22609
886083,campus_10670
886084,campus_21711
886086,campus_11294
886087,campus_224
886088,campus_21712
886089,campus_8703
886090,campus_225
886093,campus_225
886094,campus_23660
886096,campus_9435
886097,campus_13342
886098,campus_1501
886099,campus_10671
886100,campus_11295
886101,campus_21713
886102,campus_226
886103,campus_8725
886104,campus_23661
886105,campus_8725
886106,campus_9436
886107,campus_11296
886108,campus_11297
886109,campus_13343
886110,campus_11298
886111,campus_22610
886112,campus_11299
886114,campus_8711
886115,campus_10672
886116,campus_226
886117,campus_23662
886118,campus_21714
886119,campus_9437
886120,campus_13344
886121,campus_1501
886122,campus_11300
886123,campus_11301
886124,campus_11302
886125,campus_10673
886126,campus_23663
886127,campus_21715
886128,campus_227
886129,campus_9438
886130,campus_13345
886131,campus_22611
886133,campus_11303
886136,campus_11304
886137,campus_10674
886138,campus_11305
886139,campus_11306
886144,campus_11307
886146,campus_11308
886147,campus_11309
886148,campus_23664
886149,campus_11310
886150,campus_21716
886151,campus_227
886152,campus_9439
886153,campus_9440
886154,campus_9441
886155,campus_22612
886156,campus_13346
886157,campus_10675
886158,campus_8726
886159,campus_23665
886160,campus_11311
886162,campus_228
886163,campus_21717
886164,campus_11312
886166,campus_11313
886168,campus_9330
886169,campus_22613
886171,campus_11314
886173,campus_13347
886175,campus_10676
886177,campus_23666
886179,campus_228
886180,campus_12681
886181,campus_12682
886182,campus_1401
886184,campus_9442
886185,campus_22614
886186,campus_10677
886187,campus_8727
886188,campus_11315
886189,campus_23667
886190,campus_1401
886191,campus_12683
886194,campus_9443
886196,campus_22615
886197,campus_10678
886198,campus_11316
886199,campus_13348
886200,campus_8728
886201,campus_8726
886202,campus_11317
886203,campus_8729
886204,campus_23668
886205,campus_1402
886206,campus_229
886207,campus_9444
886208,campus_230
886209,campus_22616
886210,campus_230
886211,campus_10679
886212,campus_13349
886213,campus_11318
886214,campus_23669
886215,campus_1402
886217,campus_21718
886218,campus_21719
886219,campus_229
886220,campus_22617
886221,campus_9445
886222,campus_21720
886224,campus_21721
886226,campus_10680
886231,campus_12684
886233,campus_13350
886234,campus_231
886235,campus_232
886236,campus_11319
886237,campus_232
886238,campus_11320
886239,campus_232
886240,campus_23670
886241,campus_233
886242,campus_233
886243,campus_9446
886244,campus_22618
886245,campus_21722
886246,campus_10681
886247,campus_21723
886249,campus_13351
886250,campus_11321
886251,campus_23671
886252,campus_233
886253,campus_233
886254,campus_12685
886255,campus_12686
886256,campus_234
886257,campus_22619
886258,campus_56
886259,campus_10682
886260,campus_1403
886261,campus_13352
886262,campus_23672
886263,campus_11322
886264,campus_234
886266,campus_1502
886267,campus_12687
886268,campus_9447
886270,campus_12688
886271,campus_10683
886272,campus_235
886273,campus_21724
886274,campus_235
886275,campus_12690
886276,campus_13353
886277,campus_11323
886278,campus_23673
886280,campus_22620
886281,campus_9448
886282,campus_10684
886283,campus_1403
886285,campus_12694
886286,campus_13354
886287,campus_11324
886288,campus_23674
886289,campus_11325
886295,campus_22621
886297,campus_9449
886299,campus_10685
886302,campus_21725
886304,campus_13355
886305,campus_23675
886307,campus_1557
886308,campus_9450
886309,campus_22622
886310,campus_10686
886313,campus_21726
886321,campus_13356
886324,campus_1556
886326,campus_9451
886327,campus_22623
886328,campus_10687
886329,campus_12695
886330,campus_21727
886331,campus_13357
886332,campus_1555
886333,campus_1557
886334,campus_1557
886335,campus_11326
886336,campus_407
886337,campus_407
886338,campus_9452
886339,campus_22624
886340,campus_12696
886341,campus_10688
886342,campus_1404
886343,campus_13358
886344,campus_1558
886345,campus_1557
886346,campus_11327
886347,campus_9453
886348,campus_12697
886349,campus_22625
886350,campus_10689
886351,campus_21728
886352,campus_21729
